iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,679.774,1,13.5086,26.1537,35.8481,13.1157,1,0.3,1,1,1,1
2,635.433,1,14.0809,22.9596,24.2768,13.8266,1.19639,0.217859,0.28465,1.03339,0.566186,0.884204
3,594.521,1,14.0709,22.6912,25.9817,11.9181,1.28911,0.17864,0.242819,0.952987,0.419224,0.829394
4,572.203,1,13.6655,20.3456,26.0366,12.9485,1.44186,0.143618,0.23635,0.947735,0.407312,0.781949
5,546.795,1,13.3792,20.4042,26.0734,12.1093,1.63329,0.108386,0.254157,0.904122,0.355706,0.755584
6,527.236,1,13.7429,16.8296,25.1092,11.0201,1.74159,0.0913208,0.252326,0.831137,0.312599,0.767566
7,510.509,1,13.5597,19.6556,25.4351,11.0495,1.56752,0.0818827,0.260399,0.874449,0.292658,0.790972
8,494.395,1,13.6051,25.2999,25.1295,11.4173,1.42013,0.0733902,0.259642,0.931611,0.301919,0.798474
9,493.46,1,13.4363,23.6848,25.0551,12.3729,1.50595,0.0664621,0.258832,0.934427,0.309126,0.816711
10,487.294,1,13.4293,25.9928,24.3823,12.1664,1.42043,0.0658518,0.251583,1.07555,0.280809,0.805116
11,496.553,1,13.4535,27.8894,24.8138,13.3395,1.46746,0.0652439,0.253877,1.26566,0.287955,0.853489
12,486.863,1,13.3934,25.9787,24.5438,13.3155,1.41579,0.0654024,0.253908,1.10726,0.283255,0.787505
13,483.844,1,13.5007,25.327,24.9817,12.3479,1.44244,0.0612581,0.256619,1.07201,0.301015,0.777446
14,475.226,1,13.4987,25.904,24.2427,12.5585,1.39058,0.0575,0.260336,1.11524,0.290479,0.762598
15,467.069,1,13.5405,26.2724,24.6914,11.9658,1.39053,0.0556356,0.263364,0.980546,0.282603,0.773546
16,460.427,1,13.5604,25.3425,24.8579,12.4086,1.31076,0.0530962,0.269603,0.913687,0.291058,0.828934
17,458.158,1,13.5366,23.0368,25.0374,12.1982,1.41414,0.0460335,0.25954,0.841177,0.312227,0.873039
18,456.253,1,13.5838,22.1715,25.2944,11.3217,1.4373,0.0432875,0.267518,0.888566,0.305518,0.830728
19,457.44,1,13.6157,21.0956,25.2715,11.3126,1.38682,0.0466913,0.258333,0.904575,0.304469,0.857884
20,464.421,1,13.6765,21.2666,25.397,12.0879,1.4836,0.0461703,0.262963,0.930498,0.284995,0.88499
21,458.69,1,13.6518,22.2274,25.4605,12.3834,1.54432,0.0414736,0.266109,0.896705,0.276756,0.822194
22,459.789,1,13.548,18.8681,25.2502,12.2355,1.48987,0.0417167,0.260302,0.880548,0.290143,0.948805
23,466.242,1,13.55,20.7488,25.0765,12.5104,1.54257,0.0434668,0.263863,0.866609,0.301519,0.916614
24,461.322,1,13.5677,19.5124,25.0621,11.8016,1.54247,0.0399443,0.260829,0.937074,0.309503,0.870285
25,468.672,1,13.4938,20.9682,25.018,12.517,1.64221,0.0382378,0.273693,0.915039,0.293939,0.904256
26,460.83,1,13.4549,19.7677,24.8757,12.9357,1.60761,0.0356614,0.265974,0.922418,0.281821,0.902658
27,464.182,1,13.4135,20.6779,25.036,13.5428,1.69452,0.032262,0.269657,0.885806,0.280105,0.962164
28,459.876,1,13.325,19.2225,25.6107,13.4938,1.5507,0.0357351,0.258079,0.937206,0.310558,0.937604
29,466.316,1,13.5305,18.9894,25.5924,14.5613,1.59006,0.0379167,0.264361,1.01843,0.290305,0.922761
30,461.249,1,13.4864,19.0402,25.6605,14.2294,1.53829,0.0396211,0.253914,0.952436,0.288399,0.929503
31,468.46,1,13.5017,17.6416,25.208,14.8665,1.53836,0.0421251,0.26619,0.940057,0.298846,0.971382
32,463.083,1,13.4592,18.6733,24.9816,13.3625,1.54923,0.0403207,0.253726,0.953448,0.282412,0.936337
33,457.83,1,13.6265,18.3591,25.6687,12.3878,1.38722,0.0465382,0.256571,0.929703,0.282059,0.928904
34,459.844,1,13.5634,16.8419,25.9112,11.6121,1.49265,0.0452954,0.258366,0.846238,0.286783,0.849859
35,476.979,1,13.688,17.6253,26.0416,12.269,1.60167,0.0467605,0.279806,0.861686,0.291246,0.959592
36,468.408,1,13.5233,17.2349,25.6587,11.8689,1.59816,0.0414024,0.258912,0.917283,0.289143,0.935116
37,458.326,1,13.6269,20.1822,25.5371,12.2367,1.5198,0.0407944,0.262811,0.861913,0.276554,0.938977
38,461.477,1,13.4739,17.9249,25.2849,13.5311,1.67297,0.0345773,0.25311,0.820803,0.315754,0.861742
39,453.532,1,13.4637,18.0153,25.1297,13.1337,1.52396,0.0387578,0.256343,0.810005,0.309714,0.838211
40,458.223,1,13.4105,19.9989,25.4574,12.6317,1.59681,0.0372768,0.267994,0.854516,0.296858,0.812088
41,462.351,1,13.4138,20.8552,25.4237,12.7638,1.6886,0.0355985,0.267537,0.913611,0.289598,0.753802
42,455.056,1,13.5851,19.7053,24.804,11.5226,1.66353,0.0322881,0.274751,0.847539,0.30156,0.734925
43,455.699,1,13.4917,19.4448,24.7606,11.2035,1.63592,0.034086,0.261603,0.855958,0.303684,0.776449
44,461.657,1,13.4955,19.7556,24.5654,12.1238,1.66006,0.0353427,0.26158,0.882752,0.300738,0.816939
45,458.232,1,13.5703,21.5166,24.4833,12.5075,1.66011,0.0361676,0.261807,0.788629,0.287936,0.806512
46,457.094,1,13.5581,21.9623,24.289,12.869,1.71933,0.0325497,0.262075,0.772076,0.309485,0.75439
47,456.578,1,13.4952,22.1679,24.9204,12.667,1.71939,0.0334746,0.265892,0.747364,0.295969,0.737943
48,461.372,1,13.6018,20.675,24.8294,13.5381,1.71947,0.0369422,0.266896,0.748207,0.29011,0.792221
49,453.806,1,13.5841,21.7174,24.531,12.9792,1.63027,0.0377862,0.262382,0.759289,0.291207,0.738222
50,457.122,1,13.655,19.4375,24.966,10.5891,1.63029,0.0385003,0.264363,0.80207,0.294528,0.740335
51,459.276,1,13.8254,18.7142,25.3528,11.4687,1.69327,0.0348446,0.271839,0.842706,0.294393,0.744887
52,471.045,1,13.6048,18.7956,24.9765,11.1977,1.78726,0.0322845,0.270122,0.955509,0.314709,0.779348
53,462.145,1,13.5429,21.487,24.7731,11.0395,1.62879,0.0351824,0.261805,0.884601,0.317715,0.863733
54,463.182,1,13.5365,22.3345,24.8877,11.2941,1.6753,0.0347769,0.265959,0.795342,0.313481,0.895292
