parameter,value
Cl_pop,13.456962849112
V1_pop,23.6975480261902
beta_V1_logtCLCRMLMIN,-1.54974171960405
beta_V1_logtRAL,0.0672501450305834
Q_pop,23.4
beta_Q_LMP_1,0.896217581223287
beta_Q_logtAGEA,1.24283038554991
beta_Q_logtALBGDL,17.4622045704743
beta_Q_logtPROGDL,-17.6161673628584
V2_pop,3.98790254504277
beta_V2_SEXF_1,3.88515481314792
beta_V2_logtHCM,29.0821107708377
omega_Cl,0.257811827702643
omega_V1,0.144168846271879
omega_Q,5.01523408542835e-8
omega_V2,1.02619557194803e-7
a,1.46797131083664
b,0.0395386466172946
