time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
0.154421,0.010989,0.0111111,0,0.0337079,All
1.08508,0.032967,0.0224719,0,0.0666667,All
2.01575,0.032967,0.0449438,0.011236,0.0949438,All
2.94641,0.0879121,0.0674157,0.0333333,0.123596,All
3.87707,0.131868,0.1,0.0451992,0.156429,All
4.80773,0.164835,0.129885,0.0777778,0.188889,All
5.7384,0.186813,0.155556,0.1,0.213483,All
6.66906,0.208791,0.179775,0.123596,0.247191,All
7.59972,0.21978,0.211111,0.155556,0.277778,All
8.53038,0.241758,0.233333,0.177778,0.3,All
9.46104,0.285714,0.264015,0.2,0.322222,All
10.3917,0.285714,0.288889,0.224719,0.348315,All
11.3224,0.340659,0.311111,0.245818,0.366667,All
12.253,0.362637,0.333333,0.269663,0.388889,All
13.1837,0.384615,0.355556,0.297727,0.404494,All
14.1144,0.395604,0.370787,0.311111,0.426966,All
15.045,0.395604,0.388889,0.333333,0.441323,All
15.9757,0.406593,0.402247,0.348315,0.455556,All
16.9063,0.417582,0.422222,0.366667,0.47191,All
17.837,0.428571,0.444444,0.3799,0.488889,All
18.7677,0.43956,0.455556,0.404494,0.5,All
19.6983,0.43956,0.47191,0.422222,0.516854,All
20.629,0.472527,0.488889,0.438202,0.52809,All
21.5597,0.494505,0.5,0.455556,0.539326,All
22.4903,0.505495,0.511111,0.466667,0.555556,All
23.421,0.516484,0.52809,0.477778,0.566667,All
24.3516,0.516484,0.539326,0.488889,0.577778,All
25.2823,0.56044,0.553059,0.5,0.595506,All
26.213,0.56044,0.566667,0.522222,0.606742,All
27.1436,0.582418,0.577778,0.52809,0.617978,All
28.0743,0.582418,0.588889,0.544444,0.629213,All
29.005,0.604396,0.6,0.550562,0.640449,All
29.9356,0.604396,0.611111,0.566667,0.649706,All
30.8663,0.626374,0.622222,0.575406,0.661006,All
31.7969,0.626374,0.633333,0.588889,0.670455,All
32.7276,0.659341,0.640449,0.6,0.685393,All
33.6583,0.659341,0.644444,0.611111,0.688889,All
34.5889,0.659341,0.655556,0.622222,0.7,All
35.5196,0.681319,0.666667,0.629213,0.711111,All
36.4503,0.692308,0.677778,0.640449,0.722222,All
37.3809,0.692308,0.688889,0.644444,0.730337,All
38.3116,0.692308,0.696629,0.655556,0.741573,All
39.2422,0.692308,0.707865,0.666667,0.75,All
40.1729,0.703297,0.719101,0.674157,0.755556,All
41.1036,0.725275,0.730337,0.679798,0.766667,All
42.0342,0.725275,0.733333,0.688889,0.777778,All
42.9649,0.725275,0.744444,0.7,0.788889,All
43.8956,0.736264,0.755556,0.711111,0.803409,All
44.8262,0.769231,0.766667,0.722222,0.811111,All
45.7569,0.791209,0.777778,0.728805,0.822222,All
46.6875,0.802198,0.788889,0.741573,0.833333,All
47.6182,0.802198,0.797753,0.752809,0.844444,All
48.5489,0.802198,0.808989,0.755556,0.853933,All
49.4795,0.813187,0.818182,0.766667,0.864402,All
50.4102,0.813187,0.829545,0.775281,0.875702,All
51.3409,0.824176,0.833333,0.786517,0.888889,All
52.2715,0.824176,0.844444,0.788889,0.897727,All
53.2022,0.846154,0.855556,0.8,0.9,All
54.1328,0.879121,0.855556,0.811111,0.910112,All
55.0635,0.879121,0.866667,0.820225,0.911111,All
55.9942,0.89011,0.877778,0.831461,0.922222,All
56.9248,0.89011,0.881418,0.833333,0.931818,All
57.8555,0.89011,0.888889,0.844444,0.933333,All
58.7862,0.901099,0.9,0.853933,0.944132,All
59.7168,0.912088,0.904545,0.855556,0.944444,All
60.6475,0.912088,0.911111,0.866667,0.955306,All
61.5781,0.912088,0.921348,0.876404,0.955556,All
62.5088,0.912088,0.922222,0.88764,0.966292,All
63.4395,0.912088,0.932584,0.888889,0.966667,All
64.3701,0.912088,0.933333,0.898876,0.977273,All
65.3008,0.934066,0.94382,0.9,0.977528,All
66.2315,0.934066,0.944444,0.910112,0.977778,All
67.1621,0.945055,0.944444,0.911111,0.977778,All
68.0928,0.956044,0.955556,0.921348,0.983207,All
69.0234,0.956044,0.955556,0.922222,0.988889,All
69.9541,0.967033,0.966292,0.922222,0.988889,All
70.8848,0.978022,0.966667,0.933333,0.988889,All
71.8154,0.978022,0.966667,0.933333,0.988889,All
72.7461,0.978022,0.977142,0.94382,0.988889,All
73.6768,0.978022,0.977528,0.944444,1,All
74.6074,0.978022,0.977778,0.944444,1,All
75.5381,0.978022,0.977778,0.955056,1,All
76.4687,0.978022,0.977778,0.955306,1,All
77.3994,0.978022,0.9887,0.955556,1,All
78.3301,0.978022,0.988764,0.966292,1,All
79.2607,0.978022,0.988764,0.966292,1,All
80.1914,0.978022,0.988889,0.966667,1,All
81.1221,0.978022,0.988889,0.966667,1,All
82.0527,0.989011,0.988889,0.97197,1,All
82.9834,0.989011,0.988889,0.977528,1,All
83.914,0.989011,0.988889,0.977528,1,All
84.8447,0.989011,1,0.977778,1,All
85.7754,0.989011,1,0.977778,1,All
86.706,0.989011,1,0.977778,1,All
87.6367,0.989011,1,0.988764,1,All
88.5674,0.989011,1,0.988764,1,All
89.498,0.989011,1,0.988764,1,All
90.4287,0.989011,1,0.988889,1,All
91.3593,0.989011,1,1,1,All
92.29,1,1,1,1,All
