iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,523.751,1,13.5088,24.1422,13.1053,1.5,0,1.5,1.5,1.5,1.5
2,514.772,1,21.3995,18.5325,19.0323,1.57556,-0.406704,1.46202,1.46202,1.46202,1.46202
3,509.985,1,21.8106,18.3427,19.0751,1.55234,-0.421682,1.425,1.42627,1.425,1.425
4,511.592,1,21.5652,18.6129,19.6046,1.59692,-0.414571,1.38892,1.39016,1.38892,1.38892
5,513.341,1,21.0643,18.6118,20.8816,1.62779,-0.391975,1.35375,1.35792,1.35375,1.35375
6,508.214,1,21.5283,18.4244,20.4489,1.61212,-0.410071,1.31947,1.32354,1.31947,1.31947
7,505.262,1,21.8269,18.3781,19.1822,1.60605,-0.426264,1.28606,1.32019,1.28606,1.28606
8,507.577,1,21.0515,18.1111,20.6941,1.65095,-0.389809,1.2535,1.35388,1.2535,1.2535
9,507.853,1,21.1534,18.2912,18.7571,1.67937,-0.397086,1.22176,1.35556,1.22176,1.22176
10,500.63,1,21.4513,18.4241,17.3651,1.63685,-0.414055,1.19082,1.35011,1.19082,1.19082
11,503.915,1,20.7819,18.6039,17.6178,1.64922,-0.378793,1.16067,1.42966,1.16067,1.16067
12,508.252,1,21.6332,18.3199,18.1048,1.7053,-0.42428,1.13128,1.41408,1.13128,1.13128
13,499.072,1,21.863,18.3341,17.9104,1.66212,-0.42886,1.10264,1.37827,1.10264,1.10264
14,496.925,1,21.063,17.8031,17.4229,1.63134,-0.382318,1.07472,1.38779,1.07472,1.07472
15,490.628,1,20.5698,17.9293,18.1537,1.59917,-0.366571,1.04751,1.35265,1.04751,1.04751
16,489.794,1,20.8194,18.1655,18.8909,1.58696,-0.376351,1.02098,1.44598,1.02098,1.02098
17,484.745,1,20.9927,17.9656,17.2284,1.57085,-0.386558,0.995131,1.40936,0.995131,0.995131
18,478.342,1,20.9415,18.3069,16.6164,1.53107,-0.380359,0.969933,1.46974,0.969933,0.969933
19,481.332,1,19.6022,18.251,16.3891,1.57936,-0.313041,0.945374,1.43253,0.945374,0.945374
20,484.135,1,20.7699,18.0257,16.8744,1.6059,-0.370739,0.921437,1.39626,0.921437,0.921437
21,478.272,1,20.8529,18.2699,16.8271,1.59503,-0.37569,0.898105,1.3609,0.898105,0.898105
22,476.781,1,20.5326,18.3629,16.6887,1.60019,-0.364802,0.875365,1.32644,0.875365,0.875365
23,468.615,1,21.4949,18.7537,17.1245,1.55967,-0.406149,0.8532,1.29286,0.8532,0.8532
24,471.725,1,21.4672,19.0022,16.8508,1.6121,-0.407465,0.831597,1.27913,0.831597,0.831597
25,477.085,1,21.3767,18.7952,19.1467,1.66194,-0.402595,0.81054,1.24674,0.81054,0.81054
26,479.283,1,21.057,18.5807,17.316,1.70127,-0.381398,0.790017,1.24222,0.790017,0.790017
27,477.719,1,22.3981,18.8398,17.5253,1.71873,-0.444992,0.770013,1.21077,0.770013,0.770013
28,478.947,1,21.8451,18.7722,17.574,1.7277,-0.422824,0.750516,1.30401,0.750516,0.750516
29,473.911,1,20.9212,18.916,18.1363,1.69185,-0.373836,0.731512,1.31343,0.731512,0.731512
30,467.552,1,21.0203,19.2432,17.2737,1.65168,-0.375732,0.71299,1.28902,0.71299,0.71299
31,461.697,1,21.7874,19.597,18.0047,1.62352,-0.422028,0.694937,1.25639,0.694937,0.694937
32,454.136,1,20.6042,19.1601,17.6522,1.5882,-0.371037,0.677341,1.22457,0.677341,0.677341
33,449.949,1,21.4821,19.1727,17.7644,1.55444,-0.396851,0.66019,1.26122,0.66019,0.66019
34,445.056,1,21.2313,19.1864,17.9188,1.52252,-0.391153,0.643474,1.22929,0.643474,0.643474
35,452.709,1,21.4914,19.2733,17.2957,1.60184,-0.403491,0.627181,1.32067,0.627181,0.627181
36,458.066,1,20.6295,19.3812,17.202,1.63213,-0.363872,0.6113,1.32532,0.6113,0.649022
37,451.09,1,21.2945,19.3549,17.1913,1.5908,-0.400317,0.595821,1.37473,0.595821,0.632588
38,452.886,1,21.7419,19.5506,17.8172,1.629,-0.419413,0.580735,1.45,0.580735,0.616571
39,456.024,1,21.846,19.5941,18.2895,1.65056,-0.417735,0.56603,1.41328,0.56603,0.600959
40,446.64,1,22.4922,20.3391,17.6598,1.66729,-0.441377,0.551698,1.3775,0.551698,0.585742
41,451.083,1,21.6912,20.1729,16.7959,1.68741,-0.395846,0.537729,1.34262,0.537729,0.595658
42,443.358,1,22.4028,20.3639,17.3578,1.64469,-0.433188,0.524113,1.30862,0.524113,0.595734
43,436.87,1,21.9261,20.0606,16.8496,1.60304,-0.416809,0.510842,1.31562,0.510842,0.580649
44,441.011,1,21.7923,19.6454,15.8422,1.62231,-0.408877,0.497908,1.28519,0.497908,0.594375
45,440.346,1,21.2001,19.5253,15.862,1.62416,-0.379185,0.4853,1.28867,0.4853,0.609835
46,436.038,1,22.3934,19.5367,16.0913,1.61597,-0.435835,0.473012,1.25604,0.473012,0.594393
47,431.187,1,21.7163,19.8232,16.0805,1.60006,-0.408493,0.461035,1.22424,0.461035,0.604595
48,428.158,1,21.4117,19.7622,16.5729,1.58252,-0.394758,0.449362,1.19324,0.449362,0.629087
49,439.816,1,20.6802,19.6176,17.0035,1.66102,-0.359207,0.437984,1.22653,0.437984,0.64522
50,439.719,1,21.4483,19.6351,15.4133,1.69205,-0.393623,0.426894,1.19548,0.426894,0.634252
51,434.333,1,22.4393,19.7787,15.1948,1.65014,-0.429624,0.416084,1.16521,0.416084,0.647902
52,430.69,1,21.9118,20.394,15.4919,1.61145,-0.412408,0.405549,1.25191,0.405549,0.657856
53,440.958,1,21.2702,20.673,15.3048,1.71485,-0.384109,0.39528,1.29503,0.39528,0.655705
54,435.922,1,20.8956,20.1501,15.2203,1.702,-0.36467,0.385271,1.31357,0.385271,0.639102
55,438.598,1,20.5578,19.628,15.6362,1.69891,-0.359076,0.375516,1.31091,0.375516,0.677076
56,438.355,1,21.7195,19.642,14.7898,1.71278,-0.412583,0.366008,1.27772,0.366008,0.681915
57,433.5,1,20.9415,19.9762,15.0988,1.69561,-0.380566,0.35674,1.24537,0.35674,0.693992
58,435.091,1,21.8531,19.801,16.1017,1.72692,-0.417778,0.347707,1.21383,0.347707,0.691392
59,430.959,1,21.409,20.4464,15.3882,1.72689,-0.39772,0.338903,1.19891,0.338903,0.673886
60,429.907,1,21.2161,20.441,15.0948,1.74224,-0.377066,0.330322,1.16855,0.330322,0.656823
61,430.645,1,21.2373,20.35,15.7116,1.721,-0.385549,0.321958,1.30433,0.321958,0.640191
62,426.28,1,21.2551,20.7753,15.1352,1.70614,-0.388494,0.313806,1.27131,0.313806,0.623981
63,423.665,1,20.6621,20.8923,15.7516,1.66901,-0.361467,0.30586,1.23912,0.30586,0.608182
64,422.015,1,20.9724,21.4118,15.0737,1.67692,-0.374005,0.298116,1.24207,0.298116,0.592782
65,418.251,1,20.6445,21.7313,14.8929,1.644,-0.358032,0.290567,1.21062,0.290567,0.603557
66,423.125,1,21.1838,22.0276,14.3534,1.7037,-0.389791,0.28321,1.17996,0.28321,0.632972
67,418.566,1,21.7574,21.7465,15.1666,1.69822,-0.420084,0.276039,1.15009,0.276039,0.697427
68,412.995,1,21.7036,21.6683,15.0768,1.65522,-0.410249,0.269049,1.12097,0.269049,0.70508
