standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.84489,0.123453,-3.10242,0.0152963,-2.78846,0.0282439,-3.35982,0.0168699,All
-1.55411,0.172834,-2.63306,0,-2.28007,0.0706096,-2.93424,0,All
-1.26333,0.320978,-2.1637,0.0152963,-1.77168,0.0564877,-2.50866,0,All
-0.972554,0.419741,-1.69434,0.137667,-1.26328,0.197707,-2.08308,0.0506096,All
-0.681776,0.246906,-1.22498,0.214149,-0.754889,0.155341,-1.6575,0.202438,All
-0.390999,0.345669,-0.755618,0.275334,-0.246496,0.522511,-1.23192,0.185569,All
-0.100221,0.172834,-0.286258,0.367112,0.261896,0.466024,-0.806337,0.354267,All
0.190557,0.320978,0.183102,0.428297,0.770289,0.324804,-0.380757,0.421747,All
0.481334,0.345669,0.652462,0.397705,1.27868,0.127097,0.0448233,0.455487,All
0.772112,0.320978,1.12182,0.260038,1.78708,0.112975,0.470404,0.134959,All
1.06289,0.419741,1.59118,0.122371,2.29547,0.0282439,0.895984,0.269918,All
1.35367,0.345669,2.06054,0.045889,2.80386,0.0141219,1.32156,0.269918,All
1.64445,0.148144,2.5299,0.0152963,3.31225,0.0141219,1.74714,0.168699,All
