time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
2.22045e-16,4.31916e-14,1.17859e-14,2.28082e-14,3.10627e-14,3.6309e-14,4.07925e-14,4.54166e-14,5.01325e-14,5.62627e-14,6.59636e-14,8.77742e-14,All
3.08757e-16,5.87333e-14,2.96377e-14,3.96982e-14,4.56217e-14,5.08155e-14,5.61396e-14,6.1476e-14,6.79546e-14,7.68104e-14,9.02002e-14,1.22278e-13,All
4.29331e-16,7.97905e-14,4.30898e-14,5.40444e-14,6.18712e-14,6.92282e-14,7.6113e-14,8.41007e-14,9.33335e-14,1.05316e-13,1.24256e-13,1.62823e-13,All
5.96992e-16,1.11064e-13,6.03243e-14,7.62965e-14,8.64962e-14,9.62091e-14,1.06254e-13,1.16346e-13,1.28364e-13,1.4497e-13,1.69945e-13,2.22916e-13,All
8.30127e-16,1.54329e-13,8.52437e-14,1.06469e-13,1.20431e-13,1.34136e-13,1.47055e-13,1.61729e-13,1.78679e-13,2.01599e-13,2.35889e-13,3.0865e-13,All
1.15431e-15,2.14103e-13,1.20766e-13,1.4894e-13,1.68115e-13,1.86208e-13,2.03861e-13,2.24457e-13,2.48794e-13,2.79336e-13,3.266e-13,4.2912e-13,All
1.60508e-15,2.96895e-13,1.68175e-13,2.07621e-13,2.33772e-13,2.5852e-13,2.83673e-13,3.11112e-13,3.44372e-13,3.89307e-13,4.5313e-13,5.96088e-13,All
2.23189e-15,4.1323e-13,2.35093e-13,2.89211e-13,3.25034e-13,3.60127e-13,3.94277e-13,4.33437e-13,4.79806e-13,5.41792e-13,6.32153e-13,8.3026e-13,All
3.10348e-15,5.7446e-13,3.25707e-13,4.03033e-13,4.52156e-13,5.01372e-13,5.48948e-13,6.02374e-13,6.67543e-13,7.51667e-13,8.76267e-13,1.15582e-12,All
4.31544e-15,7.99262e-13,4.54389e-13,5.60427e-13,6.29231e-13,6.97374e-13,7.6279e-13,8.37763e-13,9.27817e-13,1.04371e-12,1.22236e-12,1.59898e-12,All
6.00069e-15,1.11132e-12,6.31615e-13,7.80876e-13,8.75478e-13,9.67338e-13,1.06228e-12,1.16556e-12,1.29179e-12,1.452e-12,1.69972e-12,2.22569e-12,All
8.34406e-15,1.54476e-12,8.78364e-13,1.08319e-12,1.21749e-12,1.34743e-12,1.4766e-12,1.62209e-12,1.79585e-12,2.01633e-12,2.36113e-12,3.10286e-12,All
1.16025e-14,2.14976e-12,1.21936e-12,1.51039e-12,1.69287e-12,1.87274e-12,2.0488e-12,2.25419e-12,2.49979e-12,2.80226e-12,3.28546e-12,4.31633e-12,All
1.61335e-14,2.98694e-12,1.69396e-12,2.09942e-12,2.35223e-12,2.60532e-12,2.85219e-12,3.1372e-12,3.4751e-12,3.90126e-12,4.56714e-12,6.00884e-12,All
2.24339e-14,4.15031e-12,2.35684e-12,2.91871e-12,3.26996e-12,3.62126e-12,3.96887e-12,4.36139e-12,4.83233e-12,5.42332e-12,6.3514e-12,8.35985e-12,All
3.11948e-14,5.77015e-12,3.2714e-12,4.06183e-12,4.54566e-12,5.03356e-12,5.51728e-12,6.06773e-12,6.71999e-12,7.54492e-12,8.82909e-12,1.16216e-11,All
4.33768e-14,8.02354e-12,4.55531e-12,5.6475e-12,6.32679e-12,7.00285e-12,7.67602e-12,8.43888e-12,9.34441e-12,1.04899e-11,1.22754e-11,1.61668e-11,All
6.03162e-14,1.11548e-11,6.32958e-12,7.85204e-12,8.78795e-12,9.73608e-12,1.06751e-11,1.17383e-11,1.29936e-11,1.45893e-11,1.70602e-11,2.24623e-11,All
8.38706e-14,1.55118e-11,8.80147e-12,1.09186e-11,1.22261e-11,1.35414e-11,1.4837e-11,1.63119e-11,1.80683e-11,2.02858e-11,2.37238e-11,3.12486e-11,All
1.16623e-13,2.157e-11,1.22485e-11,1.51867e-11,1.70037e-11,1.88262e-11,2.06309e-11,2.2683e-11,2.5117e-11,2.82153e-11,3.29979e-11,4.34537e-11,All
1.62167e-13,2.99936e-11,1.70213e-11,2.11137e-11,2.36414e-11,2.61896e-11,2.8682e-11,3.15447e-11,3.49268e-11,3.92296e-11,4.58995e-11,6.0436e-11,All
2.25496e-13,4.16947e-11,2.36679e-11,2.93594e-11,3.28717e-11,3.64087e-11,3.98857e-11,4.38663e-11,4.85623e-11,5.45483e-11,6.38137e-11,8.40402e-11,All
3.13555e-13,5.79934e-11,3.29089e-11,4.08282e-11,4.5724e-11,5.06302e-11,5.54672e-11,6.09881e-11,6.7528e-11,7.58467e-11,8.87215e-11,1.16859e-10,All
