time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
0.864629,0.010989,0.0224719,0,0.0666667,All
1.78812,0.032967,0.0444444,0.0111111,0.0898876,All
2.71161,0.0549451,0.0674157,0.0333333,0.122222,All
3.63509,0.120879,0.1,0.0444444,0.155556,All
4.55858,0.153846,0.122222,0.0666667,0.177778,All
5.48207,0.186813,0.146067,0.0888889,0.211111,All
6.40556,0.208791,0.177778,0.122222,0.244444,All
7.32905,0.208791,0.2,0.144444,0.268165,All
8.25254,0.241758,0.224719,0.166667,0.292135,All
9.17603,0.263736,0.255556,0.197701,0.311111,All
10.0995,0.285714,0.277778,0.222222,0.344444,All
11.023,0.307692,0.3,0.237296,0.359551,All
11.9465,0.351648,0.322222,0.255556,0.377778,All
12.87,0.384615,0.344444,0.288889,0.4,All
13.7935,0.395604,0.366667,0.303371,0.422222,All
14.717,0.395604,0.377778,0.322222,0.435768,All
15.6404,0.406593,0.4,0.344444,0.449438,All
16.5639,0.406593,0.41573,0.359551,0.466667,All
17.4874,0.428571,0.433333,0.377778,0.483146,All
18.4109,0.43956,0.449438,0.398864,0.494382,All
19.3344,0.43956,0.466667,0.41573,0.505683,All
20.2579,0.450549,0.477778,0.426966,0.522222,All
21.1814,0.483516,0.494382,0.444444,0.534091,All
22.1049,0.494505,0.508429,0.460674,0.548008,All
23.0284,0.516484,0.522222,0.47191,0.561798,All
23.9518,0.516484,0.533333,0.483146,0.577778,All
24.8753,0.538462,0.544444,0.494382,0.588889,All
25.7988,0.56044,0.555556,0.508365,0.6,All
26.7223,0.582418,0.567424,0.522222,0.611111,All
27.6458,0.582418,0.577778,0.533333,0.622222,All
28.5693,0.604396,0.588889,0.544444,0.632184,All
29.4928,0.604396,0.602273,0.556187,0.644444,All
30.4163,0.604396,0.615807,0.566667,0.655556,All
31.3398,0.626374,0.622222,0.58427,0.666667,All
32.2632,0.637363,0.633333,0.595506,0.677778,All
33.1867,0.659341,0.644444,0.6,0.688889,All
34.1102,0.659341,0.655556,0.617978,0.696629,All
35.0337,0.659341,0.662921,0.622222,0.7,All
35.9572,0.692308,0.674157,0.633333,0.711111,All
36.8807,0.692308,0.681818,0.644444,0.722222,All
37.8042,0.692308,0.688889,0.651685,0.733333,All
38.7277,0.692308,0.7,0.655556,0.744444,All
39.6512,0.692308,0.711111,0.666667,0.755556,All
40.5746,0.714286,0.722222,0.677778,0.766667,All
41.4981,0.725275,0.733333,0.688889,0.777778,All
42.4216,0.725275,0.744444,0.696629,0.788889,All
43.3451,0.736264,0.752809,0.707865,0.8,All
44.2686,0.747253,0.764045,0.711111,0.811111,All
45.1921,0.78022,0.774004,0.722222,0.820225,All
46.1156,0.791209,0.786517,0.741573,0.825884,All
47.0391,0.802198,0.788889,0.744444,0.833333,All
47.9625,0.802198,0.8,0.755556,0.844444,All
48.886,0.802198,0.811111,0.764045,0.855556,All
49.8095,0.813187,0.821223,0.775281,0.866667,All
50.733,0.813187,0.831461,0.785304,0.877778,All
51.6565,0.824176,0.842697,0.788889,0.888889,All
52.58,0.824176,0.844444,0.8,0.9,All
53.5035,0.868132,0.855556,0.808989,0.904023,All
54.427,0.879121,0.866667,0.811111,0.911111,All
55.3505,0.879121,0.866667,0.822222,0.922222,All
56.2739,0.89011,0.877778,0.832397,0.922222,All
57.1974,0.89011,0.88764,0.833333,0.933333,All
58.1209,0.89011,0.888889,0.844444,0.933333,All
59.0444,0.901099,0.9,0.854744,0.944444,All
59.9679,0.912088,0.909091,0.865169,0.944444,All
60.8914,0.912088,0.911111,0.870833,0.955056,All
61.8149,0.912088,0.921348,0.877778,0.955556,All
62.7384,0.912088,0.922222,0.88764,0.966292,All
63.6619,0.912088,0.932584,0.888889,0.966667,All
64.5853,0.912088,0.933333,0.898876,0.966667,All
65.5088,0.934066,0.94382,0.9,0.977528,All
66.4323,0.934066,0.944444,0.909091,0.977778,All
67.3558,0.956044,0.944444,0.911111,0.977778,All
68.2793,0.956044,0.955056,0.915783,0.977778,All
69.2028,0.956044,0.955556,0.922222,0.988636,All
70.1263,0.978022,0.966101,0.922222,0.988889,All
71.0498,0.978022,0.966667,0.932584,0.988889,All
71.9733,0.978022,0.966667,0.933333,0.988889,All
72.8967,0.978022,0.966667,0.933333,0.988889,All
73.8202,0.978022,0.977528,0.94382,1,All
74.7437,0.978022,0.977778,0.944444,1,All
75.6672,0.978022,0.977778,0.949495,1,All
76.5907,0.978022,0.977778,0.955056,1,All
77.5142,0.978022,0.977778,0.955556,1,All
78.4377,0.978022,0.988764,0.965713,1,All
79.3612,0.978022,0.988764,0.966292,1,All
80.2846,0.978022,0.988889,0.966667,1,All
81.2081,0.978022,0.988889,0.966667,1,All
82.1316,0.989011,0.988889,0.977273,1,All
83.0551,0.989011,0.988889,0.977528,1,All
83.9786,0.989011,0.988889,0.977528,1,All
84.9021,0.989011,1,0.977778,1,All
85.8256,0.989011,1,0.977778,1,All
86.7491,0.989011,1,0.977778,1,All
87.6726,0.989011,1,0.977778,1,All
88.596,0.989011,1,0.988764,1,All
89.5195,0.989011,1,0.988764,1,All
90.443,0.989011,1,0.988889,1,All
91.3665,0.989011,1,1,1,All
92.29,1,1,1,1,All
