parameter,value,se_sa,rse_sa
Cl_pop,13.5204370958388,0.920000149466788,6.80451484626881
V1_pop,24.4880792664887,2.24161614548572,9.15390758536671
Q_pop,23.4,,
V2_pop,12.5909432525621,4.03841660703328,32.0739798919475
omega_Cl,0.259737972041313,0.0492432246573159,18.9588084754444
omega_V1,0.270468849829714,0.109709214066008,40.5626060579918
omega_Q,0.980248165154246,0.413137978422409,42.1462638858803
omega_V2,0.92308509733317,0.25535452215353,27.6631615970466
a,1.5384519070819,0.280693003700711,18.2451594624834
b,0.0430582967538002,0.0155139722920838,36.0301578596803
