pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.33037,0.179782,-2.75831,0.0180532,-1.55582,0.0862866,All
-0.854484,0.667762,-2.56752,0.024071,-1.13088,0.373909,All
-0.378599,0.436613,-2.37673,0.0120355,-0.70594,0.575244,All
0.0972865,0.359564,-2.18593,0.0541597,-0.281,0.345146,All
0.573172,0.205465,-1.99514,0.0361064,0.14394,0.373909,All
1.04906,0.128416,-1.80434,0.0661951,0.568881,0.287622,All
1.52494,0.179782,-1.61355,0.13239,0.993821,0.172573,All
2.00083,0.0770494,-1.42276,0.180532,1.41876,0.201335,All
2.47671,0.0513663,-1.23196,0.162479,1.8437,0.115049,All
2.9526,0.0256831,-1.04117,0.252745,2.26864,0.0575244,All
,,-0.850374,0.276816,,,All
,,-0.65958,0.367082,,,All
,,-0.468786,0.31894,,,All
,,-0.277992,0.349029,,,All
,,-0.0871981,0.349029,,,All
,,0.103596,0.349029,,,All
,,0.29439,0.397171,,,All
,,0.485184,0.385135,,,All
,,0.675978,0.439295,,,All
,,0.866771,0.252745,,,All
,,1.05757,0.270798,,,All
,,1.24836,0.234692,,,All
,,1.43915,0.150443,,,All
,,1.62995,0.0962838,,,All
,,1.82074,0.0962838,,,All
,,2.01153,0.0421242,,,All
,,2.20233,0.0481419,,,All
,,2.39312,0.0300887,,,All
,,2.58392,0.0120355,,,All
,,2.77471,0.0120355,,,All
