parameter,value
Cl_pop,13.4806045853123
V1_pop,24.1764408617035
beta_V1_logtCLCRMLMIN,-2.99079922519086
beta_V1_logtPROGDL,-2.17933149885889
Q_pop,23.4
beta_Q_LMP_1,0.834466508510794
beta_Q_logtAGEA,1.27688593853673
beta_Q_logtALBGDL,16.2287152864477
beta_Q_logtPROGDL,-16.0284641072737
V2_pop,3.18452337489862
beta_V2_SEXF_1,4.20178137844036
beta_V2_logtALBGDL,-0.134579672553691
beta_V2_logtHCM,33.1349836129987
omega_Cl,0.258186838041357
omega_V1,0.347720958721834
omega_Q,5.52329454103168e-8
omega_V2,2.28961036759002e-8
a,1.42777951235514
b,0.0415861612483208
