iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,679.926,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,674.564,1,30.0259,22.1012,15.3018,0.95,0.285,-0.709525,0.974679,0.974679,0.974679,0.974679
3,654.706,1,32.2631,21.4332,16.6242,0.9025,0.27075,-0.74267,0.95,0.95,0.95,0.95
4,647.329,1,29.4842,21.2409,16.7969,0.857375,0.257212,-0.676443,0.925945,0.925945,0.925945,0.925945
5,648.902,1,30.441,22.2172,15.2238,0.814506,0.244352,-0.722023,0.9025,0.927635,0.9025,0.9025
6,646.181,1,28.0695,21.1192,13.946,0.773781,0.232134,-0.647976,0.879648,0.966037,0.879648,0.879648
7,634.036,1,25.9738,20.1099,13.9505,0.735092,0.220528,-0.59564,0.857375,0.941577,0.857375,0.857375
8,635.907,1,28.6043,19.9546,16.0644,0.698337,0.209501,-0.659635,0.835666,0.917735,0.835666,0.835666
9,631.359,1,28.8178,20.0029,15.1126,0.66342,0.199026,-0.67974,0.814506,0.92365,0.814506,0.814506
10,627.083,1,26.8132,18.6744,13.0115,0.630249,0.189075,-0.63606,0.793882,0.959166,0.793882,0.793882
11,627.25,1,26.8797,19.677,15.0909,0.960752,0.190033,-0.638088,0.773781,0.934879,0.773781,0.847651
12,609.396,1,28.8039,19.9382,16.0719,0.912714,0.180532,-0.673418,0.754188,0.911207,0.754188,0.826188
13,603.49,1,26.6776,19.1682,16.2074,0.867078,0.171505,-0.623392,0.735092,0.888135,0.735092,0.805269
14,585.114,1,29.0329,19.4445,18.2448,0.823724,0.16293,-0.675372,0.716479,0.865647,0.716479,0.784879
15,581.376,1,27.1312,20.1944,17.2133,0.782538,0.154783,-0.619177,0.698337,0.843728,0.698337,0.765005
16,569.167,1,28.4705,20.2835,17.4895,0.743411,0.147044,-0.660196,0.680655,0.822365,0.680655,0.745635
17,571.647,1,29.8355,19.8236,18.1292,0.706241,0.139692,-0.693469,0.66342,0.801542,0.66342,0.726755
18,562.129,1,27.7481,20.1603,18.5552,0.670929,0.132707,-0.631981,0.646622,0.781246,0.646622,0.757003
19,570.476,1,27.0504,21.7475,16.3988,0.637382,0.126072,-0.609878,0.630249,0.886283,0.630249,0.823403
20,556.523,1,29.0976,22.2386,16.5889,1.36829,0.113025,-0.66842,0.614291,0.947482,0.614291,0.809781
21,556.411,1,30.2557,21.3105,17.7839,1.64457,0.100501,-0.696651,0.598737,0.962066,0.598737,0.821717
22,546.982,1,29.035,21.4905,16.7866,1.56234,0.0954755,-0.675391,0.583577,0.937706,0.583577,0.800911
23,549.828,1,29.7019,21.6011,16.7116,1.48422,0.0907017,-0.697122,0.5688,1.00513,0.5688,0.780631
24,537.998,1,30.0842,21.7114,15.3137,1.41001,0.0861667,-0.704562,0.554398,1.08985,0.554398,0.760865
25,534.354,1,30.9182,22.0726,17.5947,1.7108,0.0721248,-0.732834,0.54036,1.11153,0.54036,0.849583
26,536.235,1,30.8623,21.6278,15.9834,1.80554,0.0635512,-0.720304,0.526678,1.17977,0.526678,0.952595
27,528.497,1,29.8252,21.3007,17.3446,1.81871,0.0574391,-0.702145,0.513342,1.1499,0.513342,1.05317
28,522.245,1,30.0894,21.8962,15.296,1.88432,0.0509119,-0.705983,0.500344,1.16811,0.500344,1.02651
29,508.732,1,30.7815,21.3368,15.3361,1.7901,0.0483663,-0.719911,0.487675,1.13853,0.487675,1.00051
30,501.782,1,29.9929,21.5071,16.1929,1.76227,0.0455285,-0.706404,0.475327,1.1097,0.475327,0.97518
31,491.95,1,29.8169,21.3617,18.4841,1.67416,0.0432521,-0.694631,0.463291,1.08695,0.463291,0.950488
32,494.605,1,30.3391,21.2166,16.4176,1.85836,0.0375064,-0.712965,0.45156,1.07816,0.45156,0.926421
33,495.092,1,32.4589,21.4681,16.081,1.94736,0.0316503,-0.764411,0.440127,1.05086,0.440127,0.902963
34,483.787,1,31.2217,22.1849,13.5114,1.84999,0.0300678,-0.732499,0.428982,1.12564,0.428982,0.8801
35,488.037,1,30.9415,21.7669,15.0957,1.83059,0.0345046,-0.718872,0.41812,1.15753,0.41812,0.882665
