parameter,value,se_sa,rse_sa
Cl_pop,20.5494169249011,4.03557987237357,19.6384154699951
beta_Cl_tSCRMGDL,-0.409275611788676,0.182945074963649,44.6997254891675
V1_pop,24.6758029716483,2.22223720767631,9.00573412030236
Q_pop,23.4,,
V2_pop,12.5583243531853,3.77509402686435,30.060491516982
beta_V2_logtWTKG,-3.28770812058275,2.52934888431988,76.9334987033933
omega_Cl,0.22392316956977,0.042479148658477,18.9704123696058
omega_V1,0.254993609668234,0.0926313805836519,36.3269419591229
omega_Q,1.01437404363263,0.347365716191669,34.2443419537529
omega_V2,0.866780530372018,0.255536898053456,29.4811534292055
a,1.46560264119131,0.27105475421487,18.4944231537781
b,0.0495438843290053,0.0167084117845596,33.7244687429115
