iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
645,454.567,2,22.6427,24.1714,12.9339,1.53098,0.0405062,1.05646,-0.495065,0.189689,0.953693,0.271504,0.919437
646,447.988,2,22.7663,24.1376,12.8885,1.5602,0.039403,1.06558,-0.501543,0.190753,0.921437,0.271238,0.886539
647,450.603,2,22.8129,24.2231,13.1108,1.53769,0.0404493,1.07929,-0.502273,0.191888,0.958909,0.271394,0.864613
648,450.059,2,22.8132,24.0341,13.2001,1.54951,0.0389154,1.09348,-0.5022,0.18701,0.98692,0.27647,0.878163
649,449.317,2,22.663,24.1485,13.1753,1.50133,0.0417182,1.07962,-0.496466,0.182181,0.97473,0.279203,0.889943
650,452.525,2,22.8397,24.2959,12.7726,1.50999,0.0421537,1.07479,-0.502512,0.185032,0.978792,0.27231,0.888026
651,451.986,2,22.5268,24.2602,12.6699,1.5058,0.0427259,1.06095,-0.489899,0.186752,0.974677,0.265644,0.905777
652,445.073,2,22.4836,24.2686,12.6695,1.46916,0.0427116,1.06393,-0.489408,0.18724,0.963562,0.266739,0.931358
653,447.81,2,22.5084,24.41,12.6471,1.46328,0.0421925,1.05001,-0.490433,0.189233,0.953974,0.272685,0.934442
654,453.07,2,22.5335,24.5819,12.9278,1.45536,0.04334,1.03012,-0.493155,0.189017,0.936116,0.273732,0.963302
655,451.401,2,22.4553,24.6386,13.249,1.44258,0.0449127,1.00593,-0.487254,0.190179,0.919218,0.27233,0.954673
656,459.138,2,22.348,24.6075,13.0989,1.44261,0.0465475,0.988103,-0.485127,0.186506,0.945342,0.274502,0.960871
657,456.886,2,22.1133,24.7313,12.3121,1.41043,0.0487888,0.965274,-0.478329,0.186006,0.947875,0.265338,0.99405
658,453.557,2,22.1502,24.5885,12.0472,1.38485,0.0500787,0.959359,-0.478585,0.185821,0.962828,0.255002,1.01326
659,468.183,2,21.9909,24.4851,12.2345,1.3849,0.0527041,0.967763,-0.472982,0.186009,0.976914,0.259751,1.01808
660,471.278,2,21.9346,24.6014,11.8293,1.3845,0.0547196,0.969454,-0.471159,0.182991,0.977336,0.261577,1.06207
661,466.116,2,22.0868,24.6965,11.384,1.38173,0.0556844,0.974831,-0.479101,0.182736,0.951321,0.257356,1.09779
662,459.46,2,22.0062,24.7091,11.0127,1.40533,0.0552773,0.977784,-0.474996,0.183046,0.92268,0.249282,1.06691
663,452.964,2,21.9518,24.6818,11.19,1.39509,0.0546439,0.976327,-0.471379,0.183983,0.900296,0.24635,1.05337
664,452.94,2,21.7475,24.7252,11.4299,1.38997,0.0533431,0.975673,-0.463536,0.183533,0.903061,0.246853,1.05466
665,457.185,2,22.0287,24.7923,11.7499,1.40106,0.0525836,0.990431,-0.474318,0.185248,0.911682,0.242241,1.06211
666,458.631,2,22.1043,24.7574,12.2828,1.40106,0.0522832,1.03694,-0.47707,0.182262,0.948981,0.242356,1.07126
667,470.493,2,22.1168,24.9365,12.4635,1.39248,0.0543516,1.04244,-0.478117,0.182059,1.00435,0.241676,1.07041
668,467.73,2,22.052,24.9099,12.6711,1.3925,0.055142,1.06112,-0.475483,0.183709,1.02692,0.239987,1.07064
669,466.797,2,22.1313,24.9369,12.7775,1.44333,0.0517597,1.05699,-0.478026,0.187772,1.0555,0.241515,1.06792
670,460.55,2,22.243,24.8719,11.9808,1.45424,0.0512859,1.04733,-0.479498,0.19001,1.04836,0.239183,1.03233
671,459.292,2,22.201,24.6481,11.8196,1.42079,0.0529175,1.04104,-0.477419,0.189242,1.02945,0.238263,1.02208
672,466.386,2,22.0431,24.6542,11.7422,1.40333,0.0542546,1.0409,-0.470522,0.189162,1.0546,0.244445,1.00006
673,467.029,2,22.1622,24.5178,11.6198,1.44459,0.0528847,1.02264,-0.476647,0.18811,1.03939,0.252068,0.984985
674,467.38,2,21.9815,24.4296,11.6546,1.46971,0.0519295,1.04412,-0.470063,0.188783,1.0316,0.259749,0.969954
675,463.015,2,21.8334,24.3141,11.8209,1.48708,0.0515133,1.05245,-0.466474,0.187804,0.999262,0.260586,0.959175
676,466.557,2,21.8309,23.9901,12.0281,1.49414,0.0525505,1.04242,-0.466913,0.187819,0.987484,0.262391,0.920869
677,466.867,2,21.8482,23.9267,12.1777,1.47687,0.0531203,1.04112,-0.469233,0.18608,1.01112,0.269709,0.908477
678,458.04,2,21.8759,23.7644,12.1611,1.48251,0.0512042,1.05663,-0.468631,0.18437,1.00965,0.27192,0.915294
679,471.538,2,21.9251,23.7561,12.1791,1.5162,0.0509512,1.06642,-0.468157,0.183032,1.00955,0.2718,0.929714
680,474.862,2,21.9579,23.6853,12.2273,1.53013,0.0513595,1.05419,-0.46878,0.182286,1.03878,0.271602,0.939198
681,471.041,2,21.9638,23.6039,12.4209,1.53014,0.0516168,1.03035,-0.470089,0.183555,1.08045,0.268912,0.914595
682,472.206,2,22.12,23.5371,12.526,1.52914,0.0524776,1.02924,-0.479042,0.182711,1.08223,0.27053,0.902684
683,463.849,2,22.2383,23.4579,12.7458,1.52284,0.0520148,1.04211,-0.483837,0.179906,1.10168,0.266955,0.901458
684,469.088,2,22.4548,23.2321,12.7513,1.50417,0.0526796,1.03965,-0.490051,0.181728,1.1067,0.269308,0.903587
685,461.238,2,22.3191,23.3309,12.925,1.49887,0.0510607,1.03571,-0.486402,0.182633,1.12072,0.269449,0.905971
686,456.574,2,22.2532,23.461,12.9267,1.46988,0.0510356,1.05036,-0.482404,0.181369,1.12562,0.267351,0.903203
687,460.888,2,22.1455,23.5244,13.2717,1.46989,0.0513052,1.03349,-0.478963,0.179095,1.0889,0.263846,0.920724
688,457.226,2,22.0828,23.5783,13.2395,1.46987,0.0500209,1.03916,-0.477512,0.179845,1.08815,0.264762,0.921306
689,466.782,2,22.1064,23.6701,13.4332,1.46318,0.0506042,1.05048,-0.478602,0.180292,1.08962,0.268629,0.937398
690,464.995,2,22.073,23.7299,13.745,1.4506,0.0510888,1.06181,-0.477854,0.180793,1.0952,0.268023,0.955357
691,462.067,2,22.0257,23.9166,13.7847,1.444,0.0516037,1.08178,-0.475633,0.181425,1.08995,0.260939,0.966283
692,459.945,2,22.1289,23.965,13.497,1.44398,0.0508986,1.0779,-0.477012,0.183667,1.11202,0.254213,0.978353
693,457.244,2,22.0422,24.1584,13.4533,1.43446,0.0517702,1.07598,-0.47226,0.180545,1.1004,0.248739,0.96988
694,460.281,2,21.9627,24.1781,13.3876,1.45047,0.051388,1.07562,-0.46825,0.181033,1.0729,0.248233,0.966402
695,455.645,2,21.9976,24.2055,13.2397,1.46387,0.049733,1.0672,-0.472299,0.180402,1.04934,0.256875,0.954603
696,464.245,2,21.9597,24.244,12.9744,1.49191,0.049053,1.06884,-0.471509,0.178856,1.01608,0.267309,0.95107
697,459.003,2,22.0129,24.3289,12.8328,1.49191,0.048888,1.07264,-0.470875,0.181086,0.985085,0.272351,0.948096
698,454.634,2,22.0912,24.3844,12.7792,1.4954,0.0476314,1.08399,-0.475035,0.183864,0.968623,0.276936,0.935094
699,453.347,2,22.1413,24.4472,13.0053,1.51867,0.0455054,1.08609,-0.478106,0.183147,0.944202,0.281066,0.939847
700,455.78,2,22.1309,24.4129,12.936,1.53193,0.0448104,1.09316,-0.477837,0.184358,0.923613,0.279724,0.942912
701,450.183,2,22.0495,24.5981,12.8366,1.53867,0.0441867,1.08983,-0.475543,0.183049,0.906419,0.27872,0.932274
702,452.521,2,22.1599,24.6411,12.9555,1.52347,0.0443785,1.10335,-0.48114,0.182972,0.920383,0.281343,0.913748
703,454.669,2,22.2758,24.5591,12.8686,1.52348,0.0446937,1.09601,-0.485916,0.184782,0.909059,0.281658,0.897462
704,451.152,2,22.2523,24.4462,12.9289,1.51392,0.0450495,1.08432,-0.485287,0.185346,0.901112,0.279722,0.891774
705,453.586,2,22.1986,24.3721,13.078,1.52816,0.0449126,1.0933,-0.484149,0.181247,0.897723,0.277807,0.890885
706,454.442,2,22.2126,24.4784,12.9805,1.51701,0.0463414,1.09082,-0.484624,0.181507,0.882426,0.276526,0.878347
707,459.56,2,22.2494,24.577,12.8472,1.51701,0.0466321,1.07841,-0.48434,0.184541,0.902804,0.275646,0.877894
708,455.146,2,22.2231,24.5439,12.9998,1.50939,0.0468675,1.07135,-0.484268,0.186456,0.90639,0.272169,0.880966
709,454.641,2,22.3363,24.652,12.6522,1.50361,0.0467167,1.08525,-0.486352,0.187607,0.906946,0.271521,0.89432
710,454.383,2,22.3596,24.7624,12.4738,1.5036,0.0464513,1.08457,-0.487559,0.189551,0.892719,0.27634,0.88548
711,457.472,2,22.3783,24.8938,12.4562,1.50362,0.0471714,1.07742,-0.490351,0.190609,0.867555,0.280112,0.877061
712,452.634,2,22.4366,24.9886,12.3881,1.50363,0.0474093,1.0722,-0.492153,0.18987,0.840217,0.283986,0.870348
713,464.204,2,22.4361,25.0798,11.9748,1.5359,0.0464349,1.07361,-0.490917,0.190516,0.832531,0.290274,0.878958
714,460.302,2,22.3819,25.0957,11.983,1.53007,0.0470789,1.06341,-0.488801,0.189043,0.828877,0.296593,0.880577
715,458.297,2,22.3657,25.0054,11.9196,1.54989,0.0459625,1.07252,-0.487631,0.187504,0.815269,0.302316,0.892168
716,463.775,2,22.2685,24.9326,11.8665,1.54405,0.0468085,1.05816,-0.483947,0.188503,0.803818,0.300823,0.918478
717,468.39,2,22.1981,24.8271,11.9535,1.54408,0.0480383,1.06929,-0.480492,0.188727,0.791259,0.300779,0.937828
718,450.189,2,22.223,24.7371,11.8825,1.55345,0.0463933,1.05563,-0.479313,0.191016,0.779622,0.299708,0.925575
719,447.428,2,22.2217,24.7757,11.763,1.55681,0.0449565,1.04976,-0.480267,0.190532,0.773292,0.299329,0.920046
720,453.51,2,22.2298,24.8184,11.6672,1.54598,0.0455677,1.05048,-0.481105,0.189964,0.774506,0.298,0.907355
721,450.587,2,22.1888,24.8134,11.7008,1.54598,0.0456073,1.05392,-0.480601,0.188455,0.77055,0.296367,0.894562
722,453.384,2,22.2271,24.8252,11.6656,1.55555,0.045643,1.03641,-0.480881,0.188869,0.75374,0.293349,0.893069
723,454.676,2,22.2095,24.8686,11.6477,1.55557,0.0466593,1.02123,-0.480728,0.187301,0.736929,0.292875,0.883929
724,455.14,2,22.3456,24.9422,11.6239,1.56022,0.0465985,1.01955,-0.486857,0.186859,0.732493,0.290579,0.892944
725,454.156,2,22.4503,25.0689,11.3863,1.5489,0.0467603,1.01946,-0.491648,0.185814,0.752631,0.284116,0.911118
726,453.98,2,22.4798,25.1735,11.3867,1.53789,0.0473343,1.02475,-0.492132,0.186718,0.754523,0.277859,0.923439
727,449.211,2,22.3791,25.2063,11.3577,1.52267,0.0475028,1.0171,-0.487754,0.185826,0.753231,0.273073,0.943305
728,449.87,2,22.3654,25.1583,11.4037,1.54181,0.0461675,1.02202,-0.486779,0.185091,0.753554,0.269929,0.946541
729,448.504,2,22.3052,25.1256,11.3773,1.53332,0.0464865,1.02868,-0.485815,0.184164,0.744375,0.269613,0.943576
730,446,2,22.2678,25.0902,11.4245,1.52951,0.0460414,1.04351,-0.483045,0.184789,0.745349,0.26504,0.95211
731,448.699,2,22.4694,24.9767,11.4253,1.53659,0.046318,1.05384,-0.488431,0.186005,0.740665,0.260244,0.931793
732,442.131,2,22.5193,24.8981,11.4311,1.54206,0.0460728,1.05909,-0.490149,0.185815,0.728605,0.25681,0.913781
733,442.243,2,22.5737,24.9525,11.419,1.52952,0.0456117,1.06034,-0.491533,0.186161,0.736035,0.257886,0.911327
734,445.098,2,22.6273,25.0572,11.4876,1.52951,0.0452438,1.07734,-0.493024,0.18515,0.737925,0.260478,0.912532
735,448.947,2,22.6535,25.1426,11.579,1.51807,0.0460406,1.0883,-0.49362,0.184448,0.723692,0.265526,0.916149
736,450.221,2,22.6656,25.1506,11.5871,1.52824,0.0453859,1.09112,-0.495508,0.186089,0.713974,0.271785,0.911713
737,447.071,2,22.5524,25.1081,11.6932,1.53792,0.0449022,1.09174,-0.492759,0.185602,0.713832,0.275447,0.891889
738,453.884,2,22.3968,25.0923,11.6558,1.55195,0.0448331,1.07903,-0.48737,0.184738,0.721983,0.280261,0.870257
739,447.075,2,22.3291,25.0744,11.7858,1.54513,0.0450032,1.06981,-0.48556,0.183448,0.727701,0.285322,0.854441
740,460.299,2,22.2757,25.0921,11.9949,1.54515,0.0453542,1.05942,-0.484287,0.184887,0.733421,0.293759,0.851072
741,469.297,2,22.2043,25.0749,12.2101,1.55393,0.0460954,1.04198,-0.482752,0.185196,0.738893,0.30022,0.859318
742,453.276,2,22.1763,25.0682,12.5138,1.5456,0.0462693,1.04209,-0.481236,0.185463,0.744944,0.299364,0.865155
743,452.792,2,22.1704,25.088,12.5996,1.53433,0.0464897,1.03792,-0.480112,0.18528,0.750569,0.301584,0.867231
744,455.874,2,22.2408,25.1246,12.7477,1.52334,0.0465701,1.04807,-0.482955,0.185675,0.760744,0.304423,0.878366
745,449.067,2,22.1564,25.0513,12.884,1.51911,0.0458162,1.04303,-0.480388,0.18576,0.771969,0.307805,0.873476
746,455.336,2,22.0906,25.1086,12.8704,1.51911,0.0459715,1.04667,-0.477894,0.185374,0.784786,0.30575,0.872276
747,452.4,2,22.087,25.1102,12.7632,1.5191,0.0456394,1.05246,-0.477179,0.187494,0.789244,0.302658,0.879314
748,442.104,2,22.1977,25.1224,12.7496,1.52023,0.0447558,1.04898,-0.481304,0.188591,0.780933,0.300127,0.873904
749,446.286,2,22.1968,25.1757,12.7855,1.52024,0.0446229,1.05224,-0.481203,0.188457,0.769664,0.299486,0.869988
750,456.378,2,22.1526,25.2171,12.6163,1.53743,0.0451849,1.04611,-0.47922,0.186421,0.750797,0.299888,0.863159
751,451.392,2,22.1781,25.212,12.5232,1.54626,0.0448192,1.04632,-0.479722,0.185086,0.740175,0.299792,0.875785
752,452.33,2,22.2625,25.282,12.4454,1.54627,0.0449565,1.05672,-0.483639,0.184374,0.741451,0.294933,0.886377
753,459.816,2,22.1967,25.341,12.3993,1.55374,0.0451698,1.05775,-0.481758,0.184947,0.752314,0.293786,0.882695
754,455.002,2,22.1856,25.3624,12.3124,1.56353,0.0449413,1.06222,-0.480771,0.185716,0.752251,0.292528,0.878612
755,452.736,2,22.2147,25.4413,12.3124,1.56274,0.0444232,1.06349,-0.481446,0.185909,0.756959,0.293711,0.889859
756,447.258,2,22.2709,25.4308,12.1791,1.5654,0.0436861,1.06005,-0.483556,0.185959,0.752197,0.292941,0.896088
757,446.426,2,22.2765,25.3493,12.4621,1.55299,0.0438611,1.05621,-0.483752,0.18599,0.74365,0.293383,0.90277
758,440.936,2,22.3195,25.3417,12.4514,1.55317,0.0431261,1.05935,-0.484948,0.184741,0.742602,0.291804,0.902653
759,444.875,2,22.3458,25.2949,12.4693,1.55148,0.0427197,1.05388,-0.487194,0.185039,0.738614,0.291506,0.906058
760,450.678,2,22.3464,25.2357,12.3714,1.55147,0.0423456,1.04683,-0.487626,0.185631,0.747218,0.29328,0.908769
761,439.183,2,22.4108,25.1415,12.4167,1.5419,0.0421033,1.05567,-0.489345,0.185072,0.749102,0.292746,0.903572
762,447.428,2,22.4428,25.0545,12.4682,1.53829,0.0422001,1.0561,-0.490224,0.185446,0.759112,0.290929,0.899012
763,444.985,2,22.3285,24.9029,12.505,1.53528,0.042034,1.05675,-0.485644,0.185535,0.765805,0.291734,0.891286
764,445.571,2,22.3552,24.7864,12.4487,1.52665,0.0421101,1.05562,-0.486511,0.185209,0.772423,0.294779,0.885192
765,446.952,2,22.3368,24.6851,12.3415,1.52664,0.0419725,1.05594,-0.486129,0.184586,0.775097,0.29947,0.879192
766,440.178,2,22.4345,24.6125,12.4593,1.5313,0.0414466,1.05329,-0.48951,0.184542,0.776245,0.29876,0.864239
767,439.833,2,22.4289,24.6601,12.4838,1.53129,0.0411578,1.05938,-0.488685,0.185659,0.777246,0.295587,0.858217
768,443.737,2,22.4219,24.6857,12.3551,1.53129,0.0412522,1.06261,-0.487683,0.187589,0.783036,0.293164,0.843652
769,439.751,2,22.354,24.6617,12.3267,1.51739,0.0415246,1.06398,-0.484856,0.187898,0.783588,0.291863,0.843807
770,445.025,2,22.3581,24.6813,12.2046,1.51031,0.0415615,1.06932,-0.484585,0.188842,0.790041,0.291066,0.849687
771,450.939,2,22.3586,24.7449,12.0771,1.50751,0.0421213,1.07205,-0.484637,0.189234,0.791277,0.288607,0.856781
772,459.238,2,22.2911,24.8138,12.0944,1.50291,0.0430015,1.06712,-0.482908,0.189903,0.805643,0.287854,0.858379
773,446.855,2,22.2814,24.8527,12.0687,1.50291,0.0427847,1.06619,-0.483332,0.190338,0.814884,0.287678,0.853667
774,451.542,2,22.3042,24.8579,12.1521,1.51671,0.0425393,1.06862,-0.485206,0.189741,0.817732,0.287448,0.846532
775,463.496,2,22.3139,24.7846,12.1109,1.53157,0.0426857,1.06315,-0.486799,0.189615,0.82259,0.288782,0.849187
776,448.723,2,22.3428,24.7793,12.0642,1.53916,0.0421208,1.05938,-0.487938,0.189245,0.819003,0.289898,0.853603
777,455.23,2,22.3582,24.7909,12.1481,1.54745,0.0420307,1.06682,-0.487659,0.189133,0.817069,0.291111,0.85776
778,451.404,2,22.3026,24.7823,11.9945,1.54745,0.0423255,1.06045,-0.486213,0.187572,0.810068,0.290931,0.866862
779,451.181,2,22.3146,24.8093,11.9352,1.54116,0.0425112,1.07586,-0.486527,0.186952,0.807834,0.291554,0.880364
780,457.772,2,22.3514,24.7643,11.8555,1.54491,0.0426935,1.07209,-0.48653,0.186412,0.816584,0.292396,0.879845
781,463.432,2,22.3476,24.7993,11.8066,1.54895,0.0433484,1.0752,-0.48619,0.186115,0.810198,0.294272,0.885637
782,456.321,2,22.4032,24.8066,11.7666,1.54471,0.0433916,1.06783,-0.487941,0.186096,0.808878,0.297202,0.900248
783,454.314,2,22.4633,24.8508,11.6949,1.53921,0.0432252,1.0701,-0.489526,0.186197,0.818059,0.297371,0.915069
784,461.511,2,22.4202,24.9927,11.6663,1.54457,0.0432424,1.06253,-0.488568,0.186552,0.818354,0.299213,0.921107
785,450.158,2,22.4008,25.0437,11.7686,1.54039,0.0428967,1.06229,-0.488149,0.18714,0.817508,0.299038,0.931247
786,449.664,2,22.3179,25.0676,11.8458,1.53511,0.0426111,1.06618,-0.485649,0.187462,0.815046,0.299381,0.94279
787,454.13,2,22.2362,25.1129,11.8191,1.54207,0.0421578,1.06141,-0.48298,0.186852,0.81396,0.29969,0.950975
788,455.441,2,22.2775,25.156,11.7779,1.54995,0.0416575,1.06532,-0.484235,0.187052,0.81273,0.298603,0.963711
789,452.594,2,22.2961,25.1943,11.7318,1.54995,0.041669,1.07171,-0.484791,0.18641,0.810558,0.298884,0.967998
790,451.747,2,22.274,25.1334,11.7256,1.54754,0.0417479,1.0617,-0.484669,0.185211,0.808611,0.298613,0.973084
791,448.293,2,22.2921,25.1326,11.7866,1.53978,0.04208,1.06556,-0.485146,0.185124,0.802834,0.297079,0.973679
792,459.549,2,22.3253,25.1325,11.9095,1.53632,0.0429424,1.07088,-0.485227,0.18486,0.799929,0.294496,0.977835
793,453.374,2,22.3706,25.1598,11.8361,1.53607,0.0432277,1.07341,-0.486437,0.184382,0.796388,0.293812,0.975734
794,447.571,2,22.374,25.171,11.8243,1.52342,0.0435134,1.06907,-0.486484,0.185124,0.793145,0.292193,0.981123
795,452.294,2,22.3982,25.1442,11.8375,1.51929,0.0438117,1.0695,-0.487136,0.186532,0.786262,0.290524,0.982815
796,455.342,2,22.3663,25.1541,11.787,1.52363,0.0437049,1.07166,-0.486588,0.186906,0.7847,0.28838,0.991404
797,455.522,2,22.4172,25.1355,11.9607,1.51783,0.0439394,1.07595,-0.488053,0.187949,0.790392,0.288201,0.992411
798,456.375,2,22.388,25.1096,12.1272,1.50783,0.0444142,1.07203,-0.487223,0.187951,0.805897,0.288853,0.983388
799,449.741,2,22.3642,25.055,12.3063,1.50945,0.0437366,1.07075,-0.486796,0.188215,0.814887,0.290789,0.978246
800,451.138,2,22.3407,24.9606,12.45,1.50255,0.044041,1.06845,-0.485819,0.188144,0.813964,0.293312,0.96876
801,450.359,2,22.3003,24.9003,12.449,1.50015,0.0439945,1.06611,-0.484172,0.188197,0.815999,0.295878,0.958482
802,443.913,2,22.3446,24.877,12.4412,1.4972,0.043797,1.07054,-0.485788,0.188167,0.810506,0.298382,0.947994
803,446.152,2,22.3412,24.8272,12.3945,1.50216,0.0434366,1.07479,-0.486061,0.188423,0.803589,0.299587,0.937515
804,449.327,2,22.3952,24.8045,12.2696,1.51009,0.0431052,1.07789,-0.488712,0.188362,0.802852,0.30074,0.923925
805,452.684,2,22.3695,24.7759,12.1818,1.51293,0.043015,1.07327,-0.487466,0.18869,0.806645,0.299652,0.923044
806,451.854,2,22.3901,24.8077,12.0638,1.50913,0.043341,1.07262,-0.488019,0.190106,0.804461,0.297735,0.919864
807,449.602,2,22.387,24.869,12.0487,1.52095,0.0427657,1.06655,-0.48805,0.189755,0.801707,0.296582,0.91798
808,449.534,2,22.388,24.9051,12.1086,1.52095,0.0427125,1.05695,-0.487858,0.189579,0.802106,0.295396,0.921442
809,455.569,2,22.3738,24.8894,12.1224,1.52374,0.0424542,1.05135,-0.487592,0.189409,0.820892,0.294756,0.919126
810,453.833,2,22.3978,24.8592,12.1092,1.52681,0.0422131,1.04413,-0.488398,0.189596,0.835625,0.29373,0.914362
811,453.774,2,22.3406,24.8087,12.1217,1.53461,0.0421618,1.03402,-0.486203,0.190047,0.841224,0.291359,0.902205
812,445.891,2,22.3473,24.772,12.1891,1.53281,0.0422299,1.03348,-0.486354,0.1895,0.847701,0.289083,0.892893
813,450.496,2,22.3676,24.7336,12.232,1.52898,0.0427214,1.03702,-0.486747,0.189398,0.852991,0.286815,0.881154
814,456.527,2,22.4427,24.7003,12.2012,1.52899,0.0431102,1.03911,-0.489481,0.188907,0.858572,0.285246,0.878616
815,456.068,2,22.4247,24.6262,12.2226,1.53874,0.0429055,1.04037,-0.488795,0.188617,0.863038,0.282697,0.879113
816,444.371,2,22.4577,24.5454,12.2779,1.54498,0.0421652,1.04577,-0.489743,0.188619,0.864711,0.280825,0.879391
817,446.645,2,22.4376,24.5175,12.219,1.54901,0.041718,1.0416,-0.488802,0.188337,0.864154,0.279758,0.882357
818,453.117,2,22.4416,24.4688,12.2206,1.54901,0.0418979,1.04636,-0.489184,0.188029,0.861517,0.280077,0.886095
819,447.136,2,22.4381,24.414,12.238,1.54911,0.0415568,1.05054,-0.489462,0.187647,0.860382,0.279178,0.895824
820,443.245,2,22.4484,24.3514,12.2317,1.54461,0.041494,1.05171,-0.489835,0.187549,0.86129,0.27773,0.895968
821,448.822,2,22.4255,24.3114,12.2235,1.54982,0.0412195,1.05212,-0.489673,0.187459,0.868511,0.275152,0.892314
822,451.491,2,22.4165,24.3124,12.203,1.54982,0.0413508,1.04774,-0.488404,0.188062,0.875027,0.273275,0.890337
823,452.355,2,22.3946,24.2628,12.1582,1.54982,0.0413702,1.04711,-0.487553,0.188899,0.875669,0.271919,0.893758
824,457.351,2,22.3505,24.2392,12.1437,1.5542,0.0415799,1.04471,-0.486064,0.189249,0.872241,0.271604,0.891697
825,455.222,2,22.3426,24.2469,12.1598,1.56422,0.0415141,1.0408,-0.485966,0.18977,0.862285,0.271323,0.888338
826,450.525,2,22.3527,24.2786,12.1748,1.56128,0.0415881,1.03975,-0.486058,0.18958,0.86004,0.271677,0.89345
827,446.248,2,22.3164,24.3146,12.1676,1.55328,0.0418534,1.04464,-0.484216,0.189587,0.856452,0.271637,0.893747
828,444.645,2,22.2899,24.3045,12.1842,1.54553,0.0420375,1.04628,-0.482776,0.18975,0.854785,0.271318,0.892847
829,450.829,2,22.2653,24.3071,12.0853,1.54343,0.0421091,1.04751,-0.481338,0.189873,0.853659,0.27178,0.894627
830,449.941,2,22.2578,24.3304,12.041,1.5358,0.042481,1.04375,-0.481047,0.189417,0.852202,0.273692,0.892718
831,457.048,2,22.2843,24.3417,12.0243,1.53122,0.0428474,1.05164,-0.481979,0.188634,0.859267,0.274067,0.896727
832,453.649,2,22.295,24.2958,12.0557,1.53122,0.0428615,1.05788,-0.481805,0.188147,0.863871,0.27372,0.902962
833,456.637,2,22.2887,24.3209,12.0415,1.53123,0.0429988,1.05856,-0.481571,0.187315,0.865985,0.27538,0.904397
834,459.983,2,22.3041,24.3136,12.0616,1.53765,0.0428052,1.05981,-0.482031,0.187085,0.870663,0.27579,0.909382
835,456.795,2,22.3027,24.3306,12.0529,1.52983,0.0432334,1.0654,-0.481961,0.187092,0.875422,0.276274,0.911125
836,462.706,2,22.2547,24.315,12.0475,1.53987,0.0431777,1.06311,-0.479948,0.187142,0.876298,0.275466,0.910929
837,456.959,2,22.2009,24.3065,12.0805,1.54122,0.043396,1.06102,-0.478289,0.187087,0.876047,0.273817,0.91141
838,454.031,2,22.2039,24.3308,12.0885,1.54447,0.0434862,1.05506,-0.478667,0.18727,0.875823,0.272724,0.904735
839,445.729,2,22.1871,24.3493,12.0797,1.54672,0.0432384,1.06109,-0.47869,0.186687,0.875116,0.272169,0.899728
840,451.189,2,22.2057,24.3748,12.1099,1.54672,0.0432081,1.06208,-0.479475,0.186856,0.876798,0.271381,0.897867
841,459.705,2,22.2471,24.3921,12.1037,1.55264,0.0429499,1.06,-0.480929,0.187491,0.872488,0.273024,0.903644
842,450.82,2,22.2857,24.3439,12.1938,1.55466,0.0429689,1.05997,-0.48224,0.187864,0.868504,0.27202,0.90007
843,446.275,2,22.2542,24.3174,12.189,1.55171,0.0429473,1.0587,-0.480821,0.188323,0.864305,0.271661,0.899051
844,445.919,2,22.2669,24.3424,12.2003,1.551,0.0426624,1.05738,-0.480749,0.188591,0.862146,0.271912,0.901079
845,448.885,2,22.2856,24.3406,12.1734,1.54604,0.0426726,1.05891,-0.481313,0.188428,0.863399,0.272761,0.903364
846,452.474,2,22.3041,24.3463,12.111,1.54998,0.0422902,1.06051,-0.482274,0.188874,0.864994,0.273235,0.903988
847,458.479,2,22.3169,24.3517,12.2046,1.55607,0.04197,1.06387,-0.482826,0.189175,0.869326,0.273314,0.90727
848,451.447,2,22.3162,24.3951,12.1555,1.55355,0.0417772,1.06171,-0.482347,0.189517,0.869731,0.274378,0.914635
849,445.707,2,22.3021,24.4455,12.1235,1.5497,0.0414916,1.05719,-0.481761,0.189849,0.873456,0.275199,0.915784
850,440.196,2,22.3185,24.4729,12.1166,1.54192,0.0412415,1.05353,-0.482592,0.190045,0.881181,0.274821,0.91598
851,444.541,2,22.3267,24.4845,12.1438,1.53601,0.0412057,1.0556,-0.482812,0.189979,0.888636,0.273991,0.915718
852,440.084,2,22.3109,24.4819,12.1934,1.52836,0.0410764,1.05647,-0.482454,0.189901,0.896094,0.273698,0.914605
853,440.551,2,22.2753,24.5123,12.2833,1.52445,0.0409011,1.05517,-0.481316,0.189465,0.899462,0.272477,0.917972
854,446.519,2,22.2613,24.5276,12.3148,1.51995,0.040925,1.05291,-0.480618,0.189168,0.908692,0.270834,0.920884
855,450.196,2,22.2634,24.5643,12.3432,1.51995,0.040828,1.05483,-0.480659,0.188835,0.917375,0.269128,0.923644
856,449.763,2,22.2525,24.5374,12.3611,1.51396,0.0411012,1.05682,-0.480272,0.188916,0.922176,0.267681,0.925856
857,449.601,2,22.2703,24.5032,12.3993,1.51396,0.0411487,1.05824,-0.480709,0.189324,0.922153,0.266764,0.927824
858,447,2,22.2878,24.4877,12.4295,1.51396,0.0410588,1.0607,-0.48169,0.189496,0.918504,0.265684,0.933199
859,444.886,2,22.3161,24.4817,12.4658,1.5106,0.0411581,1.0614,-0.482788,0.189443,0.91706,0.264632,0.935323
