iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,525.882,1,13.5088,24.1422,13.1053,1.5,0,1.5,1.5,1.5,1.5
2,507.521,1,21.3649,21.0175,15.3088,1.51198,-0.480138,1.46202,1.46202,1.46202,1.46202
3,509.481,1,21.7864,20.7792,15.1757,1.54448,-0.492348,1.425,1.425,1.425,1.425
4,513.376,1,20.8999,20.5408,16.0052,1.57608,-0.455085,1.38892,1.38892,1.38892,1.38892
5,509.353,1,20.8683,20.5497,15.6508,1.57793,-0.464456,1.35375,1.35375,1.35375,1.35375
6,507.322,1,20.3599,20.6428,15.0182,1.58154,-0.433015,1.31947,1.31947,1.31947,1.31947
7,506.788,1,20.1252,20.9237,14.5369,1.60017,-0.432903,1.28606,1.28606,1.28606,1.28606
8,503.315,1,19.8621,20.9792,17.1808,1.59026,-0.416771,1.2535,1.2535,1.2535,1.2535
9,502.966,1,20.2915,21.0673,17.0478,1.61032,-0.434581,1.22176,1.22176,1.22176,1.22176
10,497.453,1,20.2042,20.5049,15.2174,1.598,-0.436945,1.19082,1.19082,1.19082,1.19082
11,496.939,1,20.4437,20.6179,15.2457,1.61531,-0.447366,1.16067,1.16067,1.16067,1.16067
12,498.779,1,20.0046,20.1868,15.2455,1.63642,-0.425762,1.13128,1.13128,1.13128,1.13128
13,493.314,1,20.149,20.5884,14.6631,1.59498,-0.431573,1.10264,1.10264,1.10264,1.2386
14,486.58,1,20.5848,19.6988,15.2556,1.5546,-0.444401,1.07472,1.07472,1.07472,1.20724
15,488.211,1,19.9139,19.7357,15.8903,1.57367,-0.421648,1.04751,1.04751,1.04751,1.17667
16,486.825,1,20.46,19.8217,16.7525,1.5823,-0.442095,1.02098,1.02098,1.02098,1.15341
17,481.111,1,20.4123,19.4674,17.2037,1.55535,-0.435785,0.995131,0.995131,0.995131,1.12421
18,482.903,1,20.5963,20.064,15.6081,1.58449,-0.442589,0.969933,0.969933,0.969933,1.12424
19,482.1,1,21.3535,20.1932,16.1024,1.57283,-0.46428,0.945374,0.945374,0.945374,1.19809
20,475.558,1,20.8438,20.8701,16.1608,1.55635,-0.444465,0.921437,0.921437,0.921437,1.16775
21,464.729,1,20.6657,20.8337,15.998,1.53127,-0.444921,0.898105,0.898105,0.898105,1.13818
22,458.07,1,20.9079,21.023,15.8385,1.49249,-0.45395,0.875365,0.875365,0.875365,1.10936
23,450.988,1,20.8199,21.6027,15.9633,1.4547,-0.445077,0.8532,0.8532,0.8532,1.08127
24,443.729,1,20.9986,21.4047,15.1708,1.4207,-0.447608,0.831597,0.831597,0.831597,1.0539
25,444.199,1,20.7074,21.2714,16.6274,1.42475,-0.440839,0.81054,0.827295,0.81054,1.02721
26,445.304,1,20.7321,21.0684,16.8078,1.44601,-0.442975,0.790017,0.806347,0.790017,1.0012
27,439.564,1,21.346,21.1589,17.6105,1.4094,-0.468235,0.770013,0.78593,0.770013,0.975851
28,443.781,1,20.6378,21.4172,16.2298,1.44837,-0.446258,0.750516,0.787209,0.750516,0.951141
29,455.387,1,21.3013,22.0638,17.0714,1.52492,-0.465498,0.731512,0.806799,0.731512,1.03676
30,444.872,1,20.9063,22.1046,17.3067,1.4863,-0.453396,0.71299,0.830295,0.71299,1.01051
31,436.272,1,20.6018,22.3782,17.081,1.44867,-0.443726,0.694937,0.849061,0.694937,0.984922
32,438.947,1,20.4888,22.149,16.0404,1.45553,-0.437334,0.677341,0.828302,0.677341,0.959983
33,433,1,21.0898,22.3231,15.3735,1.44259,-0.453758,0.66019,0.807329,0.66019,0.935676
34,434.871,1,20.8624,22.563,14.8053,1.47738,-0.448462,0.643474,0.786887,0.643474,0.911984
35,436.307,1,21.2503,22.4482,14.9404,1.50294,-0.459785,0.627181,0.766963,0.627181,0.888892
36,433.045,1,20.688,22.3908,14.1069,1.48193,-0.434119,0.6113,0.747543,0.6113,0.869599
37,430.491,1,21.3429,22.3427,14.5824,1.46504,-0.46257,0.595821,0.774261,0.595821,0.84758
38,428.314,1,20.2987,22.5675,15.1441,1.46066,-0.428817,0.580735,0.762327,0.580735,0.831872
39,430.484,1,20.879,22.5556,15.3148,1.48072,-0.449274,0.56603,0.777774,0.56603,0.817784
40,430.704,1,21.4654,22.3331,14.9417,1.45945,-0.469481,0.551698,0.819241,0.551698,0.849462
41,438.653,1,20.4431,22.3527,15.6649,1.54191,-0.428439,0.537729,0.798498,0.537729,0.925425
42,437.136,1,20.3909,22.4072,16.4128,1.54495,-0.42203,0.524113,0.778279,0.524113,0.922726
43,425.933,1,20.622,21.955,15.3846,1.50583,-0.435771,0.510842,0.770011,0.510842,0.899362
44,426.169,1,21.4437,21.9252,15.1681,1.49282,-0.467863,0.497908,0.750514,0.497908,0.876589
45,429.185,1,21.63,22.3474,15.7968,1.54136,-0.471013,0.4853,0.73151,0.4853,0.854394
46,430.716,1,21.3333,22.7122,16.3465,1.58163,-0.472182,0.473012,0.712988,0.473012,0.83276
47,424.432,1,20.866,22.8719,15.2221,1.54158,-0.446249,0.461035,0.694935,0.461035,0.811674
48,415.918,1,20.8422,22.8511,14.2484,1.50255,-0.448369,0.449362,0.677339,0.449362,0.791122
49,425.884,1,21.1971,22.8433,13.5899,1.52774,-0.457475,0.437984,0.745402,0.437984,0.810539
50,421.416,1,21.3385,22.6838,13.8735,1.5195,-0.467215,0.426894,0.738914,0.431645,0.790016
51,422.825,1,21.8606,22.8856,14.6109,1.54932,-0.479467,0.416084,0.788321,0.420716,0.770012
52,422.922,1,21.4208,22.8061,13.888,1.56341,-0.465517,0.405549,0.768361,0.43351,0.750515
53,416.12,1,20.4667,22.8943,14.1413,1.52383,-0.430917,0.39528,0.748905,0.42915,0.760978
54,420.135,1,20.6431,22.8485,14.5521,1.54324,-0.438463,0.385271,0.729942,0.428443,0.778803
55,414.298,1,21.0663,23.0764,13.9236,1.51209,-0.454697,0.375516,0.71146,0.417594,0.759083
56,411.867,1,21.0675,23.0572,14.0139,1.48996,-0.453443,0.366008,0.700588,0.407021,0.759343
57,409.296,1,20.911,23.1345,14.0661,1.50491,-0.446764,0.35674,0.682849,0.396715,0.754605
58,410.967,1,20.806,23.5024,14.8458,1.51408,-0.440939,0.347707,0.665559,0.386669,0.797704
59,412.313,1,20.9584,23.643,13.4695,1.53555,-0.446639,0.338903,0.648707,0.394316,0.777505
60,405.045,1,20.7107,23.5696,13.7408,1.49667,-0.433761,0.330322,0.632281,0.389745,0.775503
61,400.849,1,21.1142,23.5301,13.9659,1.46868,-0.448084,0.321958,0.616271,0.384022,0.802058
62,404.583,1,21.2067,23.5611,13.4606,1.53599,-0.462509,0.313806,0.600667,0.382804,0.78175
63,403.043,1,20.7788,23.6149,14.2499,1.50018,-0.445843,0.30586,0.585458,0.396156,0.775867
64,406.589,1,20.7539,23.7119,13.3852,1.55236,-0.446968,0.298116,0.570634,0.39607,0.756221
65,408.502,1,20.9472,23.5244,13.3655,1.55572,-0.451474,0.290567,0.616201,0.393807,0.737073
