iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,603.958,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,560.38,1,21.8578,39.7775,14.093,0.807495,0.175183,0.464477,0.852872,0.763988,1.06087
3,545.004,1,21.8241,40.8141,14.0838,0.809954,0.159823,0.466557,0.925755,0.684895,0.977526
4,520.819,1,21.7352,43.3914,16.6777,0.723108,0.137334,0.466153,0.95661,0.670278,0.98283
5,504.185,1,21.8123,42.8909,18.6904,0.730886,0.122621,0.47646,1.03197,0.654846,0.903606
6,500.023,1,21.5677,42.9197,20.0693,0.883414,0.111108,0.475746,1.03252,0.626403,0.890509
7,485.074,1,21.6039,43.4195,21.5105,0.90899,0.0998649,0.459316,1.0408,0.614752,0.804819
8,471.192,1,21.8094,42.8052,18.6671,1.10712,0.0783419,0.449091,1.12853,0.590866,0.848357
9,468.206,1,21.6576,42.9422,19.3928,1.16439,0.0719287,0.448452,1.10557,0.594032,0.943451
10,460.691,1,21.8794,43.7579,23.1887,1.18321,0.0673964,0.451007,1.14979,0.547281,0.884416
11,457.466,1,21.7853,43.4824,25.5102,1.13422,0.0656289,0.449372,1.23746,0.594847,0.890488
12,450.453,1,21.8553,43.3332,25.387,1.0751,0.0641217,0.447886,1.19648,0.565805,0.948448
13,440.735,1,21.7904,42.51,29.3962,1.09399,0.0584544,0.444694,1.11003,0.543132,0.941301
14,437.751,1,21.7922,41.9812,29.129,1.10846,0.0559803,0.444458,1.09021,0.542749,0.946589
15,432.581,1,21.7517,42.7333,29.8001,1.14015,0.0510084,0.451359,1.08351,0.530397,0.982453
16,431.919,1,21.6732,42.4309,28.6636,1.21209,0.0460061,0.450919,1.09742,0.547323,1.00122
17,424.624,1,21.7545,43.121,28.7964,1.24492,0.041953,0.449384,1.01232,0.526621,0.919986
18,423.061,1,21.5974,42.8973,25.9987,1.24492,0.0423746,0.445034,0.945683,0.527924,0.888766
19,422.5,1,21.8957,42.3468,23.6158,1.28635,0.0404483,0.438122,0.972285,0.508678,0.830781
20,414.457,1,21.7161,41.5038,26.5422,1.31691,0.0348889,0.444323,0.89813,0.548874,0.742499
21,414.651,1,21.7456,41.9678,27.3297,1.35923,0.0323388,0.443207,0.883097,0.521705,0.81165
22,414.994,1,21.8369,41.3686,28.0589,1.3592,0.0313452,0.441405,0.953661,0.518831,0.861563
23,411.483,1,21.6044,41.8677,25.3999,1.31257,0.032457,0.430713,0.948596,0.498743,0.849335
24,403.521,1,21.7671,40.6321,26.2067,1.31931,0.0271617,0.437294,0.916089,0.529863,0.81535
25,400.213,1,21.7384,41.0936,25.0755,1.3657,0.0227396,0.441647,0.928346,0.514889,0.757938
26,396.813,1,21.7739,41.1239,25.4108,1.31796,0.0249701,0.439021,0.890726,0.516735,0.72841
27,398.365,1,21.9033,40.7376,25.5338,1.35739,0.0244054,0.441535,0.850793,0.52514,0.682496
28,394.836,1,21.9102,40.2157,25.8338,1.30318,0.0245322,0.441011,0.913558,0.545681,0.686549
29,389.885,1,21.8775,40.1586,26.4745,1.28398,0.0229156,0.445409,0.861239,0.529472,0.726087
30,392.688,1,21.8385,40.5984,26.4685,1.30434,0.0226487,0.440876,0.901845,0.517698,0.750339
31,391.659,1,22.0348,40.362,28.2072,1.39019,0.0158025,0.449148,0.862641,0.515623,0.739026
32,386.236,1,21.885,40.3034,27.3755,1.39154,0.0103985,0.442966,0.846668,0.524083,0.777508
33,383.686,1,21.7783,40.1756,27.9554,1.41752,2.54526e-06,0.440355,0.859368,0.510532,0.778198
34,383.61,1,21.9548,39.1837,29.1785,1.40506,1.72387e-06,0.441569,0.900567,0.522377,0.789017
35,379.977,1,21.946,39.9831,30.842,1.37572,2.22045e-16,0.441819,0.896367,0.517284,0.804947
36,375.253,1,21.7576,40.6453,31.4361,1.33929,2.22045e-16,0.442686,0.907149,0.509208,0.806829
37,376.518,1,21.6811,40.8713,29.5583,1.33676,0.00714115,0.442122,0.873954,0.513833,0.773313
38,368.46,1,21.6976,41.0475,31.7441,1.30488,2.22045e-16,0.440994,0.872595,0.509945,0.752128
39,372.38,1,21.6781,40.9186,32.6715,1.32585,2.22045e-16,0.442732,0.86359,0.511466,0.798837
40,372.235,1,21.7033,40.8287,32.0975,1.31355,2.22045e-16,0.440313,0.877733,0.508643,0.865027
41,368.355,1,21.7982,40.9685,31.5499,1.29838,2.22045e-16,0.433854,0.829218,0.507096,0.842837
42,364.73,1,21.8165,40.5279,31.1549,1.26759,2.22045e-16,0.435974,0.880936,0.512862,0.80952
43,365.389,1,21.7407,40.5735,30.0501,1.2735,2.22045e-16,0.440686,0.895635,0.499301,0.804978
44,363.346,1,21.6663,40.0888,32.8579,1.25085,2.22045e-16,0.439328,0.892657,0.501034,0.858634
45,360.144,1,21.7321,39.6533,31.6445,1.23981,2.22045e-16,0.436345,0.881488,0.511932,0.784823
46,361.838,1,21.7432,39.5404,29.3126,1.24455,2.22045e-16,0.432051,0.970641,0.513231,0.761564
47,357.443,1,21.7798,39.8403,28.7132,1.23196,2.22045e-16,0.437268,0.907959,0.502705,0.710382
48,360.264,1,21.703,39.6046,27.3568,1.25173,2.22045e-16,0.436068,0.933346,0.510456,0.679564
49,364.34,1,21.6665,39.6398,28.4569,1.27912,2.22045e-16,0.441937,0.958916,0.496758,0.68004
50,366.172,1,21.7526,40.1475,29.8369,1.2918,2.22045e-16,0.436632,0.974351,0.496183,0.680263
51,369.517,1,21.6976,40.3835,30.9328,1.31115,2.22045e-16,0.438036,0.976958,0.482897,0.716147
52,362.876,1,21.6291,39.6145,30.8963,1.27552,2.22045e-16,0.436069,0.932123,0.479656,0.68796
53,360.125,1,21.6679,39.7435,30.6756,1.25842,2.22045e-16,0.437717,0.938224,0.466561,0.693325
54,365.953,1,21.5835,39.6113,29.7898,1.28973,2.22045e-16,0.438852,0.974042,0.464753,0.724389
55,361.253,1,21.568,39.5206,29.8892,1.25489,2.22045e-16,0.444611,0.987582,0.453743,0.72981
