parameter,value,se_lin,rse_lin
Cl_pop,20.5846083644189,4.0296365702699,19.5759690878319
beta_Cl_tSCRMGDL,-0.413222874358691,0.182633922019231,44.1974375941005
V1_pop,23.9248665154669,2.16106674737193,9.032722276527
Q_pop,23.4,,
V2_pop,13.2933039094318,3.06513773267981,23.0577571502375
omega_Cl,0.223808115448782,0.04264087446736,19.0524255038099
omega_V1,0.301442349418697,0.0718229653496557,23.8264349678005
omega_Q,0.922557007060903,0.251902346234662,27.3048000618603
omega_V2,0.791108011913972,0.186545535611429,23.5802864845356
a,1.85341986318024,0.218380980496158,11.7825963147629
