pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.23046,0.023625,-3.10423,0.0054529,-2.75294,0.0472938,All
-1.71312,0.0945001,-2.89367,0,-2.23608,0.0236469,All
-1.19577,0.14175,-2.68312,0.0163587,-1.71921,0.0472938,All
-0.678431,0.614251,-2.47256,0.0218116,-1.20235,0.118234,All
-0.161089,0.401626,-2.262,0.0490761,-0.685486,0.520232,All
0.356253,0.307125,-2.05144,0.0490761,-0.168622,0.354703,All
0.873595,0.307125,-1.84089,0.0872465,0.348242,0.425644,All
1.39094,0.0945001,-1.63033,0.109058,0.865106,0.354703,All
1.90828,0.0945001,-1.41977,0.147228,1.38197,0.0945876,All
2.42562,0.0472501,-1.20922,0.158134,1.89883,0.141881,All
,,-0.998658,0.218116,,,All
,,-0.788101,0.283551,,,All
,,-0.577544,0.316268,,,All
,,-0.366986,0.305363,,,All
,,-0.156429,0.414421,,,All
,,0.054128,0.430779,,,All
,,0.264685,0.370797,,,All
,,0.475242,0.425326,,,All
,,0.6858,0.348986,,,All
,,0.896357,0.289004,,,All
,,1.10691,0.261739,,,All
,,1.31747,0.223569,,,All
,,1.52803,0.114511,,,All
,,1.73859,0.103605,,,All
,,1.94914,0.0763406,,,All
,,2.1597,0.0218116,,,All
,,2.37026,0.0381703,,,All
,,2.58081,0.0054529,,,All
,,2.79137,0.0109058,,,All
,,3.00193,0.0054529,,,All
