pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-2.48913,0.0111111,-3.20951,0.00111111,-3.01137,0.0111111,All
-1.81543,0.0222222,-2.76133,0.00222222,-2.5615,0.0222222,All
-1.79422,0.0333333,-2.70746,0.00333333,-2.06067,0.0333333,All
-1.48626,0.0444444,-2.61139,0.00444444,-1.71493,0.0444444,All
-1.47032,0.0555556,-2.57111,0.00555556,-1.52964,0.0555556,All
-1.17591,0.0666667,-2.50927,0.00666667,-1.3632,0.0666667,All
-1.16537,0.0777778,-2.46016,0.00777778,-1.24272,0.0777778,All
-1.01994,0.0888889,-2.38467,0.00888889,-1.09507,0.0888889,All
-0.941431,0.1,-2.35745,0.01,-0.988461,0.1,All
-0.939915,0.111111,-2.34214,0.0111111,-0.967123,0.111111,All
-0.938977,0.122222,-2.27375,0.0122222,-0.914095,0.122222,All
-0.934311,0.133333,-2.22037,0.0133333,-0.853191,0.133333,All
-0.873088,0.144444,-2.21219,0.0144444,-0.847291,0.144444,All
-0.853502,0.155556,-2.20982,0.0155556,-0.803851,0.155556,All
-0.806195,0.166667,-2.19043,0.0166667,-0.775715,0.166667,All
-0.776173,0.177778,-2.17361,0.0177778,-0.761714,0.177778,All
-0.772945,0.188889,-2.16892,0.0188889,-0.740718,0.188889,All
-0.761017,0.2,-2.11783,0.02,-0.728106,0.2,All
-0.756144,0.211111,-2.08493,0.0211111,-0.725784,0.211111,All
-0.739317,0.222222,-2.07795,0.0222222,-0.694351,0.222222,All
-0.737772,0.233333,-2.07085,0.0233333,-0.692099,0.233333,All
-0.730805,0.244444,-2.03703,0.0244444,-0.687886,0.244444,All
-0.725261,0.255556,-2.02428,0.0255556,-0.664347,0.255556,All
-0.700255,0.266667,-2.01858,0.0266667,-0.648606,0.266667,All
-0.690808,0.277778,-1.97449,0.0277778,-0.64789,0.277778,All
-0.686809,0.288889,-1.9604,0.0288889,-0.614514,0.288889,All
-0.646204,0.3,-1.91184,0.03,-0.595962,0.3,All
-0.635826,0.311111,-1.89672,0.0311111,-0.587514,0.311111,All
-0.633125,0.322222,-1.88115,0.0322222,-0.565815,0.322222,All
-0.604315,0.333333,-1.86876,0.0333333,-0.545189,0.333333,All
-0.595798,0.344444,-1.84776,0.0344444,-0.531025,0.344444,All
-0.583285,0.355556,-1.83159,0.0355556,-0.483097,0.355556,All
-0.478106,0.366667,-1.8237,0.0366667,-0.397696,0.366667,All
-0.465036,0.377778,-1.81991,0.0377778,-0.373478,0.377778,All
-0.449718,0.388889,-1.81986,0.0388889,-0.353328,0.388889,All
-0.446569,0.4,-1.81518,0.04,-0.328972,0.4,All
-0.42071,0.411111,-1.80305,0.0411111,-0.326615,0.411111,All
-0.413916,0.422222,-1.79695,0.0422222,-0.296491,0.422222,All
-0.264187,0.433333,-1.78668,0.0433333,-0.222566,0.433333,All
-0.234124,0.444444,-1.77917,0.0444444,-0.107522,0.444444,All
-0.215608,0.455556,-1.76375,0.0455556,-0.0992365,0.455556,All
-0.211333,0.466667,-1.74729,0.0466667,-0.0821422,0.466667,All
-0.20405,0.477778,-1.71941,0.0477778,-0.0728948,0.477778,All
-0.169114,0.488889,-1.70188,0.0488889,-0.0671288,0.488889,All
-0.139846,0.5,-1.7005,0.05,-0.0359578,0.5,All
-0.0539309,0.511111,-1.66809,0.0511111,0.0546342,0.511111,All
-0.0152011,0.522222,-1.66807,0.0522222,0.0816081,0.522222,All
