iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,13.9202,0.0774492,27.069,4.70019e-08,137.304,1.95925,36.2733,0.91712
2,13.9349,0.0708888,27.069,3.09715e-08,121.277,1.6637,37.2989,0.843248
3,13.9624,0.0682495,27.069,4.10647e-08,108.482,1.5328,37.2849,0.80679
4,13.9866,0.0669675,27.069,3.84595e-08,105.711,1.47239,36.9143,0.814167
5,13.9761,0.0662565,27.069,3.33296e-08,97.3413,1.45812,36.8398,0.829853
6,13.9468,0.0682461,27.069,3.58983e-08,89.7348,1.43601,36.811,0.835616
7,13.9347,0.0680387,27.069,4.02935e-08,95.7047,1.41943,36.3776,0.833947
8,13.9642,0.0681337,27.069,3.82317e-08,89.5583,1.40981,35.8307,0.823194
9,13.9798,0.0688688,27.069,4.13899e-08,90.1126,1.42062,35.7023,0.810908
10,14.0088,0.0686417,27.069,3.82355e-08,90.3732,1.43352,35.2396,0.796659
11,14.0117,0.067828,27.069,3.09921e-08,86.1947,1.43468,34.7515,0.785042
12,14.009,0.0675278,27.069,3.01007e-08,85.9752,1.43181,34.4224,0.774054
13,14.0249,0.0681325,27.069,3.37087e-08,87.5678,1.43053,34.411,0.769946
14,14.0334,0.0686424,27.069,2.0005e-08,90.3106,1.42552,34.2096,0.762367
15,14.0363,0.0685071,27.069,2.68216e-08,94.0773,1.43442,33.9321,0.758397
16,14.037,0.0684379,27.069,2.81866e-08,94.5924,1.45023,34.1994,0.765732
17,14.0284,0.0692243,27.069,3.18037e-08,100.21,1.46142,34.7058,0.776347
18,14.025,0.0693066,27.069,3.17546e-08,100.238,1.45757,35.2822,0.783668
19,14.0243,0.0688288,27.069,3.17106e-08,102.776,1.46965,35.1633,0.783382
20,14.0216,0.0684939,27.069,3.1671e-08,103.258,1.46398,35.2413,0.781366
21,14.0208,0.0684636,27.069,2.70744e-08,104.472,1.46848,35.3553,0.782579
22,14.0115,0.068308,27.069,2.99194e-08,101.612,1.45634,35.4029,0.788183
23,14.0122,0.0685706,27.069,3.40934e-08,101.331,1.45014,35.4357,0.791435
24,14.0158,0.0684515,27.069,4.05677e-08,98.3449,1.44471,35.3327,0.794185
25,14.0132,0.0686913,27.069,3.31258e-08,97.968,1.44426,35.3096,0.794689
