parameter,value
Cl_pop,13.5134684081298
beta_Cl_logtSCM2,0.770175069435294
V1_pop,21.2005653961848
beta_V1_logtPROGDL,-2.07292526632373
beta_V1_logtSCRMGDL,0.716542715972314
Q_pop,24.2070724130412
beta_Q_logtIMCKGM2,4.68047851711072
V2_pop,9.1680711063899
beta_V2_SEXF_1,1.2115734704952
omega_Cl,0.252512909118458
omega_V1,0.226275531779249
omega_Q,0.762961823606889
omega_V2,0.509164919722669
a,1.52033289162593
b,0.0362782079275086
