time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
31.833,0.729507,31.833,0.0665511,31.833,0.731372,3.58347,-0.0294863,1.3591,0.158687,3.58347,0.0209258,All
32.9374,0.664058,32.9374,0.033131,32.9374,0.659543,3.79864,0.00441063,1.4786,0.14469,3.79864,0.0525677,All
34.0801,0.603691,34.0801,0.00504651,34.0801,0.593888,4.02674,0.0311217,1.60861,0.129461,4.02674,0.0771081,All
34.6997,0.572104,34.6997,-0.00917293,34.6997,0.559639,4.26852,0.0594365,1.75005,0.112893,4.26852,0.103122,All
35.2624,0.547892,35.2624,-0.0182681,35.2624,0.533781,4.52483,0.084526,1.90393,0.0948692,4.52483,0.125896,All
36.4858,0.496211,36.4858,-0.0372252,36.4858,0.478688,4.79652,0.100796,2.07133,0.0772924,4.79652,0.13998,All
37.5664,0.458423,37.5664,-0.0475883,37.5664,0.439179,4.83478,0.103088,2.25346,0.0600248,4.83478,0.141963,All
37.7516,0.452382,37.7516,-0.0490105,37.7516,0.432915,5.08453,0.112813,2.4516,0.0417344,5.08453,0.149832,All
39.0613,0.409665,39.0613,-0.0590675,39.0613,0.38862,5.38983,0.117021,2.66716,0.0244063,5.38983,0.152,All
40.4164,0.390324,40.4164,-0.053183,40.4164,0.370966,5.71346,0.121483,2.90167,0.00803165,5.71346,0.154298,All
40.433,0.390092,40.433,-0.0531077,40.433,0.370755,6.05653,0.116628,3.15681,-0.00871827,6.05653,0.147519,All
41.8186,0.370731,41.8186,-0.0468199,41.8186,0.353174,6.08609,0.115642,3.16956,-0.00955566,6.08609,0.146389,All
43.2694,0.350458,43.2694,-0.0402359,43.2694,0.334765,6.42019,0.104495,3.43437,-0.0248508,6.42019,0.133617,All
43.2997,0.350035,43.2997,-0.0400984,43.2997,0.334381,6.80569,0.0916342,3.73635,-0.0385741,6.80569,0.118881,All
44.7706,0.329482,44.7706,-0.0334236,44.7706,0.315718,7.21434,0.0751416,4.06487,-0.0523498,7.21434,0.100667,All
