parameter,value
Cl_pop,13.5005229465486
V1_pop,24.2796375962017
beta_V1_logtCLCRMLMIN,-1.35031219490546
beta_V1_logtPROGDL,-0.44446874101024
beta_V1_logtRAN,0.0292504876247128
Q_pop,23.4
beta_Q_LMP_1,0.863712492779571
beta_Q_logtAGEA,1.26568493154642
beta_Q_logtALBGDL,18.2284508431247
beta_Q_logtPROGDL,-17.9750898021367
V2_pop,3.4674379861558
beta_V2_SEXF_1,4.08781074427249
beta_V2_logtHCM,31.6469422349628
omega_Cl,0.258471559790553
omega_V1,0.135988687352032
omega_Q,3.07320543549846e-8
omega_V2,7.43091909213322e-8
a,1.4376441701965
b,0.0398775390558521
