popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
3.81585,4.04135,3.81585,1.66843,5.96328,1.18766,1.35532,1.18766,-0.404095,2.77942,All
4.03947,4.47652,4.03947,1.85972,6.21922,1.29538,1.44879,1.29538,-0.331434,2.9222,All
4.2762,4.87982,4.2762,2.06356,6.48883,1.41287,1.55078,1.41287,-0.249914,3.07566,All
4.52679,5.30676,4.52679,2.28072,6.77286,1.54102,1.66311,1.54102,-0.158673,3.24071,All
4.79208,5.72063,4.79208,2.512,7.07215,1.68079,1.78705,1.68079,-0.0567683,3.41835,All
5.05559,6.07924,5.05559,2.74303,7.36816,1.83324,1.92302,1.83324,0.056829,3.60964,All
5.07291,6.1028,5.07291,2.75825,7.38756,1.99951,2.07133,1.99951,0.183243,3.81578,All
5.37019,6.46104,5.37019,3.02037,7.72002,2.18087,2.23395,2.18087,0.323702,4.03803,All
5.6849,6.80239,5.6849,3.29931,8.07049,2.37867,2.41439,2.37867,0.479547,4.27779,All
6.01805,7.16375,6.01805,3.59609,8.44002,2.59441,2.61119,2.59441,0.652241,4.53659,All
6.29534,7.408,6.29534,3.84416,8.74651,2.82973,2.82966,2.82973,0.843384,4.81607,All
6.37073,7.46851,6.37073,3.91177,8.82969,2.98773,2.97712,2.98773,0.973159,5.00229,All
6.74407,7.76813,6.74407,4.2475,9.24065,3.08638,3.0692,3.08638,1.05472,5.11804,All
7.1393,8.08531,7.1393,4.60446,9.67413,3.36632,3.33169,3.36632,1.28816,5.44447,All
7.53508,8.37637,7.53508,4.9634,10.1068,3.67164,3.62306,3.67164,1.54578,5.7975,All
7.55768,8.39212,7.55768,4.98394,10.1314,4.00466,3.94086,4.00466,1.82985,6.17946,All
8.00058,8.70081,8.00058,5.38727,10.6139,4.36788,4.29178,4.36788,2.14285,6.5929,All
8.46944,9.02759,8.46944,5.81589,11.123,4.76404,4.6785,4.76404,2.4875,7.04059,All
8.77482,9.2532,8.77482,6.0959,11.4537,4.78779,4.70175,4.78779,2.50825,7.06732,All
8.96577,9.43207,8.96577,6.2713,11.6602,5.19614,5.10362,5.19614,2.86673,7.52554,All
9.49119,9.96262,9.49119,6.7551,12.2273,5.66743,5.57097,5.66743,3.28378,8.05107,All
10.0146,10.4911,10.0146,7.2386,12.7905,6.18146,6.08368,6.18146,3.74217,8.62075,All
10.0474,10.5243,10.0474,7.26899,12.8258,6.58785,6.49096,6.58785,4.10683,9.06887,All
10.6362,11.1188,10.6362,7.81475,13.4577,6.74211,6.64592,6.74211,4.24573,9.2385,All
11.2543,11.743,11.2543,8.38943,14.1192,7.35362,7.26097,7.35362,4.79866,9.90858,All
11.2595,11.7482,11.2595,8.39429,14.1248,8.02059,7.9329,8.02059,5.40553,10.6357,All
11.9194,12.4145,11.9194,9.00962,14.8291,8.38792,8.30353,8.38792,5.74125,11.0346,All
12.494,12.9948,12.494,9.54692,15.4412,8.74806,8.6672,8.74806,6.07133,11.4248,All
12.6179,13.1198,12.6179,9.66285,15.5729,9.5415,9.46919,9.5415,6.80151,12.2815,All
13.3573,13.8665,13.3573,10.3563,16.3584,10.188,10.1236,10.188,7.39913,12.9768,All
13.7338,14.2467,13.7338,10.71,16.7576,10.4069,10.3453,10.4069,7.60201,13.2118,All
14.1401,14.6569,14.1401,11.0922,17.188,11.3508,11.3023,11.3508,8.47932,14.2223,All
14.9687,15.4937,14.9687,11.8732,18.0642,11.988,11.9488,11.988,9.07376,14.9023,All
14.9735,15.4985,14.9735,11.8778,18.0693,12.3803,12.3472,12.3803,9.44051,15.3202,All
15.846,16.3795,15.846,12.702,18.9899,13.5032,13.488,13.5032,10.4933,16.5132,All
16.2133,16.7504,16.2133,13.0496,19.3769,13.7881,13.7775,13.7881,10.761,16.8152,All
16.7746,17.3506,16.7746,13.5814,19.9678,14.728,14.7327,14.728,11.6461,17.8098,All
17.453,18.0752,17.453,14.2251,20.681,15.5882,15.6071,15.5882,12.4583,18.7181,All
17.7576,18.392,17.7576,14.5144,21.0009,16.0638,16.0905,16.0638,12.9081,19.2194,All
18.6928,19.3644,18.6928,15.4036,21.9819,17.3882,17.436,17.3882,14.1636,20.6129,All
18.7983,19.4741,18.7983,15.5041,22.0925,17.5208,17.5706,17.5208,14.2894,20.7521,All
19.8999,20.6196,19.8999,16.5539,23.2459,19.1099,19.1834,19.1099,15.8008,22.419,All
19.9325,20.6535,19.9325,16.585,23.28,19.1883,19.2629,19.1883,15.8755,22.5011,All
21.0661,21.8322,21.0661,17.6674,24.4648,20.8432,20.9408,20.8432,17.4544,24.2319,All
21.1722,21.9426,21.1722,17.7689,24.5756,20.9884,21.0879,20.9884,17.5931,24.3836,All
22.3006,23.1159,22.3006,18.8484,25.7529,22.7336,22.854,22.7336,19.2631,26.2042,All
22.412,23.2317,22.412,18.955,25.869,22.7884,22.9094,22.7884,19.3156,26.2613,All
23.6075,24.4748,23.6075,20.1008,27.1142,24.5885,24.7265,24.5885,21.0422,28.1347,All
23.6517,24.5208,23.6517,20.1432,27.1603,24.7955,24.9352,24.7955,21.2411,28.35,All
24.8915,25.8099,24.8915,21.3332,28.4497,26.3886,26.54,26.3886,22.7726,30.0045,All
24.991,25.9133,24.991,21.4288,28.5531,27.0445,27.1991,27.0445,23.404,30.685,All
26.1312,27.099,26.1312,22.525,29.7374,28.1886,28.3468,28.1886,24.5062,31.871,All
26.4555,27.4362,26.4555,22.837,30.074,29.4974,29.658,29.4974,25.7686,33.2263,All
27.371,28.3819,27.371,23.7184,31.0236,29.9887,30.149,29.9887,26.2428,33.7346,All
28.0059,29.013,28.0059,24.3301,31.6817,31.7887,31.9438,31.7887,27.9819,35.5955,All
28.6107,29.612,28.6107,24.9132,32.3083,32.1728,32.3262,32.1728,28.3533,35.9923,All
29.6471,30.6348,29.6471,25.913,33.3812,33.5888,33.7335,33.5888,29.7235,37.4541,All
29.8504,30.8355,29.8504,26.1093,33.5916,35.0909,35.2234,35.0909,31.1784,39.0033,All
31.0902,32.0589,31.0902,27.3067,34.8737,35.3889,35.5187,35.3889,31.4672,39.3105,All
31.3845,32.3494,31.3845,27.5912,35.1779,37.1889,37.3001,37.1889,33.213,41.1649,All
32.3299,33.3007,32.3299,28.5053,36.1546,38.2736,38.3721,38.2736,34.2658,42.2815,All
33.2237,34.2134,33.2237,29.3701,37.0774,38.989,39.0789,38.989,34.9605,43.0175,All
33.5697,34.5666,33.5697,29.705,37.4344,40.7891,40.8559,40.7891,36.7097,44.8684,All
34.8094,35.8325,34.8094,30.9057,38.7131,41.745,41.7994,41.745,37.6393,45.8507,All
35.1708,36.2014,35.1708,31.2558,39.0857,42.5891,42.6323,42.5891,38.4605,46.7178,All
36.0492,37.0984,36.0492,32.1074,39.991,44.3892,44.4089,44.3892,40.2127,48.5657,All
37.2319,38.306,37.2319,33.2546,41.2091,45.5313,45.5371,45.5313,41.3252,49.7374,All
37.2889,38.3642,37.2889,33.31,41.2678,46.1893,46.1873,46.1893,41.9663,50.4122,All
38.5286,39.6301,38.5286,34.5134,42.5439,47.9893,47.9674,47.9893,43.7211,52.2575,All
39.4138,40.5339,39.4138,35.3731,43.4544,49.661,49.6234,49.661,45.3518,53.9701,All
39.7684,40.896,39.7684,35.7177,43.8191,49.7894,49.7507,49.7894,45.4771,54.1016,All
41.0081,42.1618,41.0081,36.9227,45.0936,51.5894,51.5375,51.5894,47.2342,55.9447,All
41.7235,42.8923,41.7235,37.6184,45.8286,53.3895,53.3287,53.3895,48.9924,57.7866,All
42.2479,43.4277,42.2479,38.1285,46.3673,54.1652,54.1019,54.1652,49.7503,58.58,All
43.4876,44.7793,43.4876,39.3349,47.6403,55.1896,55.1243,55.1896,50.7515,59.6276,All
44.1686,45.5366,44.1686,39.9979,48.3393,56.9896,56.9244,56.9896,52.5116,61.4677,All
44.7274,46.1661,44.7274,40.542,48.9127,58.7897,58.7271,58.7897,54.2726,63.3068,All
45.9671,47.5319,45.9671,41.7498,50.1844,59.0779,59.0164,59.0779,54.5546,63.6013,All
46.757,48.3534,46.757,42.5197,50.9944,60.5898,60.5369,60.5898,56.0344,65.1452,All
47.2068,48.8211,47.2068,42.9581,51.4555,62.3898,62.3472,62.3898,57.7969,66.9827,All
48.4466,50.1104,48.4466,44.1671,52.7261,64.1899,64.1575,64.1899,59.5603,68.8195,All
49.4971,51.2029,49.4971,45.192,53.8023,64.4363,64.406,64.4363,59.8017,69.0709,All
49.6863,51.3996,49.6863,45.3766,53.9961,65.99,65.9742,65.99,61.3243,70.6556,All
50.9261,52.6889,50.9261,46.5866,55.2656,67.79,67.7933,67.79,63.0891,72.491,All
52.1658,53.9781,52.1658,47.7971,56.5346,69.5901,69.6144,69.5901,64.8545,74.3257,All
52.3978,54.2194,52.3978,48.0237,56.772,70.2806,70.3139,70.2806,65.5319,75.0294,All
53.4056,55.2673,53.4056,49.0081,57.803,71.3901,71.4408,71.3901,66.6205,76.1598,All
54.6453,56.5566,54.6453,50.2195,59.0711,73.1902,73.27,73.1902,68.3871,77.9933,All
55.4685,57.4126,55.4685,51.0242,59.9128,74.9903,75.0991,74.9903,70.1543,79.8263,All
55.885,57.8458,55.885,51.4314,60.3386,76.6551,76.7908,76.6551,71.7892,81.521,All
57.1248,59.1351,57.1248,52.6438,61.6058,76.7903,76.9283,76.7903,71.922,81.6586,All
58.3645,60.4243,58.3645,53.8566,62.8725,78.5904,78.7574,78.5904,73.6903,83.4905,All
58.7191,60.793,58.7191,54.2035,63.2347,80.3905,80.5886,80.3905,75.4591,85.3218,All
59.6043,61.3316,59.6043,55.0697,64.1388,82.1905,82.4248,82.1905,77.2284,87.1527,All
60.844,62.0807,60.844,56.2833,65.4048,83.6077,83.8703,83.6077,78.6216,88.5937,All
62.0838,62.8298,62.0838,57.4972,66.6703,83.9906,84.261,83.9906,78.9981,88.9831,All
62.1602,62.876,62.1602,57.5721,66.7484,85.7907,86.0971,85.7907,80.7683,90.813,All
63.3235,63.3282,63.3235,58.7115,67.9355,87.5907,87.9333,87.5907,82.5389,92.6425,All
64.5632,63.5962,64.5632,59.9261,69.2004,89.3908,89.7695,89.3908,84.31,94.4716,All
65.803,63.8643,65.803,61.1411,70.4649,91.1908,91.6057,91.1908,86.0815,96.3002,All
