Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
7.71421,0.0110549,18.1283,195715,75.0003,0.00573061,7.59613,0.0353405,All
9.01309,0.088439,18.1283,440359,215.317,0.00127915,12.6749,0.0692673,All
10.312,0.110549,18.1283,342502,355.635,0.000306997,17.7537,0.0424085,All
11.6109,0.105021,18.1283,391431,495.952,0.000204665,22.8325,0.0212043,All
12.9097,0.0608018,18.1283,1.07643e+06,636.269,0,27.9113,0.00989533,All
14.2086,0.088439,18.1283,1.32108e+06,776.586,5.11662e-05,32.9901,0.00989533,All
15.5075,0.088439,18.1283,929648,916.903,0,38.0689,0.0127226,All
16.8064,0.0939664,18.1283,733932,1057.22,0,43.1477,0.00565447,All
18.1053,0.088439,18.1283,685004,1197.54,0,48.2265,0.00141362,All
19.4041,0.038692,18.1283,587146,1337.85,0,53.3053,0,All
20.703,0.0276372,18.1283,244644,1478.17,0,58.3842,0,All
22.0019,0.0165823,18.1283,195715,1618.49,5.11662e-05,63.463,0.00141362,All
23.3008,0.0110549,18.1283,195715,1758.81,5.11662e-05,68.5418,0.00282724,All
