iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,677.482,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,672.45,1,20.9405,27.0308,12.1887,0.95,0.285,-0.425662,0.974679,0.974679,0.974679,0.984178
3,653.128,1,19.2566,28.3984,12.2005,0.9025,0.27075,-0.342762,0.95,0.95,0.95,0.959258
4,652.642,1,19.7567,28.9006,13.0535,0.857375,0.257212,-0.360786,0.925945,0.925945,0.925945,0.934969
5,638.122,1,17.1877,29.028,12.3448,0.814506,0.244352,-0.257515,0.9025,0.9025,0.9025,0.911295
6,631.167,1,18.8708,28.8143,11.2447,0.773781,0.232134,-0.32852,0.879648,0.879648,0.879648,0.888221
7,612.829,1,19.1357,30.0748,10.0704,0.735092,0.220528,-0.329184,0.857375,0.857375,0.857375,0.86573
8,610.964,1,19.8457,29.3452,12.1056,0.698337,0.209501,-0.380779,0.835666,0.853978,0.835666,0.895579
9,603.631,1,19.2483,28.7352,10.3899,0.66342,0.199026,-0.361375,0.814506,0.832354,0.814506,0.903908
10,604.08,1,18.4077,26.5767,8.71222,0.630249,0.189075,-0.34486,0.793882,0.882118,0.793882,0.88102
11,598.873,1,18.3813,28.3324,8.83648,0.598737,0.179621,-0.342073,0.773781,0.859782,0.773781,0.858712
12,585.755,1,18.3219,27.6047,9.90855,0.5688,0.17064,-0.322141,0.754188,0.838012,0.754188,0.836969
13,573.082,1,18.0195,27.2434,9.84088,0.54036,0.162108,-0.313244,0.735092,0.8542,0.735092,0.815777
14,569.077,1,18.4971,27.8835,10.3561,0.513342,0.154003,-0.32407,0.716479,0.832571,0.716479,0.812894
15,564.432,1,18.3533,27.6574,11.235,0.487675,0.146302,-0.330034,0.698337,0.899079,0.698337,0.792311
16,560.35,1,18.3296,27.5719,11.7235,0.463291,0.138987,-0.325716,0.680655,0.91664,0.680655,0.77225
17,552.795,1,18.8087,27.828,10.4174,0.440127,0.132038,-0.342927,0.66342,0.89343,0.66342,0.752696
18,548.795,1,18.5711,27.6996,10.5753,0.41812,0.125436,-0.330685,0.646622,0.870808,0.646622,0.840642
19,544.052,1,18.4372,26.5253,10.46,0.397214,0.119164,-0.32178,0.630249,0.848759,0.630249,0.852627
20,547.298,1,18.8946,26.6623,11.8761,0.377354,0.113206,-0.348227,0.614291,0.882775,0.614291,0.91222
21,540.118,1,18.9209,27.5441,12.6672,0.358486,0.107546,-0.350256,0.598737,0.860423,0.598737,0.921853
22,540.058,1,18.4238,27.0781,11.904,0.340562,0.102168,-0.336203,0.583577,0.923345,0.583577,1.00045
23,543.763,1,18.8554,27.2423,11.7024,0.323534,0.0970601,-0.362589,0.5688,0.971473,0.5688,1.03774
24,537.949,1,18.8442,27.3979,11.7099,0.307357,0.0922071,-0.361473,0.554398,0.946874,0.554398,1.01146
25,535.304,1,18.9051,28.1809,11.5815,0.291989,0.0875967,-0.363675,0.54036,0.922899,0.54036,0.985851
