iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,362.905,1,19.9867,27.069,20.5526,1,-0.367397,1,1,1,1
2,339.84,1,9.44251,28.1271,26.7854,0.974679,0.359288,0.974679,0.974679,0.974679,0.974679
3,328.5,1,17.411,26.3338,27.9782,0.95,-0.19062,0.95,0.95,0.95,0.95
4,320.807,1,17.6308,30.6661,27.6081,0.925945,-0.235726,0.925945,0.936537,0.925945,0.925945
5,324.171,1,16.0549,32.7107,29.4278,0.9025,-0.118188,0.9025,0.963205,0.968593,0.9025
6,315.728,1,21.794,31.8767,32.7041,0.879648,-0.361548,0.879648,0.975903,0.944067,0.879648
7,307.035,1,20.6427,26.8347,34.7757,0.857375,-0.34739,0.857375,0.97331,0.920163,0.857375
8,305.494,1,21.7195,25.1724,37.792,0.835666,-0.292252,0.835666,0.95425,0.896864,0.916484
9,293.968,1,17.3845,31.5938,33.7871,0.814506,-0.0853851,0.814506,0.942843,0.874155,0.950544
10,307.032,1,15.9861,27.5453,24.0504,0.793882,-0.1779,0.793882,1.11283,0.852021,1.05512
11,309.483,1,13.6033,31.3999,25.4938,0.773781,-0.00427244,0.773781,1.23321,0.830447,1.15515
12,302.433,1,15.2764,30.8458,24.7705,0.754188,-0.0422677,0.754188,1.20198,0.820791,1.13334
13,292.87,1,12.313,27.2948,23.3323,0.735092,0.164378,0.735092,1.37912,0.800008,1.11515
14,278.294,1,18.01,30.0142,26.1773,0.716479,-0.0750016,0.716479,1.38389,0.779751,1.08692
15,268.212,1,18.5105,33.3162,24.8162,0.698337,-0.143623,0.698337,1.34885,0.760007,1.0594
16,265.508,1,16.9884,37.471,23.3509,0.680655,-0.144101,0.680655,1.37524,0.740764,1.03257
17,272.507,1,21.0306,34.6292,22.2906,0.66342,-0.300044,0.66342,1.48642,0.722007,1.11158
18,260.057,1,20.3666,38.6176,22.2466,0.646622,-0.228652,0.646622,1.44892,0.703725,1.08343
19,258.618,1,23.2995,43.8296,22.2692,0.630249,-0.332012,0.630249,1.41224,0.685907,1.1837
20,256.815,1,18.4591,37.9707,23.7422,0.614291,-0.139187,0.614291,1.56835,0.668539,1.15373
21,252.455,1,18.3216,36.3677,19.9929,0.598737,-0.101421,0.598737,1.61322,0.651611,1.12451
22,237.761,1,16.5409,38.8719,20.8064,0.583577,-0.00452174,0.583577,1.57238,0.635112,1.09604
23,237.488,1,15.0497,39.5958,22.5284,0.5688,0.0812915,0.5688,1.5631,0.619031,1.06829
24,232.39,1,17.3062,43.4205,23.1796,0.554398,-0.0204002,0.554398,1.52352,0.621438,1.04124
25,227.682,1,16.4583,48.9422,19.8853,0.54036,0.0489565,0.54036,1.48494,0.605703,1.01487
26,226.268,1,14.5777,42.2506,17.2614,0.526678,0.102309,0.526678,1.53628,0.590366,0.989175
27,212.37,1,17.7489,41.8108,24.2675,0.513342,-0.0519676,0.513342,1.56352,0.575418,0.964129
28,212.268,1,19.4593,44.5166,18.3524,0.500344,-0.131734,0.500344,1.6489,0.560848,0.999681
29,213.06,1,13.2432,40.7586,20.8052,0.487675,0.271393,0.487675,1.68805,0.546647,0.990268
30,201.55,1,17.2806,40.1696,20.269,0.475327,-0.04279,0.475327,1.64531,0.532806,0.965194
31,187.28,1,17.0248,36.3416,21.5039,0.463291,-0.0691415,0.463291,1.61896,0.519315,0.940755
32,182.164,1,15.8568,32.9142,19.0449,0.45156,0.0203737,0.45156,1.67002,0.506165,0.916934
33,176.714,1,15.6028,32.3934,19.6592,0.440127,0.0504977,0.440127,1.72115,0.493349,0.893717
34,174.605,1,18.0729,33.4737,18.9148,0.428982,-0.114554,0.428982,1.69305,0.480857,0.871088
35,173.993,1,15.4142,34.0581,18.9551,0.41812,0.0189658,0.41812,1.65018,0.474978,0.849031
36,164.918,1,17.5206,34.1832,15.4664,0.407533,-0.0946064,0.407533,1.72451,0.462951,0.945898
37,150.994,1,15.8942,34.1838,14.8076,0.397214,0.00369859,0.397214,1.68084,0.451229,0.921948
38,152.951,1,15.7671,33.2094,15.481,0.387157,-0.04823,0.387157,1.72202,0.439804,0.898603
39,142.415,1,16.5973,33.1524,12.1937,0.377354,-0.0523891,0.377354,1.77817,0.430047,0.87585
40,136.555,1,16.2587,31.0307,11.9156,0.367799,-0.0317862,0.367799,1.82134,0.419158,0.853673
41,133.361,1,15.9601,29.0113,13.1061,0.358486,-0.0996838,0.358486,1.77523,0.408545,0.832058
42,121.801,1,16.9855,28.6669,12.7711,0.349409,-0.145026,0.349409,1.73028,0.3982,0.81099
43,117.411,1,15.0417,28.9393,13.1999,0.340562,0.00427575,0.340562,1.68647,0.388118,0.811725
44,119.792,1,16.7647,28.1687,12.1161,0.331938,-0.105764,0.331938,1.73736,0.37829,0.804973
45,114.938,1,16.5143,29.5273,11.2113,0.323534,-0.103268,0.323534,1.69337,0.368712,0.858667
46,109.87,1,16.5005,29.2954,11.2963,0.315341,-0.11761,0.315341,1.65049,0.366402,0.836925
47,98.7717,1,15.0411,30.5805,10.5532,0.307357,-0.0372027,0.307357,1.68954,0.357124,0.815734
48,100.411,1,15.6036,30.4303,11.4776,0.299574,-0.0531073,0.299574,1.71937,0.348082,0.85354
49,91.6158,1,16.1228,30.3383,10.6953,0.291989,-0.101308,0.291989,1.67909,0.350624,0.831928
50,88.1253,1,16.1867,30.6782,10.3187,0.284596,-0.0900657,0.284596,1.75582,0.341746,0.810863
51,74.1906,1,15.8979,32.5838,10.566,0.27739,-0.0273169,0.27739,1.8205,0.333093,0.790331
52,70.3804,1,16.3142,32.4369,10.3127,0.270366,-0.0518325,0.270366,1.88338,0.324659,0.77032
53,71.4024,1,16.1477,33.7271,9.78324,0.26352,-0.0596777,0.26352,1.9369,0.316438,0.750815
54,66.8122,1,14.9477,32.1365,10.8934,0.256848,0.0012015,0.256848,1.88786,0.313363,0.731804
55,55.9919,1,16.392,30.4702,12.0013,0.250344,-0.0906909,0.250344,1.84005,0.305428,0.713274
56,59.3894,1,15.2216,31.9402,11.7826,0.244005,0.00138247,0.244005,1.79346,0.297695,0.754243
57,57.696,1,16.5084,30.9644,11.6138,0.237827,-0.0989245,0.25236,1.99036,0.297079,0.735145
58,61.9668,1,16.4383,32.3937,12.683,0.231805,-0.0921611,0.251287,2.00798,0.336024,0.716531
59,56.9324,1,16.7513,35.0248,10.3109,0.225936,-0.0976999,0.244924,2.4957,0.327516,0.698388
60,52.9075,1,16.0252,33.3818,13.0607,0.220215,-0.0475595,0.263271,2.46073,0.319223,0.714694
61,39.3718,1,16.3755,32.2315,13.4075,0.214639,-0.0917165,0.256605,2.39842,0.31114,0.696597
62,44.192,1,15.8553,31.1549,12.1072,0.209204,-0.0695127,0.25536,2.36741,0.303262,0.678959
63,37.2949,1,15.9081,31.7631,13.1939,0.203907,-0.0633384,0.248894,2.30747,0.295583,0.661768
64,31.0523,1,16.1715,31.7528,14.4713,0.198744,-0.069275,0.242592,2.30306,0.288099,0.645011
65,30.0726,1,15.988,31.4489,14.2826,0.193711,-0.0676669,0.236449,2.24474,0.280804,0.668782
66,27.1212,1,16.6965,33.0899,12.6949,0.188807,-0.115441,0.235301,2.24785,0.273694,0.654229
67,28.1364,1,15.7439,32.3558,13.4614,0.184026,-0.0392398,0.234293,2.35764,0.277991,0.768211
68,19.0216,1,16.4411,33.6622,12.4353,0.179366,-0.0792985,0.23138,2.29794,0.270952,0.748759
69,15.7424,1,16.4979,32.9332,12.7177,0.174825,-0.0802689,0.225997,2.23976,0.288452,0.7298
70,9.69313,1,16.1366,33.222,12.2733,0.170398,-0.0558866,0.230989,2.18304,0.281148,0.711321
71,12.8641,1,16.7006,33.2162,11.8697,0.166083,-0.0913848,0.243714,2.12777,0.274029,0.69331
72,12.7464,1,16.1945,32.4716,12.2379,0.161878,-0.0555811,0.262754,2.0968,0.26709,0.675755
73,-8.62573,1,17.4585,32.4423,13.9639,0.157779,-0.120826,0.256101,2.04371,0.260328,0.658645
74,-2.85724,1,16.0403,32.4831,15.4927,0.153784,-0.038185,0.259631,2.05136,0.253736,0.641967
75,-8.23038,1,16.8711,31.9626,16.0897,0.14989,-0.108571,0.28222,1.99941,0.247311,0.666318
76,-13.6451,1,16.9047,32.3349,16.7088,0.146095,-0.128572,0.275074,1.95189,0.241049,0.682232
77,-9.87801,1,18.2916,30.4178,16.0747,0.142396,-0.199933,0.295312,1.90247,0.234946,0.763548
78,-16.1516,1,17.0558,29.4876,16.7995,0.13879,-0.13008,0.287835,1.8543,0.228997,0.795585
