parameter,value
Cl_pop,13.488796133239
beta_Cl_ANTU_1,-0.00584473322542278
V1_pop,23.3305127405052
beta_V1_logtCLCRMLMIN,-1.44716313359379
beta_V1_logtPROGDL,-0.524918765304876
Q_pop,23.4
beta_Q_LMP_1,0.880662750345694
beta_Q_logtAGEA,1.20605417903986
beta_Q_logtALBGDL,17.4619393608249
beta_Q_logtPROGDL,-17.1602537760348
V2_pop,3.92372185014935
beta_V2_SEXF_1,3.8689634620748
beta_V2_logtHCM,29.9473789326603
omega_Cl,0.256538971922067
omega_V1,0.142310793156594
omega_Q,7.49435749648249e-8
omega_V2,7.05076205387061e-8
a,1.46873347671258
b,0.0388727247482039
