pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.71266,0.091973,-3.55595,0.00493003,-1.6254,0.0834829,All
-1.31399,0.153288,-3.32306,0,-1.18619,0.250449,All
-0.915325,0.429207,-3.09017,0.00986006,-0.74698,0.528725,All
-0.516657,0.429207,-2.85729,0.0147901,-0.307768,0.500897,All
-0.117989,0.39855,-2.6244,0.0147901,0.131444,0.250449,All
0.280678,0.39855,-2.39151,0.0345102,0.570655,0.361759,All
0.679346,0.367892,-2.15862,0.0394402,1.00987,0.166966,All
1.07801,0.245261,-1.92573,0.0542303,1.44908,0.250449,All
1.47668,0.122631,-1.69284,0.0739504,1.88829,0.0278276,All
1.87535,0.122631,-1.45995,0.118321,2.3275,0.0834829,All
,,-1.22706,0.147901,,,All
,,-0.994176,0.207061,,,All
,,-0.761287,0.261291,,,All
,,-0.528398,0.310592,,,All
,,-0.295509,0.414122,,,All
,,-0.0626206,0.473283,,,All
,,0.170268,0.497933,,,All
,,0.403157,0.473283,,,All
,,0.636046,0.345102,,,All
,,0.868934,0.315522,,,All
,,1.10182,0.172551,,,All
,,1.33471,0.152831,,,All
,,1.5676,0.0986006,,,All
,,1.80049,0.0640904,,,All
,,2.03338,0.0542303,,,All
,,2.26627,0.0295802,,,All
,,2.49916,0.0197201,,,All
,,2.73204,0.0197201,,,All
,,2.96493,0.00493003,,,All
,,3.19782,0.00986006,,,All
