iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,699.101,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,688.866,1,27.1271,21.2398,12.5159,0.95,0.285,-0.698463,0.974679,1.00173,0.974679,0.974679
3,672.94,1,23.4355,21.2283,12.51,0.9025,0.27075,-0.548551,0.95,1.01136,0.95,0.95
4,656.999,1,27.3042,23.5366,11.3246,0.857375,0.257212,-0.684872,0.925945,0.985748,0.925945,0.925945
5,656.28,1,23.9329,23.0594,11.9662,0.814506,0.244352,-0.584284,0.9025,1.07787,0.9025,0.954488
6,648.02,1,21.9847,22.6553,10.5267,0.773781,0.232134,-0.49826,0.879648,1.07485,0.879648,0.93032
7,648.887,1,21.353,22.5395,11.0116,0.735092,0.220528,-0.485582,0.857375,1.27702,0.857375,0.906764
8,641.476,1,22.7403,22.2264,12.4012,0.698337,0.209501,-0.543064,0.835666,1.29663,0.835666,0.883804
9,625.333,1,21.7723,20.1953,12.1442,0.66342,0.199026,-0.512041,0.814506,1.2638,0.814506,0.861426
10,623.933,1,21.8812,20.0792,10.1148,0.630249,0.189075,-0.517311,0.793882,1.2318,0.793882,0.931174
11,617.41,1,23.2973,20.7332,11.6367,0.598737,0.179621,-0.564562,0.773781,1.20061,0.773781,0.907596
12,610.315,1,21.6452,19.9566,12.2554,0.5688,0.17064,-0.494071,0.754188,1.23257,0.754188,0.884615
13,600.476,1,20.9847,18.7057,12.2359,0.54036,0.162108,-0.482438,0.735092,1.25461,0.735092,0.862216
14,595.392,1,21.7776,19.4835,12.667,0.513342,0.154003,-0.511905,0.716479,1.31626,0.716479,0.840384
15,582.206,1,22.4067,20.7826,12.1943,0.487675,0.146302,-0.53719,0.698337,1.28294,0.698337,0.819105
16,575.558,1,22.103,21.1745,11.9448,0.463291,0.138987,-0.519416,0.680655,1.25045,0.680655,0.798365
17,576.174,1,22.5889,20.565,11.1229,0.853242,0.128891,-0.527815,0.66342,1.21879,0.66342,0.77815
18,561.396,1,22.901,21.2082,11.2968,0.81058,0.122446,-0.538151,0.646622,1.18793,0.646622,0.758447
19,565.356,1,23.8924,23.2261,11.7115,0.770051,0.116324,-0.556053,0.630249,1.18982,0.630249,0.739242
20,551.999,1,22.6656,23.1992,11.1021,0.731548,0.110508,-0.52236,0.614291,1.15969,0.614291,0.720524
21,540.333,1,23.0598,23.7326,10.7859,0.694971,0.104982,-0.535483,0.598737,1.17546,0.598737,0.70228
22,529.157,1,23.181,24.2767,10.7844,0.660222,0.0997332,-0.548329,0.583577,1.1457,0.583577,0.771731
23,531.435,1,22.7942,23.5889,10.395,0.627211,0.0947465,-0.536286,0.5688,1.11669,0.5688,0.760152
24,524.46,1,22.5091,23.7274,10.975,0.595851,0.0900092,-0.522407,0.554398,1.08841,0.554398,0.775506
25,524.969,1,22.9577,24.8425,10.8249,0.566058,0.0855087,-0.534661,0.54036,1.07664,0.54036,0.86457
26,527.179,1,23.3432,23.9791,10.1608,0.537755,0.0812333,-0.554146,0.526678,1.07366,0.526678,0.921682
27,509.08,1,23.1391,24.0175,11.0137,1.16524,0.065787,-0.547936,0.513342,1.12379,0.513342,0.965907
28,508.62,1,22.9226,24.3987,9.96518,1.10698,0.0624977,-0.539973,0.500344,1.24639,0.500344,0.94145
29,499.706,1,22.6149,24.289,10.7628,1.39274,0.0535174,-0.532997,0.487675,1.21483,0.487675,0.917612
30,501.017,1,22.7084,24.0085,11.9382,1.51718,0.0475831,-0.532672,0.475327,1.22945,0.475327,0.894377
31,493.328,1,22.9025,23.9439,11.6652,1.5172,0.0482583,-0.542017,0.463291,1.19832,0.463291,0.871731
32,491.49,1,22.6566,23.5837,10.713,1.59378,0.0477746,-0.537947,0.45156,1.16798,0.45156,0.849658
33,489.194,1,22.5301,24.4213,9.70782,1.6627,0.0445321,-0.517513,0.440127,1.1384,0.440127,0.828144
34,485.754,1,22.8353,24.7059,9.48746,1.66267,0.0425064,-0.52883,0.428982,1.10958,0.428982,0.807175
35,483.636,1,22.7462,24.5539,9.56336,1.63074,0.0435657,-0.529906,0.41812,1.08148,0.41812,0.786737
36,482.03,1,23.6561,24.7144,8.42941,1.65629,0.0392736,-0.557669,0.407533,1.0541,0.407533,0.784915
37,472.035,1,23.6763,24.6279,8.82569,1.64869,0.0349951,-0.563241,0.397214,1.05915,0.397214,0.76504
38,471.063,1,22.8046,24.0025,9.56057,1.75348,0.0324391,-0.532892,0.387157,1.03233,0.387157,0.745669
39,470.401,1,22.6578,23.8594,9.17803,1.80803,0.0278717,-0.52779,0.377354,1.00846,0.377895,0.726788
40,465.196,1,23.1521,23.8123,8.96015,1.70216,0.0304807,-0.550176,0.367799,0.99246,0.368326,0.708385
41,462.563,1,23.0522,24.2124,8.52309,1.6747,0.0309543,-0.545743,0.358486,0.978953,0.364485,0.693325
42,463.109,1,22.9042,24.1388,8.62987,1.78675,0.0269755,-0.540049,0.349409,0.954165,0.361175,0.67577
43,463.994,1,23.1157,24.1821,8.43396,1.9,0.0220847,-0.543383,0.340562,0.930005,0.356627,0.658659
44,459.623,1,22.994,24.6587,7.89895,1.94265,0.0190167,-0.54372,0.331938,0.906457,0.35988,0.641981
45,457.101,1,23.0814,24.2354,8.29031,1.91735,0.0209035,-0.541285,0.323534,0.883505,0.378242,0.625726
46,453.399,1,23.4763,24.364,8.18185,1.99446,0.0103953,-0.553807,0.315341,0.861134,0.394398,0.609882
47,444.108,1,22.5295,24.6213,8.10484,1.89474,0.00987553,-0.523686,0.307357,0.83933,0.384412,0.598036
48,449.302,1,22.8542,24.7366,8.29444,1.84928,0.0212824,-0.536576,0.299574,0.818077,0.379744,0.583927
49,443.079,1,22.8281,24.4268,8.81151,1.90661,0.0172648,-0.533627,0.291989,0.797363,0.370129,0.569142
50,444.69,1,22.4911,24.1757,8.27018,1.90658,0.0161601,-0.515228,0.284596,0.827783,0.362492,0.554731
51,441.053,1,22.7252,24.2805,8.10115,1.86727,0.0196151,-0.52526,0.27739,0.806823,0.355258,0.540685
52,447.023,1,23.001,24.3915,8.15294,1.80406,0.0228899,-0.537178,0.270366,0.902765,0.383943,0.526994
53,452.932,1,23.2425,24.4922,7.93581,1.92006,0.0197513,-0.544963,0.26352,0.935958,0.377867,0.513651
54,447.506,1,23.1262,24.7977,8.89184,1.92967,0.0155772,-0.550309,0.256848,0.912259,0.385041,0.50397
