Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.7324,0.0706363,21.6367,38867.4,339.356,0.00154592,4.52697,0.0292461,All
9.7488,0.127145,21.6367,0,1017.4,2.1177e-05,11.1551,0.0541595,All
10.7652,0.127145,21.6367,116602,1695.45,1.05885e-05,17.7832,0.0259966,All
11.7816,0.120082,21.6367,155470,2373.49,0,24.4113,0.00974871,All
12.798,0.0494454,21.6367,660746,3051.54,0,31.0394,0.0151647,All
13.8144,0.0776999,21.6367,544144,3729.58,0,37.6675,0.00866552,All
14.8308,0.0988908,21.6367,971685,4407.63,0,44.2956,0.00541595,All
15.8472,0.0494454,21.6367,893950,5085.67,0,50.9237,0.00866552,All
16.8636,0.0847635,21.6367,1.12715e+06,5763.72,0,57.5518,0.00324957,All
17.88,0.0847635,21.6367,621879,6441.76,0,64.1799,0.00108319,All
18.8964,0.0847635,21.6367,466409,7119.81,0,70.808,0,All
19.9128,0.0423818,21.6367,116602,7797.85,0,77.4361,0,All
20.9292,0.0423818,21.6367,116602,8475.9,1.05885e-05,84.0642,0.00108319,All
