parameter,value
Cl_pop,13.4795352915216
V1_pop,23.5154342476815
beta_V1_logtCLCRMLMIN,-3.33638602012039
Q_pop,23.4
beta_Q_LMP_1,0.885862973725031
beta_Q_logtAGEA,1.28801314558697
beta_Q_logtALBGDL,17.8827479888227
beta_Q_logtPROGDL,-17.9848477284777
V2_pop,2.95132001932936
beta_V2_SEXF_1,4.37501645916381
beta_V2_logtAGEA,-0.324234953618402
beta_V2_logtHCM,33.3009960704842
omega_Cl,0.258957848662876
omega_V1,0.269186342721474
omega_Q,3.07116198501981e-8
omega_V2,2.05476247856472e-8
a,1.42636559877844
b,0.0427688440455464
