Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.87811,0.0823124,20.9034,4481.79,451.718,0.00116118,4.83692,0.0218422,All
9.83755,0.157142,20.9034,0,1354.42,2.38599e-05,10.0961,0.0559707,All
10.797,0.119727,20.9034,4481.79,2257.13,0,15.3552,0.0505102,All
11.7564,0.112244,20.9034,26890.8,3159.83,0,20.6144,0.0163817,All
12.7159,0.0374147,20.9034,62745.1,4062.54,0,25.8735,0.0068257,All
13.6753,0.119727,20.9034,58263.3,4965.24,0,31.1327,0.00819084,All
14.6348,0.0748295,20.9034,85154,5867.95,0,36.3919,0.0163817,All
15.5942,0.0523806,20.9034,103081,6770.65,0,41.651,0.0109211,All
16.5537,0.0823124,20.9034,116527,7673.36,0,46.9102,0.0068257,All
17.5131,0.0673465,20.9034,85154,8576.06,0,52.1693,0.00273028,All
18.4726,0.119727,20.9034,80672.3,9478.77,0,57.4285,0.00273028,All
19.432,0.0448977,20.9034,17927.2,10381.5,0,62.6876,0.00273028,All
20.3915,0.0523806,20.9034,26890.8,11284.2,7.9533e-06,67.9468,0.00273028,All
