parameter,value
Cl_pop,13.2790307342896
beta_Cl_logtRAL,-0.0444532941375912
V1_pop,24.2948506957049
beta_V1_logtCLCRMLMIN,-3.02030082384721
beta_V1_logtPROGDL,-2.19346985728017
Q_pop,23.4
beta_Q_LMP_1,0.866937560489753
beta_Q_logtAGEA,1.2394772595529
beta_Q_logtALBGDL,17.2295953975917
beta_Q_logtPROGDL,-16.8877332760444
V2_pop,2.89570593363253
beta_V2_SEXF_1,4.38076294114965
beta_V2_logtHCM,34.6889026032052
omega_Cl,0.254468726227332
omega_V1,0.348790140443398
omega_Q,1.97633159749202e-8
omega_V2,3.76117641340678e-8
a,1.41978344223135
b,0.042094990877188
