iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtWTKG,beta_Cl_tSCRMGDL,beta_Q_logtWTKG,beta_V1_logtWTKG,beta_V2_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
10011,14.2843,2,20.7062,27.9068,15.5455,1.34772,0.0673912,-0.491043,-0.411983,9.04971,-1.68544,-10.3019,0.264923,2.15196,0.323597,3.91094e-08
10012,8.89914,2,20.697,27.912,15.5455,1.34603,0.0676074,-0.495404,-0.411685,9.00951,-1.68738,-10.3019,0.264719,2.14903,0.323974,3.91922e-08
10013,-0.0297153,2,20.6655,27.8583,15.5455,1.34603,0.067363,-0.499491,-0.410729,9.16638,-1.68299,-10.3019,0.263863,2.15211,0.323376,3.92544e-08
10014,5.9581,2,20.6519,27.8647,15.5455,1.34799,0.0672139,-0.499293,-0.409709,9.39832,-1.67668,-10.3019,0.263561,2.1607,0.323282,3.93522e-08
10015,-3.66028,2,20.6676,27.8579,15.5455,1.34737,0.0670569,-0.498709,-0.40973,9.48426,-1.67194,-10.3019,0.263492,2.16054,0.322813,3.90793e-08
10016,0.128209,2,20.6437,27.8427,15.5455,1.35594,0.0664528,-0.494618,-0.408131,9.65108,-1.66435,-10.3019,0.264274,2.15764,0.322616,3.89064e-08
10017,-3.31873,2,20.6238,27.8441,15.5455,1.36218,0.0659829,-0.496061,-0.407049,9.7492,-1.65061,-10.3019,0.26428,2.15714,0.322528,3.85302e-08
10018,4.14463,2,20.6103,27.8125,15.5455,1.36276,0.0657328,-0.499849,-0.406207,9.90376,-1.63488,-10.3019,0.263767,2.16197,0.322158,3.9e-08
10019,-2.06228,2,20.5847,27.7572,15.5455,1.35705,0.0658966,-0.503567,-0.405127,9.97613,-1.62455,-10.3019,0.263614,2.16055,0.321245,3.88591e-08
10020,5.58404,2,20.5399,27.7224,15.5455,1.35034,0.0659965,-0.510132,-0.403689,10.2248,-1.61821,-10.3019,0.262668,2.198,0.320983,3.89027e-08
10021,0.551815,2,20.5139,27.6738,15.5455,1.35034,0.0658261,-0.511869,-0.402192,10.2542,-1.61563,-10.3019,0.262544,2.19885,0.320117,3.90525e-08
10022,-0.403139,2,20.5135,27.6654,15.5455,1.34891,0.065768,-0.513471,-0.402229,10.2518,-1.60774,-10.3019,0.262499,2.19837,0.320435,3.89533e-08
10023,-2.22141,2,20.5502,27.6391,15.5455,1.34405,0.0659784,-0.515942,-0.403799,10.4443,-1.61081,-10.3019,0.262156,2.19369,0.31879,3.89049e-08
10024,-1.56591,2,20.5396,27.603,15.5455,1.34203,0.0660182,-0.516257,-0.403026,10.6315,-1.60899,-10.3019,0.262121,2.19737,0.318092,3.87111e-08
10025,-4.40243,2,20.5201,27.549,15.5455,1.33398,0.0660782,-0.517217,-0.402884,10.6958,-1.60021,-10.3019,0.26228,2.19695,0.316956,3.8752e-08
10026,-1.95359,2,20.4999,27.5162,15.5455,1.32557,0.0661804,-0.516411,-0.402208,10.8008,-1.59953,-10.3019,0.262554,2.19299,0.31682,3.89791e-08
10027,-4.39733,2,20.4807,27.4952,15.5455,1.32728,0.0657138,-0.511929,-0.401173,10.7342,-1.59425,-10.3019,0.262615,2.1888,0.317379,3.9121e-08
10028,-5.10291,2,20.546,27.5228,15.5455,1.325,0.0655758,-0.514031,-0.404421,10.8868,-1.60518,-10.3019,0.262439,2.18017,0.317888,3.91064e-08
10029,0.497098,2,20.586,27.5795,15.5455,1.32935,0.0654344,-0.518023,-0.405688,11.1051,-1.62152,-10.3019,0.262487,2.17853,0.317783,3.89923e-08
10030,9.76597,2,20.5578,27.6249,15.5455,1.3303,0.0656473,-0.518015,-0.40391,11.2525,-1.63158,-10.3019,0.262982,2.19417,0.317809,3.89211e-08
10031,-4.11049,2,20.5605,27.6563,15.5455,1.33029,0.0654884,-0.51923,-0.404129,11.2258,-1.63305,-10.3019,0.262782,2.20142,0.317767,3.86933e-08
10032,-2.19379,2,20.5727,27.6819,15.5455,1.33119,0.0652259,-0.514818,-0.404565,11.2664,-1.63266,-10.3019,0.263044,2.19403,0.317058,3.89792e-08
10033,2.28621,2,20.5821,27.7196,15.5455,1.3292,0.0652326,-0.513981,-0.405393,11.3263,-1.63983,-10.3019,0.262989,2.19794,0.31775,3.9071e-08
10034,17.5601,2,20.5823,27.7502,15.5455,1.33456,0.0655075,-0.520296,-0.406217,11.2183,-1.64685,-10.3019,0.262956,2.18707,0.318374,3.9453e-08
10035,4.39041,2,20.5664,27.7814,15.5455,1.33984,0.0652614,-0.521143,-0.405776,11.1021,-1.64459,-10.3019,0.263421,2.1921,0.319704,3.92297e-08
10036,0.787922,2,20.6025,27.7838,15.5455,1.34378,0.0652474,-0.523721,-0.407459,11.1166,-1.65593,-10.3019,0.263522,2.18633,0.319267,3.89109e-08
10037,0.187976,2,20.5859,27.79,15.5455,1.34378,0.0652622,-0.516686,-0.406881,11.139,-1.66675,-10.3019,0.263987,2.17046,0.318747,3.89659e-08
10038,-5.58642,2,20.5893,27.8064,15.5455,1.34378,0.0651764,-0.515708,-0.407446,10.9879,-1.67314,-10.3019,0.264287,2.15386,0.318531,3.87343e-08
10039,-3.0479,2,20.5868,27.8177,15.5455,1.34378,0.0651125,-0.511431,-0.407333,10.9137,-1.67074,-10.3019,0.26431,2.14252,0.319756,3.86057e-08
10040,0.710812,2,20.59,27.833,15.5455,1.34726,0.0649078,-0.515664,-0.407645,10.8997,-1.66813,-10.3019,0.26367,2.14686,0.320697,3.85238e-08
10041,3.15131,2,20.5983,27.8276,15.5455,1.34864,0.0650576,-0.517526,-0.408132,10.864,-1.66872,-10.3019,0.263349,2.14605,0.321259,3.82967e-08
10042,2.84954,2,20.603,27.7495,15.5455,1.34492,0.0651732,-0.515629,-0.408445,10.8149,-1.66143,-10.3019,0.263519,2.15193,0.320458,3.84781e-08
10043,-0.6788,2,20.5929,27.725,15.5455,1.34492,0.0651527,-0.516419,-0.408515,10.9419,-1.66601,-10.3019,0.263683,2.15184,0.319779,3.83704e-08
10044,4.12363,2,20.5666,27.6549,15.5455,1.34925,0.0650432,-0.508246,-0.406823,11.0212,-1.65874,-10.3019,0.264849,2.15274,0.31927,3.82833e-08
10045,3.54973,2,20.5538,27.6038,15.5455,1.35363,0.0649659,-0.511177,-0.406558,10.9204,-1.656,-10.3019,0.264458,2.14686,0.318873,3.8378e-08
10046,-2.04639,2,20.5607,27.6027,15.5455,1.34616,0.0654485,-0.509338,-0.406466,10.8811,-1.65631,-10.3019,0.264566,2.13851,0.317963,3.81506e-08
10047,-1.70652,2,20.5862,27.6077,15.5455,1.34617,0.0656245,-0.51044,-0.407245,10.8879,-1.65675,-10.3019,0.264559,2.13054,0.316859,3.7933e-08
10048,-1.49537,2,20.6178,27.593,15.5455,1.3428,0.0656625,-0.514768,-0.408584,10.8528,-1.66393,-10.3019,0.264096,2.14396,0.314679,3.80518e-08
10049,-3.97899,2,20.5984,27.5878,15.5455,1.3372,0.0657794,-0.517254,-0.40768,10.9448,-1.66474,-10.3019,0.263878,2.14441,0.313543,3.80927e-08
10050,-0.636328,2,20.6147,27.6052,15.5455,1.33428,0.0659764,-0.52024,-0.408135,10.995,-1.67345,-10.3019,0.264084,2.14524,0.312285,3.80536e-08
10051,2.03257,2,20.6233,27.6127,15.5455,1.33429,0.0661131,-0.520898,-0.408313,11.0358,-1.68026,-10.3019,0.264209,2.16511,0.312038,3.76637e-08
10052,14.3707,2,20.6277,27.6193,15.5455,1.33674,0.0661032,-0.514909,-0.407966,11.16,-1.67921,-10.3019,0.26505,2.19386,0.312498,3.79035e-08
10053,14.5874,2,20.6268,27.6285,15.5455,1.33903,0.0663923,-0.51531,-0.408072,11.2273,-1.68282,-10.3019,0.265366,2.21459,0.31297,3.77532e-08
10054,6.00423,2,20.6107,27.6771,15.5455,1.34065,0.0664702,-0.519372,-0.407466,11.2989,-1.69409,-10.3019,0.265045,2.22471,0.312802,3.76598e-08
10055,7.51596,2,20.6422,27.7168,15.5455,1.34339,0.0666449,-0.520158,-0.408242,11.5253,-1.71805,-10.3019,0.265311,2.23399,0.311597,3.75168e-08
10056,-0.2148,2,20.6284,27.7753,15.5455,1.33894,0.0671039,-0.524967,-0.407707,11.6794,-1.73861,-10.3019,0.264567,2.22386,0.31043,3.72875e-08
10057,0.109422,2,20.6451,27.8143,15.5455,1.34158,0.0670722,-0.527483,-0.408429,11.7172,-1.74003,-10.3019,0.264247,2.21887,0.310284,3.70966e-08
10058,6.65215,2,20.6276,27.8263,15.5455,1.34276,0.0670131,-0.522238,-0.407552,11.9256,-1.75215,-10.3019,0.264213,2.22945,0.310043,3.72462e-08
10059,1.5456,2,20.6338,27.8606,15.5455,1.34554,0.0669774,-0.524654,-0.40758,12.0501,-1.76241,-10.3019,0.263882,2.22307,0.309609,3.7201e-08
10060,-0.821135,2,20.6577,27.9217,15.5455,1.3536,0.0667691,-0.526524,-0.408666,12.1157,-1.7717,-10.3019,0.264273,2.20771,0.310785,3.66647e-08
10061,-1.74144,2,20.6768,27.9778,15.5455,1.3536,0.0667184,-0.526627,-0.409078,12.2433,-1.78272,-10.3019,0.264244,2.21507,0.311321,3.63415e-08
10062,1.00606,2,20.6435,27.9977,15.5455,1.35008,0.0666238,-0.525065,-0.407613,12.2805,-1.78416,-10.3019,0.264246,2.23354,0.312509,3.62342e-08
10063,-3.54964,2,20.6388,28.0181,15.5455,1.34361,0.0668158,-0.525503,-0.407719,12.2329,-1.78587,-10.3019,0.264487,2.22301,0.313027,3.60701e-08
10064,-7.93457,2,20.6361,28.0222,15.5455,1.34021,0.0666204,-0.522226,-0.407533,12.0101,-1.786,-10.3019,0.264639,2.2203,0.313029,3.59778e-08
10065,2.01145,2,20.6741,28.0176,15.5455,1.34021,0.0665363,-0.518237,-0.409232,11.9336,-1.78799,-10.3019,0.264874,2.2138,0.312289,3.63057e-08
10066,6.57999,2,20.6575,28.0024,15.5455,1.34021,0.0665697,-0.51211,-0.408901,11.9665,-1.7855,-10.3019,0.265593,2.21832,0.313588,3.62869e-08
10067,4.94865,2,20.6382,27.9659,15.5455,1.34056,0.0664074,-0.508401,-0.408384,11.9947,-1.77741,-10.3019,0.265945,2.22526,0.314859,3.64212e-08
10068,2.78908,2,20.6449,27.9387,15.5455,1.34055,0.0663864,-0.50648,-0.409163,11.8785,-1.76679,-10.3019,0.266092,2.21666,0.316526,3.64468e-08
10069,1.35721,2,20.6623,27.904,15.5455,1.34719,0.0661731,-0.506181,-0.409845,11.7278,-1.75817,-10.3019,0.265951,2.2079,0.317653,3.62526e-08
10070,-0.111627,2,20.6687,27.9227,15.5455,1.34719,0.0662268,-0.511446,-0.410054,11.8839,-1.74679,-10.3019,0.265684,2.20448,0.318691,3.6042e-08
10071,7.92794,2,20.6625,27.9404,15.5455,1.3472,0.0664162,-0.510237,-0.409487,12.0268,-1.74495,-10.3019,0.26576,2.21411,0.319553,3.59541e-08
10072,6.41887,2,20.6631,27.9466,15.5455,1.3472,0.0664901,-0.513505,-0.409546,12.1365,-1.7548,-10.3019,0.265909,2.21232,0.319698,3.61094e-08
10073,2.75932,2,20.6407,27.9179,15.5455,1.3518,0.0663681,-0.513771,-0.408836,12.1921,-1.75633,-10.3019,0.265476,2.20858,0.319042,3.61184e-08
10074,-5.223,2,20.6416,27.8955,15.5455,1.3518,0.0662828,-0.515204,-0.409573,12.2268,-1.75642,-10.3019,0.26519,2.19831,0.317804,3.60451e-08
10075,-1.78958,2,20.5911,27.8511,15.5455,1.35023,0.0662631,-0.509403,-0.407574,12.2362,-1.74767,-10.3019,0.265753,2.19565,0.317904,3.58494e-08
10076,1.09662,2,20.6038,27.8198,15.5455,1.34339,0.0665983,-0.511042,-0.408352,12.1549,-1.74024,-10.3019,0.265511,2.19362,0.31808,3.57979e-08
10077,-6.5266,2,20.6012,27.7942,15.5455,1.34236,0.0663493,-0.512542,-0.408602,12.1197,-1.7399,-10.3019,0.265259,2.20032,0.316544,3.57536e-08
10078,5.13354,2,20.6097,27.7867,15.5455,1.34172,0.0666969,-0.515285,-0.408902,12.0633,-1.73604,-10.3019,0.26494,2.19228,0.316851,3.56778e-08
10079,4.91477,2,20.6389,27.7982,15.5455,1.34315,0.0665191,-0.514635,-0.409699,11.7754,-1.7398,-10.3019,0.265021,2.20051,0.317175,3.59546e-08
10080,6.08748,2,20.6788,27.8203,15.5455,1.34465,0.0664494,-0.516897,-0.411224,11.6796,-1.74009,-10.3019,0.265021,2.20458,0.317946,3.61315e-08
10081,7.39567,2,20.6561,27.8135,15.5455,1.3488,0.0661695,-0.516786,-0.410202,11.5932,-1.73071,-10.3019,0.264729,2.21872,0.318384,3.63661e-08
10082,4.03864,2,20.6512,27.8682,15.5455,1.3426,0.066652,-0.518688,-0.41005,11.5518,-1.73289,-10.3019,0.264409,2.23183,0.319098,3.59345e-08
10083,-5.17296,2,20.6616,27.9031,15.5455,1.34046,0.0665035,-0.519066,-0.410558,11.6487,-1.72814,-10.3019,0.264625,2.23253,0.319658,3.57107e-08
10084,-0.44678,2,20.6703,27.9134,15.5455,1.3357,0.0664864,-0.51741,-0.410906,11.6066,-1.72354,-10.3019,0.264938,2.24409,0.319612,3.57221e-08
10085,-9.70641,2,20.6875,27.9172,15.5455,1.33208,0.0664241,-0.517071,-0.411221,11.5575,-1.72145,-10.3019,0.265261,2.24193,0.318967,3.54211e-08
10086,-5.6449,2,20.7095,27.9228,15.5455,1.33347,0.0663635,-0.51962,-0.411652,11.4889,-1.72022,-10.3019,0.26522,2.22891,0.318313,3.52984e-08
10087,1.23219,2,20.6994,27.9269,15.5455,1.32908,0.0663181,-0.519881,-0.411078,11.321,-1.71766,-10.3019,0.265302,2.23627,0.317598,3.57372e-08
10088,5.3276,2,20.6992,27.9362,15.5455,1.33597,0.0662082,-0.520337,-0.411395,11.2496,-1.71537,-10.3019,0.265371,2.23012,0.317398,3.57637e-08
10089,-5.68874,2,20.6884,27.9439,15.5455,1.33959,0.0660486,-0.51764,-0.410747,11.2138,-1.71081,-10.3019,0.265646,2.21816,0.317248,3.54565e-08
10090,-2.60669,2,20.6621,27.9365,15.5455,1.34267,0.0659792,-0.517727,-0.409762,11.1012,-1.70895,-10.3019,0.26562,2.21677,0.316442,3.52054e-08
10091,-0.148086,2,20.656,27.8761,15.5455,1.33928,0.0662994,-0.51969,-0.409797,10.9479,-1.70591,-10.3019,0.265072,2.22271,0.315135,3.50111e-08
10092,1.4696,2,20.6749,27.8116,15.5455,1.33693,0.0665323,-0.522074,-0.411127,10.8705,-1.6965,-10.3019,0.264796,2.22176,0.314919,3.49435e-08
10093,17.4024,2,20.6679,27.7255,15.5455,1.33881,0.0668331,-0.520875,-0.410932,10.7437,-1.68526,-10.3019,0.264661,2.2257,0.315731,3.53644e-08
10094,5.17933,2,20.6604,27.6682,15.5455,1.33881,0.0668104,-0.521605,-0.410558,10.5998,-1.67556,-10.3019,0.264377,2.22543,0.316251,3.56609e-08
10095,2.27682,2,20.6607,27.6244,15.5455,1.34242,0.0666251,-0.523551,-0.410799,10.5779,-1.67517,-10.3019,0.264009,2.23208,0.315882,3.56757e-08
10096,-3.99553,2,20.65,27.5899,15.5455,1.34241,0.0663886,-0.52235,-0.410489,10.5692,-1.66743,-10.3019,0.264331,2.22877,0.316215,3.56773e-08
10097,7.64549,2,20.6554,27.5333,15.5455,1.34491,0.0663589,-0.521769,-0.410875,10.5162,-1.6727,-10.3019,0.264386,2.22954,0.314868,3.60503e-08
10098,3.45138,2,20.671,27.5011,15.5455,1.34839,0.0663117,-0.519597,-0.411467,10.4551,-1.67007,-10.3019,0.264801,2.21571,0.315158,3.6077e-08
10099,11.7389,2,20.6634,27.5318,15.5455,1.34839,0.0663788,-0.519918,-0.411143,10.7075,-1.6741,-10.3019,0.264891,2.22284,0.315508,3.64951e-08
10100,1.42189,2,20.6566,27.5515,15.5455,1.34839,0.066302,-0.518923,-0.411114,10.7934,-1.67557,-10.3019,0.265044,2.22584,0.315624,3.64596e-08
10101,0.492136,2,20.6188,27.5882,15.5455,1.34308,0.0663523,-0.519765,-0.409135,11.0352,-1.67846,-10.3019,0.265339,2.2392,0.315646,3.64467e-08
10102,10.9267,2,20.6385,27.5829,15.5455,1.34081,0.0667091,-0.514583,-0.40963,11.1049,-1.68558,-10.3019,0.26603,2.24707,0.315851,3.64067e-08
10103,10.1104,2,20.6279,27.5908,15.5455,1.34222,0.067001,-0.517577,-0.408897,11.1283,-1.68595,-10.3019,0.265659,2.24525,0.316233,3.63893e-08
10104,17.5535,2,20.62,27.5982,15.5455,1.34969,0.0672578,-0.52101,-0.408695,11.3387,-1.69044,-10.3019,0.265388,2.24126,0.315824,3.64798e-08
10105,11.538,2,20.651,27.592,15.5455,1.3547,0.0672408,-0.523033,-0.409965,11.5018,-1.69231,-10.3019,0.265378,2.23932,0.314941,3.6775e-08
10106,-3.0657,2,20.6785,27.611,15.5455,1.3523,0.0673175,-0.523795,-0.410926,11.6278,-1.69508,-10.3019,0.265148,2.23896,0.314234,3.64865e-08
10107,1.70742,2,20.6866,27.6502,15.5455,1.3523,0.067302,-0.51806,-0.410943,11.5525,-1.69652,-10.3019,0.265363,2.23877,0.313072,3.65183e-08
10108,5.63493,2,20.6709,27.6549,15.5455,1.3523,0.0673647,-0.517667,-0.410142,11.5241,-1.69697,-10.3019,0.265191,2.23878,0.313837,3.65205e-08
10109,3.22014,2,20.6637,27.6485,15.5455,1.3523,0.0674202,-0.514352,-0.409731,11.4905,-1.68603,-10.3019,0.265504,2.22685,0.314195,3.64888e-08
10110,-4.48852,2,20.6336,27.6463,15.5455,1.34886,0.0674622,-0.516356,-0.408783,11.4069,-1.6793,-10.3019,0.265399,2.21763,0.314702,3.62008e-08
10111,-3.81415,2,20.5836,27.6583,15.5455,1.34886,0.0674019,-0.518893,-0.40741,11.4714,-1.67925,-10.3019,0.265153,2.20574,0.315091,3.59458e-08
10112,-2.35091,2,20.5855,27.6615,15.5455,1.34542,0.0674521,-0.519627,-0.40762,11.3914,-1.6905,-10.3019,0.26525,2.19481,0.314233,3.60335e-08
10113,-5.4999,2,20.6036,27.704,15.5455,1.34049,0.06742,-0.522022,-0.408167,11.1604,-1.69658,-10.3019,0.264906,2.19505,0.312998,3.61502e-08
10114,-9.06289,2,20.6431,27.7278,15.5455,1.33968,0.067082,-0.525502,-0.410074,11.1806,-1.69511,-10.3019,0.264404,2.18436,0.314274,3.60806e-08
10115,-6.12287,2,20.6776,27.7215,15.5455,1.33808,0.0669747,-0.528886,-0.411426,11.1124,-1.69498,-10.3019,0.264318,2.18219,0.313646,3.59799e-08
10116,-3.91722,2,20.6644,27.7408,15.5455,1.33315,0.0669026,-0.528745,-0.4106,10.9259,-1.69381,-10.3019,0.26445,2.18478,0.313318,3.61391e-08
10117,-5.96333,2,20.676,27.7691,15.5455,1.33713,0.0665664,-0.526287,-0.411167,10.8219,-1.69951,-10.3019,0.264543,2.17763,0.312686,3.60501e-08
10118,6.67441,2,20.6882,27.7387,15.5455,1.33791,0.0667127,-0.528063,-0.4122,10.6283,-1.69956,-10.3019,0.264824,2.18588,0.312332,3.59726e-08
10119,11.4265,2,20.6854,27.698,15.5455,1.34294,0.0666901,-0.525744,-0.412481,10.5712,-1.69749,-10.3019,0.264994,2.19132,0.311888,3.61944e-08
10120,-0.270588,2,20.6832,27.6733,15.5455,1.34327,0.0664516,-0.524236,-0.412568,10.3992,-1.69104,-10.3019,0.265201,2.19686,0.311726,3.631e-08
10121,2.55881,2,20.6909,27.6636,15.5455,1.34817,0.0662938,-0.520456,-0.412705,10.1863,-1.6946,-10.3019,0.26577,2.19624,0.311319,3.62272e-08
10122,-7.53571,2,20.6905,27.6572,15.5455,1.34939,0.0659923,-0.518097,-0.412347,10.2442,-1.6942,-10.3019,0.266156,2.19437,0.310908,3.60358e-08
10123,-5.08609,2,20.6921,27.6679,15.5455,1.34691,0.0658094,-0.51564,-0.412662,10.161,-1.68378,-10.3019,0.266288,2.20648,0.311291,3.58556e-08
10124,-1.54848,2,20.696,27.6456,15.5455,1.34691,0.0656502,-0.518819,-0.413023,10.2443,-1.68521,-10.3019,0.26622,2.21843,0.310732,3.58571e-08
10125,-2.8451,2,20.7145,27.6352,15.5455,1.3515,0.0653917,-0.521007,-0.413494,10.2183,-1.69103,-10.3019,0.266145,2.22347,0.309592,3.57357e-08
10126,-6.29153,2,20.7134,27.6489,15.5455,1.35408,0.0650881,-0.520202,-0.412985,10.1925,-1.6952,-10.3019,0.266278,2.22312,0.309759,3.55632e-08
10127,5.1676,2,20.7393,27.6475,15.5455,1.35071,0.065387,-0.521291,-0.414134,10.1324,-1.69674,-10.3019,0.26649,2.23607,0.309307,3.54952e-08
10128,-3.72159,2,20.7255,27.6733,15.5455,1.34501,0.0654557,-0.518295,-0.413828,10.1925,-1.70229,-10.3019,0.266692,2.25498,0.308345,3.53386e-08
10129,3.4899,2,20.7077,27.6517,15.5455,1.34189,0.0654843,-0.516102,-0.413724,10.1158,-1.70406,-10.3019,0.266485,2.27061,0.308029,3.55333e-08
10130,-2.1938,2,20.7049,27.6458,15.5455,1.34464,0.0654179,-0.510249,-0.413598,10.1504,-1.71051,-10.3019,0.266493,2.26213,0.307014,3.55121e-08
10131,3.8766,2,20.6849,27.6595,15.5455,1.34829,0.0652559,-0.506574,-0.41267,10.2363,-1.718,-10.3019,0.266388,2.26607,0.306019,3.58145e-08
10132,1.29565,2,20.6647,27.6364,15.5455,1.34618,0.0654842,-0.50832,-0.412175,10.5735,-1.73289,-10.3019,0.266114,2.2751,0.304806,3.56637e-08
10133,0.29211,2,20.6405,27.6256,15.5455,1.34364,0.0656546,-0.514435,-0.411788,10.5414,-1.73611,-10.3019,0.265305,2.26782,0.304927,3.57445e-08
10134,3.50036,2,20.6151,27.5778,15.5455,1.34377,0.0659273,-0.51927,-0.411468,10.5059,-1.73907,-10.3019,0.26458,2.26706,0.304502,3.55752e-08
10135,-2.5173,2,20.617,27.5794,15.5455,1.3427,0.0660496,-0.520181,-0.411759,10.433,-1.73917,-10.3019,0.264473,2.26884,0.304541,3.5253e-08
10136,-0.0251755,2,20.6046,27.5486,15.5455,1.34657,0.0658619,-0.521511,-0.411189,10.3273,-1.7404,-10.3019,0.264492,2.25968,0.30519,3.52688e-08
10137,-5.54777,2,20.6008,27.5218,15.5455,1.34248,0.0659754,-0.521564,-0.411271,10.2092,-1.74147,-10.3019,0.264567,2.2545,0.304077,3.51978e-08
10138,2.84874,2,20.6208,27.4992,15.5455,1.34798,0.0658892,-0.526115,-0.412412,10.1056,-1.73071,-10.3019,0.264266,2.24441,0.304806,3.5183e-08
10139,8.94523,2,20.6191,27.5052,15.5455,1.35475,0.0658627,-0.526134,-0.412218,9.91681,-1.72221,-10.3019,0.264724,2.23793,0.306057,3.51643e-08
10140,6.40333,2,20.6243,27.4973,15.5455,1.36083,0.0654324,-0.523315,-0.411735,9.88652,-1.71704,-10.3019,0.265035,2.24262,0.307485,3.54648e-08
10141,18.4158,2,20.5883,27.5259,15.5455,1.36534,0.0656614,-0.521068,-0.409878,9.9108,-1.71699,-10.3019,0.265361,2.25715,0.307724,3.55979e-08
10142,11.909,2,20.5932,27.5604,15.5455,1.36711,0.0659047,-0.516221,-0.410155,10.1152,-1.72169,-10.3019,0.265975,2.27421,0.307659,3.53828e-08
10143,3.94184,2,20.5976,27.5759,15.5455,1.36392,0.066083,-0.512433,-0.410063,10.2154,-1.71333,-10.3019,0.266309,2.27285,0.307975,3.54249e-08
10144,-2.30943,2,20.6117,27.5895,15.5455,1.36392,0.0660121,-0.511485,-0.410403,10.2765,-1.71267,-10.3019,0.266493,2.25991,0.308609,3.53166e-08
10145,-9.07328,2,20.6364,27.6045,15.5455,1.36194,0.0659913,-0.509878,-0.411164,10.2707,-1.7038,-10.3019,0.266651,2.24497,0.308947,3.49957e-08
10146,1.76091,2,20.6589,27.6187,15.5455,1.36754,0.0658688,-0.505624,-0.411388,10.0803,-1.70663,-10.3019,0.267599,2.23397,0.308594,3.49081e-08
10147,7.68374,2,20.6653,27.6509,15.5455,1.37069,0.065889,-0.503493,-0.411309,10.056,-1.71367,-10.3019,0.267941,2.23501,0.309464,3.48938e-08
10148,1.16474,2,20.6564,27.6636,15.5455,1.36765,0.0661506,-0.504271,-0.410549,10.1065,-1.72145,-10.3019,0.267491,2.22247,0.310343,3.48741e-08
10149,1.93799,2,20.6595,27.6835,15.5455,1.36998,0.0660811,-0.501181,-0.410027,10.1099,-1.72672,-10.3019,0.267513,2.21669,0.311159,3.48644e-08
10150,-5.35688,2,20.6424,27.6591,15.5455,1.36432,0.0662272,-0.498928,-0.409661,10.1709,-1.727,-10.3019,0.266999,2.22208,0.311047,3.45726e-08
10151,-10.4189,2,20.6515,27.645,15.5455,1.36661,0.0658143,-0.500323,-0.409686,10.2289,-1.7242,-10.3019,0.266902,2.21074,0.310846,3.4508e-08
10152,-8.30378,2,20.6607,27.6162,15.5455,1.3641,0.0657019,-0.500091,-0.410078,10.3214,-1.72277,-10.3019,0.26661,2.20971,0.309887,3.44807e-08
10153,-10.832,2,20.6722,27.5828,15.5455,1.36263,0.0654321,-0.500808,-0.409994,10.3939,-1.71002,-10.3019,0.266898,2.21283,0.310449,3.42093e-08
10154,-0.689763,2,20.7142,27.5593,15.5455,1.36263,0.0652529,-0.501161,-0.411473,10.4615,-1.69545,-10.3019,0.2672,2.22675,0.311526,3.41724e-08
10155,-9.12545,2,20.7346,27.5573,15.5455,1.36134,0.0650189,-0.500862,-0.412265,10.4595,-1.6892,-10.3019,0.267002,2.23492,0.311693,3.39919e-08
10156,-1.38218,2,20.75,27.5174,15.5455,1.35941,0.0649599,-0.501192,-0.413227,10.3564,-1.68812,-10.3019,0.266671,2.24455,0.311895,3.40466e-08
10157,1.86031,2,20.7457,27.5034,15.5455,1.35534,0.0652813,-0.501988,-0.412987,10.2511,-1.6709,-10.3019,0.26644,2.23793,0.313135,3.40314e-08
10158,1.99555,2,20.7202,27.4829,15.5455,1.34787,0.0656511,-0.503106,-0.412384,10.222,-1.66475,-10.3019,0.265715,2.23261,0.313789,3.42317e-08
10159,3.19431,2,20.7183,27.5065,15.5455,1.35063,0.065523,-0.504096,-0.41244,10.3975,-1.66091,-10.3019,0.265589,2.22875,0.314493,3.44504e-08
10160,-7.09362,2,20.7305,27.5022,15.5455,1.35656,0.0650258,-0.50253,-0.413256,10.4626,-1.66684,-10.3019,0.265768,2.22155,0.314218,3.43854e-08
10161,-6.55025,2,20.7324,27.5137,15.5455,1.35656,0.0649496,-0.500786,-0.413442,10.39,-1.6744,-10.3019,0.265747,2.20391,0.313881,3.44659e-08
10162,-10.8023,2,20.7323,27.5172,15.5455,1.35135,0.0650408,-0.501123,-0.41372,10.3704,-1.67769,-10.3019,0.265333,2.20434,0.313874,3.4152e-08
10163,3.71495,2,20.7025,27.4896,15.5455,1.35294,0.0650515,-0.496871,-0.412423,10.2048,-1.67526,-10.3019,0.26528,2.20623,0.313177,3.4381e-08
10164,-0.787333,2,20.6945,27.484,15.5455,1.35107,0.0650346,-0.495224,-0.411751,10.1151,-1.67375,-10.3019,0.265256,2.21647,0.312633,3.45036e-08
10165,-9.96126,2,20.7048,27.5558,15.5455,1.34989,0.0648802,-0.494226,-0.41237,10.1064,-1.69162,-10.3019,0.265674,2.2094,0.312563,3.43533e-08
10166,-6.56561,2,20.7323,27.5602,15.5455,1.35399,0.0645586,-0.493647,-0.414018,10.0659,-1.69578,-10.3019,0.265968,2.19763,0.313813,3.41847e-08
10167,-8.35911,2,20.7337,27.545,15.5455,1.35355,0.06437,-0.4984,-0.414192,10.0366,-1.68836,-10.3019,0.265624,2.19116,0.314851,3.41543e-08
