iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,13.9579,0.0494873,25.4387,0.177154,32.8212,0.734673,21.1793,0.750822
2,13.9849,0.0471794,25.308,0.159855,31.2942,0.642439,20.7178,0.640272
3,13.979,0.0478366,25.3378,0.149762,31.2762,0.638774,20.1046,0.590659
4,13.9985,0.0459747,25.417,0.148802,31.8567,0.656561,19.9445,0.561108
5,13.9948,0.0447055,25.4604,0.149337,32.0534,0.65633,19.8117,0.555819
6,13.9731,0.0453086,25.4832,0.147961,32.615,0.655548,19.7458,0.545709
7,13.9741,0.0457712,25.5414,0.143308,33.0624,0.640819,19.2899,0.525507
8,13.9864,0.0454928,25.5718,0.142024,32.9976,0.637177,19.4061,0.53302
9,13.989,0.0450336,25.546,0.141788,33.6505,0.641366,19.3614,0.538784
10,13.9991,0.0446818,25.5577,0.140514,33.8858,0.657612,19.3693,0.534616
11,13.9979,0.0445486,25.6,0.139285,33.2557,0.65387,19.3434,0.533292
12,13.9926,0.0440893,25.6436,0.137842,33.3675,0.661177,19.3502,0.533947
13,13.9864,0.0440484,25.6775,0.136082,33.0088,0.654006,19.3773,0.530572
14,13.9837,0.0437545,25.7096,0.13619,33.3812,0.653299,19.3723,0.529186
15,13.9858,0.0435689,25.6863,0.136044,34.0077,0.660151,19.3351,0.524183
16,13.9883,0.0434439,25.6611,0.136001,34.0354,0.657225,19.4343,0.519989
17,13.9816,0.0432178,25.681,0.136437,34.4534,0.660906,19.4297,0.51756
18,13.9771,0.0428631,25.6369,0.13665,34.6238,0.660452,19.4093,0.515333
19,13.9742,0.0427494,25.5952,0.138043,34.8577,0.664494,19.3627,0.510687
20,13.9688,0.0430313,25.548,0.13916,35.4599,0.666162,19.2872,0.505943
21,13.968,0.0429244,25.4961,0.140868,35.911,0.664427,19.2204,0.502062
22,13.9672,0.0428404,25.497,0.140128,35.6819,0.660453,19.1871,0.499557
23,13.9685,0.0429782,25.4919,0.140013,35.5812,0.661568,19.1414,0.499775
24,13.9733,0.0432704,25.4957,0.140511,35.4669,0.660348,19.1325,0.500041
25,13.9707,0.0431854,25.5035,0.140671,35.4092,0.660391,19.0959,0.50095
26,13.97,0.0432764,25.5024,0.140331,35.4529,0.661629,19.0914,0.497609
27,13.9711,0.0435841,25.4934,0.140217,35.5985,0.661467,19.0955,0.496634
28,13.9705,0.0434642,25.4858,0.141196,35.8392,0.663213,19.1085,0.496762
29,13.9677,0.0432964,25.4632,0.142554,35.8851,0.665258,19.0224,0.495541
30,13.9682,0.0433261,25.4508,0.143475,35.9457,0.668949,18.9912,0.494782
31,13.9724,0.0433368,25.4328,0.145559,36.0178,0.668377,18.9931,0.493046
32,13.9717,0.0433689,25.4212,0.146683,35.9566,0.667978,18.9996,0.491314
33,13.9764,0.0432098,25.4409,0.146622,35.8345,0.666475,19.0179,0.490141
34,13.9767,0.0429852,25.4427,0.146987,35.9172,0.666336,19.0121,0.490617
35,13.9766,0.0428451,25.4444,0.14761,36.0413,0.669582,19.0452,0.493931
36,13.9778,0.0428781,25.4552,0.148477,36.0716,0.673186,19.0268,0.493886
37,13.9807,0.0429323,25.4563,0.148729,36.1359,0.6769,19.039,0.491678
38,13.9832,0.0428246,25.4589,0.148684,36.1347,0.68068,19.0701,0.490677
39,13.9862,0.0428966,25.4701,0.148643,36.1159,0.681392,19.0989,0.489631
40,13.9879,0.0428228,25.4583,0.149005,36.3973,0.681708,19.1023,0.488319
41,13.9858,0.0427711,25.4365,0.149866,36.6223,0.683281,19.1216,0.488829
42,13.9888,0.0429101,25.4369,0.150276,36.6162,0.683775,19.1571,0.490484
43,13.9857,0.0428624,25.4459,0.150569,36.4794,0.682684,19.1593,0.490457
44,13.9856,0.0429811,25.448,0.150428,36.4575,0.682911,19.1487,0.490587
