trans_Cl_vs_SCRMGDL_abscissa,trans_Cl_vs_SCRMGDL_spline,trans_Cl_vs_SCRMGDL_regression,trans_Cl_vs_tSCRMGDL_abscissa,trans_Cl_vs_tSCRMGDL_spline,trans_Cl_vs_tSCRMGDL_regression,trans_Q_vs_SCRMGDL_abscissa,trans_Q_vs_SCRMGDL_spline,trans_Q_vs_SCRMGDL_regression,trans_Q_vs_tSCRMGDL_abscissa,trans_Q_vs_tSCRMGDL_spline,trans_Q_vs_tSCRMGDL_regression,trans_V1_vs_SCRMGDL_abscissa,trans_V1_vs_SCRMGDL_spline,trans_V1_vs_SCRMGDL_regression,trans_V1_vs_tSCRMGDL_abscissa,trans_V1_vs_tSCRMGDL_spline,trans_V1_vs_tSCRMGDL_regression,trans_V2_vs_SCRMGDL_abscissa,trans_V2_vs_SCRMGDL_spline,trans_V2_vs_SCRMGDL_regression,trans_V2_vs_tSCRMGDL_abscissa,trans_V2_vs_tSCRMGDL_spline,trans_V2_vs_tSCRMGDL_regression,split
0.490303,2.68566,2.65073,0.907969,2.68566,2.65073,0.490303,3.23447,3.21823,0.907969,3.23447,3.21823,0.490303,3.17132,3.13945,0.907969,3.17132,3.13945,0.490303,2.64329,2.61544,0.907969,2.64329,2.61544,All
0.49798,2.62971,2.64485,0.922185,2.62971,2.64485,0.49798,3.14497,3.21588,0.922185,3.14497,3.21588,0.49798,3.20841,3.14264,0.922185,3.20841,3.14264,0.49798,2.40005,2.60792,0.922185,2.40005,2.60792,All
0.505657,2.60604,2.63897,0.936401,2.60604,2.63897,0.505657,3.12509,3.21353,0.936401,3.12509,3.21353,0.505657,3.20325,3.14583,0.936401,3.20325,3.14583,0.505657,2.34656,2.6004,0.936401,2.34656,2.6004,All
0.513333,2.59389,2.63309,0.950617,2.59389,2.63309,0.513333,3.13008,3.21118,0.950617,3.13008,3.21118,0.513333,3.18301,3.14903,0.950617,3.18301,3.14903,0.513333,2.36083,2.59287,0.950617,2.36083,2.59287,All
0.52101,2.58174,2.62721,0.964834,2.58174,2.62721,0.52101,3.13507,3.20883,0.964834,3.13507,3.20883,0.52101,3.16277,3.15222,0.964834,3.16277,3.15222,0.52101,2.3751,2.58535,0.964834,2.3751,2.58535,All
0.528687,2.5696,2.62133,0.97905,2.5696,2.62133,0.528687,3.14006,3.20648,0.97905,3.14006,3.20648,0.528687,3.14254,3.15541,0.97905,3.14254,3.15541,0.528687,2.38937,2.57782,0.97905,2.38937,2.57782,All
0.536364,2.55745,2.61544,0.993266,2.55745,2.61544,0.536364,3.14505,3.20413,0.993266,3.14505,3.20413,0.536364,3.1223,3.1586,0.993266,3.1223,3.1586,0.536364,2.40364,2.5703,0.993266,2.40364,2.5703,All
0.54404,2.5622,2.60956,1.00748,2.5622,2.60956,0.54404,3.0588,3.20178,1.00748,3.0588,3.20178,0.54404,3.06151,3.16179,1.00748,3.06151,3.16179,0.54404,2.34552,2.56278,1.00748,2.34552,2.56278,All
0.551717,2.59113,2.60368,1.0217,2.59113,2.60368,0.551717,2.9381,3.19943,1.0217,2.9381,3.19943,0.551717,3.00375,3.16498,1.0217,3.00375,3.16498,0.551717,2.25005,2.55525,1.0217,2.25005,2.55525,All
0.559394,2.65117,2.5978,1.03591,2.65117,2.5978,0.559394,2.9828,3.19708,1.03591,2.9828,3.19708,0.559394,3.0832,3.16817,1.03591,3.0832,3.16817,0.559394,2.25112,2.54773,1.03591,2.25112,2.54773,All
0.567071,2.71121,2.59192,1.05013,2.71121,2.59192,0.567071,3.02751,3.19473,1.05013,3.02751,3.19473,0.567071,3.16264,3.17137,1.05013,3.16264,3.17137,0.567071,2.25219,2.54021,1.05013,2.25219,2.54021,All
0.574747,2.71496,2.58604,1.06435,2.71496,2.58604,0.574747,3.00389,3.19238,1.06435,3.00389,3.19238,0.574747,3.17972,3.17456,1.06435,3.17972,3.17456,0.574747,2.28042,2.53268,1.06435,2.28042,2.53268,All
0.582424,2.68397,2.58016,1.07856,2.68397,2.58016,0.582424,2.93813,3.19003,1.07856,2.93813,3.19003,0.582424,3.15831,3.17775,1.07856,3.15831,3.17775,0.582424,2.32543,2.52516,1.07856,2.32543,2.52516,All
0.590101,2.65298,2.57428,1.09278,2.65298,2.57428,0.590101,2.87236,3.18768,1.09278,2.87236,3.18768,0.590101,3.13691,3.18094,1.09278,3.13691,3.18094,0.590101,2.37043,2.51763,1.09278,2.37043,2.51763,All
0.597778,2.62199,2.5684,1.107,2.62199,2.5684,0.597778,2.8066,3.18533,1.107,2.8066,3.18533,0.597778,3.11551,3.18413,1.107,3.11551,3.18413,0.597778,2.41544,2.51011,1.107,2.41544,2.51011,All
0.605455,2.59101,2.56252,1.12121,2.59101,2.56252,0.605455,2.74083,3.18298,1.12121,2.74083,3.18298,0.605455,3.0941,3.18732,1.12121,3.0941,3.18732,0.605455,2.46045,2.50259,1.12121,2.46045,2.50259,All
0.613131,2.56002,2.55663,1.13543,2.56002,2.55663,0.613131,2.67507,3.18062,1.13543,2.67507,3.18062,0.613131,3.0727,3.19052,1.13543,3.0727,3.19052,0.613131,2.50545,2.49506,1.13543,2.50545,2.49506,All
0.620808,2.52903,2.55075,1.14964,2.52903,2.55075,0.620808,2.6093,3.17827,1.14964,2.6093,3.17827,0.620808,3.05129,3.19371,1.14964,3.05129,3.19371,0.620808,2.55046,2.48754,1.14964,2.55046,2.48754,All
0.628485,2.49805,2.54487,1.16386,2.49805,2.54487,0.628485,2.54354,3.17592,1.16386,2.54354,3.17592,0.628485,3.02989,3.1969,1.16386,3.02989,3.1969,0.628485,2.59546,2.48001,1.16386,2.59546,2.48001,All
0.636162,2.48629,2.53899,1.17808,2.48629,2.53899,0.636162,2.56528,3.17357,1.17808,2.56528,3.17357,0.636162,3.02998,3.20009,1.17808,3.02998,3.20009,0.636162,2.58352,2.47249,1.17808,2.58352,2.47249,All
0.643838,2.47926,2.53311,1.19229,2.47926,2.53311,0.643838,2.60855,3.17122,1.19229,2.60855,3.17122,0.643838,3.03536,3.20328,1.19229,3.03536,3.20328,0.643838,2.55758,2.46497,1.19229,2.55758,2.46497,All
0.651515,2.47223,2.52723,1.20651,2.47223,2.52723,0.651515,2.65181,3.16887,1.20651,2.65181,3.16887,0.651515,3.04073,3.20647,1.20651,3.04073,3.20647,0.651515,2.53165,2.45744,1.20651,2.53165,2.45744,All
0.659192,2.4652,2.52135,1.22073,2.4652,2.52135,0.659192,2.69507,3.16652,1.22073,2.69507,3.16652,0.659192,3.04611,3.20966,1.22073,3.04611,3.20966,0.659192,2.50571,2.44992,1.22073,2.50571,2.44992,All
0.666869,2.45818,2.51547,1.23494,2.45818,2.51547,0.666869,2.73834,3.16417,1.23494,2.73834,3.16417,0.666869,3.05149,3.21286,1.23494,3.05149,3.21286,0.666869,2.47977,2.4424,1.23494,2.47977,2.4424,All
0.674545,2.45115,2.50959,1.24916,2.45115,2.50959,0.674545,2.7816,3.16182,1.24916,2.7816,3.16182,0.674545,3.05686,3.21605,1.24916,3.05686,3.21605,0.674545,2.45383,2.43487,1.24916,2.45383,2.43487,All
0.682222,2.44412,2.50371,1.26337,2.44412,2.50371,0.682222,2.82486,3.15947,1.26337,2.82486,3.15947,0.682222,3.06224,3.21924,1.26337,3.06224,3.21924,0.682222,2.42789,2.42735,1.26337,2.42789,2.42735,All
0.689899,2.43709,2.49782,1.27759,2.43709,2.49782,0.689899,2.86813,3.15712,1.27759,2.86813,3.15712,0.689899,3.06762,3.22243,1.27759,3.06762,3.22243,0.689899,2.40195,2.41982,1.27759,2.40195,2.41982,All
0.697576,2.43006,2.49194,1.29181,2.43006,2.49194,0.697576,2.91139,3.15477,1.29181,2.91139,3.15477,0.697576,3.07299,3.22562,1.29181,3.07299,3.22562,0.697576,2.37601,2.4123,1.29181,2.37601,2.4123,All
0.705253,2.42304,2.48606,1.30602,2.42304,2.48606,0.705253,2.95466,3.15242,1.30602,2.95466,3.15242,0.705253,3.07837,3.22881,1.30602,3.07837,3.22881,0.705253,2.35007,2.40478,1.30602,2.35007,2.40478,All
0.712929,2.41601,2.48018,1.32024,2.41601,2.48018,0.712929,2.99792,3.15007,1.32024,2.99792,3.15007,0.712929,3.08375,3.232,1.32024,3.08375,3.232,0.712929,2.32413,2.39725,1.32024,2.32413,2.39725,All
0.720606,2.40898,2.4743,1.33446,2.40898,2.4743,0.720606,3.04118,3.14772,1.33446,3.04118,3.14772,0.720606,3.08912,3.2352,1.33446,3.08912,3.2352,0.720606,2.29819,2.38973,1.33446,2.29819,2.38973,All
0.728283,2.40195,2.46842,1.34867,2.40195,2.46842,0.728283,3.08445,3.14537,1.34867,3.08445,3.14537,0.728283,3.0945,3.23839,1.34867,3.0945,3.23839,0.728283,2.27225,2.3822,1.34867,2.27225,2.3822,All
0.73596,2.39492,2.46254,1.36289,2.39492,2.46254,0.73596,3.12771,3.14301,1.36289,3.12771,3.14301,0.73596,3.09988,3.24158,1.36289,3.09988,3.24158,0.73596,2.24631,2.37468,1.36289,2.24631,2.37468,All
0.743636,2.3879,2.45666,1.3771,2.3879,2.45666,0.743636,3.17098,3.14066,1.3771,3.17098,3.14066,0.743636,3.10525,3.24477,1.3771,3.10525,3.24477,0.743636,2.22037,2.36716,1.3771,2.22037,2.36716,All
0.751313,2.38087,2.45078,1.39132,2.38087,2.45078,0.751313,3.21424,3.13831,1.39132,3.21424,3.13831,0.751313,3.11063,3.24796,1.39132,3.11063,3.24796,0.751313,2.19443,2.35963,1.39132,2.19443,2.35963,All
0.75899,2.37384,2.4449,1.40554,2.37384,2.4449,0.75899,3.2575,3.13596,1.40554,3.2575,3.13596,0.75899,3.11601,3.25115,1.40554,3.11601,3.25115,0.75899,2.16849,2.35211,1.40554,2.16849,2.35211,All
0.766667,2.36681,2.43901,1.41975,2.36681,2.43901,0.766667,3.30077,3.13361,1.41975,3.30077,3.13361,0.766667,3.12138,3.25434,1.41975,3.12138,3.25434,0.766667,2.14255,2.34459,1.41975,2.14255,2.34459,All
0.774343,2.35978,2.43313,1.43397,2.35978,2.43313,0.774343,3.34403,3.13126,1.43397,3.34403,3.13126,0.774343,3.12676,3.25754,1.43397,3.12676,3.25754,0.774343,2.11661,2.33706,1.43397,2.11661,2.33706,All
0.78202,2.35276,2.42725,1.44819,2.35276,2.42725,0.78202,3.3873,3.12891,1.44819,3.3873,3.12891,0.78202,3.13214,3.26073,1.44819,3.13214,3.26073,0.78202,2.09067,2.32954,1.44819,2.09067,2.32954,All
0.789697,2.34573,2.42137,1.4624,2.34573,2.42137,0.789697,3.43056,3.12656,1.4624,3.43056,3.12656,0.789697,3.13751,3.26392,1.4624,3.13751,3.26392,0.789697,2.06473,2.32201,1.4624,2.06473,2.32201,All
0.797374,2.3387,2.41549,1.47662,2.3387,2.41549,0.797374,3.47382,3.12421,1.47662,3.47382,3.12421,0.797374,3.14289,3.26711,1.47662,3.14289,3.26711,0.797374,2.03879,2.31449,1.47662,2.03879,2.31449,All
0.805051,2.33167,2.40961,1.49083,2.33167,2.40961,0.805051,3.51709,3.12186,1.49083,3.51709,3.12186,0.805051,3.14826,3.2703,1.49083,3.14826,3.2703,0.805051,2.01285,2.30697,1.49083,2.01285,2.30697,All
0.812727,2.32464,2.40373,1.50505,2.32464,2.40373,0.812727,3.56035,3.11951,1.50505,3.56035,3.11951,0.812727,3.15364,3.27349,1.50505,3.15364,3.27349,0.812727,1.98691,2.29944,1.50505,1.98691,2.29944,All
0.820404,2.31771,2.39785,1.51927,2.31771,2.39785,0.820404,3.60073,3.11716,1.51927,3.60073,3.11716,0.820404,3.15968,3.27668,1.51927,3.15968,3.27668,0.820404,1.96371,2.29192,1.51927,1.96371,2.29192,All
0.828081,2.31257,2.39197,1.53348,2.31257,2.39197,0.828081,3.58917,3.11481,1.53348,3.58917,3.11481,0.828081,3.17772,3.27988,1.53348,3.17772,3.27988,0.828081,1.9898,2.28439,1.53348,1.9898,2.28439,All
0.835758,2.30743,2.38608,1.5477,2.30743,2.38608,0.835758,3.5776,3.11246,1.5477,3.5776,3.11246,0.835758,3.19575,3.28307,1.5477,3.19575,3.28307,0.835758,2.01589,2.27687,1.5477,2.01589,2.27687,All
0.843434,2.30228,2.3802,1.56192,2.30228,2.3802,0.843434,3.56604,3.11011,1.56192,3.56604,3.11011,0.843434,3.21379,3.28626,1.56192,3.21379,3.28626,0.843434,2.04198,2.26935,1.56192,2.04198,2.26935,All
0.851111,2.29714,2.37432,1.57613,2.29714,2.37432,0.851111,3.55448,3.10776,1.57613,3.55448,3.10776,0.851111,3.23182,3.28945,1.57613,3.23182,3.28945,0.851111,2.06806,2.26182,1.57613,2.06806,2.26182,All
0.858788,2.29199,2.36844,1.59035,2.29199,2.36844,0.858788,3.54291,3.1054,1.59035,3.54291,3.1054,0.858788,3.24986,3.29264,1.59035,3.24986,3.29264,0.858788,2.09415,2.2543,1.59035,2.09415,2.2543,All
0.866465,2.28685,2.36256,1.60456,2.28685,2.36256,0.866465,3.53135,3.10305,1.60456,3.53135,3.10305,0.866465,3.26789,3.29583,1.60456,3.26789,3.29583,0.866465,2.12024,2.24678,1.60456,2.12024,2.24678,All
0.874141,2.2817,2.35668,1.61878,2.2817,2.35668,0.874141,3.51979,3.1007,1.61878,3.51979,3.1007,0.874141,3.28593,3.29902,1.61878,3.28593,3.29902,0.874141,2.14633,2.23925,1.61878,2.14633,2.23925,All
0.881818,2.27656,2.3508,1.633,2.27656,2.3508,0.881818,3.50823,3.09835,1.633,3.50823,3.09835,0.881818,3.30396,3.30222,1.633,3.30396,3.30222,0.881818,2.17241,2.23173,1.633,2.17241,2.23173,All
0.889495,2.27141,2.34492,1.64721,2.27141,2.34492,0.889495,3.49666,3.096,1.64721,3.49666,3.096,0.889495,3.32199,3.30541,1.64721,3.32199,3.30541,0.889495,2.1985,2.2242,1.64721,2.1985,2.2242,All
0.897172,2.26627,2.33904,1.66143,2.26627,2.33904,0.897172,3.4851,3.09365,1.66143,3.4851,3.09365,0.897172,3.34003,3.3086,1.66143,3.34003,3.3086,0.897172,2.22459,2.21668,1.66143,2.22459,2.21668,All
0.904848,2.26112,2.33316,1.67565,2.26112,2.33316,0.904848,3.47354,3.0913,1.67565,3.47354,3.0913,0.904848,3.35806,3.31179,1.67565,3.35806,3.31179,0.904848,2.25068,2.20916,1.67565,2.25068,2.20916,All
0.912525,2.25598,2.32727,1.68986,2.25598,2.32727,0.912525,3.46197,3.08895,1.68986,3.46197,3.08895,0.912525,3.3761,3.31498,1.68986,3.3761,3.31498,0.912525,2.27677,2.20163,1.68986,2.27677,2.20163,All
0.920202,2.25084,2.32139,1.70408,2.25084,2.32139,0.920202,3.45041,3.0866,1.70408,3.45041,3.0866,0.920202,3.39413,3.31817,1.70408,3.39413,3.31817,0.920202,2.30285,2.19411,1.70408,2.30285,2.19411,All
0.927879,2.24569,2.31551,1.71829,2.24569,2.31551,0.927879,3.43885,3.08425,1.71829,3.43885,3.08425,0.927879,3.41217,3.32136,1.71829,3.41217,3.32136,0.927879,2.32894,2.18658,1.71829,2.32894,2.18658,All
0.935556,2.24055,2.30963,1.73251,2.24055,2.30963,0.935556,3.42729,3.0819,1.73251,3.42729,3.0819,0.935556,3.4302,3.32456,1.73251,3.4302,3.32456,0.935556,2.35503,2.17906,1.73251,2.35503,2.17906,All
0.943232,2.2354,2.30375,1.74673,2.2354,2.30375,0.943232,3.41572,3.07955,1.74673,3.41572,3.07955,0.943232,3.44824,3.32775,1.74673,3.44824,3.32775,0.943232,2.38112,2.17154,1.74673,2.38112,2.17154,All
0.950909,2.23026,2.29787,1.76094,2.23026,2.29787,0.950909,3.40416,3.0772,1.76094,3.40416,3.0772,0.950909,3.46627,3.33094,1.76094,3.46627,3.33094,0.950909,2.4072,2.16401,1.76094,2.4072,2.16401,All
0.958586,2.22511,2.29199,1.77516,2.22511,2.29199,0.958586,3.3926,3.07485,1.77516,3.3926,3.07485,0.958586,3.48431,3.33413,1.77516,3.48431,3.33413,0.958586,2.43329,2.15649,1.77516,2.43329,2.15649,All
0.966263,2.21997,2.28611,1.78938,2.21997,2.28611,0.966263,3.38103,3.0725,1.78938,3.38103,3.0725,0.966263,3.50234,3.33732,1.78938,3.50234,3.33732,0.966263,2.45938,2.14897,1.78938,2.45938,2.14897,All
0.973939,2.21482,2.28023,1.80359,2.21482,2.28023,0.973939,3.36947,3.07015,1.80359,3.36947,3.07015,0.973939,3.52038,3.34051,1.80359,3.52038,3.34051,0.973939,2.48547,2.14144,1.80359,2.48547,2.14144,All
0.981616,2.20968,2.27435,1.81781,2.20968,2.27435,0.981616,3.35791,3.06779,1.81781,3.35791,3.06779,0.981616,3.53841,3.3437,1.81781,3.53841,3.3437,0.981616,2.51156,2.13392,1.81781,2.51156,2.13392,All
0.989293,2.20453,2.26846,1.83202,2.20453,2.26846,0.989293,3.34634,3.06544,1.83202,3.34634,3.06544,0.989293,3.55644,3.3469,1.83202,3.55644,3.3469,0.989293,2.53764,2.12639,1.83202,2.53764,2.12639,All
0.99697,2.19939,2.26258,1.84624,2.19939,2.26258,0.99697,3.33478,3.06309,1.84624,3.33478,3.06309,0.99697,3.57448,3.35009,1.84624,3.57448,3.35009,0.99697,2.56373,2.11887,1.84624,2.56373,2.11887,All
1.00465,2.19424,2.2567,1.86046,2.19424,2.2567,1.00465,3.32322,3.06074,1.86046,3.32322,3.06074,1.00465,3.59251,3.35328,1.86046,3.59251,3.35328,1.00465,2.58982,2.11135,1.86046,2.58982,2.11135,All
1.01232,2.1891,2.25082,1.87467,2.1891,2.25082,1.01232,3.31166,3.05839,1.87467,3.31166,3.05839,1.01232,3.61055,3.35647,1.87467,3.61055,3.35647,1.01232,2.61591,2.10382,1.87467,2.61591,2.10382,All
1.02,2.18396,2.24494,1.88889,2.18396,2.24494,1.02,3.30009,3.05604,1.88889,3.30009,3.05604,1.02,3.62858,3.35966,1.88889,3.62858,3.35966,1.02,2.64199,2.0963,1.88889,2.64199,2.0963,All
