Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.58717,0.0702412,21.7629,19201.1,436.434,0.00120148,3.70613,0.0178789,All
9.60929,0.0842895,21.7629,19201.1,1308.86,2.4688e-05,8.52488,0.0446972,All
10.6314,0.147507,21.7629,19201.1,2181.29,0,13.3436,0.0566165,All
11.6535,0.126434,21.7629,96005.6,3053.71,0,18.1624,0.0283082,All
12.6756,0.0632171,21.7629,105606,3926.14,0,22.9811,0.00893944,All
13.6978,0.056193,21.7629,278416,4798.57,0,27.7999,0.00893944,All
14.7199,0.0983377,21.7629,288017,5670.99,0,32.6186,0.0148991,All
15.742,0.0702412,21.7629,211212,6543.42,0,37.4374,0.0119193,All
16.7641,0.105362,21.7629,220813,7415.84,0,42.2561,0.00595963,All
17.7862,0.0842895,21.7629,144008,8288.27,0,47.0749,0.0104293,All
18.8084,0.0702412,21.7629,19201.1,9160.7,0,51.8936,0.00595963,All
19.8305,0.0632171,21.7629,9600.56,10033.1,0,56.7124,0.00446972,All
20.8526,0.0140482,21.7629,9600.56,10905.5,8.22933e-06,61.5311,0.00446972,All
