parameter,value
Cl_pop,13.1249807119737
beta_Cl_LLP_1,0.0587735236920004
V1_pop,23.5431207324214
beta_V1_logtCLCRMLMIN,-1.4666655230357
beta_V1_logtPROGDL,-0.583266611757497
Q_pop,23.4
beta_Q_LMP_1,0.822442648730914
beta_Q_logtAGEA,1.29060470731821
beta_Q_logtALBGDL,17.2071469187206
beta_Q_logtPROGDL,-16.991365178222
V2_pop,3.82548267456804
beta_V2_SEXF_1,3.87023675535923
beta_V2_logtHCM,29.4259804556949
omega_Cl,0.25691439218266
omega_V1,0.138799146450642
omega_Q,4.74708302840386e-8
omega_V2,8.23288724058014e-8
a,1.45729893842858
b,0.0392890849997128
