iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
774,528.873,2,19.9175,26.0929,15.2504,0.156498,-0.379269,0.204745,1.54556,0.150351,1.07914
775,540.052,2,19.9936,26.0867,15.4491,0.156843,-0.384859,0.205269,1.57418,0.15025,1.09677
776,529.472,2,20.1656,26.1105,15.6899,0.156199,-0.393004,0.205243,1.59831,0.152208,1.10458
777,523.767,2,20.1312,26.1469,16.0918,0.155271,-0.391471,0.205666,1.6197,0.151039,1.11883
778,515.391,2,20.1451,26.1564,16.1069,0.154515,-0.392022,0.204182,1.62419,0.148176,1.12668
779,525.263,2,20.1127,26.1407,16.0144,0.154235,-0.390999,0.203835,1.64554,0.146948,1.13271
780,521.916,2,20.0992,26.0794,15.932,0.15419,-0.38881,0.20412,1.65222,0.146279,1.12812
781,518.839,2,20.0688,26.0053,15.9464,0.153579,-0.386238,0.204214,1.63929,0.147928,1.13183
782,531.338,2,20.105,25.9837,16.12,0.15399,-0.386706,0.204526,1.63147,0.149317,1.14179
783,530.03,2,20.1835,26.0026,15.852,0.154068,-0.389055,0.205086,1.67006,0.148361,1.1422
784,536.297,2,20.191,26.1262,15.7216,0.154439,-0.389269,0.206425,1.68173,0.148635,1.15158
785,528.599,2,20.1562,26.131,15.6339,0.154214,-0.388062,0.206943,1.67937,0.14995,1.14772
786,539.401,2,20.0482,26.1259,15.5397,0.154372,-0.385895,0.206983,1.70513,0.150668,1.14871
787,526.273,2,20.0347,26.1364,15.4981,0.154081,-0.385304,0.206812,1.69405,0.152433,1.1492
788,530.155,2,20.0277,26.1779,15.356,0.15374,-0.385455,0.207422,1.69525,0.152332,1.16625
789,538.006,2,20.0489,26.1945,15.21,0.154296,-0.386006,0.207181,1.69598,0.15357,1.17249
790,524.006,2,20.0118,26.1226,15.142,0.154122,-0.384828,0.205326,1.68216,0.153074,1.17746
791,528.148,2,20.0291,26.0498,15.2332,0.154129,-0.386474,0.204868,1.68942,0.153114,1.16857
792,517.855,2,20.0558,25.9924,15.3009,0.154258,-0.386696,0.203584,1.67308,0.150907,1.16719
793,512.809,2,20.1018,26.0169,15.1718,0.153515,-0.388485,0.202799,1.67244,0.149317,1.16454
794,516.749,2,20.0964,26.0228,15.1281,0.15319,-0.387779,0.202915,1.67051,0.148154,1.1552
795,515.794,2,20.0547,25.994,15.0567,0.152878,-0.384987,0.202665,1.66623,0.147318,1.15075
796,526.417,2,20.0691,25.9819,14.909,0.153234,-0.386296,0.202558,1.6713,0.146389,1.14584
797,523.903,2,20.0278,25.9482,14.9484,0.152683,-0.385004,0.204158,1.67747,0.147097,1.14562
798,525.14,2,19.9829,25.9561,14.8485,0.152358,-0.383765,0.205181,1.66862,0.14818,1.1475
799,532.484,2,19.9704,25.9178,14.9114,0.152706,-0.383795,0.206078,1.66948,0.147821,1.1578
800,526.288,2,20.0573,25.9222,14.839,0.152625,-0.38876,0.20601,1.67235,0.148259,1.15271
801,523.354,2,20.0586,25.9214,14.8441,0.152695,-0.38861,0.205012,1.66862,0.149685,1.13974
802,529.374,2,20.1101,25.8637,15.0387,0.153321,-0.39123,0.205061,1.66424,0.148696,1.13613
803,519.011,2,20.0754,25.8459,15.1738,0.152999,-0.390732,0.205123,1.66634,0.146406,1.135
804,529.215,2,20.111,25.8559,15.0168,0.15353,-0.392317,0.205855,1.67525,0.144712,1.1292
805,531.245,2,20.0755,25.8832,14.9805,0.153868,-0.390664,0.206446,1.6788,0.144043,1.13424
806,527.214,2,20.0652,25.9217,14.806,0.154452,-0.389596,0.207177,1.67415,0.141584,1.13223
807,518.078,2,20.0529,25.9341,14.8404,0.154,-0.388297,0.207348,1.67902,0.141421,1.12673
808,528.428,2,20.0269,25.9193,14.931,0.154196,-0.385824,0.207392,1.67904,0.143168,1.11839
809,531.949,2,19.9941,25.9058,15.0823,0.154492,-0.384611,0.207911,1.69029,0.143563,1.111
810,518.656,2,19.9831,25.8309,15.1966,0.154054,-0.384021,0.207861,1.69209,0.143444,1.10443
811,527.587,2,19.9501,25.7759,15.335,0.154255,-0.383291,0.207959,1.69088,0.143966,1.09523
812,524.881,2,19.9061,25.7589,15.3969,0.154095,-0.382132,0.206824,1.71032,0.144648,1.0844
813,519.588,2,19.8949,25.7391,15.2868,0.154051,-0.382304,0.206593,1.70146,0.144184,1.07354
814,522.559,2,19.9568,25.7579,15.1681,0.154366,-0.384253,0.205974,1.69869,0.143351,1.07237
815,525.809,2,19.9449,25.7337,15.295,0.154425,-0.38398,0.205742,1.70662,0.142859,1.07249
816,517.071,2,19.96,25.6884,15.5012,0.15417,-0.384953,0.205283,1.70956,0.141285,1.07422
817,518.824,2,19.9372,25.6863,15.5952,0.15433,-0.382247,0.2045,1.71001,0.141321,1.06679
818,519.669,2,19.9769,25.6859,15.7821,0.154164,-0.383833,0.204221,1.71052,0.140567,1.06829
819,515.639,2,19.986,25.6518,15.7943,0.154004,-0.383963,0.20381,1.70321,0.139091,1.07386
820,517.873,2,19.9963,25.6046,15.8908,0.153908,-0.383943,0.205033,1.70527,0.137799,1.07022
821,517.994,2,20.0658,25.5634,16.0644,0.153634,-0.387304,0.205295,1.70128,0.137718,1.0685
822,510.327,2,20.0647,25.5669,16.1636,0.153508,-0.38609,0.205152,1.69746,0.136728,1.06085
823,524.493,2,20.0651,25.5314,16.2445,0.153752,-0.386033,0.205794,1.6966,0.136429,1.05786
824,522.803,2,20.0956,25.5221,16.2599,0.153969,-0.387239,0.205273,1.69415,0.137187,1.05129
825,522.912,2,20.1492,25.5079,16.2062,0.154274,-0.390274,0.20515,1.69173,0.136149,1.04855
826,522.039,2,20.2599,25.5348,16.1706,0.154564,-0.395409,0.205082,1.68425,0.135376,1.04664
827,521.518,2,20.2167,25.5435,16.1021,0.154839,-0.392868,0.204679,1.68283,0.13474,1.04514
828,517.204,2,20.2138,25.539,16.0306,0.154903,-0.392071,0.204537,1.67491,0.133889,1.04798
829,515.085,2,20.1957,25.5228,15.8467,0.154842,-0.390879,0.204223,1.67372,0.132522,1.05015
830,518.28,2,20.2127,25.5161,15.7832,0.154765,-0.391637,0.204194,1.66395,0.133164,1.04849
831,515.063,2,20.2232,25.4636,15.723,0.154486,-0.392567,0.204037,1.66489,0.13289,1.0466
832,509.872,2,20.2219,25.4146,15.7107,0.154243,-0.392722,0.203729,1.65546,0.131615,1.04806
833,516.263,2,20.2051,25.4376,15.6054,0.153995,-0.391894,0.202975,1.65407,0.132597,1.04816
834,511.306,2,20.1674,25.4287,15.6078,0.153628,-0.390351,0.202986,1.64243,0.132269,1.05061
835,519.619,2,20.1102,25.4663,15.4684,0.153809,-0.387435,0.203621,1.63392,0.131197,1.0581
836,519.477,2,20.0398,25.4607,15.4136,0.153924,-0.385116,0.203454,1.624,0.130798,1.05991
837,528.846,2,20.0112,25.419,15.299,0.15445,-0.385058,0.202809,1.6155,0.131066,1.05975
838,518.456,2,20.0278,25.4195,15.1388,0.154601,-0.386331,0.202251,1.60666,0.130636,1.06071
839,507.802,2,20.0414,25.453,15.0794,0.154286,-0.387264,0.202027,1.59249,0.130129,1.05806
840,525.031,2,20.0336,25.485,15.0285,0.154708,-0.387024,0.201424,1.58157,0.130179,1.06159
841,527.851,2,20.0234,25.465,15.0514,0.155002,-0.386951,0.201761,1.5705,0.130971,1.06746
842,528.82,2,20.0537,25.4136,15.2047,0.155472,-0.388047,0.201498,1.57009,0.131227,1.07153
843,522.38,2,20.0368,25.3863,15.1524,0.15573,-0.387092,0.201004,1.56685,0.13081,1.07578
844,519.308,2,20.0408,25.3921,15.0566,0.155931,-0.386773,0.200701,1.5665,0.130099,1.07858
845,515.617,2,20.0644,25.4121,15.0192,0.155788,-0.387162,0.200178,1.56543,0.129986,1.08484
846,523.273,2,20.1013,25.4288,15.0975,0.156095,-0.38865,0.20059,1.56289,0.129395,1.08543
847,518.504,2,20.1578,25.4361,15.1134,0.155877,-0.39213,0.200869,1.54842,0.129843,1.09006
848,516.028,2,20.2011,25.4607,15.0449,0.15575,-0.394316,0.200582,1.53739,0.12947,1.09843
849,517.529,2,20.2512,25.4896,14.99,0.15577,-0.396586,0.20089,1.53123,0.128669,1.10355
850,512.66,2,20.2512,25.5175,14.9503,0.155659,-0.396629,0.200513,1.52583,0.127218,1.11012
851,513.721,2,20.2668,25.5176,15.0023,0.155665,-0.397331,0.199943,1.52125,0.126543,1.10886
852,508.547,2,20.2893,25.5261,15.0452,0.155371,-0.398,0.199671,1.52048,0.126366,1.10524
853,512.798,2,20.2717,25.5339,15.0506,0.154996,-0.396598,0.199703,1.53079,0.12565,1.11138
854,507.961,2,20.2764,25.5307,15.1011,0.154713,-0.396468,0.19971,1.53388,0.124964,1.10951
855,514.259,2,20.283,25.5689,15.2096,0.154579,-0.396264,0.199751,1.5409,0.12514,1.10536
856,521.365,2,20.2445,25.5835,15.3396,0.154233,-0.39513,0.200617,1.54223,0.126618,1.10393
857,525.327,2,20.2455,25.574,15.4351,0.154259,-0.395428,0.201027,1.55699,0.127291,1.0995
858,522.357,2,20.2329,25.5927,15.6316,0.15432,-0.394949,0.201582,1.56811,0.127262,1.09544
859,519.915,2,20.2432,25.6122,15.8276,0.154115,-0.395473,0.202265,1.57721,0.128092,1.08663
860,523.307,2,20.2497,25.5991,16.0315,0.154036,-0.395877,0.202754,1.59144,0.128562,1.08275
861,526.469,2,20.185,25.5945,16.0366,0.154364,-0.392823,0.203181,1.59936,0.128626,1.07671
862,528.726,2,20.1326,25.612,16.0414,0.154444,-0.390362,0.203232,1.61167,0.129345,1.07588
863,517.452,2,20.1383,25.611,16.0109,0.154605,-0.390676,0.203017,1.61136,0.129081,1.06869
864,516.848,2,20.1522,25.5775,16.0407,0.154855,-0.391238,0.20296,1.60559,0.128535,1.06202
865,516.711,2,20.1207,25.584,16.0592,0.154813,-0.38965,0.20319,1.60015,0.128538,1.05987
866,511.289,2,20.128,25.5762,16.1577,0.154448,-0.389934,0.203074,1.59144,0.129977,1.05587
867,508.686,2,20.1263,25.5883,16.2321,0.154238,-0.389884,0.20297,1.58851,0.129539,1.04957
868,521.883,2,20.149,25.5871,16.2742,0.154369,-0.390738,0.203182,1.58925,0.129754,1.04948
869,525.493,2,20.1245,25.5671,16.288,0.154621,-0.388722,0.203773,1.58938,0.130461,1.04988
870,526.404,2,20.1193,25.5315,16.2517,0.154916,-0.388224,0.20412,1.59436,0.130121,1.05109
871,522.325,2,20.1219,25.4889,16.2717,0.155105,-0.388596,0.204187,1.59529,0.129905,1.05029
872,526.623,2,20.1019,25.5004,16.367,0.155246,-0.387968,0.204027,1.60248,0.129796,1.0504
873,526.513,2,20.0889,25.5292,16.3725,0.155355,-0.387068,0.204156,1.60687,0.130489,1.0492
874,524.893,2,20.0874,25.5243,16.5245,0.15542,-0.387036,0.203957,1.61619,0.13052,1.0474
875,525.047,2,20.1022,25.4809,16.5207,0.155386,-0.388131,0.203709,1.62172,0.13117,1.04628
876,527.091,2,20.0977,25.4395,16.4682,0.155431,-0.388565,0.204024,1.62652,0.131426,1.04386
877,523.579,2,20.103,25.433,16.3914,0.155345,-0.388781,0.205029,1.62726,0.131593,1.04304
878,516.818,2,20.1121,25.424,16.3472,0.15523,-0.388879,0.20522,1.62209,0.132181,1.04017
879,523.678,2,20.0869,25.4495,16.2542,0.155189,-0.387593,0.205054,1.62286,0.133036,1.03793
880,518.976,2,20.0776,25.4653,16.1957,0.155169,-0.386873,0.204897,1.6171,0.133639,1.03772
881,517.672,2,20.0696,25.4595,16.2529,0.154947,-0.386442,0.205585,1.62173,0.133475,1.03737
882,517.507,2,20.0849,25.4738,16.2836,0.154776,-0.387204,0.205683,1.62221,0.133319,1.03961
883,520.092,2,20.0921,25.4845,16.3764,0.154654,-0.387663,0.205557,1.61991,0.133569,1.04347
884,518.939,2,20.0636,25.4963,16.4513,0.154504,-0.386255,0.205658,1.62792,0.13311,1.04503
885,518.688,2,20.0644,25.5165,16.3746,0.154662,-0.385829,0.205555,1.62375,0.133137,1.04165
886,516.348,2,20.0667,25.5167,16.3317,0.154854,-0.385548,0.205477,1.622,0.13289,1.03618
887,514.942,2,20.0812,25.5253,16.3099,0.154957,-0.38637,0.205141,1.61692,0.1325,1.03095
888,516.186,2,20.0807,25.519,16.2281,0.154958,-0.386559,0.205182,1.61841,0.131912,1.02873
889,520.312,2,20.044,25.5135,16.1279,0.155036,-0.384789,0.20505,1.62234,0.13162,1.02686
890,517.205,2,20.0337,25.5194,16.0559,0.154858,-0.384252,0.20502,1.63105,0.131552,1.02594
891,518.943,2,20.0094,25.5326,16.0507,0.154773,-0.383542,0.205345,1.63623,0.13085,1.02494
892,516.282,2,20.0235,25.518,16.1543,0.154556,-0.384069,0.205248,1.63866,0.131555,1.02348
893,520.325,2,20.0323,25.4969,16.2781,0.154568,-0.384525,0.205506,1.63891,0.131417,1.02342
894,523.336,2,20.0204,25.4849,16.3448,0.1545,-0.383922,0.205736,1.63928,0.131901,1.02491
895,522.179,2,20.0356,25.4846,16.3668,0.154412,-0.384983,0.206401,1.6381,0.131948,1.02519
896,519.465,2,20.0201,25.4942,16.3768,0.15442,-0.384207,0.206134,1.64495,0.131889,1.02219
897,526.175,2,20.0403,25.5035,16.3877,0.154537,-0.385039,0.205957,1.64827,0.132339,1.02247
898,516.423,2,20.0486,25.5175,16.4378,0.154373,-0.385455,0.205742,1.65055,0.132523,1.02233
899,515.854,2,20.0376,25.5059,16.4688,0.154259,-0.384871,0.20552,1.64592,0.132664,1.02537
900,509.352,2,20.0288,25.4958,16.4918,0.154181,-0.384396,0.204974,1.64186,0.132125,1.02581
901,511.433,2,20.0308,25.5095,16.4685,0.154088,-0.38439,0.204513,1.64112,0.131673,1.02742
902,522.464,2,20.0057,25.5088,16.4316,0.154308,-0.383224,0.204436,1.6409,0.131366,1.02542
903,527.061,2,20.0149,25.5041,16.463,0.154619,-0.383622,0.204845,1.63886,0.131083,1.02414
904,517.416,2,19.9947,25.48,16.4491,0.154448,-0.383135,0.204779,1.63747,0.131397,1.02327
905,518.356,2,19.9923,25.4677,16.4489,0.154381,-0.383538,0.204343,1.63386,0.13163,1.02516
906,534.652,2,19.9524,25.467,16.5495,0.154541,-0.382046,0.204344,1.64401,0.131407,1.02879
907,529.195,2,19.9193,25.4901,16.5499,0.154641,-0.380829,0.204074,1.6478,0.131237,1.0326
908,518.093,2,19.9115,25.4829,16.5148,0.154895,-0.380321,0.203914,1.64187,0.130751,1.03057
909,520.906,2,19.87,25.4713,16.4646,0.155091,-0.378453,0.203905,1.63704,0.13042,1.02935
910,525.876,2,19.8466,25.4711,16.3882,0.155202,-0.377511,0.20404,1.63827,0.130712,1.02709
911,525.89,2,19.8278,25.4825,16.2974,0.15537,-0.376569,0.203713,1.64342,0.130641,1.02579
912,527.747,2,19.8153,25.4841,16.257,0.1557,-0.376037,0.203173,1.64594,0.130173,1.02531
913,520.903,2,19.8249,25.4864,16.261,0.155644,-0.376754,0.202886,1.64844,0.130063,1.02755
914,531.016,2,19.818,25.4973,16.224,0.155847,-0.376702,0.202529,1.65361,0.129944,1.02841
915,526.359,2,19.8002,25.5074,16.2166,0.155895,-0.376119,0.202599,1.65523,0.129811,1.03031
916,523.818,2,19.7898,25.5128,16.1828,0.155963,-0.375743,0.202451,1.65596,0.129994,1.02885
917,514.579,2,19.8143,25.5103,16.2409,0.155929,-0.376579,0.201977,1.66133,0.129703,1.02768
918,520.737,2,19.8149,25.501,16.2554,0.155868,-0.376685,0.201702,1.669,0.129737,1.02562
919,511.612,2,19.831,25.4963,16.3047,0.15577,-0.377329,0.201562,1.66814,0.12929,1.02669
920,512.602,2,19.8358,25.4801,16.2609,0.155712,-0.377556,0.201363,1.66207,0.129284,1.02653
921,522.474,2,19.8367,25.4569,16.2516,0.1559,-0.377667,0.201226,1.66021,0.129007,1.02488
922,521.092,2,19.8425,25.4424,16.2208,0.155832,-0.378024,0.201391,1.66682,0.128866,1.02386
923,529.12,2,19.8549,25.4367,16.2302,0.155957,-0.37882,0.201544,1.67157,0.128548,1.02411
924,527.26,2,19.8569,25.4257,16.2413,0.156019,-0.379149,0.20163,1.67296,0.128496,1.02561
925,522.394,2,19.8548,25.4204,16.2446,0.156139,-0.379022,0.201895,1.67194,0.128056,1.02442
926,521.925,2,19.8587,25.4245,16.2222,0.15627,-0.379199,0.201739,1.67268,0.127393,1.02654
927,517.414,2,19.8664,25.4321,16.2828,0.156108,-0.379591,0.201551,1.67703,0.12706,1.03012
928,516.521,2,19.8862,25.4216,16.2806,0.156006,-0.380296,0.202024,1.67514,0.127212,1.02903
929,514.909,2,19.8815,25.4134,16.2499,0.155845,-0.379778,0.202023,1.67748,0.127437,1.02824
930,511.58,2,19.8784,25.412,16.3106,0.155714,-0.379352,0.201982,1.68094,0.127274,1.02604
931,505.676,2,19.8894,25.4139,16.3224,0.155579,-0.37941,0.202137,1.67643,0.12694,1.0257
932,514.898,2,19.9086,25.4262,16.3437,0.155595,-0.379932,0.202177,1.66975,0.126656,1.03014
933,519.911,2,19.9256,25.4361,16.3479,0.155543,-0.380444,0.202442,1.67006,0.126676,1.03262
934,515.25,2,19.9269,25.4499,16.3586,0.155479,-0.380126,0.202504,1.66964,0.126913,1.03092
935,521.952,2,19.9347,25.4387,16.383,0.155393,-0.380523,0.202694,1.67648,0.127157,1.02924
936,528.669,2,19.939,25.4299,16.3438,0.155437,-0.381028,0.202746,1.68437,0.127092,1.02856
937,525.033,2,19.9348,25.4204,16.324,0.155439,-0.381201,0.202566,1.68934,0.127246,1.02674
938,519.589,2,19.9403,25.4026,16.2822,0.155513,-0.381582,0.202202,1.68863,0.12717,1.02569
939,517.602,2,19.9216,25.4007,16.2495,0.155425,-0.380978,0.202102,1.69039,0.126948,1.02596
940,511.895,2,19.9221,25.3963,16.2163,0.155237,-0.381023,0.202239,1.68496,0.127051,1.028
941,517.194,2,19.9285,25.3977,16.2204,0.15516,-0.38132,0.202253,1.67945,0.127393,1.0292
942,516.925,2,19.93,25.386,16.1987,0.155118,-0.381323,0.202186,1.67727,0.127575,1.02857
943,519.071,2,19.9385,25.3751,16.151,0.155151,-0.381911,0.202218,1.66966,0.127779,1.02882
944,510.639,2,19.9581,25.3803,16.1426,0.155053,-0.382833,0.202272,1.66557,0.127789,1.02732
945,523.147,2,19.9666,25.3875,16.1782,0.155145,-0.382908,0.202262,1.66666,0.127853,1.02752
946,516.61,2,19.9652,25.3994,16.1785,0.155065,-0.382688,0.202242,1.66523,0.128007,1.02846
947,531.617,2,19.9633,25.3984,16.2189,0.155039,-0.382503,0.202644,1.66688,0.128645,1.02961
948,528.69,2,19.9714,25.3956,16.2355,0.155197,-0.382534,0.202893,1.66452,0.129037,1.0284
949,523.772,2,19.9871,25.4107,16.2364,0.155339,-0.382881,0.202803,1.65951,0.129432,1.02822
950,521.448,2,20.0044,25.416,16.2057,0.155395,-0.383692,0.202922,1.65497,0.129417,1.02938
951,518.398,2,20.0087,25.434,16.155,0.155328,-0.38399,0.202838,1.65219,0.129501,1.03034
952,521.385,2,20.0118,25.4428,16.1221,0.155421,-0.383981,0.202609,1.64937,0.129541,1.0319
953,518.83,2,20.0203,25.4565,16.1283,0.155472,-0.384549,0.202259,1.64875,0.129433,1.03137
954,519.783,2,20.0396,25.459,16.1745,0.155495,-0.385636,0.202231,1.64673,0.129081,1.03354
955,526.715,2,20.0443,25.4476,16.1879,0.155509,-0.386109,0.202156,1.64916,0.129053,1.03612
956,534.102,2,20.0362,25.4433,16.1887,0.155634,-0.385956,0.202207,1.64987,0.129112,1.03877
957,522.502,2,20.0345,25.4412,16.2095,0.155667,-0.38601,0.202393,1.64831,0.128808,1.04087
958,509.478,2,20.0238,25.4442,16.2007,0.155486,-0.385447,0.20265,1.64809,0.128884,1.0385
959,514.262,2,20.0367,25.4488,16.2096,0.155362,-0.38594,0.202825,1.64613,0.128835,1.04072
960,517.391,2,20.0487,25.4517,16.2059,0.155387,-0.386169,0.202975,1.64054,0.128737,1.04356
961,513.096,2,20.0555,25.4469,16.1905,0.155389,-0.386352,0.202871,1.63601,0.128619,1.04429
962,516.354,2,20.0514,25.4524,16.1926,0.155341,-0.38598,0.202949,1.63393,0.128805,1.04437
963,514.406,2,20.0628,25.4509,16.164,0.155391,-0.386219,0.202908,1.63202,0.128699,1.04345
964,519.122,2,20.084,25.4489,16.1617,0.155426,-0.386846,0.203017,1.63504,0.128636,1.04234
965,519.784,2,20.0942,25.4328,16.1415,0.155399,-0.387304,0.20319,1.63785,0.128654,1.0413
966,522.39,2,20.0939,25.4316,16.0855,0.155448,-0.38719,0.203491,1.63646,0.128773,1.0406
967,521.497,2,20.0968,25.4439,16.05,0.155464,-0.387417,0.203716,1.6351,0.128527,1.04115
968,512.894,2,20.0966,25.4518,16.0184,0.155428,-0.387425,0.203898,1.63144,0.128357,1.04054
969,512.931,2,20.0955,25.4502,15.9783,0.155402,-0.387279,0.204014,1.62712,0.128375,1.03977
970,508.273,2,20.0953,25.4395,15.9935,0.15527,-0.387283,0.204206,1.62397,0.128094,1.04107
971,517.669,2,20.0983,25.4397,15.9876,0.155182,-0.387435,0.204273,1.62379,0.128232,1.04147
972,517.526,2,20.0983,25.4444,15.9658,0.155044,-0.387426,0.204558,1.62459,0.128335,1.04291
973,521.051,2,20.1004,25.4465,15.9443,0.155005,-0.38761,0.204631,1.6257,0.128258,1.04479
974,519.706,2,20.1044,25.4494,15.8897,0.155052,-0.387926,0.204648,1.62476,0.127884,1.04581
975,514.845,2,20.0876,25.4472,15.8694,0.155093,-0.387262,0.204444,1.62305,0.127532,1.04614
976,515.599,2,20.0866,25.4603,15.8489,0.155134,-0.387101,0.204258,1.62015,0.127619,1.04529
977,528.84,2,20.0594,25.4548,15.8435,0.155185,-0.385977,0.204408,1.61814,0.127769,1.04796
978,526.075,2,20.0449,25.4533,15.823,0.155195,-0.385399,0.204484,1.61489,0.128118,1.0498
979,522.697,2,20.0282,25.4556,15.8177,0.155188,-0.384651,0.204513,1.61281,0.128135,1.05291
980,524.646,2,20.0162,25.4456,15.7774,0.155221,-0.384148,0.204515,1.6117,0.128382,1.0528
981,515.347,2,20.0232,25.4437,15.7334,0.155166,-0.384391,0.204526,1.61084,0.128559,1.05244
982,515.616,2,20.0244,25.4474,15.7147,0.155115,-0.384321,0.204485,1.61072,0.128501,1.05303
983,513.566,2,20.0173,25.4476,15.7217,0.155034,-0.38392,0.2045,1.60956,0.12853,1.05362
984,517.017,2,20.0052,25.4462,15.7253,0.155014,-0.38336,0.20461,1.60705,0.128597,1.05337
985,516.41,2,20.0156,25.4434,15.7099,0.154889,-0.383992,0.204658,1.60587,0.129034,1.05254
986,529.742,2,20.0057,25.4451,15.6864,0.154985,-0.383542,0.204792,1.60254,0.129259,1.05417
987,537.246,2,20.0164,25.4463,15.6981,0.155078,-0.384017,0.205021,1.6014,0.129735,1.05578
988,528.551,2,20.0184,25.4549,15.7223,0.15514,-0.384021,0.20507,1.59781,0.130146,1.05683
989,523.251,2,20.0186,25.4472,15.7394,0.155161,-0.384159,0.205056,1.59582,0.130361,1.05714
990,518.054,2,20.0252,25.4428,15.7445,0.155127,-0.384567,0.204925,1.59476,0.130275,1.05893
991,518.193,2,20.0248,25.4402,15.7457,0.155112,-0.384632,0.204952,1.59412,0.130189,1.05843
992,508.877,2,20.0205,25.4417,15.7476,0.155007,-0.384381,0.205004,1.59481,0.130181,1.0568
993,521.902,2,20.0154,25.4478,15.761,0.154931,-0.384193,0.205129,1.59885,0.130253,1.05599
994,517.704,2,20.0092,25.4423,15.7772,0.154908,-0.384103,0.205145,1.59959,0.130033,1.05588
995,520.323,2,20.0003,25.4434,15.784,0.154946,-0.383648,0.205035,1.60163,0.129936,1.05456
996,530.633,2,19.9997,25.4403,15.8205,0.154971,-0.383668,0.204985,1.60724,0.129841,1.05611
997,522.322,2,19.9941,25.4406,15.851,0.155034,-0.383453,0.205066,1.60842,0.129671,1.05497
998,523.89,2,19.9904,25.4366,15.8676,0.155101,-0.383155,0.205103,1.60808,0.129762,1.0543
999,516.865,2,19.9898,25.442,15.8657,0.155098,-0.382952,0.205155,1.60734,0.129917,1.05256
1000,518.498,2,19.9862,25.4433,15.8766,0.155112,-0.382633,0.205284,1.60756,0.12985,1.05169
1001,510.726,2,19.9859,25.4424,15.8772,0.155102,-0.382611,0.20529,1.60732,0.129856,1.05154
1002,518.926,2,19.9844,25.4423,15.8794,0.155115,-0.382526,0.205301,1.60715,0.129832,1.0512
1003,516.828,2,19.9824,25.4416,15.8791,0.155122,-0.38242,0.20533,1.60682,0.129813,1.05096
1004,522.079,2,19.9839,25.4411,15.8773,0.155128,-0.382468,0.20533,1.60681,0.129839,1.05085
1005,523.474,2,19.9847,25.4416,15.8747,0.15514,-0.382491,0.205366,1.60674,0.129833,1.05067
1006,520.999,2,19.9853,25.4412,15.8758,0.155151,-0.382514,0.205364,1.60666,0.129811,1.05052
1007,517.969,2,19.9844,25.4414,15.8749,0.155159,-0.382466,0.205352,1.60697,0.129774,1.05023
1008,532.326,2,19.984,25.4405,15.8743,0.155174,-0.382457,0.205354,1.60775,0.129741,1.05013
1009,526.163,2,19.9831,25.4395,15.8727,0.15519,-0.382414,0.205333,1.60788,0.12973,1.05001
1010,518.819,2,19.9842,25.44,15.8713,0.155195,-0.382459,0.205318,1.60789,0.129707,1.04993
1011,516.59,2,19.9842,25.4406,15.8722,0.155192,-0.382471,0.205325,1.60758,0.129709,1.04991
1012,517.296,2,19.9844,25.4401,15.874,0.15519,-0.382476,0.205333,1.60739,0.129716,1.04989
1013,511.815,2,19.9848,25.4405,15.8733,0.155184,-0.382493,0.205337,1.60708,0.129683,1.04995
1014,507.802,2,19.9845,25.4412,15.871,0.155175,-0.382464,0.205324,1.60683,0.129672,1.04983
1015,511.59,2,19.9837,25.4407,15.8682,0.155175,-0.382437,0.205325,1.60632,0.129633,1.04976
1016,514.784,2,19.9828,25.4404,15.8643,0.155172,-0.382397,0.205316,1.60565,0.129666,1.04967
1017,529.028,2,19.9813,25.4401,15.8582,0.155187,-0.382314,0.205332,1.60531,0.129698,1.04966
1018,524.366,2,19.9813,25.4394,15.8552,0.155196,-0.382315,0.20535,1.60528,0.129687,1.04949
1019,529.158,2,19.98,25.4385,15.8523,0.155214,-0.382282,0.205341,1.60512,0.129661,1.04962
1020,519.775,2,19.9799,25.4379,15.8526,0.155219,-0.38229,0.205327,1.60483,0.12966,1.04961
1021,526.912,2,19.9792,25.4365,15.8509,0.155226,-0.382268,0.205312,1.60484,0.129682,1.04963
1022,526.288,2,19.978,25.4361,15.8517,0.15523,-0.382212,0.205327,1.60485,0.129687,1.04971
1023,526.182,2,19.978,25.4362,15.8488,0.155243,-0.382207,0.205328,1.6045,0.129712,1.04966
1024,526.869,2,19.978,25.4375,15.8451,0.155253,-0.382177,0.205344,1.60449,0.129729,1.04963
1025,533.5,2,19.9791,25.4377,15.846,0.155276,-0.382226,0.205343,1.60456,0.129721,1.04967
1026,532.136,2,19.9805,25.438,15.8488,0.155296,-0.382271,0.205349,1.60461,0.129722,1.04975
1027,523.67,2,19.9814,25.4389,15.8517,0.1553,-0.382297,0.205353,1.605,0.129718,1.04967
1028,517.625,2,19.982,25.4397,15.8547,0.155301,-0.382319,0.205349,1.60502,0.129687,1.04983
1029,514.909,2,19.9809,25.4403,15.8585,0.155302,-0.382259,0.205327,1.60502,0.129649,1.04989
1030,518.153,2,19.9794,25.4401,15.8632,0.155287,-0.382181,0.205322,1.60539,0.129683,1.04994
1031,521.419,2,19.9778,25.4404,15.8656,0.155291,-0.382088,0.205331,1.60607,0.129638,1.04985
