iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,527.65,1,30.9422,35.7262,19.9536,1.5,-0.415546,1.5,1.5,1.5,1.5
2,517.733,1,19.9709,20.527,23.4818,1.58745,-0.393604,1.46202,1.46202,1.46202,1.46202
3,531.177,1,20.1784,20.7748,22.8086,1.709,-0.398791,1.425,1.425,1.425,1.425
4,536.684,1,20.2581,20.5882,24.5314,1.78946,-0.406514,1.38892,1.39698,1.38892,1.38892
5,540.609,1,19.3489,20.9501,25.8424,1.82926,-0.367796,1.35375,1.47567,1.35375,1.35375
6,533.97,1,19.8189,20.9132,25.908,1.79389,-0.394215,1.31947,1.4383,1.31947,1.31947
7,530.429,1,19.7194,21.0258,22.4974,1.81135,-0.385285,1.28606,1.40188,1.28606,1.28606
8,527.577,1,20.009,20.3055,20.0798,1.83562,-0.398202,1.2535,1.36639,1.2535,1.2535
9,520.646,1,19.8622,20.5012,21.1068,1.78915,-0.389773,1.22176,1.33179,1.22176,1.22176
10,518.471,1,20.2877,20.1697,19.1566,1.76812,-0.403877,1.19082,1.29807,1.19082,1.19082
11,513.847,1,19.7562,20.5492,19.3781,1.7303,-0.393296,1.16067,1.26988,1.16067,1.16067
12,504.412,1,20.4219,20.3582,22.3818,1.68649,-0.414907,1.13128,1.23772,1.13128,1.13128
13,506.758,1,20.3993,20.7861,21.8638,1.71371,-0.406512,1.10264,1.26713,1.10264,1.10264
14,503.426,1,20.0842,20.5344,21.4258,1.71363,-0.402791,1.07472,1.23504,1.07472,1.07472
15,502.692,1,19.853,20.5363,19.2514,1.71369,-0.398343,1.04751,1.26493,1.04751,1.04751
16,501.593,1,20.0697,20.5931,21.5644,1.71456,-0.40397,1.02098,1.2329,1.02098,1.02098
17,498.066,1,20.2487,20.3165,20.9915,1.67542,-0.410139,0.995131,1.21368,0.995131,0.995131
18,501.89,1,20.6422,20.0724,19.1318,1.75239,-0.42802,0.969933,1.19385,0.969933,0.969933
19,496.871,1,19.5965,20.3166,17.495,1.70802,-0.379183,0.945374,1.22079,0.945374,0.945374
20,495.095,1,19.8298,19.9994,17.2158,1.69442,-0.3936,0.921437,1.21231,0.921437,0.921437
21,493.037,1,19.8989,19.8652,19.2267,1.66588,-0.404055,0.898105,1.26486,0.898105,0.898105
22,491.918,1,19.7401,19.7134,19.7517,1.6808,-0.397391,0.875365,1.28761,0.875365,0.875365
23,497.945,1,20.3215,19.6351,18.8387,1.748,-0.41706,0.8532,1.255,0.8532,0.892813
24,498.86,1,20.7093,19.4313,18.8656,1.76438,-0.441449,0.831597,1.22323,0.831597,0.877177
25,498.19,1,20.3211,19.0891,18.5337,1.77461,-0.42231,0.81054,1.19225,0.81054,0.923964
26,492.977,1,19.8793,19.6774,20.5749,1.73515,-0.404666,0.790017,1.16207,0.790017,0.992014
27,494.577,1,20.7165,19.5074,17.961,1.76025,-0.442949,0.770013,1.15763,0.770013,0.966895
28,487.562,1,20.2667,19.867,17.4127,1.72688,-0.415273,0.750516,1.12832,0.750516,0.942413
29,490.897,1,20.6946,20.4073,17.6579,1.7429,-0.435169,0.731512,1.19143,0.731512,0.918551
30,496.128,1,21.3608,21.1381,18.4598,1.85049,-0.459028,0.71299,1.16236,0.71299,0.895292
31,485.234,1,20.6393,21.3525,19.1042,1.80363,-0.427948,0.694937,1.22555,0.694937,0.872623
32,486.65,1,20.0684,21.1673,20.6734,1.77026,-0.397167,0.677341,1.19452,0.677341,0.868066
33,485.025,1,21.053,20.8868,19.7552,1.73568,-0.440872,0.66019,1.22805,0.66019,0.879123
34,489.804,1,19.8425,20.7926,19.3549,1.79097,-0.401667,0.643474,1.19696,0.643474,0.925746
35,490.975,1,19.8442,20.6536,19.4636,1.81552,-0.399597,0.627181,1.19532,0.627181,0.902305
36,484.57,1,20.0806,21.0728,16.7399,1.76955,-0.410503,0.6113,1.25215,0.6113,0.88165
37,489.338,1,20.7626,20.3354,16.6693,1.76643,-0.439958,0.595821,1.30005,0.595821,0.96602
38,480.703,1,20.8021,20.1912,17.8597,1.73914,-0.439656,0.580735,1.26714,0.580735,0.94156
39,484.382,1,20.6471,20.6298,16.8682,1.77576,-0.423107,0.56603,1.31761,0.567794,0.917719
40,493.002,1,20.5234,20.4428,17.603,1.85358,-0.415186,0.551698,1.28424,0.617282,0.894482
41,490.684,1,20.6107,20.49,16.3006,1.85545,-0.420787,0.537729,1.25173,0.616032,0.871833
42,486.538,1,20.244,20.7516,16.3427,1.81436,-0.399628,0.524113,1.22003,0.603205,0.915107
43,490.876,1,19.8704,19.8584,16.8706,1.86586,-0.387219,0.510842,1.18914,0.63798,0.891936
44,493.508,1,20.065,19.9136,17.1607,1.87421,-0.390137,0.497908,1.15903,0.621826,0.983049
45,489.174,1,19.8535,20.0676,14.7052,1.88535,-0.383912,0.4853,1.14736,0.606081,0.958158
46,499.714,1,19.8978,20.8355,14.9407,1.98113,-0.397951,0.473012,1.19248,0.590735,0.933897
47,494.407,1,19.9069,20.884,16.059,1.94816,-0.39484,0.461035,1.22543,0.575777,0.91025
48,490.538,1,20.7896,20.6573,14.606,1.90116,-0.422666,0.449362,1.19914,0.602521,0.887202
49,485.255,1,20.1131,20.5776,14.8873,1.8914,-0.400507,0.437984,1.16878,0.587265,0.864737
50,476.024,1,20.343,20.592,15.6294,1.84351,-0.410197,0.426894,1.13919,0.579644,0.842842
51,480.275,1,20.6334,20.4999,16.8873,1.8958,-0.414116,0.416084,1.12732,0.603202,0.8215
52,476.666,1,20.1792,20.6678,16.5648,1.86573,-0.406185,0.405549,1.20541,0.587928,0.8007
53,474.36,1,20.0689,20.4161,16.5606,1.81849,-0.398681,0.39528,1.35833,0.573042,0.780425
54,476.633,1,20.1831,20.57,15.7995,1.7894,-0.397289,0.385271,1.42276,0.582837,0.772189
55,465.427,1,20.5955,20.5899,15.5086,1.76201,-0.410599,0.375516,1.38674,0.56808,0.752636
56,477.443,1,20.95,20.9418,14.7227,1.87912,-0.429352,0.366008,1.35162,0.572013,0.733579
57,466.566,1,20.5559,21.0988,15.1435,1.83154,-0.412476,0.35674,1.3174,0.557529,0.715004
58,472.121,1,20.6039,21.9795,14.4604,1.87659,-0.410402,0.347707,1.28404,0.543412,0.6969
59,472.694,1,20.8836,22.1439,15.0342,1.88778,-0.426222,0.338903,1.25153,0.529653,0.718379
60,469.503,1,21.4207,21.7883,14.882,1.9232,-0.455938,0.330322,1.21984,0.516242,0.700189
