parameter,value,se_sa,rse_sa
Cl_pop,13.5037832166944,0.918447463253725,6.80140852763594
V1_pop,22.9233093698451,3.22741050077734,14.0791647868387
Q_pop,31.1821206435826,17.6728394091231,56.6761947050584
V2_pop,13.68702051198,4.26522522954318,31.162554522439
omega_Cl,0.259331869372546,0.0491741532116205,18.9618627786078
omega_V1,0.206222727593033,0.111879265893932,54.2516662444298
omega_Q,1.12296372245858,0.337114501710495,30.0200705479985
omega_V2,0.888118565710727,0.32464696915403,36.5544626233804
a,1.5623102165055,0.282993937548188,18.1138121327258
b,0.0432807602982237,0.0210685373839294,48.6787598895162
