iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,687.36,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,680.398,1,19.9222,23.4479,17.8202,0.95,0.285,-0.370459,0.974679,0.974679,0.974679,0.974679
3,663.999,1,22.673,24.9349,19.0844,0.9025,0.27075,-0.482553,0.95,0.95,0.95,0.95
4,658.285,1,21.3329,23.4345,20.8825,0.857375,0.257212,-0.449906,0.925945,0.925945,0.925945,0.925945
5,653.735,1,21.6631,23.375,20.8868,0.814506,0.244352,-0.460629,0.9025,0.9025,0.9025,0.9025
6,636.71,1,22.1255,21.4864,19.5004,0.773781,0.232134,-0.494765,0.879648,0.879648,0.879648,0.879648
7,632.75,1,21.6905,21.1526,20.137,0.735092,0.220528,-0.481822,0.857375,0.87069,0.857375,0.857375
8,628.053,1,21.367,20.9294,22.1694,0.698337,0.209501,-0.45212,0.835666,0.848643,0.835666,0.835666
9,615.187,1,22.4029,20.5509,21.8031,0.66342,0.199026,-0.503336,0.814506,0.827155,0.814506,0.832282
10,618.231,1,22.8853,21.5776,17.9238,0.630249,0.189075,-0.5362,0.793882,0.825037,0.793882,0.811208
11,603.934,1,21.5649,24.426,19.7976,0.598737,0.179621,-0.481026,0.773781,0.85591,0.773781,0.790668
12,597.696,1,20.8913,23.2563,20.2322,0.5688,0.17064,-0.444113,0.754188,0.834238,0.754188,0.775095
13,584.438,1,22.0186,22.979,19.6184,0.54036,0.162108,-0.490295,0.735092,0.813114,0.735092,0.805527
14,582.554,1,20.8009,21.7317,21.5589,0.513342,0.154003,-0.434784,0.716479,0.842942,0.716479,0.806494
15,573.579,1,21.002,21.9841,20.7372,0.487675,0.146302,-0.449938,0.698337,0.821598,0.698337,0.786073
16,577.034,1,21.8252,22.4382,22.3645,0.463291,0.138987,-0.482823,0.680655,0.800795,0.680655,0.766169
17,566.983,1,21.4963,22.4699,23.1686,0.440127,0.132038,-0.460616,0.66342,0.780518,0.66342,0.746769
18,554.225,1,22.2613,23.5409,21.4204,0.41812,0.125436,-0.484731,0.646622,0.760755,0.646622,0.72786
19,546.789,1,21.9497,23.4443,22.2106,1.1676,0.11085,-0.475004,0.630249,0.741493,0.636155,0.72529
20,544.189,1,22.5696,23.657,21.3447,1.10922,0.105307,-0.493555,0.614291,0.738443,0.620048,0.706926
21,532.376,1,23.0173,23.7085,24.1356,1.05376,0.100042,-0.50066,0.598737,0.719746,0.604348,0.719777
22,518.549,1,22.321,23.8029,24.2027,1.00107,0.0950399,-0.482501,0.583577,0.701521,0.589045,0.701552
23,520.562,1,21.8727,23.2165,25.0504,1.36342,0.083286,-0.469341,0.5688,0.796233,0.57413,0.723968
24,517.601,1,22.0751,22.6989,22.2018,1.29525,0.0791217,-0.472288,0.554398,0.776072,0.559593,0.724042
25,513.956,1,22.0097,24.081,23.6033,1.47015,0.0734886,-0.473966,0.54036,0.760969,0.545424,0.770054
26,511.276,1,21.798,22.7461,22.8142,1.61335,0.0645071,-0.45763,0.526678,0.810755,0.531613,0.783873
27,503.443,1,21.8881,23.3282,23.9226,1.53268,0.0612818,-0.472861,0.513342,0.791997,0.518153,0.827777
28,502.263,1,21.9008,23.77,24.5387,1.53265,0.0591299,-0.465717,0.500344,0.888837,0.505033,0.809088
29,503.828,1,22.728,23.9252,23.5114,1.60264,0.0583485,-0.500261,0.487675,0.896248,0.492245,0.788601
30,493.523,1,22.6335,23.5219,24.5133,1.5225,0.0554311,-0.495879,0.475327,0.873554,0.479781,0.803487
31,483.092,1,22.6343,23.3426,24.7597,1.58168,0.0503145,-0.503436,0.463291,0.851435,0.467633,0.783142
32,475.571,1,22.1177,22.3736,21.9414,1.5026,0.0477988,-0.481705,0.45156,0.829877,0.474485,0.763313
33,482.185,1,22.2231,22.3287,21.9903,1.67224,0.0439712,-0.479241,0.440127,0.808864,0.477993,0.752766
34,473.738,1,22.2529,23.0166,22.4639,1.70564,0.0392889,-0.480477,0.428982,0.788383,0.471963,0.733706
35,476.801,1,22.0679,23.1801,21.9197,1.73278,0.0369945,-0.482127,0.41812,0.789658,0.460013,0.715128
36,468.777,1,21.7488,23.1422,21.8108,1.64122,0.038761,-0.467222,0.407533,0.769664,0.448365,0.752817
37,460.608,1,22.3695,23.1468,21.0827,1.67671,0.0321349,-0.485985,0.397214,0.750176,0.44596,0.765119
38,459.568,1,21.4395,22.8464,22.539,1.67676,0.0328775,-0.459912,0.387157,0.731181,0.443109,0.745746
39,459.786,1,21.6707,23.1025,21.8534,1.6388,0.0347131,-0.46356,0.377354,0.712667,0.437119,0.734709
40,463.851,1,22.4402,22.7985,21.1717,1.67947,0.0339864,-0.48279,0.367799,0.694622,0.451673,0.737261
41,473.09,1,22.8491,23.114,21.4487,1.72248,0.0394354,-0.495716,0.358486,0.677033,0.440807,0.760495
42,468.421,1,22.4912,23.1054,21.3942,1.71295,0.0366091,-0.483342,0.349409,0.659891,0.434998,0.779897
43,459.103,1,22.6038,23.1686,19.7644,1.73865,0.0332093,-0.487321,0.340562,0.647949,0.423983,0.760149
44,459.676,1,22.5607,23.834,20.2497,1.69152,0.0367642,-0.486244,0.331938,0.63523,0.413248,0.743187
45,454.844,1,22.3383,23.7866,22.2457,1.61434,0.0393994,-0.482029,0.323534,0.619146,0.402784,0.77592
46,453.546,1,22.3561,23.9168,21.6962,1.61429,0.038696,-0.478508,0.315341,0.603469,0.392585,0.778753
47,448.472,1,21.9244,24.5313,21.7868,1.77863,0.026587,-0.46759,0.307357,0.588189,0.382645,0.759034
48,451.168,1,21.8486,24.7381,21.4303,1.75261,0.0305402,-0.465164,0.299574,0.573295,0.387703,0.739815
49,442.22,1,22.3271,24.3654,20.0644,1.73302,0.0262814,-0.489357,0.291989,0.558779,0.380125,0.759001
50,445.122,1,22.0398,24.4347,19.0659,1.66348,0.0318718,-0.472353,0.284596,0.547019,0.400027,0.739783
51,438.798,1,22.8199,24.4655,19.61,1.58031,0.0302782,-0.499441,0.27739,0.578607,0.391337,0.724249
