parameter,value
Cl_pop,13.4910500380362
V1_pop,25.7027905257276
beta_V1_ANTU_1,-0.268178771419326
beta_V1_logtCLCRMLMIN,-3.24290609376754
beta_V1_logtPROGDL,-1.86906605627298
Q_pop,23.4
beta_Q_LMP_1,0.929230302081506
beta_Q_logtAGEA,1.36840282199104
beta_Q_logtALBGDL,18.043600294887
beta_Q_logtPROGDL,-18.0108354751235
V2_pop,2.57033345305835
beta_V2_SEXF_1,4.92251055419587
beta_V2_logtHCM,41.0700656739254
beta_V2_logtIMCKGM2,-0.813952728260634
beta_V2_logtRAL,0.234677831361772
omega_Cl,0.259383778963675
omega_V1,0.326682088193066
omega_Q,5.31537419153069e-8
omega_V2,3.35543556910503e-8
a,1.31378180858666
b,0.0446545775141506
