pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.36008,0.150218,-3.11855,0.00578651,-1.64475,0.053507,All
-0.871903,0.675979,-2.92013,0,-1.18791,0.347796,All
-0.383722,0.425616,-2.72171,0.0173595,-0.731061,0.561824,All
0.104459,0.350508,-2.52329,0.0173595,-0.274216,0.374549,All
0.59264,0.20029,-2.32487,0.046292,0.18263,0.321042,All
1.08082,0.150218,-2.12646,0.034719,0.639475,0.321042,All
1.569,0.150218,-1.92804,0.0694381,1.09632,0.133768,All
2.05718,0.0751088,-1.72962,0.0636516,1.55317,0.160521,All
2.54536,0.0500725,-1.5312,0.150449,2.01001,0.0802605,All
3.03354,0.0250363,-1.33278,0.162022,2.46686,0.053507,All
,,-1.13437,0.214101,,,All
,,-0.935947,0.214101,,,All
,,-0.737529,0.289325,,,All
,,-0.539111,0.341404,,,All
,,-0.340692,0.335617,,,All
,,-0.142274,0.46292,,,All
,,0.056144,0.433988,,,All
,,0.254562,0.433988,,,All
,,0.452981,0.341404,,,All
,,0.651399,0.387696,,,All
,,0.849817,0.324044,,,All
,,1.04824,0.225674,,,All
,,1.24665,0.185168,,,All
,,1.44507,0.138876,,,All
,,1.64349,0.121517,,,All
,,1.84191,0.0694381,,,All
,,2.04033,0.0752246,,,All
,,2.23874,0.0289325,,,All
,,2.43716,0,,,All
,,2.63558,0.0173595,,,All
