Cl_pop,40.438,16.268,-1.7366,-0.21439,nan,-1.1999,1.3689e-8,4.8498e-8,-1.3037,0.0003196,-0.070225,7.5728e-9,-0.086262,0.0032421
beta_Cl_logtWTKG,16.268,15.184,-0.69479,-0.18797,nan,-1.3756,4.5906e-9,6.1529e-8,-1.233,0.0025942,-0.11381,9.823e-9,-0.089914,0.0036134
beta_Cl_tSCRMGDL,-1.7366,-0.69479,0.078793,0.011696,nan,0.066521,5.4064e-10,-2.4544e-9,0.055663,-1.3886e-5,0.0040699,-4.6541e-10,0.0037906,-0.00012812
V1_pop,-0.21439,-0.18797,0.011696,6.1055,nan,1.3206,1.5607e-7,-1.2025e-8,0.015141,0.010669,0.010364,-8.9206e-9,-0.023006,0.0035699
beta_V1_logtWTKG,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
beta_Q_logtWTKG,-1.1999,-1.3756,0.066521,1.3206,nan,92.872,1.7474e-6,6.0777e-7,0.12116,-0.0025301,2.3407,-4.9832e-8,0.043279,0.023945
V2_pop,1.3689e-8,4.5906e-9,5.4064e-10,1.5607e-7,nan,1.7474e-6,5.1678e-13,4.6523e-14,-1.002e-9,1.0501e-9,2.8867e-9,-8.7534e-15,-8.1589e-9,2.4656e-9
beta_V2_logtWTKG,4.8498e-8,6.1529e-8,-2.4544e-9,-1.2025e-8,nan,6.0777e-7,4.6523e-14,7.3724e-14,-5.2043e-9,-1.7878e-10,-4.7769e-9,3.2799e-15,-1.3466e-9,3.0298e-10
omega_Cl,-1.3037,-1.233,0.055663,0.015141,nan,0.12116,-1.002e-9,-5.2043e-9,0.10265,-0.00017876,0.0097457,-8.1567e-10,0.0077584,-0.00033283
omega_V1,0.0003196,0.0025942,-1.3886e-5,0.010669,nan,-0.0025301,1.0501e-9,-1.7878e-10,-0.00017876,0.0043699,-0.0019845,-8.9199e-11,0.00019169,-2.1626e-5
omega_Q,-0.070225,-0.11381,0.0040699,0.010364,nan,2.3407,2.8867e-9,-4.7769e-9,0.0097457,-0.0019845,0.60795,-5.3729e-9,-0.0056051,0.0010885
omega_V2,7.5728e-9,9.823e-9,-4.6541e-10,-8.9206e-9,nan,-4.9832e-8,-8.7534e-15,3.2799e-15,-8.1567e-10,-8.9199e-11,-5.3729e-9,1.2457e-15,3.0412e-10,-7.6817e-11
a,-0.086262,-0.089914,0.0037906,-0.023006,nan,0.043279,-8.1589e-9,-1.3466e-9,0.0077584,0.00019169,-0.0056051,3.0412e-10,0.055118,-0.0015573
b,0.0032421,0.0036134,-0.00012812,0.0035699,nan,0.023945,2.4656e-9,3.0298e-10,-0.00033283,-2.1626e-5,0.0010885,-7.6817e-11,-0.0015573,0.00020773
