Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.96967,0.0774347,15.3366,0.019715,60.838,0.0088206,7.85361,0.0467863,All
9.89683,0.139382,18.2499,0.0418944,178.86,0.000182495,20.4367,0.0148347,All
10.824,0.147126,21.1632,0.0961108,296.882,6.08317e-05,33.0198,0.0125524,All
11.7512,0.123895,24.0765,0.0690026,414.904,0,45.603,0.00513508,All
12.6783,0.0619477,26.9899,0.0369657,532.926,0,58.1861,0.00513508,All
13.6055,0.0464608,29.9032,0.0345013,650.948,0,70.7692,0,All
14.5327,0.116152,32.8165,0.0369657,768.97,0,83.3523,0,All
15.4598,0.0464608,35.7298,0.0123219,886.993,0,95.9354,0,All
16.387,0.0929216,38.6431,0.00492876,1005.01,0,108.519,0,All
17.3142,0.0696912,41.5564,0,1123.04,0,121.102,0.000570565,All
18.2413,0.0696912,44.4697,0.00246438,1241.06,0,133.685,0,All
19.1685,0.0929216,47.383,0.00739314,1359.08,0,146.268,0,All
20.0957,0.0774347,50.2963,0.00739314,1477.1,6.08317e-05,158.851,0.000570565,All
