parameter,value
Cl_pop,13.2765465322326
beta_Cl_logtSCRMGDL,-0.330153349497529
V1_pop,24.1545453742064
beta_V1_logtCLCRMLMIN,-3.05337645325752
beta_V1_logtPROGDL,-2.26009908558456
Q_pop,23.4
beta_Q_LMP_1,0.811091188837339
beta_Q_logtAGEA,1.14257019365364
beta_Q_logtALBGDL,17.2847217634878
beta_Q_logtPROGDL,-16.8302002784222
V2_pop,3.92520712850503
beta_V2_SEXF_1,3.79488811124702
beta_V2_logtHCM,28.9472306302124
omega_Cl,0.238515109051162
omega_V1,0.347053549051489
omega_Q,2.3064690263354e-8
omega_V2,3.74007522099384e-8
a,1.43275407979955
b,0.0424357055335077
