Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q2_abscissa,Q2_pdf,Q2_cdf,V2_abscissa,V2_pdf,V2_cdf,Q3_abscissa,Q3_pdf,Q3_cdf,V3_abscissa,V3_pdf,V3_cdf,split
14.3071,0.120402,0.577081,28.9786,2.22045e-16,2.22045e-16,5.41681e-08,2.22045e-16,2.22045e-16,207.132,2.22045e-16,2.22045e-16,36.5103,0.00252172,0.870588,36.3074,2.22045e-16,2.22045e-16,All
14.6047,0.115414,0.612192,28.9788,2.22045e-16,2.22045e-16,5.41689e-08,2.22045e-16,2.22045e-16,207.134,2.22045e-16,2.22045e-16,37.7226,0.00240145,0.873571,36.3076,2.22045e-16,2.22045e-16,All
14.9024,0.109848,0.64573,28.979,2.22045e-16,2.22045e-16,5.41696e-08,2.22045e-16,2.22045e-16,207.136,2.22045e-16,2.22045e-16,38.9349,0.00229001,0.876414,36.3078,2.22045e-16,2.22045e-16,All
15.2,0.103856,0.677543,28.9793,2.22045e-16,2.22045e-16,5.41704e-08,2.22045e-16,2.22045e-16,207.139,2.22045e-16,2.22045e-16,40.1472,0.00218652,0.879126,36.308,2.22045e-16,2.22045e-16,All
15.4977,0.0975775,0.707527,28.9795,2.22045e-16,2.22045e-16,5.41711e-08,2.22045e-16,2.22045e-16,207.141,2.22045e-16,2.22045e-16,41.3595,0.00209023,0.881718,36.3082,2.22045e-16,2.22045e-16,All
15.7953,0.0911401,0.735616,28.9797,2.22045e-16,2.22045e-16,5.41718e-08,2.22045e-16,2.22045e-16,207.143,2.22045e-16,2.22045e-16,42.5718,0.00200046,0.884197,36.3084,2.22045e-16,2.22045e-16,All
16.093,0.0846572,0.761779,28.98,2.22045e-16,2.22045e-16,5.41726e-08,2.22045e-16,2.22045e-16,207.146,2.22045e-16,2.22045e-16,43.7841,0.00191661,0.886571,36.3086,2.22045e-16,2.22045e-16,All
16.3906,0.0782266,0.786018,28.9802,2.22045e-16,2.22045e-16,5.41733e-08,2.22045e-16,2.22045e-16,207.148,2.22045e-16,2.22045e-16,44.9964,0.00183816,0.888846,36.3088,2.22045e-16,2.22045e-16,All
16.6883,0.0719307,0.808361,28.9804,2.22045e-16,2.22045e-16,5.4174e-08,2.22045e-16,2.22045e-16,207.151,2.22045e-16,2.22045e-16,46.2087,0.00176464,0.891029,36.309,2.22045e-16,2.22045e-16,All
16.9859,0.0658365,0.828859,28.9807,2.22045e-16,2.22045e-16,5.41748e-08,2.22045e-16,2.22045e-16,207.153,2.22045e-16,2.22045e-16,47.421,0.00169563,0.893126,36.3092,2.22045e-16,2.22045e-16,All
17.2836,0.0599966,0.847579,28.9809,2.22045e-16,2.22045e-16,5.41755e-08,2.22045e-16,2.22045e-16,207.155,2.22045e-16,2.22045e-16,48.6333,0.00163077,0.895142,36.3094,2.22045e-16,2.22045e-16,All
17.5812,0.0544506,0.864604,28.9811,2.22045e-16,2.22045e-16,5.41763e-08,2.22045e-16,2.22045e-16,207.158,2.22045e-16,2.22045e-16,49.8456,0.0015697,0.897082,36.3096,2.22045e-16,2.22045e-16,All
17.8789,0.049226,0.880026,28.9814,2.22045e-16,2.22045e-16,5.4177e-08,2.22045e-16,2.22045e-16,207.16,2.22045e-16,2.22045e-16,51.0578,0.00151215,0.89895,36.3098,2.22045e-16,2.22045e-16,All
18.1766,0.0443404,0.893942,28.9816,2.22045e-16,2.22045e-16,5.41777e-08,2.22045e-16,2.22045e-16,207.163,2.22045e-16,2.22045e-16,52.2701,0.00145782,0.90075,36.31,2.22045e-16,2.22045e-16,All
18.4742,0.0398019,0.906456,28.9818,2.22045e-16,2.22045e-16,5.41785e-08,2.22045e-16,2.22045e-16,207.165,2.22045e-16,2.22045e-16,53.4824,0.00140649,0.902485,36.3103,2.22045e-16,2.22045e-16,All
18.7719,0.0356117,0.917671,28.9821,2.22045e-16,2.22045e-16,5.41792e-08,2.22045e-16,2.22045e-16,207.167,2.22045e-16,2.22045e-16,54.6947,0.00135792,0.904161,36.3105,2.22045e-16,2.22045e-16,All
19.0695,0.0317646,0.92769,28.9823,2.22045e-16,2.22045e-16,5.41799e-08,2.22045e-16,2.22045e-16,207.17,2.22045e-16,2.22045e-16,55.907,0.00131191,0.905779,36.3107,2.22045e-16,2.22045e-16,All
19.3672,0.0282507,0.936614,28.9825,2.22045e-16,2.22045e-16,5.41807e-08,2.22045e-16,2.22045e-16,207.172,2.22045e-16,2.22045e-16,57.1193,0.00126829,0.907343,36.3109,2.22045e-16,2.22045e-16,All
19.6648,0.0250566,0.944539,28.9827,2.22045e-16,2.22045e-16,5.41814e-08,2.22045e-16,2.22045e-16,207.175,2.22045e-16,2.22045e-16,58.3316,0.00122689,0.908855,36.3111,2.22045e-16,2.22045e-16,All
19.9625,0.0221658,0.95156,28.983,2.22045e-16,2.22045e-16,5.41822e-08,2.22045e-16,2.22045e-16,207.177,2.22045e-16,2.22045e-16,59.5439,0.00118755,0.910318,36.3113,2.22045e-16,2.22045e-16,All
20.2601,0.0195604,0.957763,28.9832,2.22045e-16,1,5.41829e-08,2.22045e-16,1,207.179,2.22045e-16,1,60.7562,0.00115014,0.911735,36.3115,2.22045e-16,1,All
20.5578,0.0172212,0.963231,28.9834,2.22045e-16,1,5.41836e-08,2.22045e-16,1,207.182,2.22045e-16,1,61.9685,0.00111453,0.913108,36.3117,2.22045e-16,1,All
20.8554,0.0151284,0.968039,28.9837,2.22045e-16,1,5.41844e-08,2.22045e-16,1,207.184,2.22045e-16,1,63.1808,0.0010806,0.914438,36.3119,2.22045e-16,1,All
21.1531,0.0132623,0.972259,28.9839,2.22045e-16,1,5.41851e-08,2.22045e-16,1,207.186,2.22045e-16,1,64.3931,0.00104825,0.915728,36.3121,2.22045e-16,1,All
21.4507,0.0116035,0.975955,28.9841,2.22045e-16,1,5.41858e-08,2.22045e-16,1,207.189,2.22045e-16,1,65.6054,0.00101738,0.91698,36.3123,2.22045e-16,1,All
21.7484,0.0101333,0.979186,28.9844,2.22045e-16,1,5.41866e-08,2.22045e-16,1,207.191,2.22045e-16,1,66.8177,0.000987887,0.918195,36.3125,2.22045e-16,1,All
22.046,0.00883387,0.982005,28.9846,2.22045e-16,1,5.41873e-08,2.22045e-16,1,207.194,2.22045e-16,1,68.0299,0.0009597,0.919376,36.3127,2.22045e-16,1,All
22.3437,0.00768822,0.98446,28.9848,2.22045e-16,1,5.41881e-08,2.22045e-16,1,207.196,2.22045e-16,1,69.2422,0.000932739,0.920523,36.3129,2.22045e-16,1,All
22.6413,0.00668061,0.986595,28.9851,2.22045e-16,1,5.41888e-08,2.22045e-16,1,207.198,2.22045e-16,1,70.4545,0.000906931,0.921638,36.3131,2.22045e-16,1,All
22.939,0.00579642,0.988449,28.9853,2.22045e-16,1,5.41895e-08,2.22045e-16,1,207.201,2.22045e-16,1,71.6668,0.00088221,0.922722,36.3133,2.22045e-16,1,All
23.2366,0.00502217,0.990057,28.9855,2.22045e-16,1,5.41903e-08,2.22045e-16,1,207.203,2.22045e-16,1,72.8791,0.000858514,0.923777,36.3135,2.22045e-16,1,All
23.5343,0.00434554,0.991448,28.9858,2.22045e-16,1,5.4191e-08,2.22045e-16,1,207.206,2.22045e-16,1,74.0914,0.000835786,0.924804,36.3138,2.22045e-16,1,All
23.8319,0.00375535,0.992652,28.986,2.22045e-16,1,5.41917e-08,2.22045e-16,1,207.208,2.22045e-16,1,75.3037,0.000813974,0.925804,36.314,2.22045e-16,1,All
24.1296,0.00324145,0.993692,28.9862,2.22045e-16,1,5.41925e-08,2.22045e-16,1,207.21,2.22045e-16,1,76.516,0.000793026,0.926778,36.3142,2.22045e-16,1,All
24.4272,0.00279473,0.994588,28.9865,2.22045e-16,1,5.41932e-08,2.22045e-16,1,207.213,2.22045e-16,1,77.7283,0.000772898,0.927727,36.3144,2.22045e-16,1,All
24.7249,0.00240702,0.995361,28.9867,2.22045e-16,1,5.4194e-08,2.22045e-16,1,207.215,2.22045e-16,1,78.9406,0.000753545,0.928652,36.3146,2.22045e-16,1,All
25.0226,0.00207102,0.996026,28.9869,2.22045e-16,1,5.41947e-08,2.22045e-16,1,207.217,2.22045e-16,1,80.1529,0.000734929,0.929554,36.3148,2.22045e-16,1,All
25.3202,0.00178024,0.996599,28.9872,2.22045e-16,1,5.41954e-08,2.22045e-16,1,207.22,2.22045e-16,1,81.3652,0.00071701,0.930434,36.315,2.22045e-16,1,All
25.6179,0.00152892,0.99709,28.9874,2.22045e-16,1,5.41962e-08,2.22045e-16,1,207.222,2.22045e-16,1,82.5775,0.000699755,0.931293,36.3152,2.22045e-16,1,All
25.9155,0.00131198,0.997512,28.9876,2.22045e-16,1,5.41969e-08,2.22045e-16,1,207.225,2.22045e-16,1,83.7898,0.000683129,0.932131,36.3154,2.22045e-16,1,All
26.2132,0.00112492,0.997874,28.9879,2.22045e-16,1,5.41977e-08,2.22045e-16,1,207.227,2.22045e-16,1,85.002,0.000667102,0.93295,36.3156,2.22045e-16,1,All
26.5108,0.000963821,0.998184,28.9881,2.22045e-16,1,5.41984e-08,2.22045e-16,1,207.229,2.22045e-16,1,86.2143,0.000651645,0.933749,36.3158,2.22045e-16,1,All
26.8085,0.000825211,0.99845,28.9883,2.22045e-16,1,5.41991e-08,2.22045e-16,1,207.232,2.22045e-16,1,87.4266,0.000636731,0.93453,36.316,2.22045e-16,1,All
27.1061,0.000706069,0.998678,28.9886,2.22045e-16,1,5.41999e-08,2.22045e-16,1,207.234,2.22045e-16,1,88.6389,0.000622334,0.935293,36.3162,2.22045e-16,1,All
27.4038,0.000603754,0.998872,28.9888,2.22045e-16,1,5.42006e-08,2.22045e-16,1,207.237,2.22045e-16,1,89.8512,0.00060843,0.936039,36.3164,2.22045e-16,1,All
27.7014,0.000515966,0.999038,28.989,2.22045e-16,1,5.42013e-08,2.22045e-16,1,207.239,2.22045e-16,1,91.0635,0.000594997,0.936768,36.3166,2.22045e-16,1,All
27.9991,0.000440703,0.99918,28.9892,2.22045e-16,1,5.42021e-08,2.22045e-16,1,207.241,2.22045e-16,1,92.2758,0.000582012,0.937482,36.3168,2.22045e-16,1,All
28.2967,0.000376226,0.999302,28.9895,2.22045e-16,1,5.42028e-08,2.22045e-16,1,207.244,2.22045e-16,1,93.4881,0.000569456,0.93818,36.3171,2.22045e-16,1,All
28.5944,0.00032103,0.999405,28.9897,2.22045e-16,1,5.42036e-08,2.22045e-16,1,207.246,2.22045e-16,1,94.7004,0.00055731,0.938863,36.3173,2.22045e-16,1,All
28.892,0.00027381,0.999494,28.9899,2.22045e-16,1,5.42043e-08,2.22045e-16,1,207.248,2.22045e-16,1,95.9127,0.000545555,0.939531,36.3175,2.22045e-16,1,All
29.1897,0.000233438,0.999569,28.9902,2.22045e-16,1,5.4205e-08,2.22045e-16,1,207.251,2.22045e-16,1,97.125,0.000534175,0.940186,36.3177,2.22045e-16,1,All
29.4873,0.000198943,0.999633,28.9904,2.22045e-16,1,5.42058e-08,2.22045e-16,1,207.253,2.22045e-16,1,98.3373,0.000523154,0.940826,36.3179,2.22045e-16,1,All
29.785,0.000169485,0.999688,28.9906,2.22045e-16,1,5.42065e-08,2.22045e-16,1,207.256,2.22045e-16,1,99.5496,0.000512477,0.941454,36.3181,2.22045e-16,1,All
30.0826,0.000144341,0.999735,28.9909,2.22045e-16,1,5.42072e-08,2.22045e-16,1,207.258,2.22045e-16,1,100.762,0.000502128,0.942069,36.3183,2.22045e-16,1,All
30.3803,0.000122889,0.999774,28.9911,2.22045e-16,1,5.4208e-08,2.22045e-16,1,207.26,2.22045e-16,1,101.974,0.000492095,0.942672,36.3185,2.22045e-16,1,All
30.6779,0.000104596,0.999808,28.9913,2.22045e-16,1,5.42087e-08,2.22045e-16,1,207.263,2.22045e-16,1,103.186,0.000482365,0.943262,36.3187,2.22045e-16,1,All
30.9756,8.90037e-05,0.999837,28.9916,2.22045e-16,1,5.42095e-08,2.22045e-16,1,207.265,2.22045e-16,1,104.399,0.000472925,0.943841,36.3189,2.22045e-16,1,All
31.2732,7.57176e-05,0.999861,28.9918,2.22045e-16,1,5.42102e-08,2.22045e-16,1,207.268,2.22045e-16,1,105.611,0.000463764,0.944409,36.3191,2.22045e-16,1,All
31.5709,6.44011e-05,0.999882,28.992,2.22045e-16,1,5.42109e-08,2.22045e-16,1,207.27,2.22045e-16,1,106.823,0.00045487,0.944966,36.3193,2.22045e-16,1,All
31.8686,5.47652e-05,0.9999,28.9923,2.22045e-16,1,5.42117e-08,2.22045e-16,1,207.272,2.22045e-16,1,108.036,0.000446234,0.945512,36.3195,2.22045e-16,1,All
32.1662,4.6563e-05,0.999915,28.9925,2.22045e-16,1,5.42124e-08,2.22045e-16,1,207.275,2.22045e-16,1,109.248,0.000437844,0.946048,36.3197,2.22045e-16,1,All
32.4639,3.9583e-05,0.999928,28.9927,2.22045e-16,1,5.42131e-08,2.22045e-16,1,207.277,2.22045e-16,1,110.46,0.000429693,0.946574,36.3199,2.22045e-16,1,All
32.7615,3.36447e-05,0.999939,28.993,2.22045e-16,1,5.42139e-08,2.22045e-16,1,207.279,2.22045e-16,1,111.672,0.00042177,0.94709,36.3201,2.22045e-16,1,All
33.0592,2.85938e-05,0.999948,28.9932,2.22045e-16,1,5.42146e-08,2.22045e-16,1,207.282,2.22045e-16,1,112.885,0.000414067,0.947596,36.3203,2.22045e-16,1,All
33.3568,2.42987e-05,0.999956,28.9934,2.22045e-16,1,5.42154e-08,2.22045e-16,1,207.284,2.22045e-16,1,114.097,0.000406576,0.948094,36.3206,2.22045e-16,1,All
33.6545,2.06469e-05,0.999962,28.9937,2.22045e-16,1,5.42161e-08,2.22045e-16,1,207.287,2.22045e-16,1,115.309,0.000399289,0.948582,36.3208,2.22045e-16,1,All
33.9521,1.75426e-05,0.999968,28.9939,2.22045e-16,1,5.42168e-08,2.22045e-16,1,207.289,2.22045e-16,1,116.522,0.000392198,0.949062,36.321,2.22045e-16,1,All
34.2498,1.49041e-05,0.999973,28.9941,2.22045e-16,1,5.42176e-08,2.22045e-16,1,207.291,2.22045e-16,1,117.734,0.000385297,0.949533,36.3212,2.22045e-16,1,All
34.5474,1.2662e-05,0.999977,28.9944,2.22045e-16,1,5.42183e-08,2.22045e-16,1,207.294,2.22045e-16,1,118.946,0.000378579,0.949996,36.3214,2.22045e-16,1,All
34.8451,1.07567e-05,0.99998,28.9946,2.22045e-16,1,5.4219e-08,2.22045e-16,1,207.296,2.22045e-16,1,120.159,0.000372036,0.950451,36.3216,2.22045e-16,1,All
