parameter,value,se_sa,rse_sa
Cl_pop,13.4984731689335,0.916445604364194,6.78925381333779
V1_pop,21.7628919576297,5.91436501556097e-6,2.71763744776001e-5
Q_pop,36.7881812167332,18.7782017361112,51.0441155692958
V2_pop,16.5018348005147,3.53856658198306,21.4434735576961
omega_Cl,0.258200337392552,0.0490253440256724,18.9873276389787
omega_V1,1.2152773906288e-7,2.36411249619464e-7,194.532747373126
omega_Q,1.66666852417926,0.488677272570372,29.3206036761879
omega_V2,0.726857414376114,0.180550005880383,24.8398107124428
a,1.54566908149573,0.239976882264273,15.5257606648928
b,0.0575686790738996,0.0131309818154061,22.8092463239431
