Cl_pop,1,0.025423,-0.018686,-0.03092,-0.00013561,0.0066621,-0.016643,0.0062033,0.011144,-0.0016592
V1_pop,0.025423,1,-0.6621,-0.30576,0.011599,0.38282,-0.44676,0.15909,-0.082867,0.012618
Q_pop,-0.018686,-0.6621,1,0.2833,-0.0091067,-0.53584,0.5609,-0.076331,0.039778,0.077291
V2_pop,-0.03092,-0.30576,0.2833,1,-0.015038,-0.25643,0.35703,0.016253,-0.07356,0.036511
omega_Cl,-0.00013561,0.011599,-0.0091067,-0.015038,1,-0.0017843,-0.0063885,-0.0039833,0.017424,-0.020607
omega_V1,0.0066621,0.38282,-0.53584,-0.25643,-0.0017843,1,-0.52489,-0.14649,0.081854,-0.16096
omega_Q,-0.016643,-0.44676,0.5609,0.35703,-0.0063885,-0.52489,1,0.041408,-0.06145,0.10614
omega_V2,0.0062033,0.15909,-0.076331,0.016253,-0.0039833,-0.14649,0.041408,1,-0.22365,0.21497
a,0.011144,-0.082867,0.039778,-0.07356,0.017424,0.081854,-0.06145,-0.22365,1,-0.80843
b,-0.0016592,0.012618,0.077291,0.036511,-0.020607,-0.16096,0.10614,0.21497,-0.80843,1
