standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.76913,0.180382,-1.86811,0.143626,-2.34255,0.0581755,-2.69798,0.0500327,All
-1.49051,0.103075,-1.5182,0.287252,-1.97232,0,-2.26749,0.0166776,All
-1.2119,0.43807,-1.16829,0.0820721,-1.60209,0.155135,-1.837,0.0500327,All
-0.933292,0.412302,-0.818376,0.164144,-1.23186,0.135743,-1.40652,0.100065,All
-0.654681,0.283457,-0.468464,0.451396,-0.861623,0.290877,-0.976029,0.433617,All
-0.37607,0.283457,-0.118553,0.389842,-0.49139,0.387837,-0.545541,0.350229,All
-0.0974587,0.154613,0.231358,0.471914,-0.121157,0.562363,-0.115053,0.416939,All
0.181152,0.360764,0.58127,0.389842,0.249075,0.42662,0.315434,0.383584,All
0.459764,0.257688,0.931181,0.348806,0.619308,0.193918,0.745922,0.283519,All
0.738375,0.386533,1.28109,0.246216,0.989541,0.232702,1.17641,0.216808,All
1.01699,0.334995,1.631,0.061554,1.35977,0.252094,1.6069,0.150098,All
1.2956,0.463839,1.98092,0.020518,1.73001,0.116351,2.03739,0.0333551,All
1.57421,0.206151,2.33083,0.020518,2.10024,0.0969591,2.46787,0.0166776,All
