parameter,value,se_sa,rse_sa
Cl_pop,13.5122750297035,0.916899146308831,6.78567557493647
V1_pop,24.3743175773521,2.35716777710336,9.67070265505018
Q_pop,23.9907988690268,10.6332861710044,44.3223513691845
V2_pop,12.8245690900894,4.11121680060376,32.0573484514254
omega_Cl,0.259271194379932,0.0488817683699724,18.8535284403179
omega_V1,0.248937666801382,0.0927334970658696,37.251693669909
omega_Q,1.05615514235506,0.35342056473673,33.4629402976401
omega_V2,0.957062941323389,0.336302146258399,35.1389790303001
a,1.48876509367075,0.26766921466347,17.9792779802149
b,0.0461925062041115,0.0165017351189661,35.7238359097678
