popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
2.32927,3.30123,2.32927,-0.76167,5.4202,0.930131,1.15404,0.930131,-2.1608,4.02107,All
2.4954,3.40487,2.4954,-0.595533,5.58634,1.01963,1.23385,1.01963,-2.0713,4.11057,All
2.67339,3.51665,2.67339,-0.417546,5.76432,1.11775,1.32134,1.11775,-1.97319,4.20868,All
2.86407,3.63641,2.86407,-0.226865,5.955,1.22531,1.41726,1.22531,-1.86563,4.31624,All
3.06835,3.76471,3.06835,-0.022583,6.15929,1.34321,1.5224,1.34321,-1.74772,4.43415,All
3.2872,3.90933,3.2872,0.19627,6.37814,1.47247,1.63874,1.47247,-1.61847,4.5634,All
3.52167,4.07425,3.52167,0.430732,6.6126,1.61416,1.76705,1.61416,-1.47678,4.70509,All
3.74259,4.23393,3.74259,0.651657,6.83353,1.76948,1.90794,1.76948,-1.32145,4.86042,All
3.77285,4.25623,3.77285,0.681918,6.86379,1.93975,2.06367,1.93975,-1.15118,5.03069,All
4.04195,4.45878,4.04195,0.951019,7.13289,2.12641,2.23456,2.12641,-0.964528,5.21734,All
4.33025,4.68294,4.33025,1.23931,7.42118,2.33102,2.42339,2.33102,-0.759912,5.42196,All
4.63911,4.93663,4.63911,1.54817,7.73004,2.55533,2.63164,2.55533,-0.535606,5.64626,All
4.97,5.20875,4.97,1.87906,8.06093,2.75055,2.81424,2.75055,-0.340384,5.84149,All
5.15592,5.36489,5.15592,2.06498,8.24685,2.80122,2.86199,2.80122,-0.289716,5.89215,All
5.32448,5.51371,5.32448,2.23355,8.41542,3.07077,3.11603,3.07077,-0.0201645,6.16171,All
5.70426,5.84899,5.70426,2.61332,8.79519,3.36626,3.39451,3.36626,0.275325,6.45719,All
6.11112,6.21388,6.11112,3.02018,9.20205,3.69018,3.70178,3.69018,0.599248,6.78112,All
6.547,6.62221,6.547,3.45606,9.63793,4.04528,4.04204,4.04528,0.954341,7.13621,All
6.56924,6.64331,6.56924,3.47831,9.66018,4.43454,4.41674,4.43454,1.3436,7.52547,All
7.01397,7.0651,7.01397,3.92303,10.1049,4.57097,4.54878,4.57097,1.48004,7.66191,All
7.51424,7.54606,7.51424,4.42331,10.6052,4.86126,4.83024,4.86126,1.77032,7.95219,All
7.98257,8.00634,7.98257,4.89164,11.0735,5.32904,5.28641,5.32904,2.2381,8.41997,All
8.0502,8.07326,8.0502,4.95927,11.1411,5.84183,5.7883,5.84183,2.7509,8.93277,All
8.62439,8.6477,8.62439,5.53346,11.7153,6.39139,6.32837,6.39139,3.30046,9.48233,All
9.23953,9.27087,9.23953,6.1486,12.3305,6.40397,6.34077,6.40397,3.31304,9.49491,All
9.3959,9.43208,9.3959,6.30496,12.4868,7.0202,6.94846,7.0202,3.92927,10.1111,All
9.89855,9.95743,9.89855,6.80761,12.9895,7.69573,7.61565,7.69573,4.6048,10.7867,All
10.6046,10.6953,10.6046,7.51364,13.6955,8.21181,8.1269,8.21181,5.12088,11.3027,All
10.8092,10.9092,10.8092,7.71829,13.9002,8.43627,8.34941,8.43627,5.34533,11.5272,All
11.3609,11.4859,11.3609,8.27001,14.4519,9.24806,9.1565,9.24806,6.15712,12.339,All
12.1713,12.3382,12.1713,9.08034,15.2622,10.0322,9.93734,10.0322,6.9413,13.1232,All
12.2225,12.3928,12.2225,9.13161,15.3135,10.138,10.0428,10.138,7.04703,13.2289,All
13.0394,13.2661,13.0394,9.94847,16.1303,11.1135,11.0171,11.1135,8.02257,14.2044,All
13.6359,13.9052,13.6359,10.5449,16.7268,11.8527,11.7572,11.8527,8.76172,14.9436,All
13.9694,14.2629,13.9694,10.8785,17.0604,12.1829,12.0882,12.1829,9.09198,15.2739,All
14.9658,15.3307,14.9658,11.8749,18.0568,13.3552,13.2657,13.3552,10.2643,16.4462,All
15.0492,15.42,15.0492,11.9583,18.1401,13.6731,13.5855,13.6731,10.5821,16.764,All
16.0333,16.4699,16.0333,12.9423,19.1242,14.6404,14.5588,14.6404,11.5494,17.7313,All
16.4625,16.9253,16.4625,13.3716,19.5535,15.4935,15.4183,15.4935,12.4026,18.5844,All
17.1769,17.6778,17.1769,14.0859,20.2678,16.0492,15.9788,16.0492,12.9582,19.1401,All
17.8759,18.4105,17.8759,14.7849,20.9668,17.3139,17.2554,17.3139,14.223,20.4048,All
18.402,18.9527,18.402,15.3111,21.493,17.5935,17.5377,17.5935,14.5026,20.6844,All
19.2892,19.8656,19.2892,16.1982,22.3801,19.1343,19.0945,19.1343,16.0434,22.2253,All
19.7146,20.3034,19.7146,16.6236,22.8055,19.2865,19.2483,19.2865,16.1955,22.3774,All
20.7025,21.32,20.7025,17.6116,23.7934,20.9548,20.9345,20.9548,17.8638,24.0457,All
21.1207,21.7504,21.1207,18.0298,24.2116,21.1423,21.1241,21.1423,18.0514,24.2333,All
22.1158,22.767,22.1158,19.0249,25.2068,22.7752,22.7746,22.7752,19.6842,25.8661,All
22.6272,23.2854,22.6272,19.5362,25.7181,23.1768,23.1805,23.1768,20.0858,26.2677,All
23.5292,24.1958,23.5292,20.4382,26.6201,24.5956,24.6138,24.5956,21.5047,27.6865,All
24.2411,24.9138,24.2411,21.1501,27.332,25.407,25.4327,25.407,22.3161,28.4979,All
24.9425,25.6185,24.9425,21.8515,28.0334,26.416,26.4509,26.416,23.3251,29.5069,All
25.9701,26.651,25.9701,22.8791,29.061,27.8518,27.8977,27.8518,24.7609,30.9428,All
26.3558,27.0385,26.3558,23.2649,29.4467,28.2364,28.2849,28.2364,25.1455,31.3274,All
27.7691,28.4574,27.7691,24.6782,30.8601,30.0569,30.1149,30.0569,26.9659,33.1478,All
27.8224,28.5109,27.8224,24.7315,30.9133,30.5319,30.5917,30.5319,27.441,33.6228,All
29.1825,29.8786,29.1825,26.0915,32.2734,31.8773,31.9402,31.8773,28.7863,34.9682,All
29.8069,30.5086,29.8069,26.7159,32.8978,33.4699,33.534,33.4699,30.379,36.5608,All
30.5958,31.3052,30.5958,27.5049,33.6867,33.6977,33.7618,33.6977,30.6068,36.7886,All
31.9329,32.6583,31.9329,28.8419,35.0238,35.5181,35.5798,35.5181,32.4272,38.609,All
32.0091,32.7357,32.0091,28.9182,35.1,36.6906,36.7489,36.6906,33.5996,39.7815,All
33.4224,34.1732,33.4224,30.3315,36.5134,37.3385,37.3949,37.3385,34.2476,40.4295,All
34.2105,34.9828,34.2105,31.1196,37.3014,39.159,39.2076,39.159,36.068,42.2499,All
34.8358,35.6252,34.8358,31.7448,37.9267,40.2212,40.2645,40.2212,37.1302,43.3121,All
36.2491,37.0773,36.2491,33.1582,39.34,40.9794,41.0185,40.9794,37.8884,44.0703,All
36.6506,37.4897,36.6506,33.5597,39.7415,42.7998,42.8283,42.7998,39.7089,45.8907,All
37.6624,38.5337,37.6624,34.5715,40.7534,44.0915,44.112,44.0915,41.0006,47.1824,All
