iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,546.806,1,13.5088,24.1422,13.1053,1.5,0,1.5,1.5,1.5,1.5
2,536.674,1,19.3003,15.1658,15.4825,1.69593,-0.374069,1.46202,1.49083,1.46202,1.46202
3,532.77,1,19.002,14.6281,16.1838,1.70227,-0.350486,1.425,1.46074,1.425,1.425
4,531.56,1,19.1145,14.1326,16.5939,1.718,-0.359075,1.38892,1.42376,1.38892,1.38892
5,524.969,1,19.4929,13.8277,16.0089,1.68795,-0.387026,1.35375,1.43283,1.35375,1.35375
6,521.047,1,19.9338,13.5139,16.6301,1.67919,-0.402258,1.31947,1.39655,1.31947,1.31947
7,529.085,1,19.9376,13.2002,17.0472,1.74836,-0.405906,1.28606,1.40054,1.28606,1.28606
8,532.689,1,19.5775,13.2676,19.0203,1.80588,-0.385913,1.2535,1.40056,1.2535,1.2535
9,536.597,1,19.4274,13.3247,18.7532,1.87432,-0.372636,1.22176,1.3651,1.22176,1.22176
10,533.379,1,19.91,13.1213,16.8131,1.84298,-0.397283,1.19082,1.45876,1.19082,1.19082
11,532.677,1,19.025,13.5978,16.2333,1.85748,-0.367017,1.16067,1.47601,1.16067,1.16067
12,532.439,1,18.8416,13.278,16.1265,1.84349,-0.351369,1.13128,1.56714,1.13128,1.13128
13,527.328,1,18.5988,13.014,15.3795,1.79681,-0.342129,1.10264,1.538,1.10264,1.10264
14,509.92,1,19.1704,12.7528,15.9738,1.75131,-0.368134,1.07472,1.49906,1.07472,1.07472
15,515.147,1,18.2359,12.7512,16.7405,1.72791,-0.321812,1.04751,1.4611,1.04751,1.04751
16,518.086,1,18.2833,12.5168,16.2801,1.77418,-0.334993,1.02098,1.4241,1.02098,1.02098
17,508.655,1,18.8224,12.382,16.159,1.72926,-0.355762,0.995131,1.38804,0.995131,0.995131
18,502.545,1,19.5041,12.156,15.58,1.71372,-0.38932,0.969933,1.3529,0.969933,0.969933
19,505.808,1,19.1744,12.6293,15.1216,1.75005,-0.368725,0.945374,1.34512,0.945374,0.945374
20,510.031,1,19.5934,12.3973,16.3549,1.80108,-0.392412,0.921437,1.31106,0.921437,0.921437
21,509.142,1,18.6916,12.6634,15.6455,1.80071,-0.34928,0.898105,1.30969,0.898105,0.898105
22,502.988,1,18.5106,12.8133,15.5191,1.75512,-0.336704,0.875365,1.36331,0.875365,0.875365
23,503.507,1,18.3459,13.3524,16.0656,1.76088,-0.314269,0.8532,1.36019,0.8532,0.8532
24,498.921,1,18.1626,13.5757,15.3766,1.75444,-0.30751,0.831597,1.40726,0.831597,0.831597
25,495.37,1,18.5584,13.4306,15.2383,1.72218,-0.327769,0.81054,1.4069,0.81054,0.81054
26,505.171,1,18.2672,12.9531,15.7386,1.7909,-0.30439,0.790017,1.49413,0.790017,0.790017
27,494.626,1,18.4988,13.0915,17.0864,1.74555,-0.318424,0.770013,1.4563,0.770013,0.770013
28,500.013,1,18.8442,13.8452,15.9326,1.77369,-0.350048,0.750516,1.55323,0.750516,0.750516
29,503.184,1,18.9426,13.8255,15.7881,1.81061,-0.357588,0.731512,1.57898,0.731512,0.743715
30,499.51,1,19.3261,13.4228,15.9632,1.82796,-0.372863,0.71299,1.539,0.71299,0.724883
31,492.203,1,19.0417,14.2711,16.0542,1.79192,-0.353501,0.694937,1.50003,0.694937,0.706529
32,489.597,1,19.1164,14.1945,14.9,1.78638,-0.370406,0.677341,1.46205,0.677341,0.689039
33,483.946,1,19.5221,14.8218,14.3427,1.74115,-0.369255,0.66019,1.47372,0.66019,0.710823
34,478.714,1,19.1225,14.8764,14.9406,1.69706,-0.354606,0.643474,1.4364,0.643474,0.733978
35,480.004,1,18.5174,14.9309,15.9722,1.69071,-0.319864,0.627181,1.40003,0.647725,0.746532
36,480.999,1,19.0636,14.8916,15.8509,1.69382,-0.349749,0.6113,1.438,0.640956,0.753669
37,477.978,1,19.2126,14.4173,16.4771,1.66176,-0.368466,0.595821,1.44368,0.688753,0.734586
38,484.646,1,19.4776,14.9013,17.2021,1.73807,-0.388758,0.580735,1.44606,0.673841,0.72597
39,479.837,1,19.4006,14.8234,16.5228,1.74024,-0.375497,0.56603,1.43031,0.656779,0.707588
40,483.967,1,19.3351,14.8462,16.3935,1.77959,-0.370839,0.551698,1.505,0.681277,0.689671
41,478.382,1,19.3015,14.7764,15.7006,1.76291,-0.37099,0.537729,1.4669,0.674339,0.672208
42,476.008,1,19.4324,14.8592,16.0654,1.76236,-0.367504,0.524113,1.42975,0.658377,0.655188
43,480.995,1,19.0635,14.5952,15.6836,1.77969,-0.352197,0.510842,1.49613,0.67293,0.638598
44,477.605,1,19.0396,14.7733,15.5717,1.77886,-0.350045,0.497908,1.45825,0.655891,0.622428
45,473.187,1,20.0612,14.6869,15.4659,1.7708,-0.403403,0.4853,1.42132,0.648299,0.606668
46,476.927,1,19.5763,14.4705,15.5924,1.77847,-0.377457,0.473012,1.38533,0.692682,0.619298
47,472.431,1,18.9252,15.1435,15.9926,1.77534,-0.351486,0.461035,1.35026,0.675143,0.605396
48,473.322,1,19.0956,14.9004,16.1821,1.76891,-0.359866,0.449362,1.31607,0.699219,0.602325
49,469.592,1,18.7225,14.9709,15.6626,1.77146,-0.349499,0.437984,1.3517,0.681514,0.587074
50,467.233,1,19.9578,15.195,16.2319,1.77494,-0.400032,0.426894,1.33496,0.664258,0.572209
51,463.899,1,19.3708,15.7733,16.9997,1.75804,-0.365026,0.416084,1.33952,0.647438,0.55772
52,463.566,1,18.6654,16.0141,16.6106,1.76407,-0.33254,0.405549,1.38319,0.631045,0.547052
53,462.621,1,19.1777,15.7207,16.2684,1.74969,-0.354838,0.39528,1.40541,0.615066,0.560585
54,462.303,1,19.1087,15.7658,16.6451,1.7354,-0.352203,0.385271,1.55173,0.599493,0.546391
55,465.663,1,19.0705,15.4614,15.8335,1.7449,-0.357395,0.375516,1.60655,0.584313,0.560754
56,476.001,1,19.4543,15.6232,15.981,1.82319,-0.371609,0.366008,1.71499,0.569518,0.602415
57,475.21,1,19.355,15.7612,15.6733,1.83276,-0.363667,0.35674,1.67157,0.568837,0.587161
58,467.006,1,19.0657,16.1888,16.1059,1.80407,-0.349021,0.347707,1.62924,0.554434,0.583201
59,463.097,1,19.3409,16.5552,15.5069,1.80211,-0.364473,0.338903,1.58799,0.540395,0.568434
60,454.579,1,19.5857,16.5007,15.4291,1.75648,-0.372274,0.330322,1.54778,0.526712,0.581919
61,457.989,1,19.2813,16.2065,15.5404,1.7244,-0.36311,0.321958,1.50859,0.518653,0.620127
62,461.221,1,19.4033,16.2165,15.5306,1.74418,-0.366749,0.313806,1.50102,0.518017,0.639483
63,456.539,1,20.0743,16.4356,15.3626,1.70315,-0.401213,0.30586,1.48867,0.523123,0.644225
64,455.158,1,19.0122,17.082,15.4932,1.7134,-0.342957,0.298116,1.5059,0.515554,0.627912
65,452.66,1,18.8931,17.1109,14.7216,1.68245,-0.341969,0.290567,1.54067,0.5195,0.612013
66,451.373,1,19.2832,17.762,14.5508,1.67989,-0.362691,0.28321,1.5515,0.506346,0.629584
67,454.139,1,19.1379,17.7243,14.8924,1.70703,-0.356458,0.276039,1.51222,0.493525,0.700253
68,447.281,1,19.4599,18.1923,15.5936,1.6638,-0.367979,0.269049,1.47393,0.481029,0.715369
69,446.247,1,19.7694,17.9198,15.783,1.64261,-0.384775,0.262237,1.43661,0.468849,0.74505
70,443.323,1,19.4596,18.2552,15.6065,1.61775,-0.372275,0.255597,1.40023,0.469901,0.779673
71,447.093,1,20.1715,18.3728,15.3917,1.67261,-0.404558,0.249125,1.36478,0.458003,0.759931
72,455.348,1,19.536,18.3366,15.4093,1.73874,-0.370894,0.242817,1.36138,0.452068,0.761817
73,439.251,1,20.0867,18.0665,15.2427,1.69471,-0.405083,0.236669,1.33919,0.441781,0.742527
74,442.381,1,19.8046,18.372,15.8068,1.66296,-0.390738,0.230676,1.30528,0.430595,0.783308
75,443.383,1,19.3117,18.2821,15.5181,1.64724,-0.363931,0.224835,1.3061,0.434473,0.786348
76,447.977,1,19.4993,18.1373,14.937,1.71677,-0.37205,0.219142,1.45942,0.423472,0.766437
77,453.873,1,19.5361,18.1473,14.6356,1.76566,-0.377107,0.213594,1.44384,0.426976,0.74703
78,456.333,1,19.3854,17.9745,14.8275,1.80117,-0.359572,0.208185,1.41062,0.44349,0.728115
79,450.234,1,19.2763,18.2185,14.5953,1.75557,-0.353601,0.204812,1.46827,0.444235,0.709679
80,458.648,1,20.4528,18.2109,16.0639,1.7962,-0.416773,0.207693,1.43109,0.441887,0.708549
81,452.836,1,20.5458,18.0072,15.09,1.76607,-0.421679,0.20297,1.39485,0.442136,0.690608
82,452.013,1,20.2784,17.939,14.8053,1.78072,-0.407954,0.201786,1.35953,0.440816,0.686982
83,459.867,1,19.5017,17.6822,13.469,1.79908,-0.366167,0.202328,1.51224,0.429654,0.723458
84,459.04,1,19.8739,17.7074,13.8927,1.7856,-0.38491,0.204352,1.48106,0.418775,0.779799
85,451.196,1,20.2441,17.9953,14.2641,1.80898,-0.405612,0.205547,1.44356,0.408171,0.760054
86,449.551,1,19.664,17.9502,14.1903,1.76317,-0.370945,0.204337,1.51753,0.397836,0.763249
87,457.446,1,19.8031,18.1803,14.6678,1.76317,-0.376314,0.206096,1.58122,0.387763,0.812864
88,451.059,1,18.916,18.3155,14.5496,1.73279,-0.337027,0.204302,1.54955,0.377944,0.792282
89,438.293,1,18.8994,18.5464,14.2754,1.68892,-0.331842,0.205016,1.51031,0.368375,0.772221
90,445.165,1,19.3156,18.457,13.7943,1.7393,-0.354805,0.204152,1.48667,0.359047,0.752668
91,440.504,1,19.6007,18.1966,14.3738,1.69526,-0.36255,0.206225,1.49181,0.349956,0.73361
92,449.345,1,19.7729,18.3306,15.2481,1.74758,-0.371669,0.202251,1.65587,0.341095,0.715034
93,451.674,1,19.264,18.4741,15.242,1.77491,-0.347653,0.204446,1.61648,0.357799,0.696929
94,443.689,1,18.874,18.8962,14.7372,1.72996,-0.336919,0.208698,1.57555,0.367306,0.679283
95,444.713,1,19.7993,19.414,14.6088,1.72842,-0.377951,0.205483,1.53565,0.376868,0.662083
96,435.166,1,20.0939,19.2618,14.2587,1.68465,-0.392414,0.20028,1.49677,0.37965,0.645949
97,435.674,1,19.5904,19.4444,15.442,1.67693,-0.383158,0.201203,1.4899,0.370037,0.629593
98,439.934,1,20.5855,19.7189,14.6733,1.76281,-0.423804,0.210774,1.45218,0.360668,0.613652
