parameter,value,se_sa,rse_sa
Cl_pop,22.3379176783514,3.77988503999547,16.9213849492279
beta_Cl_logtWTKG,1.05774001281556,0.438193069048234,41.4272943955124
beta_Cl_tSCRMGDL,-0.484343167990215,0.157045284623305,32.424383165136
V1_pop,24.6752287152581,2.36162981080061,9.57085276919959
Q_pop,23.4,,
V2_pop,12.3675831423557,4.18961027657668,33.8757397330799
omega_Cl,0.187423077694989,0.0365364885551557,19.4941247387981
omega_V1,0.277922649794674,0.0877769820500995,31.5832416375377
omega_Q,0.912080986293379,0.306818237727747,33.6393634269946
omega_V2,0.928405445837281,0.299782881952142,32.2900822368382
a,1.53605818638035,0.269710580818553,17.5586174540766
b,0.0432800714536712,0.015533015520611,35.8895329857256
