pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-0.446803,1.56569,-2.0548,0.0535632,-0.571822,0.088786,All
-0.384353,2.54425,-1.59844,0.107126,-0.434163,0,All
-0.321903,2.93567,-1.14207,0.133908,-0.296504,0.621502,All
-0.259452,3.32709,-0.685704,0.241034,-0.158844,0.44393,All
-0.197002,2.93567,-0.229338,0.803448,-0.0211849,1.243,All
-0.134552,1.17427,0.227028,0.508851,0.116474,1.68693,All
-0.0721018,1.56569,0.683394,0.321379,0.254134,1.86451,All
-0.00965156,0.587134,1.13976,0.16069,0.391793,0.88786,All
0.0527987,0.782846,1.59613,0.0535632,0.529452,0.88786,All
0.115249,0.195711,2.05249,0.0267816,0.667112,0.266358,All
