trans_Cl_vs_SCRMGDL_abscissa,trans_Cl_vs_SCRMGDL_spline,trans_Cl_vs_SCRMGDL_regression,trans_Cl_vs_tSCRMGDL_abscissa,trans_Cl_vs_tSCRMGDL_spline,trans_Cl_vs_tSCRMGDL_regression,trans_Q_vs_SCRMGDL_abscissa,trans_Q_vs_SCRMGDL_spline,trans_Q_vs_SCRMGDL_regression,trans_Q_vs_tSCRMGDL_abscissa,trans_Q_vs_tSCRMGDL_spline,trans_Q_vs_tSCRMGDL_regression,trans_V1_vs_SCRMGDL_abscissa,trans_V1_vs_SCRMGDL_spline,trans_V1_vs_SCRMGDL_regression,trans_V1_vs_tSCRMGDL_abscissa,trans_V1_vs_tSCRMGDL_spline,trans_V1_vs_tSCRMGDL_regression,trans_V2_vs_SCRMGDL_abscissa,trans_V2_vs_SCRMGDL_spline,trans_V2_vs_SCRMGDL_regression,trans_V2_vs_tSCRMGDL_abscissa,trans_V2_vs_tSCRMGDL_spline,trans_V2_vs_tSCRMGDL_regression,split
0.336768,15.0086,15.9383,0.623644,15.0086,15.9383,0.336768,2.93249,3.07717,0.623644,2.93249,3.07717,0.336768,3.28655,3.14554,0.623644,3.28655,3.14554,0.336768,2.43547,2.66169,0.623644,2.43547,2.66169,All
0.344444,15.1354,15.8687,0.63786,15.1354,15.8687,0.344444,2.84537,3.08164,0.63786,2.84537,3.08164,0.344444,3.28724,3.14665,0.63786,3.28724,3.14665,0.344444,2.33951,2.65531,0.63786,2.33951,2.65531,All
0.352121,15.2605,15.7991,0.652076,15.2605,15.7991,0.352121,2.79513,3.08611,0.652076,2.79513,3.08611,0.352121,3.28316,3.14776,0.652076,3.28316,3.14776,0.352121,2.28765,2.64893,0.652076,2.28765,2.64893,All
0.359798,15.3813,15.7295,0.666293,15.3813,15.7295,0.359798,2.84149,3.09058,0.666293,2.84149,3.09058,0.359798,3.26656,3.14886,0.666293,3.26656,3.14886,0.359798,2.35125,2.64254,0.666293,2.35125,2.64254,All
0.367475,15.5022,15.6599,0.680509,15.5022,15.6599,0.367475,2.88786,3.09505,0.680509,2.88786,3.09505,0.367475,3.24996,3.14997,0.680509,3.24996,3.14997,0.367475,2.41486,2.63616,0.680509,2.41486,2.63616,All
0.375152,15.623,15.5902,0.694725,15.623,15.5902,0.375152,2.93423,3.09952,0.694725,2.93423,3.09952,0.375152,3.23336,3.15108,0.694725,3.23336,3.15108,0.375152,2.47846,2.62978,0.694725,2.47846,2.62978,All
0.382828,15.7438,15.5206,0.708941,15.7438,15.5206,0.382828,2.98059,3.10399,0.708941,2.98059,3.10399,0.382828,3.21676,3.15219,0.708941,3.21676,3.15219,0.382828,2.54207,2.6234,0.708941,2.54207,2.6234,All
0.390505,15.8646,15.451,0.723158,15.8646,15.451,0.390505,3.02696,3.10846,0.723158,3.02696,3.10846,0.390505,3.20016,3.1533,0.723158,3.20016,3.1533,0.390505,2.60567,2.61702,0.723158,2.60567,2.61702,All
0.398182,15.9855,15.3814,0.737374,15.9855,15.3814,0.398182,3.07333,3.11293,0.737374,3.07333,3.11293,0.398182,3.18356,3.15441,0.737374,3.18356,3.15441,0.398182,2.66928,2.61064,0.737374,2.66928,2.61064,All
0.405859,16.1063,15.3118,0.75159,16.1063,15.3118,0.405859,3.11969,3.1174,0.75159,3.11969,3.1174,0.405859,3.16696,3.15552,0.75159,3.16696,3.15552,0.405859,2.73289,2.60425,0.75159,2.73289,2.60425,All
0.413535,16.2271,15.2422,0.765806,16.2271,15.2422,0.413535,3.16606,3.12187,0.765806,3.16606,3.12187,0.413535,3.15036,3.15663,0.765806,3.15036,3.15663,0.413535,2.79649,2.59787,0.765806,2.79649,2.59787,All
0.421212,16.3479,15.1725,0.780022,16.3479,15.1725,0.421212,3.21243,3.12634,0.780022,3.21243,3.12634,0.421212,3.13377,3.15774,0.780022,3.13377,3.15774,0.421212,2.8601,2.59149,0.780022,2.8601,2.59149,All
0.428889,16.4688,15.1029,0.794239,16.4688,15.1029,0.428889,3.25879,3.13081,0.794239,3.25879,3.13081,0.428889,3.11717,3.15885,0.794239,3.11717,3.15885,0.428889,2.9237,2.58511,0.794239,2.9237,2.58511,All
0.436566,16.5896,15.0333,0.808455,16.5896,15.0333,0.436566,3.30516,3.13528,0.808455,3.30516,3.13528,0.436566,3.10057,3.15996,0.808455,3.10057,3.15996,0.436566,2.98731,2.57873,0.808455,2.98731,2.57873,All
0.444242,16.7104,14.9637,0.822671,16.7104,14.9637,0.444242,3.35153,3.13975,0.822671,3.35153,3.13975,0.444242,3.08397,3.16107,0.822671,3.08397,3.16107,0.444242,3.05091,2.57235,0.822671,3.05091,2.57235,All
0.451919,16.8312,14.8941,0.836887,16.8312,14.8941,0.451919,3.39789,3.14422,0.836887,3.39789,3.14422,0.451919,3.06737,3.16218,0.836887,3.06737,3.16218,0.451919,3.11452,2.56597,0.836887,3.11452,2.56597,All
0.459596,16.9521,14.8245,0.851104,16.9521,14.8245,0.459596,3.44426,3.14869,0.851104,3.44426,3.14869,0.459596,3.05077,3.16329,0.851104,3.05077,3.16329,0.459596,3.17812,2.55958,0.851104,3.17812,2.55958,All
0.467273,16.6173,14.7548,0.86532,16.6173,14.7548,0.467273,3.39147,3.15316,0.86532,3.39147,3.15316,0.467273,3.09328,3.16439,0.86532,3.09328,3.16439,0.467273,3.09714,2.5532,0.86532,3.09714,2.5532,All
0.474949,16.2572,14.6852,0.879536,16.2572,14.6852,0.474949,3.33317,3.15763,0.879536,3.33317,3.15763,0.474949,3.13907,3.1655,0.879536,3.13907,3.1655,0.474949,3.00813,2.54682,0.879536,3.00813,2.54682,All
0.482626,15.7695,14.6156,0.893752,15.7695,14.6156,0.482626,3.29388,3.1621,0.893752,3.29388,3.1621,0.482626,3.17635,3.16661,0.893752,3.17635,3.16661,0.482626,2.84779,2.54044,0.893752,2.84779,2.54044,All
0.490303,15.0364,14.546,0.907969,15.0364,14.546,0.490303,3.29116,3.16657,0.907969,3.29116,3.16657,0.490303,3.19724,3.16772,0.907969,3.19724,3.16772,0.490303,2.55027,2.53406,0.907969,2.55027,2.53406,All
0.49798,14.3033,14.4764,0.922185,14.3033,14.4764,0.49798,3.28843,3.17104,0.922185,3.28843,3.17104,0.49798,3.21814,3.16883,0.922185,3.21814,3.16883,0.49798,2.25275,2.52768,0.922185,2.25275,2.52768,All
0.505657,13.9652,14.4067,0.936401,13.9652,14.4067,0.505657,3.27617,3.17551,0.936401,3.27617,3.17551,0.505657,3.21084,3.16994,0.936401,3.21084,3.16994,0.505657,2.17647,2.52129,0.936401,2.17647,2.52129,All
0.513333,13.7681,14.3371,0.950617,13.7681,14.3371,0.513333,3.26051,3.17998,0.950617,3.26051,3.17998,0.513333,3.19346,3.17105,0.950617,3.19346,3.17105,0.513333,2.1792,2.51491,0.950617,2.1792,2.51491,All
0.52101,13.5711,14.2675,0.964834,13.5711,14.2675,0.52101,3.24484,3.18445,0.964834,3.24484,3.18445,0.52101,3.17609,3.17216,0.964834,3.17609,3.17216,0.52101,2.18192,2.50853,0.964834,2.18192,2.50853,All
0.528687,13.374,14.1979,0.97905,13.374,14.1979,0.528687,3.22917,3.18892,0.97905,3.22917,3.18892,0.528687,3.15871,3.17327,0.97905,3.15871,3.17327,0.528687,2.18465,2.50215,0.97905,2.18465,2.50215,All
0.536364,13.177,14.1283,0.993266,13.177,14.1283,0.536364,3.21351,3.19339,0.993266,3.21351,3.19339,0.536364,3.14134,3.17438,0.993266,3.14134,3.17438,0.536364,2.18738,2.49577,0.993266,2.18738,2.49577,All
0.54404,13.3541,14.0587,1.00748,13.3541,14.0587,0.54404,3.15375,3.19786,1.00748,3.15375,3.19786,0.54404,3.07788,3.17549,1.00748,3.07788,3.17549,0.54404,2.13235,2.48939,1.00748,2.13235,2.48939,All
0.551717,13.9143,13.989,1.0217,13.9143,13.989,0.551717,3.05447,3.20233,1.0217,3.05447,3.20233,0.551717,3.0162,3.1766,1.0217,3.0162,3.1766,0.551717,2.06352,2.483,1.0217,2.06352,2.483,All
0.559394,14.6351,13.9194,1.03591,14.6351,13.9194,0.559394,2.95575,3.2068,1.03591,2.95575,3.2068,0.559394,3.10462,3.17771,1.03591,3.10462,3.17771,0.559394,2.1272,2.47662,1.03591,2.1272,2.47662,All
0.567071,15.3558,13.8498,1.05013,15.3558,13.8498,0.567071,2.85703,3.21127,1.05013,2.85703,3.21127,0.567071,3.19305,3.17881,1.05013,3.19305,3.17881,0.567071,2.19088,2.47024,1.05013,2.19088,2.47024,All
0.574747,15.3613,13.7802,1.06435,15.3613,13.7802,0.574747,2.78114,3.21574,1.06435,2.78114,3.21574,0.574747,3.21656,3.17992,1.06435,3.21656,3.17992,0.574747,2.27024,2.46386,1.06435,2.27024,2.46386,All
0.582424,14.9254,13.7106,1.07856,14.9254,13.7106,0.582424,2.71933,3.22021,1.07856,2.71933,3.22021,0.582424,3.20001,3.18103,1.07856,3.20001,3.18103,0.582424,2.35927,2.45748,1.07856,2.35927,2.45748,All
0.590101,14.4895,13.641,1.09278,14.4895,13.641,0.590101,2.65752,3.22468,1.09278,2.65752,3.22468,0.590101,3.18346,3.18214,1.09278,3.18346,3.18214,0.590101,2.44831,2.4511,1.09278,2.44831,2.4511,All
0.597778,14.0536,13.5713,1.107,14.0536,13.5713,0.597778,2.59572,3.22915,1.107,2.59572,3.22915,0.597778,3.16691,3.18325,1.107,3.16691,3.18325,0.597778,2.53735,2.44471,1.107,2.53735,2.44471,All
0.605455,13.6177,13.5017,1.12121,13.6177,13.5017,0.605455,2.53391,3.23362,1.12121,2.53391,3.23362,0.605455,3.15036,3.18436,1.12121,3.15036,3.18436,0.605455,2.62639,2.43833,1.12121,2.62639,2.43833,All
0.613131,13.1818,13.4321,1.13543,13.1818,13.4321,0.613131,2.47211,3.23809,1.13543,2.47211,3.23809,0.613131,3.13381,3.18547,1.13543,3.13381,3.18547,0.613131,2.71543,2.43195,1.13543,2.71543,2.43195,All
0.620808,12.746,13.3625,1.14964,12.746,13.3625,0.620808,2.4103,3.24256,1.14964,2.4103,3.24256,0.620808,3.11726,3.18658,1.14964,3.11726,3.18658,0.620808,2.80447,2.42557,1.14964,2.80447,2.42557,All
0.628485,12.3101,13.2929,1.16386,12.3101,13.2929,0.628485,2.3485,3.24703,1.16386,2.3485,3.24703,0.628485,3.10071,3.18769,1.16386,3.10071,3.18769,0.628485,2.8935,2.41919,1.16386,2.8935,2.41919,All
0.636162,12.1659,13.2232,1.17808,12.1659,13.2232,0.636162,2.37053,3.2515,1.17808,2.37053,3.2515,0.636162,3.09818,3.1888,1.17808,3.09818,3.1888,0.636162,2.876,2.41281,1.17808,2.876,2.41281,All
0.643838,12.0935,13.1536,1.19229,12.0935,13.1536,0.643838,2.41319,3.25597,1.19229,2.41319,3.25597,0.643838,3.0991,3.18991,1.19229,3.0991,3.18991,0.643838,2.83229,2.40642,1.19229,2.83229,2.40642,All
0.651515,12.0211,13.084,1.20651,12.0211,13.084,0.651515,2.45585,3.26044,1.20651,2.45585,3.26044,0.651515,3.10002,3.19102,1.20651,3.10002,3.19102,0.651515,2.78859,2.40004,1.20651,2.78859,2.40004,All
0.659192,11.9487,13.0144,1.22073,11.9487,13.0144,0.659192,2.4985,3.26491,1.22073,2.4985,3.26491,0.659192,3.10093,3.19213,1.22073,3.10093,3.19213,0.659192,2.74488,2.39366,1.22073,2.74488,2.39366,All
0.666869,11.8763,12.9448,1.23494,11.8763,12.9448,0.666869,2.54116,3.26938,1.23494,2.54116,3.26938,0.666869,3.10185,3.19324,1.23494,3.10185,3.19324,0.666869,2.70118,2.38728,1.23494,2.70118,2.38728,All
0.674545,11.8038,12.8752,1.24916,11.8038,12.8752,0.674545,2.58382,3.27385,1.24916,2.58382,3.27385,0.674545,3.10277,3.19434,1.24916,3.10277,3.19434,0.674545,2.65747,2.3809,1.24916,2.65747,2.3809,All
0.682222,11.7314,12.8055,1.26337,11.7314,12.8055,0.682222,2.62647,3.27832,1.26337,2.62647,3.27832,0.682222,3.10368,3.19545,1.26337,3.10368,3.19545,0.682222,2.61377,2.37452,1.26337,2.61377,2.37452,All
0.689899,11.659,12.7359,1.27759,11.659,12.7359,0.689899,2.66913,3.28279,1.27759,2.66913,3.28279,0.689899,3.1046,3.19656,1.27759,3.1046,3.19656,0.689899,2.57006,2.36813,1.27759,2.57006,2.36813,All
0.697576,11.5866,12.6663,1.29181,11.5866,12.6663,0.697576,2.71178,3.28726,1.29181,2.71178,3.28726,0.697576,3.10552,3.19767,1.29181,3.10552,3.19767,0.697576,2.52636,2.36175,1.29181,2.52636,2.36175,All
0.705253,11.5142,12.5967,1.30602,11.5142,12.5967,0.705253,2.75444,3.29173,1.30602,2.75444,3.29173,0.705253,3.10643,3.19878,1.30602,3.10643,3.19878,0.705253,2.48265,2.35537,1.30602,2.48265,2.35537,All
0.712929,11.4418,12.5271,1.32024,11.4418,12.5271,0.712929,2.7971,3.2962,1.32024,2.7971,3.2962,0.712929,3.10735,3.19989,1.32024,3.10735,3.19989,0.712929,2.43895,2.34899,1.32024,2.43895,2.34899,All
0.720606,11.3693,12.4574,1.33446,11.3693,12.4574,0.720606,2.83975,3.30067,1.33446,2.83975,3.30067,0.720606,3.10827,3.201,1.33446,3.10827,3.201,0.720606,2.39524,2.34261,1.33446,2.39524,2.34261,All
0.728283,11.2969,12.3878,1.34867,11.2969,12.3878,0.728283,2.88241,3.30514,1.34867,2.88241,3.30514,0.728283,3.10919,3.20211,1.34867,3.10919,3.20211,0.728283,2.35154,2.33623,1.34867,2.35154,2.33623,All
0.73596,11.2245,12.3182,1.36289,11.2245,12.3182,0.73596,2.92507,3.30961,1.36289,2.92507,3.30961,0.73596,3.1101,3.20322,1.36289,3.1101,3.20322,0.73596,2.30783,2.32984,1.36289,2.30783,2.32984,All
0.743636,11.1521,12.2486,1.3771,11.1521,12.2486,0.743636,2.96772,3.31408,1.3771,2.96772,3.31408,0.743636,3.11102,3.20433,1.3771,3.11102,3.20433,0.743636,2.26413,2.32346,1.3771,2.26413,2.32346,All
0.751313,11.0797,12.179,1.39132,11.0797,12.179,0.751313,3.01038,3.31855,1.39132,3.01038,3.31855,0.751313,3.11194,3.20544,1.39132,3.11194,3.20544,0.751313,2.22042,2.31708,1.39132,2.22042,2.31708,All
0.75899,11.0073,12.1094,1.40554,11.0073,12.1094,0.75899,3.05303,3.32302,1.40554,3.05303,3.32302,0.75899,3.11285,3.20655,1.40554,3.11285,3.20655,0.75899,2.17672,2.3107,1.40554,2.17672,2.3107,All
0.766667,10.9348,12.0397,1.41975,10.9348,12.0397,0.766667,3.09569,3.32749,1.41975,3.09569,3.32749,0.766667,3.11377,3.20766,1.41975,3.11377,3.20766,0.766667,2.13301,2.30432,1.41975,2.13301,2.30432,All
0.774343,10.8624,11.9701,1.43397,10.8624,11.9701,0.774343,3.13835,3.33196,1.43397,3.13835,3.33196,0.774343,3.11469,3.20876,1.43397,3.11469,3.20876,0.774343,2.08931,2.29794,1.43397,2.08931,2.29794,All
0.78202,10.79,11.9005,1.44819,10.79,11.9005,0.78202,3.181,3.33643,1.44819,3.181,3.33643,0.78202,3.1156,3.20987,1.44819,3.1156,3.20987,0.78202,2.0456,2.29155,1.44819,2.0456,2.29155,All
0.789697,10.7176,11.8309,1.4624,10.7176,11.8309,0.789697,3.22366,3.3409,1.4624,3.22366,3.3409,0.789697,3.11652,3.21098,1.4624,3.11652,3.21098,0.789697,2.0019,2.28517,1.4624,2.0019,2.28517,All
0.797374,10.6452,11.7613,1.47662,10.6452,11.7613,0.797374,3.26632,3.34537,1.47662,3.26632,3.34537,0.797374,3.11744,3.21209,1.47662,3.11744,3.21209,0.797374,1.95819,2.27879,1.47662,1.95819,2.27879,All
0.805051,10.5728,11.6917,1.49083,10.5728,11.6917,0.805051,3.30897,3.34984,1.49083,3.30897,3.34984,0.805051,3.11835,3.2132,1.49083,3.11835,3.2132,0.805051,1.91448,2.27241,1.49083,1.91448,2.27241,All
0.812727,10.5003,11.622,1.50505,10.5003,11.622,0.812727,3.35163,3.35431,1.50505,3.35163,3.35431,0.812727,3.11927,3.21431,1.50505,3.11927,3.21431,0.812727,1.87078,2.26603,1.50505,1.87078,2.26603,All
0.820404,10.429,11.5524,1.51927,10.429,11.5524,0.820404,3.3935,3.35878,1.51927,3.3935,3.35878,0.820404,3.12081,3.21542,1.51927,3.12081,3.21542,0.820404,1.83111,2.25965,1.51927,1.83111,2.25965,All
0.828081,10.378,11.4828,1.53348,10.378,11.4828,0.828081,3.42118,3.36325,1.53348,3.42118,3.36325,0.828081,3.13345,3.21653,1.53348,3.13345,3.21653,0.828081,1.8641,2.25327,1.53348,1.8641,2.25327,All
0.835758,10.327,11.4132,1.5477,10.327,11.4132,0.835758,3.44887,3.36772,1.5477,3.44887,3.36772,0.835758,3.14609,3.21764,1.5477,3.14609,3.21764,0.835758,1.89709,2.24688,1.5477,1.89709,2.24688,All
0.843434,10.2759,11.3436,1.56192,10.2759,11.3436,0.843434,3.47656,3.37219,1.56192,3.47656,3.37219,0.843434,3.15873,3.21875,1.56192,3.15873,3.21875,0.843434,1.93009,2.2405,1.56192,1.93009,2.2405,All
0.851111,10.2249,11.2739,1.57613,10.2249,11.2739,0.851111,3.50425,3.37666,1.57613,3.50425,3.37666,0.851111,3.17137,3.21986,1.57613,3.17137,3.21986,0.851111,1.96308,2.23412,1.57613,1.96308,2.23412,All
0.858788,10.1739,11.2043,1.59035,10.1739,11.2043,0.858788,3.53193,3.38113,1.59035,3.53193,3.38113,0.858788,3.18401,3.22097,1.59035,3.18401,3.22097,0.858788,1.99607,2.22774,1.59035,1.99607,2.22774,All
0.866465,10.1228,11.1347,1.60456,10.1228,11.1347,0.866465,3.55962,3.3856,1.60456,3.55962,3.3856,0.866465,3.19665,3.22208,1.60456,3.19665,3.22208,0.866465,2.02906,2.22136,1.60456,2.02906,2.22136,All
0.874141,10.0718,11.0651,1.61878,10.0718,11.0651,0.874141,3.58731,3.39007,1.61878,3.58731,3.39007,0.874141,3.20929,3.22319,1.61878,3.20929,3.22319,0.874141,2.06205,2.21498,1.61878,2.06205,2.21498,All
0.881818,10.0208,10.9955,1.633,10.0208,10.9955,0.881818,3.615,3.39454,1.633,3.615,3.39454,0.881818,3.22194,3.22429,1.633,3.22194,3.22429,0.881818,2.09504,2.20859,1.633,2.09504,2.20859,All
0.889495,9.96973,10.9259,1.64721,9.96973,10.9259,0.889495,3.64268,3.39901,1.64721,3.64268,3.39901,0.889495,3.23458,3.2254,1.64721,3.23458,3.2254,0.889495,2.12804,2.20221,1.64721,2.12804,2.20221,All
0.897172,9.9187,10.8562,1.66143,9.9187,10.8562,0.897172,3.67037,3.40348,1.66143,3.67037,3.40348,0.897172,3.24722,3.22651,1.66143,3.24722,3.22651,0.897172,2.16103,2.19583,1.66143,2.16103,2.19583,All
0.904848,9.86766,10.7866,1.67565,9.86766,10.7866,0.904848,3.69806,3.40795,1.67565,3.69806,3.40795,0.904848,3.25986,3.22762,1.67565,3.25986,3.22762,0.904848,2.19402,2.18945,1.67565,2.19402,2.18945,All
0.912525,9.81663,10.717,1.68986,9.81663,10.717,0.912525,3.72575,3.41242,1.68986,3.72575,3.41242,0.912525,3.2725,3.22873,1.68986,3.2725,3.22873,0.912525,2.22701,2.18307,1.68986,2.22701,2.18307,All
0.920202,9.7656,10.6474,1.70408,9.7656,10.6474,0.920202,3.75344,3.41689,1.70408,3.75344,3.41689,0.920202,3.28514,3.22984,1.70408,3.28514,3.22984,0.920202,2.26,2.17669,1.70408,2.26,2.17669,All
0.927879,9.71456,10.5778,1.71829,9.71456,10.5778,0.927879,3.78112,3.42136,1.71829,3.78112,3.42136,0.927879,3.29778,3.23095,1.71829,3.29778,3.23095,0.927879,2.29299,2.1703,1.71829,2.29299,2.1703,All
0.935556,9.66353,10.5082,1.73251,9.66353,10.5082,0.935556,3.80881,3.42583,1.73251,3.80881,3.42583,0.935556,3.31042,3.23206,1.73251,3.31042,3.23206,0.935556,2.32599,2.16392,1.73251,2.32599,2.16392,All
0.943232,9.61249,10.4385,1.74673,9.61249,10.4385,0.943232,3.8365,3.4303,1.74673,3.8365,3.4303,0.943232,3.32307,3.23317,1.74673,3.32307,3.23317,0.943232,2.35898,2.15754,1.74673,2.35898,2.15754,All
0.950909,9.56146,10.3689,1.76094,9.56146,10.3689,0.950909,3.86419,3.43477,1.76094,3.86419,3.43477,0.950909,3.33571,3.23428,1.76094,3.33571,3.23428,0.950909,2.39197,2.15116,1.76094,2.39197,2.15116,All
0.958586,9.51042,10.2993,1.77516,9.51042,10.2993,0.958586,3.89187,3.43924,1.77516,3.89187,3.43924,0.958586,3.34835,3.23539,1.77516,3.34835,3.23539,0.958586,2.42496,2.14478,1.77516,2.42496,2.14478,All
0.966263,9.45939,10.2297,1.78938,9.45939,10.2297,0.966263,3.91956,3.44371,1.78938,3.91956,3.44371,0.966263,3.36099,3.2365,1.78938,3.36099,3.2365,0.966263,2.45795,2.1384,1.78938,2.45795,2.1384,All
0.973939,9.40835,10.1601,1.80359,9.40835,10.1601,0.973939,3.94725,3.44818,1.80359,3.94725,3.44818,0.973939,3.37363,3.23761,1.80359,3.37363,3.23761,0.973939,2.49094,2.13201,1.80359,2.49094,2.13201,All
0.981616,9.35732,10.0904,1.81781,9.35732,10.0904,0.981616,3.97494,3.45265,1.81781,3.97494,3.45265,0.981616,3.38627,3.23871,1.81781,3.38627,3.23871,0.981616,2.52394,2.12563,1.81781,2.52394,2.12563,All
0.989293,9.30628,10.0208,1.83202,9.30628,10.0208,0.989293,4.00262,3.45712,1.83202,4.00262,3.45712,0.989293,3.39891,3.23982,1.83202,3.39891,3.23982,0.989293,2.55693,2.11925,1.83202,2.55693,2.11925,All
0.99697,9.25525,9.95121,1.84624,9.25525,9.95121,0.99697,4.03031,3.46159,1.84624,4.03031,3.46159,0.99697,3.41155,3.24093,1.84624,3.41155,3.24093,0.99697,2.58992,2.11287,1.84624,2.58992,2.11287,All
1.00465,9.20421,9.88159,1.86046,9.20421,9.88159,1.00465,4.058,3.46606,1.86046,4.058,3.46606,1.00465,3.4242,3.24204,1.86046,3.4242,3.24204,1.00465,2.62291,2.10649,1.86046,2.62291,2.10649,All
1.01232,9.15318,9.81198,1.87467,9.15318,9.81198,1.01232,4.08569,3.47053,1.87467,4.08569,3.47053,1.01232,3.43684,3.24315,1.87467,3.43684,3.24315,1.01232,2.6559,2.10011,1.87467,2.6559,2.10011,All
1.02,9.10214,9.74236,1.88889,9.10214,9.74236,1.02,4.11337,3.475,1.88889,4.11337,3.475,1.02,3.44948,3.24426,1.88889,3.44948,3.24426,1.02,2.68889,2.09372,1.88889,2.68889,2.09372,All
