iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_logtSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
10127,458.815,2,13.4071,24.4878,12.7416,1.52697,0.0430634,-0.334932,0.238615,0.999975,0.266276,0.927972
10128,453.417,2,13.4071,24.488,12.7416,1.52696,0.0430624,-0.334934,0.238616,0.999986,0.26628,0.927964
10129,470.712,2,13.4071,24.488,12.7414,1.52695,0.0430634,-0.334937,0.238616,0.999973,0.266287,0.92797
10130,467.57,2,13.4072,24.4882,12.7412,1.52694,0.0430639,-0.334934,0.238618,0.999987,0.266291,0.927963
10131,469.191,2,13.4072,24.4883,12.7412,1.52695,0.0430644,-0.33493,0.238618,1.00001,0.26629,0.927939
10132,461.803,2,13.4072,24.4883,12.7412,1.52696,0.043064,-0.334931,0.238616,1.00003,0.266292,0.927919
10133,460.872,2,13.4071,24.4882,12.7413,1.52697,0.0430638,-0.334929,0.238615,1.00002,0.26629,0.927911
10134,457.439,2,13.4071,24.4882,12.7414,1.52698,0.0430634,-0.334925,0.238615,0.999998,0.266283,0.927908
10135,455.997,2,13.4071,24.4881,12.7414,1.52699,0.0430624,-0.334922,0.238616,0.999995,0.266279,0.927914
10136,465.544,2,13.4071,24.488,12.7412,1.52698,0.0430635,-0.334916,0.238616,0.999987,0.266277,0.927915
10137,456.901,2,13.4071,24.4877,12.7413,1.52697,0.043063,-0.334919,0.238615,1,0.266274,0.927922
10138,451.943,2,13.407,24.4875,12.7416,1.52696,0.0430623,-0.33492,0.238612,1.00001,0.266268,0.92793
10139,452.039,2,13.407,24.4874,12.7416,1.52697,0.0430616,-0.334918,0.238611,1.00001,0.266262,0.927911
10140,457.607,2,13.407,24.4873,12.7416,1.52698,0.0430613,-0.334916,0.238611,1.00001,0.266257,0.92789
10141,466.659,2,13.407,24.4873,12.7415,1.52699,0.0430611,-0.334909,0.23861,1.00003,0.266253,0.92788
10142,456.881,2,13.407,24.4874,12.7415,1.527,0.0430601,-0.334909,0.23861,1.00005,0.266248,0.927867
10143,463.447,2,13.407,24.4874,12.7417,1.52701,0.0430599,-0.334909,0.238609,1.00006,0.266246,0.927858
10144,464.592,2,13.407,24.4874,12.7417,1.52702,0.04306,-0.334907,0.238609,1.00007,0.266239,0.927855
10145,463.463,2,13.407,24.4874,12.7417,1.52704,0.0430597,-0.334907,0.238609,1.00007,0.266232,0.927851
10146,460.105,2,13.4071,24.4875,12.7418,1.52703,0.0430603,-0.334909,0.23861,1.00006,0.266225,0.927867
10147,463.632,2,13.4071,24.4877,12.7417,1.52703,0.0430605,-0.33491,0.238609,1.00006,0.266223,0.927882
10148,471.928,2,13.407,24.4879,12.7415,1.52704,0.0430613,-0.334908,0.238607,1.00006,0.266225,0.927871
10149,458.177,2,13.407,24.488,12.7414,1.52704,0.0430614,-0.334906,0.238605,1.00006,0.266225,0.927867
10150,467.12,2,13.407,24.4881,12.7412,1.52703,0.0430622,-0.334907,0.238605,1.00006,0.266222,0.927871
10151,465.815,2,13.407,24.4881,12.741,1.52703,0.043062,-0.334909,0.238607,1.00008,0.26622,0.927882
10152,462.617,2,13.407,24.4881,12.7407,1.52702,0.043062,-0.334908,0.238609,1.0001,0.266218,0.927891
10153,460.383,2,13.407,24.4881,12.7407,1.52702,0.0430621,-0.334906,0.238612,1.00009,0.266215,0.927901
10154,462.011,2,13.4071,24.4882,12.7405,1.52701,0.043062,-0.33491,0.238613,1.0001,0.266211,0.927915
10155,464.316,2,13.4071,24.4882,12.7405,1.52699,0.0430631,-0.334908,0.238612,1.00011,0.266206,0.927922
10156,468.22,2,13.4071,24.4882,12.7407,1.52699,0.043064,-0.334908,0.238612,1.00012,0.266202,0.927943
10157,466.472,2,13.4071,24.4883,12.7408,1.52699,0.0430646,-0.334907,0.238612,1.00013,0.266199,0.927932
10158,465.356,2,13.4071,24.4883,12.741,1.527,0.0430645,-0.33491,0.238611,1.00013,0.266196,0.927934
10159,470.837,2,13.4071,24.4883,12.7414,1.527,0.0430648,-0.334908,0.238612,1.00017,0.266198,0.927939
10160,465.668,2,13.4071,24.4881,12.7414,1.527,0.0430654,-0.334915,0.238614,1.00015,0.266201,0.927937
10161,466.257,2,13.4071,24.488,12.7415,1.527,0.0430654,-0.334917,0.238614,1.00015,0.266202,0.927944
10162,463.046,2,13.4071,24.4879,12.7415,1.52701,0.0430651,-0.334924,0.238613,1.00016,0.266204,0.927942
10163,469.937,2,13.4071,24.4878,12.7416,1.52701,0.0430659,-0.334917,0.238612,1.00017,0.266207,0.927932
10164,469.104,2,13.4071,24.4878,12.7415,1.52701,0.0430663,-0.334919,0.238612,1.0002,0.266208,0.927922
10165,461.491,2,13.4071,24.4879,12.7414,1.52701,0.043066,-0.334918,0.238613,1.00019,0.266212,0.927918
10166,462.691,2,13.4071,24.488,12.7412,1.52702,0.043065,-0.334919,0.238613,1.00019,0.266214,0.927926
10167,461.211,2,13.4071,24.488,12.7411,1.52702,0.0430651,-0.334921,0.238612,1.00019,0.266215,0.927914
10168,462.688,2,13.4071,24.4879,12.7412,1.52702,0.0430654,-0.334926,0.238614,1.0002,0.266209,0.927916
10169,457.352,2,13.4071,24.488,12.7412,1.52702,0.0430656,-0.334928,0.238615,1.00021,0.266203,0.927895
10170,465.65,2,13.4071,24.4881,12.7411,1.52701,0.043067,-0.334927,0.238616,1.00021,0.2662,0.927886
10171,461.181,2,13.4071,24.4883,12.741,1.527,0.0430664,-0.334929,0.238617,1.00024,0.266201,0.92789
10172,461.975,2,13.4071,24.4884,12.7409,1.527,0.0430661,-0.334928,0.238617,1.00025,0.266199,0.927882
10173,459.044,2,13.4071,24.4884,12.7408,1.52699,0.0430664,-0.334928,0.238617,1.00024,0.266194,0.927891
10174,467.137,2,13.4071,24.4883,12.7408,1.52699,0.043067,-0.334922,0.238617,1.00025,0.266194,0.927913
10175,464.393,2,13.4071,24.4882,12.7411,1.52697,0.0430677,-0.334918,0.238617,1.00025,0.266189,0.927949
10176,458.03,2,13.4071,24.4881,12.7412,1.52696,0.0430678,-0.334916,0.238614,1.00024,0.266186,0.92798
10177,461.514,2,13.4071,24.488,12.7411,1.52696,0.0430677,-0.334915,0.238614,1.00024,0.266179,0.927996
10178,461.93,2,13.4071,24.4878,12.7409,1.52695,0.0430684,-0.334915,0.238614,1.00023,0.266176,0.928008
10179,455.099,2,13.4071,24.4875,12.7407,1.52694,0.0430681,-0.334914,0.238613,1.00022,0.266174,0.928009
10180,463.816,2,13.407,24.4873,12.7408,1.52692,0.0430683,-0.334918,0.238614,1.00024,0.266178,0.928008
10181,463.585,2,13.407,24.4871,12.7409,1.52694,0.0430675,-0.334921,0.238616,1.00025,0.266177,0.927999
10182,458.697,2,13.4071,24.4871,12.741,1.52694,0.0430668,-0.334921,0.238618,1.00025,0.266178,0.927997
10183,468.919,2,13.4071,24.4869,12.7407,1.52693,0.0430673,-0.33492,0.238617,1.00027,0.266173,0.928029
10184,459.218,2,13.407,24.4869,12.7405,1.52694,0.043067,-0.334922,0.238616,1.00028,0.266167,0.92803
10185,463.378,2,13.407,24.4867,12.7404,1.52695,0.0430674,-0.334922,0.238615,1.00026,0.26616,0.928036
10186,449.983,2,13.4071,24.4866,12.7406,1.52694,0.043066,-0.334923,0.238617,1.00026,0.266153,0.928042
10187,448.51,2,13.407,24.4866,12.7407,1.52693,0.0430656,-0.334925,0.238615,1.00025,0.266149,0.928039
10188,460.249,2,13.4071,24.4865,12.7409,1.52693,0.0430655,-0.33492,0.238615,1.00025,0.266146,0.928037
10189,471.967,2,13.4071,24.4864,12.7411,1.52693,0.0430666,-0.334917,0.238618,1.00024,0.266142,0.928059
10190,469.932,2,13.4071,24.4863,12.7413,1.52694,0.0430667,-0.334914,0.238619,1.00026,0.266143,0.928055
10191,471.017,2,13.4071,24.4862,12.7414,1.52696,0.0430659,-0.334912,0.238621,1.00028,0.266145,0.928056
10192,461.558,2,13.407,24.4863,12.7412,1.52694,0.0430668,-0.334915,0.238621,1.00025,0.266149,0.928057
10193,453.699,2,13.407,24.4863,12.7415,1.52693,0.0430665,-0.334914,0.23862,1.00025,0.266145,0.928059
10194,458.262,2,13.407,24.4861,12.7416,1.52693,0.043066,-0.334913,0.23862,1.00023,0.266149,0.92807
10195,460.013,2,13.407,24.486,12.7417,1.52694,0.0430654,-0.334909,0.238619,1.00022,0.26615,0.928065
10196,465.947,2,13.407,24.4859,12.7416,1.52695,0.0430652,-0.334906,0.238618,1.00021,0.266153,0.928073
10197,466.192,2,13.407,24.4858,12.7418,1.52695,0.0430648,-0.3349,0.238618,1.00021,0.26616,0.928086
10198,457.947,2,13.407,24.4857,12.7421,1.52695,0.0430651,-0.334897,0.238616,1.00018,0.266163,0.928075
10199,477.515,2,13.407,24.4857,12.742,1.52696,0.0430662,-0.334887,0.238617,1.00019,0.26617,0.928059
10200,471.479,2,13.407,24.4857,12.7422,1.52697,0.0430664,-0.334889,0.238618,1.00018,0.266175,0.92806
10201,461.672,2,13.407,24.4857,12.7422,1.52698,0.0430651,-0.334893,0.238619,1.00017,0.266178,0.928073
10202,461.055,2,13.407,24.4857,12.7422,1.52699,0.043064,-0.334894,0.238617,1.00018,0.266184,0.928063
10203,459.431,2,13.407,24.4857,12.7422,1.527,0.0430636,-0.334896,0.238615,1.00016,0.266187,0.928049
10204,459.933,2,13.407,24.4856,12.7419,1.527,0.0430634,-0.334894,0.238614,1.00016,0.266188,0.928041
10205,461.195,2,13.407,24.4855,12.7417,1.527,0.0430633,-0.334888,0.238613,1.00015,0.26619,0.928046
10206,460.744,2,13.407,24.4855,12.7415,1.527,0.0430635,-0.334887,0.238614,1.00013,0.266191,0.92805
10207,458.063,2,13.407,24.4854,12.7414,1.527,0.0430637,-0.334884,0.238614,1.00014,0.266186,0.928037
10208,464.782,2,13.407,24.4854,12.7414,1.52701,0.0430634,-0.334884,0.238612,1.00016,0.266182,0.928043
10209,463.032,2,13.407,24.4854,12.7415,1.52701,0.0430635,-0.334878,0.238612,1.00016,0.266176,0.928051
10210,469.349,2,13.407,24.4855,12.7414,1.52702,0.0430644,-0.334874,0.238614,1.00015,0.266177,0.928032
10211,471.499,2,13.407,24.4857,12.7413,1.52704,0.0430642,-0.334872,0.238617,1.00013,0.26618,0.928033
10212,470.759,2,13.407,24.4859,12.7414,1.52705,0.0430642,-0.334871,0.23862,1.00011,0.266186,0.928055
10213,471.271,2,13.407,24.4861,12.7411,1.52707,0.0430638,-0.334867,0.238621,1.00009,0.266194,0.92806
10214,460.629,2,13.407,24.4863,12.7407,1.52705,0.0430639,-0.33487,0.238621,1.00009,0.266199,0.928074
10215,469.982,2,13.407,24.4865,12.7405,1.52704,0.0430643,-0.334872,0.238623,1.0001,0.2662,0.928087
10216,474.982,2,13.407,24.4866,12.7401,1.52706,0.0430648,-0.33487,0.238623,1.00009,0.266202,0.928091
10217,455.441,2,13.407,24.4868,12.7399,1.52706,0.0430645,-0.334869,0.238621,1.00006,0.266203,0.928084
10218,459.65,2,13.407,24.4868,12.74,1.52707,0.043064,-0.334864,0.238621,1.00004,0.266207,0.92808
10219,449.442,2,13.407,24.4867,12.7399,1.52706,0.0430636,-0.33486,0.238621,1.00002,0.266206,0.928065
10220,458.758,2,13.407,24.4868,12.7399,1.52706,0.0430634,-0.33486,0.238622,1.00001,0.266207,0.928052
10221,458.952,2,13.407,24.4869,12.74,1.52707,0.0430629,-0.334858,0.238622,1,0.266207,0.92805
10222,459.603,2,13.407,24.4869,12.7401,1.52706,0.0430629,-0.33486,0.238621,0.999987,0.266212,0.928044
10223,472.249,2,13.407,24.487,12.7399,1.52706,0.0430641,-0.334862,0.23862,0.999968,0.266221,0.928044
10224,468.651,2,13.407,24.4871,12.7397,1.52705,0.0430646,-0.334859,0.238618,0.999962,0.266232,0.928051
10225,467.545,2,13.407,24.4874,12.7394,1.52704,0.0430647,-0.334862,0.238618,0.999981,0.266241,0.928058
10226,458.626,2,13.407,24.4876,12.7392,1.52702,0.0430648,-0.334865,0.238619,0.999978,0.266249,0.928055
10227,470.346,2,13.407,24.4877,12.739,1.52701,0.0430657,-0.334867,0.238618,0.999967,0.266257,0.928063
10228,467.454,2,13.407,24.4879,12.7389,1.52699,0.0430673,-0.334868,0.238617,0.999954,0.266266,0.92806
10229,465.713,2,13.407,24.4881,12.7389,1.52698,0.0430677,-0.334868,0.238616,0.999933,0.266276,0.928062
10230,458.095,2,13.407,24.4881,12.7387,1.52696,0.0430679,-0.334867,0.238616,0.999937,0.266281,0.928055
10231,462.075,2,13.407,24.4882,12.7385,1.52693,0.0430693,-0.334867,0.238617,0.999931,0.266286,0.928039
10232,463.764,2,13.407,24.4882,12.7383,1.52694,0.0430682,-0.334863,0.238617,0.99996,0.26629,0.928022
10233,461.859,2,13.407,24.4882,12.7383,1.52694,0.0430684,-0.334862,0.238617,0.999971,0.26629,0.928012
10234,461.396,2,13.407,24.4882,12.7383,1.52693,0.0430685,-0.334865,0.238616,0.999973,0.266289,0.92802
10235,452.113,2,13.407,24.4883,12.7381,1.52692,0.0430684,-0.334863,0.238616,0.999961,0.266284,0.928025
10236,447.154,2,13.407,24.4884,12.7381,1.52691,0.0430674,-0.334864,0.238616,0.999933,0.266282,0.928017
10237,457.183,2,13.407,24.4884,12.7382,1.52691,0.0430675,-0.334862,0.238617,0.999923,0.26628,0.928001
10238,461.277,2,13.407,24.4884,12.7381,1.52691,0.0430672,-0.334861,0.238617,0.999928,0.266277,0.92801
10239,456.539,2,13.407,24.4883,12.7382,1.52691,0.0430666,-0.334856,0.238619,0.999933,0.266272,0.928011
10240,466.539,2,13.407,24.4881,12.7382,1.52691,0.0430671,-0.334852,0.23862,0.999943,0.266267,0.928023
10241,471.735,2,13.407,24.4881,12.7383,1.52691,0.0430685,-0.334856,0.23862,0.999952,0.266262,0.928025
10242,461.318,2,13.407,24.488,12.7384,1.5269,0.0430687,-0.334851,0.23862,0.999964,0.266254,0.928046
10243,462.322,2,13.407,24.4879,12.7383,1.5269,0.0430685,-0.334852,0.238619,0.999984,0.266251,0.928052
10244,465.055,2,13.4071,24.4877,12.7382,1.52691,0.0430685,-0.334846,0.238622,0.999983,0.266247,0.928054
10245,464.814,2,13.4071,24.4877,12.7383,1.52693,0.0430688,-0.334846,0.23862,0.999977,0.266242,0.928046
10246,466.099,2,13.4071,24.4876,12.7382,1.52695,0.0430681,-0.33485,0.23862,0.999991,0.266241,0.928027
10247,461.159,2,13.4071,24.4874,12.7382,1.52696,0.043068,-0.334849,0.238621,0.999992,0.266239,0.928004
10248,471.626,2,13.4071,24.4873,12.7381,1.52696,0.043069,-0.334846,0.238621,0.999981,0.266238,0.928014
10249,462.47,2,13.4071,24.4872,12.7381,1.52697,0.0430685,-0.334841,0.23862,0.999971,0.266239,0.928016
10250,461.196,2,13.4071,24.4871,12.7382,1.52696,0.0430694,-0.33484,0.238622,0.999964,0.266237,0.928011
10251,473.625,2,13.4071,24.487,12.7381,1.52696,0.0430708,-0.334833,0.238625,0.999957,0.266237,0.927998
10252,460.02,2,13.4071,24.4869,12.7381,1.52696,0.0430707,-0.334834,0.238627,0.999957,0.266241,0.927978
10253,461.174,2,13.4071,24.4866,12.7382,1.52696,0.0430708,-0.334835,0.238627,0.999973,0.26624,0.927954
10254,456.54,2,13.4071,24.4863,12.7383,1.52696,0.0430709,-0.334833,0.238626,0.999958,0.266237,0.92794
10255,448.26,2,13.4071,24.4863,12.7384,1.52696,0.0430697,-0.334829,0.238625,0.999941,0.266234,0.927942
10256,461.097,2,13.4071,24.4863,12.7382,1.52695,0.04307,-0.33483,0.238625,0.999946,0.266233,0.92794
10257,466.031,2,13.4071,24.4862,12.7381,1.52695,0.0430699,-0.334829,0.238623,0.999978,0.266233,0.927951
10258,455.847,2,13.4071,24.4862,12.7384,1.52695,0.0430695,-0.334828,0.238621,0.999976,0.266231,0.927945
10259,453.567,2,13.4071,24.4862,12.7386,1.52694,0.0430688,-0.33483,0.238619,0.999994,0.266231,0.927926
10260,458.119,2,13.4071,24.4861,12.7389,1.52694,0.0430686,-0.334835,0.238617,0.999992,0.266229,0.927926
10261,459.048,2,13.4071,24.4861,12.7388,1.52695,0.0430681,-0.334835,0.238617,0.999988,0.266228,0.927914
10262,460.387,2,13.4071,24.4862,12.7388,1.52697,0.0430677,-0.334826,0.238618,0.999978,0.266226,0.927901
10263,461.968,2,13.407,24.4861,12.7386,1.52697,0.0430681,-0.334827,0.238617,0.999972,0.266225,0.927892
10264,462.423,2,13.407,24.4861,12.7384,1.52698,0.0430673,-0.334826,0.238617,0.99997,0.266231,0.927871
10265,467.38,2,13.407,24.4862,12.7385,1.52699,0.0430673,-0.334829,0.238617,0.999965,0.266237,0.92786
10266,462.083,2,13.407,24.4863,12.7383,1.52698,0.0430671,-0.334831,0.238615,0.999984,0.266241,0.927854
10267,458.572,2,13.407,24.4863,12.7385,1.52698,0.043067,-0.334833,0.238615,0.999965,0.266247,0.927836
10268,455.393,2,13.407,24.4862,12.7387,1.52696,0.0430679,-0.334835,0.238615,0.999959,0.266247,0.927813
10269,465.257,2,13.407,24.4863,12.7386,1.52696,0.043069,-0.334832,0.238615,0.999951,0.266246,0.92779
10270,471.288,2,13.407,24.4863,12.7385,1.52695,0.0430706,-0.334837,0.238615,0.999961,0.266244,0.927777
10271,461.076,2,13.407,24.4864,12.7386,1.52695,0.0430713,-0.334838,0.238615,0.999955,0.266239,0.927774
10272,466.65,2,13.407,24.4864,12.7386,1.52695,0.0430723,-0.334845,0.238616,0.999948,0.266234,0.927769
10273,469.252,2,13.407,24.4865,12.7386,1.52695,0.0430732,-0.334845,0.238616,0.999951,0.266231,0.927782
10274,462.608,2,13.407,24.4866,12.7386,1.52696,0.0430732,-0.334841,0.238616,0.999931,0.266229,0.927788
10275,472.673,2,13.407,24.4867,12.7384,1.52698,0.0430735,-0.334839,0.238618,0.99993,0.266229,0.927784
10276,473.322,2,13.407,24.4868,12.7382,1.52697,0.043074,-0.334841,0.238619,0.999955,0.266233,0.9278
10277,466.625,2,13.407,24.487,12.7381,1.52696,0.0430741,-0.334839,0.238619,0.999977,0.266232,0.927819
10278,464.85,2,13.407,24.4871,12.7384,1.52697,0.0430732,-0.334837,0.238619,1.00001,0.26623,0.927833
10279,466.448,2,13.407,24.4873,12.7384,1.52698,0.0430726,-0.334839,0.238619,1.00004,0.266228,0.927843
10280,464.713,2,13.407,24.4874,12.7385,1.52698,0.0430728,-0.334835,0.238619,1.00004,0.266224,0.927857
10281,465.337,2,13.407,24.4874,12.7385,1.52697,0.0430733,-0.334834,0.238617,1.00006,0.266222,0.927874
10282,465.974,2,13.407,24.4876,12.7384,1.52698,0.0430729,-0.334836,0.238617,1.00007,0.266216,0.92789
10283,464.349,2,13.407,24.4876,12.7386,1.52697,0.0430737,-0.334835,0.238618,1.00008,0.266213,0.927888
10284,456.615,2,13.407,24.4877,12.7386,1.52695,0.043074,-0.334836,0.238617,1.0001,0.266211,0.927882
10285,464.665,2,13.407,24.4877,12.7387,1.52695,0.0430738,-0.334838,0.23862,1.00012,0.266212,0.927877
10286,460.41,2,13.407,24.4877,12.739,1.52695,0.0430735,-0.334837,0.23862,1.00014,0.266214,0.927858
10287,458.455,2,13.407,24.4878,12.7391,1.52694,0.0430728,-0.334839,0.23862,1.00016,0.266213,0.927853
10288,460.503,2,13.407,24.4878,12.7393,1.52695,0.0430725,-0.334839,0.23862,1.00017,0.266208,0.927848
10289,461.78,2,13.407,24.4877,12.7395,1.52695,0.0430725,-0.334841,0.23862,1.00016,0.266208,0.927864
10290,470.488,2,13.407,24.4877,12.7398,1.52695,0.0430721,-0.334844,0.238621,1.00018,0.266207,0.9279
10291,470.712,2,13.4069,24.4876,12.7404,1.52697,0.043071,-0.334845,0.238621,1.00019,0.266207,0.927936
10292,465.212,2,13.4069,24.4875,12.741,1.52697,0.043071,-0.334843,0.238623,1.0002,0.266206,0.927947
10293,466.87,2,13.407,24.4875,12.7412,1.52697,0.0430703,-0.334843,0.238624,1.00022,0.266206,0.927964
10294,461.228,2,13.407,24.4875,12.7416,1.52695,0.0430705,-0.334835,0.238626,1.00024,0.266206,0.927975
10295,459.88,2,13.407,24.4874,12.7418,1.52694,0.0430706,-0.334838,0.238627,1.00025,0.266206,0.927972
10296,467.98,2,13.407,24.4873,12.7419,1.52693,0.0430717,-0.334834,0.238627,1.00027,0.266204,0.927962
10297,467.178,2,13.4069,24.4872,12.7421,1.52692,0.0430733,-0.334836,0.238628,1.00026,0.266204,0.927937
10298,458.683,2,13.4069,24.4871,12.7423,1.52694,0.0430731,-0.334837,0.238626,1.00026,0.266199,0.927914
10299,461.392,2,13.4069,24.4871,12.7425,1.52692,0.0430743,-0.334837,0.238626,1.00025,0.266199,0.927898
10300,460.586,2,13.4069,24.4871,12.7425,1.52692,0.0430746,-0.334837,0.238625,1.00026,0.266196,0.927883
10301,462.396,2,13.4069,24.487,12.7424,1.52695,0.0430738,-0.33484,0.238627,1.00024,0.266196,0.927864
10302,455.329,2,13.4069,24.4869,12.7425,1.52695,0.0430735,-0.33484,0.238626,1.00023,0.266202,0.927835
10303,453.913,2,13.4069,24.4867,12.7425,1.52695,0.0430728,-0.334843,0.238625,1.00021,0.266202,0.92781
10304,460.725,2,13.4069,24.4865,12.7426,1.52697,0.0430723,-0.334843,0.238624,1.00022,0.266201,0.927792
10305,456.77,2,13.4069,24.4863,12.7427,1.52697,0.0430717,-0.334842,0.238625,1.00022,0.266202,0.927772
10306,466.777,2,13.4069,24.4861,12.7428,1.52698,0.0430722,-0.334837,0.238626,1.00021,0.266199,0.927752
10307,466.051,2,13.4069,24.486,12.7427,1.52699,0.0430732,-0.334845,0.238627,1.00019,0.266193,0.92775
10308,470.452,2,13.4069,24.4859,12.7427,1.52697,0.0430756,-0.334848,0.238627,1.00016,0.266186,0.927756
10309,463.342,2,13.4069,24.4857,12.7427,1.52698,0.0430754,-0.334852,0.238627,1.00016,0.266185,0.927759
10310,456.281,2,13.4069,24.4856,12.7427,1.52697,0.0430757,-0.334857,0.238626,1.00015,0.266186,0.927758
10311,458.281,2,13.4069,24.4855,12.7428,1.52697,0.0430751,-0.334856,0.238625,1.00016,0.266186,0.927755
10312,455.879,2,13.4069,24.4854,12.7428,1.52697,0.0430741,-0.334856,0.238626,1.00016,0.266186,0.927749
10313,457.675,2,13.4069,24.4853,12.7427,1.52698,0.0430732,-0.334854,0.238625,1.00015,0.266186,0.927746
10314,453.238,2,13.4069,24.4851,12.7427,1.52696,0.0430734,-0.334848,0.238624,1.00014,0.266186,0.927729
10315,469.686,2,13.4069,24.485,12.7425,1.52698,0.0430736,-0.33485,0.238623,1.00015,0.26618,0.92773
10316,460.029,2,13.4069,24.485,12.7423,1.52697,0.0430743,-0.334847,0.238624,1.00016,0.266178,0.927714
10317,461.426,2,13.4069,24.485,12.7422,1.52697,0.043074,-0.334844,0.238624,1.00017,0.266172,0.927713
10318,459.77,2,13.4069,24.4851,12.7421,1.52696,0.0430747,-0.334841,0.238623,1.00019,0.266164,0.927718
10319,466.695,2,13.4069,24.4852,12.742,1.52694,0.0430752,-0.334842,0.238624,1.00022,0.266158,0.927751
10320,462.919,2,13.4069,24.4852,12.7417,1.52693,0.0430753,-0.334846,0.238624,1.00024,0.266157,0.927762
10321,462.34,2,13.4069,24.4853,12.7418,1.52694,0.043074,-0.334851,0.238625,1.00026,0.266153,0.92778
10322,466.085,2,13.407,24.4854,12.7416,1.52694,0.0430743,-0.334847,0.238625,1.00027,0.266148,0.927792
10323,458.042,2,13.407,24.4855,12.7414,1.52693,0.0430746,-0.334847,0.238625,1.00027,0.266143,0.927798
10324,458.71,2,13.407,24.4857,12.7415,1.52693,0.0430744,-0.334845,0.238624,1.00027,0.26614,0.927807
10325,463.089,2,13.407,24.4858,12.7411,1.52693,0.0430748,-0.334847,0.238624,1.00027,0.266139,0.927815
10326,461.784,2,13.407,24.4859,12.741,1.5269,0.0430757,-0.334849,0.238624,1.00026,0.266137,0.92784
10327,464.779,2,13.407,24.486,12.7409,1.52689,0.0430764,-0.334843,0.238623,1.00026,0.266139,0.927867
10328,447.665,2,13.407,24.4861,12.7408,1.52685,0.0430765,-0.334845,0.238624,1.00025,0.266134,0.927882
10329,452.557,2,13.407,24.486,12.7408,1.52682,0.0430767,-0.334846,0.238624,1.00024,0.266133,0.927889
10330,456.917,2,13.4071,24.4859,12.7408,1.52679,0.0430775,-0.334843,0.238625,1.00023,0.266135,0.927893
10331,460.856,2,13.4071,24.4859,12.7409,1.52678,0.0430778,-0.334841,0.238625,1.00022,0.266135,0.927899
10332,469.74,2,13.4071,24.4859,12.7408,1.52679,0.0430785,-0.334842,0.238625,1.0002,0.266135,0.927926
10333,465.914,2,13.4071,24.486,12.7407,1.52677,0.0430794,-0.334841,0.238624,1.00021,0.266129,0.927954
10334,458.125,2,13.4071,24.486,12.7408,1.52677,0.0430798,-0.334842,0.238624,1.0002,0.266122,0.92795
10335,458.489,2,13.4071,24.486,12.7408,1.52677,0.0430797,-0.334843,0.238626,1.00018,0.266124,0.927932
10336,468.107,2,13.4071,24.4861,12.7405,1.52678,0.0430796,-0.334841,0.238627,1.00017,0.266129,0.927945
10337,464.294,2,13.4071,24.4862,12.7402,1.52679,0.0430793,-0.334838,0.238627,1.00014,0.266132,0.927956
10338,470.079,2,13.4071,24.4862,12.7399,1.52679,0.0430803,-0.334836,0.238627,1.00015,0.266131,0.927968
10339,462.539,2,13.4071,24.4862,12.74,1.5268,0.0430794,-0.334834,0.238627,1.00016,0.266125,0.927972
10340,469.854,2,13.4071,24.4861,12.74,1.5268,0.0430805,-0.334834,0.238627,1.00019,0.266123,0.927953
10341,471.998,2,13.4071,24.486,12.7401,1.5268,0.0430813,-0.334836,0.238628,1.00022,0.266123,0.927934
10342,480.633,2,13.4071,24.4859,12.7402,1.5268,0.0430826,-0.33484,0.238628,1.00024,0.266127,0.927943
10343,465.177,2,13.4071,24.4859,12.7402,1.5268,0.0430822,-0.334843,0.238629,1.00024,0.266132,0.927952
10344,464.163,2,13.4071,24.4859,12.7401,1.52682,0.0430812,-0.334847,0.23863,1.00023,0.266136,0.92795
10345,469.405,2,13.4071,24.4859,12.7402,1.52682,0.0430812,-0.334851,0.238628,1.00025,0.26614,0.927957
10346,464.024,2,13.4071,24.486,12.7406,1.52682,0.0430812,-0.334855,0.238627,1.00023,0.266149,0.92795
10347,461.87,2,13.4071,24.4861,12.7408,1.52682,0.043081,-0.334859,0.238627,1.00021,0.266156,0.927947
10348,465.919,2,13.4071,24.4861,12.7409,1.52684,0.0430808,-0.334861,0.238628,1.00019,0.266162,0.927935
10349,460.775,2,13.4071,24.4859,12.7409,1.52684,0.0430803,-0.33486,0.23863,1.00019,0.266169,0.927914
10350,461.093,2,13.4071,24.4857,12.7409,1.52685,0.0430797,-0.334862,0.238631,1.00019,0.266171,0.927899
10351,455.56,2,13.4071,24.4856,12.7408,1.52686,0.0430784,-0.334862,0.238632,1.00017,0.266172,0.927887
10352,454.082,2,13.4071,24.4855,12.7408,1.52687,0.0430777,-0.33486,0.238632,1.00016,0.266171,0.927873
10353,456.746,2,13.4071,24.4854,12.7407,1.52687,0.043077,-0.334858,0.238631,1.00015,0.266173,0.927865
10354,458.707,2,13.4071,24.4852,12.7407,1.52688,0.0430761,-0.334854,0.238632,1.00016,0.266173,0.927857
10355,450.236,2,13.4071,24.4852,12.7406,1.52688,0.0430741,-0.334853,0.238631,1.00015,0.266171,0.927852
10356,451.566,2,13.4071,24.4851,12.7406,1.5269,0.0430722,-0.334851,0.238631,1.00013,0.266168,0.927863
10357,465.762,2,13.4071,24.4851,12.7404,1.52691,0.0430718,-0.334846,0.238629,1.00014,0.266164,0.927867
