parameter,value
Cl_pop,13.4902571653991
beta_Cl_logtWTKG,-0.597975100601785
V1_pop,25.8225307793158
beta_V1_ANTU_1,-0.277940515794294
beta_V1_logtCLCRMLMIN,-3.20680506165581
beta_V1_logtPROGDL,-1.9351497720596
Q_pop,23.4
beta_Q_LMP_1,0.924574301737896
beta_Q_logtAGEA,1.23711931737253
beta_Q_logtALBGDL,17.4695627357032
beta_Q_logtPROGDL,-17.5508353571181
V2_pop,2.69346935528382
beta_V2_SEXF_1,4.72205288203732
beta_V2_logtHCM,38.2266382927313
beta_V2_logtRAL,0.210825540291532
omega_Cl,0.290662681982095
omega_V1,0.330425011824198
omega_Q,2.6889994916057e-8
omega_V2,2.10130874537665e-8
a,1.3429208961409
b,0.0432943621947836
