iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,beta_V1_logtWTKG,omega_Cl,omega_Q,omega_V1,omega_V2
422,455.197,1,20.7098,23.7168,15.4054,1.46007,0.0451421,-0.418408,-0.792088,0.216624,1.2846,0.182333,1.00243
423,448.619,1,20.7997,23.9593,15.1335,1.46002,0.0422908,-0.429048,-0.615885,0.220476,1.24909,0.169808,0.978553
424,455.709,1,20.6545,23.5463,15.5371,1.40083,0.0513138,-0.418228,-0.650157,0.219183,1.24107,0.176476,0.92666
425,459.439,1,20.2413,23.2246,13.934,1.57458,0.0468437,-0.402769,-0.522879,0.226044,1.21858,0.173909,0.824487
426,443.761,1,20.5817,22.9986,14.0532,1.40257,0.0465473,-0.415529,-0.545494,0.217527,1.20267,0.180465,0.780032
427,444.015,1,20.3789,22.7526,14.0867,1.42614,0.0465768,-0.393042,-0.6115,0.231543,1.08665,0.176167,0.805455
428,446.979,1,20.5156,22.3188,14.1278,1.47436,0.0436886,-0.403928,-0.678223,0.216578,1.08776,0.183793,0.91305
429,449.094,1,20.8896,22.429,13.038,1.52329,0.0418574,-0.423947,-0.747838,0.215692,1.06893,0.184973,0.944054
430,453.423,1,20.295,22.3739,14.3314,1.52327,0.0426904,-0.411595,-0.785347,0.215349,1.09101,0.202615,0.955281
431,451.623,1,20.3336,22.6143,13.5264,1.52332,0.0435865,-0.401815,-0.686308,0.228161,1.03933,0.191004,0.858098
432,452.909,1,20.8268,22.4761,13.9572,1.48233,0.0510063,-0.419081,-0.605485,0.220717,1.02582,0.17156,0.859119
433,464.092,1,21.1816,22.2715,13.4337,1.61395,0.0500815,-0.44448,-0.481944,0.214129,1.08552,0.172664,0.903304
434,460.64,1,20.8834,22.2262,13.4226,1.64799,0.0488674,-0.424505,-0.618206,0.21325,1.08575,0.155919,0.886131
435,452.926,1,20.3531,22.2131,14.0381,1.57927,0.0466509,-0.40276,-0.611189,0.214912,1.15713,0.142797,0.89899
436,456.897,1,20.4088,22.5154,13.9836,1.5566,0.0470698,-0.410583,-0.458096,0.212923,1.28648,0.15774,0.874002
437,468.178,1,20.6246,22.5906,13.6509,1.60655,0.0508157,-0.416202,-0.682513,0.219379,1.24546,0.166007,0.905041
438,457.93,1,20.8463,23.0434,13.5674,1.58852,0.0451933,-0.419217,-0.735063,0.226938,1.22778,0.156692,0.909762
439,454.338,1,20.5987,23.2114,12.9828,1.54823,0.0470933,-0.409454,-0.765279,0.221771,1.12824,0.153495,0.925111
440,443.933,1,21.2217,23.1634,12.4126,1.48033,0.0441282,-0.440261,-0.658484,0.223021,1.19084,0.148195,0.867774
441,439.2,1,20.7011,23.0791,13.5152,1.42957,0.0427028,-0.418129,-0.554983,0.221647,1.25729,0.141577,0.900657
442,448.544,1,20.304,23.0702,14.5348,1.54732,0.04431,-0.405151,-0.552671,0.218495,1.20324,0.142379,0.891097
443,452.698,1,20.6631,23.3348,13.6262,1.51479,0.0439401,-0.416586,-0.478864,0.224941,1.32817,0.155915,0.897352
444,452.976,1,20.4778,23.016,14.0538,1.51481,0.0443341,-0.402236,-0.70286,0.230136,1.30019,0.164258,0.837354
445,456.939,1,20.6081,22.6943,13.9279,1.56046,0.0425329,-0.40943,-0.583947,0.229535,1.33776,0.168221,0.898372
446,454.633,1,20.7283,22.6747,13.4373,1.49506,0.0436294,-0.415186,-0.49265,0.221756,1.35164,0.167453,0.959953
447,459.19,1,20.1141,22.6474,13.7107,1.44437,0.0478598,-0.39171,-0.576162,0.220869,1.40846,0.178031,0.943494
448,454.678,1,20.8093,22.9107,14.6539,1.48304,0.0491333,-0.418535,-0.633291,0.219303,1.29307,0.172595,0.796601
449,456.672,1,20.0564,22.6012,14.7504,1.52117,0.0473929,-0.391191,-0.841352,0.217101,1.342,0.171379,0.804357
450,463.123,1,19.8699,22.866,14.2577,1.57125,0.0461389,-0.394513,-0.714443,0.218994,1.47418,0.174058,0.821055
451,456.936,1,19.954,22.1671,15.2398,1.54084,0.042726,-0.394662,-0.72273,0.220636,1.51192,0.174401,0.815527
452,451.96,1,20.3526,22.0696,15.0543,1.58496,0.0394086,-0.397555,-0.790059,0.220978,1.46149,0.175613,0.745142
453,454.147,1,20.482,22.0133,15.1197,1.55975,0.0416078,-0.399969,-0.804532,0.221261,1.41243,0.180618,0.78264
454,455.338,1,20.4861,22.2604,15.4735,1.55976,0.0410036,-0.407512,-0.764366,0.228303,1.43982,0.184938,0.748419
455,455.012,1,20.2191,22.5914,14.6432,1.55982,0.04235,-0.394271,-0.603994,0.218045,1.35621,0.173131,0.840097
456,450.976,1,20.6692,22.9515,14.3399,1.66203,0.0346005,-0.422245,-0.607351,0.214172,1.22646,0.173208,0.899332
457,450.748,1,19.9349,22.5892,14.5331,1.56857,0.037759,-0.382401,-0.554343,0.218918,1.2161,0.185789,0.928562
458,456.526,1,20.5263,23.0813,12.5133,1.50915,0.0444874,-0.399857,-0.585228,0.226449,1.19099,0.193891,0.920095
459,461.488,1,20.3173,22.8549,13.5351,1.4721,0.0474363,-0.397644,-0.575078,0.222463,1.33409,0.191181,0.945773
460,457.982,1,20.8724,23.0703,13.108,1.58652,0.0398525,-0.42303,-0.250841,0.221969,1.32176,0.173984,0.978282
461,457.202,1,20.6365,23.1211,13.3715,1.58644,0.0380493,-0.407537,-0.13026,0.226149,1.26815,0.195678,1.00087
462,456.976,1,20.6184,23.2291,13.5737,1.54123,0.0387173,-0.40986,-0.0687733,0.224807,1.19872,0.208885,1.03283
463,462.179,1,20.4577,23.7015,14.0776,1.6286,0.0357857,-0.407684,-0.0220925,0.229921,1.19111,0.219217,1.03553
464,464.209,1,20.3398,24.4718,12.8352,1.66807,0.0366952,-0.407529,0.0791174,0.23595,1.09252,0.202974,1.09227
465,472.545,1,20.2375,24.2334,13.8797,1.70164,0.0389585,-0.404714,0.0346779,0.228773,1.19488,0.215291,1.06474
466,473.722,1,20.1178,24.187,12.808,1.73186,0.0383203,-0.398351,-0.285395,0.231816,1.25527,0.227297,0.936558
467,466.016,1,20.5215,23.9601,13.5613,1.65201,0.0382479,-0.41318,-0.16096,0.234092,1.21209,0.220853,0.940394
468,467.505,1,20.5206,24.31,14.501,1.65198,0.0380605,-0.403078,-0.21809,0.241514,1.2956,0.224048,0.923867
469,473.974,1,20.729,23.8345,14.4879,1.64806,0.044599,-0.417865,0.0593712,0.224001,1.24051,0.226835,0.939968
470,466.451,1,20.9489,23.247,14.4884,1.64802,0.042441,-0.432001,-0.00617735,0.226704,1.20852,0.21279,0.876504
471,467.327,1,21.1787,23.5987,13.8838,1.66777,0.0397577,-0.438435,0.122384,0.230027,1.26068,0.212387,0.896775
472,467.813,1,20.5656,23.5524,15.1703,1.60134,0.0431817,-0.408052,-0.105336,0.218908,1.27653,0.213097,0.981065
473,468.664,1,21.1448,22.9282,13.8946,1.63558,0.0437446,-0.439232,-0.059521,0.224439,1.2614,0.197188,0.955392
474,470.162,1,20.748,22.579,14.2372,1.66023,0.0413503,-0.422889,-0.0887794,0.230291,1.2458,0.209832,0.960894
475,473.961,1,20.918,22.8258,14.885,1.78683,0.0365648,-0.424365,-0.192618,0.216746,1.32471,0.188131,1.08444
476,472.79,1,20.4205,22.9566,14.9711,1.7868,0.0364578,-0.396578,-0.269233,0.222939,1.27962,0.184299,1.10258
477,466.1,1,20.0193,23.6122,14.5982,1.69143,0.0388303,-0.387034,-0.102081,0.217689,1.36656,0.179633,0.985066
478,466.258,1,20.8461,23.7851,12.9936,1.6643,0.0393916,-0.423712,-0.0605326,0.221302,1.22692,0.204416,0.999114
479,470.658,1,20.3655,23.869,12.3151,1.57957,0.0442005,-0.401364,-0.225371,0.220017,1.13901,0.225629,1.13992
480,465.066,1,21.059,23.9088,13.1835,1.4399,0.0494639,-0.427798,-0.238138,0.223413,1.07608,0.239362,1.04874
481,469.901,1,19.8878,23.8683,13.0078,1.54775,0.0434706,-0.382439,-0.250042,0.221406,1.13128,0.255683,1.09764
482,463.943,1,20.8475,23.7437,13.575,1.67379,0.0349682,-0.423582,-0.0621643,0.228363,1.07338,0.244744,1.00697
483,453.829,1,20.6408,24.0413,12.5629,1.62797,0.0288319,-0.415878,-0.0897048,0.228848,1.1409,0.232972,1.04309
484,469.836,1,21.169,24.1966,11.9417,1.66076,0.0354603,-0.428051,-0.218102,0.235057,1.27651,0.244116,1.02647
485,468.745,1,20.8848,24.0484,12.4699,1.5555,0.0410587,-0.42057,-0.341907,0.229733,1.1897,0.253228,1.07426
486,471.83,1,20.6291,23.7398,13.0314,1.57381,0.046674,-0.425621,-0.545375,0.214659,1.11519,0.258239,0.964988
487,468.637,1,19.4783,23.62,11.9413,1.69962,0.0379269,-0.372993,-0.701586,0.20729,1.04834,0.281778,0.939806
488,467.818,1,20.2819,23.6507,13.1007,1.59888,0.04243,-0.405626,-0.579178,0.218355,1.09574,0.276232,0.903507
489,462.756,1,20.4552,23.8695,12.7802,1.64911,0.0353362,-0.403481,-0.52552,0.218301,1.01485,0.273085,1.01309
490,459.449,1,20.5539,23.8637,13.2058,1.58744,0.0356796,-0.405199,-0.533097,0.224428,1.06138,0.265367,1.01415
491,461.816,1,20.3583,24.052,12.1495,1.62202,0.0333262,-0.40036,-0.411317,0.214383,1.22482,0.270172,0.981626
492,461.198,1,20.7348,23.9104,11.2766,1.65912,0.0287548,-0.417049,-0.359455,0.222162,1.2235,0.261107,1.049
493,450.369,1,20.6692,23.5426,11.8116,1.59348,0.0285439,-0.416226,-0.553535,0.222714,1.10073,0.281489,0.923606
494,452.303,1,20.7914,24.0536,12.9642,1.70244,0.0256144,-0.424869,-0.61564,0.22028,1.10578,0.269167,0.848482
495,454.219,1,20.2048,23.8371,12.1373,1.70666,0.0304546,-0.396455,-0.40333,0.209509,1.02365,0.251822,0.892634
496,455.93,1,20.4505,23.81,12.5886,1.77445,0.0236425,-0.402853,-0.319475,0.22251,1.03543,0.2867,0.833351
497,456.331,1,20.4128,23.8328,13.2109,1.64583,0.034665,-0.412146,-0.350325,0.216355,0.948823,0.283718,0.869731
498,450.737,1,20.65,23.9016,13.5758,1.58332,0.0355782,-0.415924,-0.377194,0.22239,0.962586,0.270177,0.840736
499,459.317,1,21.021,23.818,12.0688,1.57603,0.041219,-0.432992,-0.271791,0.220184,1.01889,0.287259,0.785011
500,458.878,2,20.1896,23.7902,12.747,1.50875,0.0438163,-0.393382,-0.525115,0.221282,0.997229,0.290164,0.830773
501,457.664,2,20.0949,23.912,13.2638,1.50872,0.0425179,-0.395936,-0.36261,0.227766,0.968062,0.280347,0.858005
502,460.468,2,20.8392,23.6038,13.5673,1.56529,0.0450781,-0.420487,-0.0765573,0.236235,0.937132,0.254145,0.807424
503,456.681,2,20.5262,24.01,13.9237,1.49401,0.0469487,-0.404934,-0.0253691,0.226107,0.991723,0.227192,0.879046
504,454.898,2,20.5508,24.0376,12.9068,1.49398,0.044713,-0.413946,0.0416112,0.214755,1.04854,0.233835,0.883063
505,456.017,2,20.9157,23.8951,13.6288,1.46135,0.0422834,-0.421002,-0.0501141,0.225002,1.24519,0.230935,0.912216
506,463.08,2,20.3531,24.4878,14.0265,1.4034,0.0480176,-0.399448,-0.122773,0.225139,1.3244,0.228023,0.966098
507,471.079,2,20.7171,24.558,13.0778,1.48804,0.0467021,-0.415543,-0.0949823,0.231149,1.44826,0.223857,0.982373
508,477.583,2,20.62,24.2613,13.9401,1.48811,0.0511107,-0.406064,-0.23336,0.224812,1.48863,0.230194,1.02912
509,476.662,2,20.8747,24.3889,13.4497,1.45295,0.051206,-0.422338,-0.175507,0.227712,1.36788,0.230336,1.11023
510,466.358,2,20.9185,24.2226,14.0948,1.44532,0.044086,-0.421361,-0.282209,0.236557,1.34778,0.231637,1.0937
511,473.035,2,20.69,23.8147,14.1401,1.5367,0.048574,-0.418717,-0.273003,0.225774,1.35298,0.222153,0.92537
512,470.852,2,20.4301,23.9165,15.4445,1.67155,0.0434617,-0.411833,-0.117858,0.216463,1.22841,0.220987,0.904429
513,474.161,2,20.0268,23.6437,13.6674,1.6273,0.0473076,-0.395834,-0.174238,0.219321,1.19052,0.240321,0.873821
514,460.716,2,20.2997,23.7843,13.5499,1.57735,0.0413265,-0.401683,-0.313409,0.221233,1.18969,0.262112,0.784491
515,448.781,2,20.7052,24.0575,12.7676,1.46457,0.042877,-0.420353,-0.204053,0.219114,1.08154,0.242214,0.790364
516,446.189,2,20.8315,24.1374,13.565,1.42775,0.0397122,-0.421611,-0.275224,0.222178,1.06793,0.245394,0.911771
517,448.061,2,20.1787,24.2988,13.6261,1.42774,0.0398352,-0.40201,-0.371173,0.212386,1.10166,0.259479,0.926461
518,449.638,2,20.4302,24.0034,12.9267,1.50737,0.0378668,-0.411019,-0.296237,0.211227,1.03307,0.26214,0.903533
519,453.371,2,20.3467,23.6733,13.5493,1.47749,0.0395938,-0.409464,-0.510705,0.215244,1.13953,0.271814,0.865797
520,455.317,2,20.6196,23.7993,13.8466,1.41491,0.0424327,-0.417505,-0.486868,0.220364,1.25052,0.270863,0.856534
521,453.484,2,20.1901,23.882,14.0652,1.41488,0.0413801,-0.389191,-0.757185,0.219044,1.16402,0.270939,0.962311
522,463.176,2,20.3324,23.9839,14.9529,1.43839,0.0473239,-0.400482,-0.714902,0.228577,1.04361,0.259583,0.980179
523,458.451,2,20.1745,23.7474,14.9664,1.36525,0.0491041,-0.397711,-0.824731,0.223477,0.992392,0.252631,1.06314
524,455.698,2,20.2324,23.2846,13.2024,1.42772,0.0449566,-0.393819,-0.595045,0.213706,1.0038,0.243433,1.07936
525,461.27,2,20.2001,23.5289,13.8332,1.43329,0.0487062,-0.391473,-0.711429,0.22026,0.98071,0.233692,1.08838
526,461.381,2,20.1926,23.9016,14.5185,1.43326,0.0474583,-0.395821,-0.824575,0.22412,1.06009,0.244338,1.05242
527,459.846,2,20.4227,23.7589,13.3344,1.41159,0.0487911,-0.407471,-0.544044,0.222584,1.03487,0.24276,1.00486
528,455.488,2,20.1488,23.8807,13.2334,1.37613,0.0478173,-0.397239,-0.733312,0.224929,0.960531,0.255103,1.0191
529,461.246,2,20.0688,24.2146,13.3693,1.45573,0.0469316,-0.395894,-0.673627,0.22606,0.971999,0.256028,0.98344
530,466.723,2,20.2564,24.6741,14.0237,1.50524,0.0441464,-0.404762,-0.698752,0.218369,1.00392,0.272302,1.11733
531,462.513,2,20.6334,24.8905,12.9482,1.50524,0.0438217,-0.414982,-0.698943,0.21479,1.02963,0.268915,1.03529
532,454.126,2,20.3744,24.9116,13.0489,1.44624,0.0455699,-0.401818,-0.720587,0.217657,0.968107,0.257365,0.946968
533,459.86,2,20.8357,25.2205,12.6569,1.4684,0.0440202,-0.419696,-0.599044,0.218769,0.984768,0.262403,1.05315
534,463.432,2,20.9245,25.1493,12.2411,1.55705,0.0392874,-0.424172,-0.364765,0.225949,0.990824,0.263841,1.11909
535,468.901,2,20.9386,25.1451,10.5961,1.5571,0.0409641,-0.415833,-0.294143,0.229609,1.05113,0.251447,1.18971
536,473.033,2,20.9632,24.7314,11.485,1.62626,0.0420463,-0.42194,-0.121728,0.230639,0.976565,0.260715,1.13814
537,465.004,2,20.6092,25.2091,11.8968,1.61832,0.0372578,-0.408245,-0.196078,0.224769,1.00819,0.261672,1.16277
538,472.247,2,20.5408,25.1389,11.8717,1.67258,0.0369496,-0.402179,-0.0887503,0.227238,1.03782,0.257741,1.16901
539,467.646,2,20.2479,25.1224,12.6932,1.61132,0.0428205,-0.393144,-0.208993,0.221307,0.9374,0.239677,1.17326
540,464.09,2,20.3257,25.6583,12.1468,1.51876,0.0453456,-0.400119,-0.223643,0.217537,0.925638,0.247483,1.17784
541,469.425,2,20.1409,25.3506,12.9068,1.55626,0.0444733,-0.397657,-0.302025,0.216959,0.922003,0.263857,1.1845
542,463.867,2,20.1018,24.5927,13.3225,1.5317,0.0458366,-0.392127,-0.384592,0.224252,0.858127,0.274392,1.04965
543,457.821,2,20.1354,24.5628,13.3658,1.44927,0.0492155,-0.392208,-0.392218,0.221204,0.881591,0.27123,0.923296
544,459.888,2,20.1253,24.3347,13.4247,1.44923,0.0480303,-0.389348,-0.595996,0.22752,0.885021,0.273533,0.96939
545,460.564,2,20.3017,24.6216,13.3608,1.47734,0.0433657,-0.407787,-0.673921,0.222391,0.906376,0.288302,1.05891
546,454.782,2,20.3458,24.4666,14.2706,1.43798,0.0469926,-0.406945,-0.458261,0.218077,0.875948,0.261805,0.993663
547,447.509,2,20.6669,24.0927,14.8875,1.46934,0.0390569,-0.418422,-0.349171,0.229246,0.946886,0.254046,0.979168
548,452.364,2,20.5195,24.1354,15.4258,1.50429,0.0362119,-0.414892,-0.370617,0.227725,0.992749,0.261844,1.02474
549,452.395,2,20.3767,24.028,14.0952,1.4666,0.037956,-0.404257,-0.331618,0.228701,1.06248,0.258194,1.00668
550,445.718,2,20.1617,23.6523,13.7063,1.59314,0.0337559,-0.387799,-0.302081,0.21843,1.04168,0.218472,0.926145
551,442.062,2,20.3351,23.815,12.7333,1.59308,0.0310902,-0.399812,-0.41477,0.216456,1.03177,0.217319,0.920418
552,443.655,2,20.7436,24.1242,12.7978,1.55732,0.0321102,-0.419882,-0.347325,0.222465,1.06019,0.234068,0.870883
553,438.709,2,20.3762,23.9964,13.0611,1.47579,0.0366155,-0.403096,-0.177139,0.222258,1.03197,0.227772,0.831126
554,452.373,2,20.678,24.0349,12.968,1.55022,0.0384658,-0.414337,-0.189262,0.21727,1.02884,0.229778,0.865336
555,454.846,2,21.0815,23.8094,13.7087,1.5903,0.0373371,-0.429388,-0.184543,0.225602,1.02086,0.242228,0.864579
556,454.459,2,21.0413,23.8168,13.3209,1.59032,0.0390169,-0.429489,0.0241579,0.224117,1.05761,0.234226,0.843654
557,452.981,2,20.9199,23.7913,13.4615,1.59032,0.0380912,-0.422452,-0.0939729,0.228191,1.09635,0.213818,0.863701
558,446.531,2,20.7752,23.5845,13.1897,1.56032,0.0356904,-0.416582,-0.128047,0.235728,1.06895,0.216345,0.876238
559,444.911,2,20.8761,23.3098,12.8888,1.51568,0.0390321,-0.419121,0.0190269,0.229446,1.02365,0.206102,0.878376
560,443.157,2,20.5262,23.8049,13.0124,1.5157,0.0395328,-0.408262,0.0624394,0.230731,0.981537,0.196154,0.866315
561,450.537,2,20.4954,23.8683,13.2761,1.50504,0.0427669,-0.407684,0.0999739,0.227608,0.982877,0.206414,0.867702
562,456.094,2,20.7323,24.1414,13.3669,1.50506,0.0442193,-0.417959,0.104567,0.224143,1.12199,0.199253,0.924191
563,458.091,2,21.1295,23.9642,13.532,1.50508,0.0461264,-0.433283,-0.0427655,0.228657,1.09214,0.207538,0.905475
564,459.475,2,20.9289,23.9316,12.8163,1.44099,0.0510683,-0.427701,-0.102245,0.224741,1.05576,0.206032,0.919698
565,459.72,2,20.7664,23.6235,12.8095,1.44095,0.0505719,-0.417085,-0.297245,0.2233,1.03604,0.21504,0.961128
566,455.643,2,20.6682,23.7049,13.7426,1.44094,0.0488256,-0.411938,-0.212288,0.223934,1.01153,0.209954,0.978374
567,454.539,2,20.4016,23.5814,14.2186,1.45806,0.0465921,-0.404597,-0.240193,0.23121,0.997302,0.202147,1.00218
568,461.493,2,20.0525,23.9808,14.1298,1.43159,0.0495485,-0.394369,-0.374288,0.229468,1.06067,0.189978,1.0765
569,459.099,2,20.6899,23.8533,13.8387,1.48759,0.046767,-0.420202,-0.437203,0.22872,1.04192,0.19868,1.03766
570,461.985,2,20.9622,24.1345,13.7678,1.48756,0.0459179,-0.429151,-0.357408,0.233193,1.12952,0.195614,1.06709
571,459.856,2,20.4506,24.2489,14.5078,1.46013,0.047852,-0.405718,-0.417034,0.227923,1.20465,0.189478,1.00711
572,459.827,2,20.5644,24.3183,14.6769,1.49743,0.0448672,-0.407565,-0.280595,0.223138,1.315,0.197235,0.94072
573,469.131,2,20.4519,24.5601,14.9933,1.49743,0.0460348,-0.405731,-0.337605,0.229214,1.35826,0.205378,0.99642
574,460.24,2,20.3199,24.495,14.8616,1.44431,0.0451226,-0.402592,-0.277747,0.223642,1.41965,0.214189,0.978185
575,465.821,2,20.3235,24.2164,14.7421,1.52307,0.0411477,-0.406567,-0.336403,0.219666,1.4921,0.222491,0.954481
576,462.15,2,20.0788,23.8871,14.5346,1.49551,0.0420024,-0.398001,-0.316222,0.222936,1.47507,0.210395,0.982836
577,456.484,2,20.2304,23.9711,15.18,1.45818,0.0427947,-0.399356,-0.410792,0.222384,1.43658,0.210057,0.944208
578,458.775,2,20.8136,23.5611,14.4114,1.43856,0.0432934,-0.423308,-0.408101,0.226125,1.35938,0.21478,0.990181
579,464.683,2,20.4635,23.5632,14.669,1.44328,0.0447102,-0.409997,-0.346479,0.219326,1.35481,0.220431,1.0369
580,453.158,2,20.7766,23.5413,14.441,1.41703,0.0455345,-0.420608,-0.214766,0.218829,1.24376,0.226691,0.94705
581,448.97,2,20.6118,23.8127,13.9156,1.38171,0.0446924,-0.410885,-0.110562,0.220759,1.2591,0.220834,0.930191
582,449.019,2,20.4067,24.1329,13.6002,1.41254,0.043248,-0.400722,0.00173211,0.21953,1.22895,0.212448,0.924459
583,456.811,2,20.5241,24.1511,12.73,1.47008,0.0426788,-0.407742,0.0558464,0.223314,1.20506,0.204103,0.96875
584,467.5,2,20.3858,24.182,12.995,1.53679,0.0423899,-0.399713,-0.0601678,0.22844,1.25995,0.209339,0.979416
585,466.703,2,20.3371,24.3784,12.5301,1.57904,0.0418062,-0.399147,-0.142616,0.227186,1.25148,0.21773,0.957715
586,461.93,2,20.5002,24.5888,12.7533,1.54322,0.0423903,-0.405847,-0.25579,0.2244,1.26534,0.224341,0.94325
587,465.499,2,20.2116,24.4542,13.0729,1.58125,0.0425313,-0.39547,-0.242749,0.223283,1.15202,0.231435,0.956444
588,466.252,2,20.2605,24.6198,13.0098,1.60087,0.0437412,-0.40168,-0.307201,0.224918,1.06587,0.23023,0.958879
589,468.133,2,20.4442,24.7516,13.0734,1.59207,0.0428402,-0.410421,-0.260418,0.22802,1.13437,0.234693,0.969547
590,454.179,2,20.4619,24.7992,12.9373,1.52356,0.0416112,-0.402291,-0.254488,0.227578,1.07976,0.240592,0.99748
591,455.495,2,20.6228,24.7506,13.2764,1.47747,0.0421103,-0.408016,-0.200332,0.22848,1.0775,0.242209,1.00978
592,448.77,2,20.4826,24.3242,12.9593,1.44477,0.0389486,-0.406105,-0.184083,0.225084,1.07607,0.260415,1.03311
593,457.459,2,20.1109,24.0367,12.943,1.45696,0.0380034,-0.391892,-0.0670138,0.223412,1.17982,0.267163,1.0257
594,461.364,2,20.1591,23.984,12.9879,1.48559,0.0389853,-0.394712,-0.022121,0.22743,1.18183,0.268519,0.979524
595,459.043,2,20.158,24.1994,13.5376,1.49813,0.0391464,-0.394305,-0.0230691,0.225152,1.17731,0.266619,0.968234
596,458.885,2,20.1516,23.9195,13.8405,1.53585,0.0395479,-0.397561,0.0750436,0.219234,1.13678,0.260407,0.930416
597,454.223,2,20.7252,23.9753,13.5606,1.50247,0.0404994,-0.420809,-0.034382,0.221886,1.11998,0.255299,0.913346
598,450.354,2,20.8353,24.2042,14.0509,1.50595,0.0388307,-0.423253,-0.14669,0.219423,1.07703,0.257878,0.920479
599,455.681,2,20.6491,24.2532,13.8761,1.51696,0.0397665,-0.412878,-0.207266,0.217454,1.07614,0.257083,0.904112
600,456.862,2,20.4634,24.3371,14.1215,1.51696,0.0402575,-0.406592,-0.211382,0.219647,1.09998,0.256437,0.908786
601,454.053,2,20.4386,24.3044,14.0408,1.48006,0.0439546,-0.404695,-0.0467111,0.217792,1.06474,0.251173,0.866347
602,466.766,2,20.4146,24.3394,13.43,1.46625,0.0474962,-0.402844,-0.113964,0.219924,1.12878,0.243161,0.896367
603,466.547,2,20.1576,24.2981,12.8944,1.46628,0.0480052,-0.392941,-0.0866068,0.21982,1.1539,0.24613,0.909978
604,464.574,2,20.3791,24.4521,12.4694,1.49454,0.0479348,-0.399044,-0.0655381,0.219076,1.06119,0.242187,0.969537
605,463.757,2,20.5979,24.9451,11.9767,1.51709,0.0467773,-0.410621,-0.0847143,0.2235,0.996907,0.238907,1.01374
606,457.35,2,20.5768,25.1023,12.3746,1.44327,0.0478509,-0.410137,-0.0149816,0.223897,0.983338,0.235516,1.06245
607,464.031,2,20.5282,25.15,11.3039,1.44327,0.0479788,-0.406974,0.0293651,0.221829,0.945899,0.246063,1.12213
608,467.075,2,20.4898,25.4051,11.0134,1.44328,0.0479068,-0.406534,-0.0589129,0.220497,0.949011,0.256229,1.15616
609,463.754,2,20.7311,25.583,11.123,1.44325,0.046539,-0.414113,-0.0688822,0.220547,0.934047,0.261603,1.25936
610,467.627,2,20.5783,25.4396,11.2496,1.44326,0.0464773,-0.408243,-0.041359,0.221005,0.964838,0.262937,1.26204
611,467.305,2,20.5744,25.3122,12.0817,1.48281,0.0458804,-0.40993,-0.0612832,0.219344,0.953733,0.264114,1.21433
612,459.534,2,20.6319,25.3127,12.8259,1.48279,0.0456304,-0.413298,-0.154304,0.219354,0.916181,0.262195,1.16168
613,462.888,2,20.5337,25.2819,12.5467,1.48867,0.0462001,-0.404582,-0.321821,0.21902,0.890917,0.270132,1.10582
614,464.73,2,20.5897,25.3824,12.1902,1.4405,0.0490927,-0.41085,-0.477322,0.221576,0.878252,0.273652,1.09723
615,468.691,2,20.5138,25.1876,12.3228,1.43082,0.0503178,-0.40962,-0.511862,0.220804,0.958375,0.27073,1.06196
616,464.979,2,20.6229,25.0945,12.3235,1.44248,0.049495,-0.4137,-0.416137,0.221383,0.967085,0.268753,1.05001
617,457.681,2,20.4464,25.0815,12.2912,1.42775,0.0482774,-0.409015,-0.383878,0.217147,0.993125,0.269429,1.0095
618,455.973,2,20.4577,24.6837,12.313,1.47254,0.0461341,-0.406678,-0.42178,0.217989,0.951457,0.272495,0.939886
619,463.329,2,20.3273,24.5344,12.4957,1.48214,0.0464971,-0.398022,-0.516603,0.222171,0.955399,0.279866,0.914295
620,460.822,2,20.3259,24.3517,12.7433,1.46513,0.0469318,-0.397416,-0.445692,0.221633,0.983262,0.276562,0.919041
621,473.121,2,20.4131,24.0723,12.8534,1.50288,0.048361,-0.401228,-0.443905,0.223777,1.01494,0.274635,0.903318
622,461.909,2,20.5796,23.9467,12.4708,1.55623,0.0453679,-0.410605,-0.474949,0.221582,0.974626,0.269385,0.901057
623,467.479,2,20.6104,23.8761,12.5121,1.55625,0.0463557,-0.412928,-0.467059,0.216866,0.987127,0.26628,0.928
624,456.385,2,20.3767,23.9129,13.0843,1.60393,0.0417573,-0.402771,-0.483131,0.216035,0.955478,0.263393,0.916203
625,451.704,2,20.259,23.6634,13.4745,1.60392,0.041415,-0.399594,-0.508924,0.215876,0.892432,0.256641,0.889687
626,450.341,2,20.3549,23.7738,13.5281,1.60391,0.0413178,-0.401706,-0.614758,0.214813,0.866227,0.246607,0.887319
627,453.917,2,20.1965,23.7291,13.4332,1.5893,0.0416188,-0.399908,-0.709265,0.215263,0.843887,0.246169,0.91151
628,461.042,2,20.2207,23.835,13.7141,1.56793,0.0423329,-0.400476,-0.769725,0.219524,0.898131,0.255097,0.913736
629,457.952,2,20.4784,23.8197,13.762,1.56794,0.0428077,-0.411352,-0.739116,0.223396,0.910402,0.249511,0.897674
630,461.902,2,20.8313,23.8161,13.3785,1.56793,0.0426153,-0.427366,-0.650559,0.221571,0.956269,0.254778,0.905742
631,464.801,2,21.0598,23.8802,13.2469,1.59057,0.0423537,-0.434705,-0.638348,0.221698,1.00242,0.2616,0.869895
632,464.339,2,21.0016,23.5643,13.005,1.56775,0.044384,-0.433808,-0.670862,0.224126,0.962549,0.262924,0.88327
