parameter,value
Cl_pop,13.4901832973871
beta_Cl_logtWTKG,-0.584092877278199
V1_pop,24.799720096127
beta_V1_ANTU_1,-0.2432282665561
beta_V1_logtCLCRMLMIN,-0.675055971729055
beta_V1_logtPROGDL,-0.605457600349103
Q_pop,23.4
beta_Q_LMP_1,0.967254370410207
beta_Q_logtAGEA,1.14499837026165
beta_Q_logtALBGDL,18.0586832262916
beta_Q_logtPROGDL,-18.2254450048066
V2_pop,3.11825735623836
beta_V2_SEXF_1,4.27551274417249
beta_V2_logtHCM,33.8104106503798
omega_Cl,0.2878985142392
omega_V1,0.141751731919194
omega_Q,2.15719802775565e-8
omega_V2,1.23610573805231e-7
a,1.44193000228259
b,0.0413676833288962
