parameter,value,se_lin,rse_lin
Cl_pop,20.6694836807931,4.05835644435653,19.6345322748807
beta_Cl_tSCRMGDL,-0.415912118953052,0.183147043285371,44.0350340707538
V1_pop,24.254513304689,2.14569145936717,8.84656571918244
Q_pop,23.4,,
V2_pop,12.4263873703764,2.96411109848204,23.8533614809744
omega_Cl,0.224337100265132,0.042815691735697,19.0854262113112
omega_V1,0.300730000074653,0.0698902283102621,23.2401916313346
omega_Q,0.838010280382924,0.244243909626017,29.1456937156441
omega_V2,0.8302537134047,0.192521244165343,23.1882424681791
a,1.88940913234988,0.222772642750133,11.7905983905703
