parameter,value
Cl_pop,13.4975087211344
V1_pop,23.5359136516847
beta_V1_ANTU_1,2.89143559105071
beta_V1_logtCLCRMLMIN,-3.18545343200696
beta_V1_logtPROGDL,-1.79760766183723
beta_V1_logtWTKG,-2.87850791734884
Q_pop,23.4
beta_Q_LMP_1,0.913599758749562
beta_Q_logtAGEA,1.54830910563418
beta_Q_logtALBGDL,18.0380411517776
beta_Q_logtPROGDL,-17.6909339882156
V2_pop,2.27594641181724
beta_V2_SEXF_1,5.05898945929229
beta_V2_logtHCM,41.8251502140852
beta_V2_logtRAL,0.260809979229769
omega_Cl,0.258670138859716
omega_V1,1.72279567693512
omega_Q,8.32173161796374e-8
omega_V2,4.68408821929081e-8
a,1.32295341412962
b,0.0444690590609716
