iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,13.9382,0.058486,24.8823,0.172108,34.6641,0.739695,16.6758,0.576256
2,14.0068,0.0523538,24.8947,0.146064,33.1525,0.631972,16.6243,0.503947
3,14.0132,0.0476137,25.0066,0.143067,32.3619,0.610045,16.5295,0.46214
4,14.0095,0.0463347,25.1121,0.138994,32.1666,0.602419,16.435,0.447434
5,14.0069,0.0449524,25.1672,0.138069,32.1128,0.588186,16.3645,0.439464
6,14.0059,0.0444413,25.1809,0.136579,32.3427,0.585422,16.3224,0.436985
7,13.9984,0.0439906,25.216,0.136447,32.6751,0.591083,16.0641,0.433713
8,14.0201,0.0438426,25.2261,0.135271,32.9817,0.598674,16.1423,0.440962
9,14.021,0.0440299,25.2148,0.134934,33.2016,0.60721,16.2921,0.445202
10,14.0096,0.044175,25.2038,0.134775,33.4073,0.615458,16.4771,0.452033
11,14.0024,0.0447982,25.2278,0.134929,33.1306,0.611807,16.5198,0.454091
12,13.9932,0.0454339,25.2119,0.135355,33.1005,0.608905,16.5831,0.453746
13,13.9814,0.0458004,25.2099,0.135871,33.1056,0.605057,16.7638,0.458262
14,13.9776,0.045528,25.2396,0.136468,33.1348,0.606021,16.8201,0.453668
15,13.9731,0.0457324,25.2369,0.135664,33.2313,0.605025,16.8215,0.44967
16,13.9778,0.0456009,25.2276,0.135798,33.1176,0.601316,16.885,0.44909
17,13.9683,0.0452342,25.2588,0.136199,33.0384,0.59844,16.9217,0.451353
18,13.9588,0.0449121,25.2758,0.136686,32.8547,0.595474,16.9519,0.449596
19,13.9569,0.0447495,25.2935,0.1376,32.7902,0.597333,16.9789,0.448115
20,13.953,0.0443715,25.2874,0.138787,32.9895,0.599951,16.9804,0.445673
21,13.9527,0.0441125,25.2836,0.13942,33.1383,0.600374,16.9416,0.444196
22,13.9519,0.0441442,25.316,0.138758,32.9677,0.599748,16.9432,0.442498
23,13.9516,0.0441604,25.3459,0.138489,32.9762,0.606234,16.8914,0.441156
24,13.9548,0.0443191,25.3831,0.13793,32.7912,0.605261,16.8594,0.43843
25,13.9535,0.0440697,25.3977,0.137416,32.7663,0.601708,16.8749,0.439498
26,13.9541,0.0440667,25.399,0.137022,32.814,0.601138,16.9646,0.443183
27,13.9577,0.0443162,25.4029,0.137302,32.9486,0.602179,17.0309,0.444671
28,13.9555,0.0446728,25.4129,0.137815,33.2063,0.610122,17.036,0.443778
29,13.9536,0.0445957,25.412,0.137741,33.2475,0.616434,17.0415,0.444396
30,13.9506,0.044857,25.4239,0.137754,33.2119,0.620746,17.0384,0.445743
31,13.9461,0.0448331,25.4272,0.138212,33.2478,0.620419,17.045,0.445126
32,13.9439,0.0447096,25.442,0.138223,33.0713,0.618104,17.1115,0.447898
33,13.9489,0.0447436,25.4572,0.137981,32.9249,0.617185,17.1553,0.447913
34,13.95,0.0445919,25.4607,0.137912,32.9009,0.61477,17.1681,0.44811
35,13.9505,0.0446231,25.4541,0.138416,32.9618,0.615601,17.1601,0.446851
36,13.9526,0.0446313,25.4507,0.139409,32.8995,0.615452,17.178,0.444785
37,13.9526,0.0446378,25.4406,0.139619,32.8463,0.613309,17.1949,0.442987
38,13.9539,0.044547,25.4356,0.140075,32.9513,0.614736,17.1994,0.442
39,13.9548,0.0445595,25.4382,0.141002,32.987,0.616321,17.2153,0.442846
40,13.9558,0.0444521,25.4381,0.141792,33.1123,0.616982,17.2115,0.441749
41,13.9558,0.044356,25.4191,0.142434,33.2687,0.618418,17.2039,0.44272
42,13.9588,0.0445187,25.4091,0.142828,33.3315,0.619968,17.2168,0.443424
43,13.9603,0.0445134,25.3979,0.143645,33.349,0.620422,17.2195,0.443287
44,13.9611,0.0446877,25.3851,0.144279,33.3159,0.619434,17.2202,0.445403
45,13.9638,0.0448761,25.3693,0.144405,33.4032,0.619139,17.234,0.448337
46,13.963,0.0449071,25.357,0.144899,33.4207,0.618331,17.2418,0.449843
47,13.9655,0.044818,25.349,0.145248,33.4964,0.61827,17.2096,0.45256
48,13.9695,0.0447661,25.3458,0.145836,33.4964,0.617927,17.1616,0.455805
49,13.9735,0.0449282,25.3508,0.146577,33.4858,0.619095,17.1469,0.460808
50,13.9777,0.0451741,25.3564,0.146806,33.445,0.618466,17.1386,0.463222
51,13.9827,0.0452581,25.3501,0.147062,33.4572,0.619524,17.1315,0.4661
52,13.9827,0.0452117,25.3514,0.147175,33.537,0.620314,17.1551,0.468194
53,13.985,0.0451957,25.3477,0.147406,33.5065,0.620122,17.152,0.469694
54,13.9872,0.0451589,25.3488,0.147276,33.5305,0.619437,17.1361,0.470348
55,13.9854,0.0451333,25.3566,0.146833,33.4607,0.618192,17.1378,0.470394
56,13.9799,0.0451239,25.3676,0.146805,33.4465,0.616531,17.1456,0.470871
57,13.9767,0.04508,25.3674,0.146871,33.407,0.615388,17.1634,0.470238
58,13.9746,0.0450117,25.3735,0.146763,33.378,0.613496,17.1544,0.469004
59,13.9716,0.0449021,25.3792,0.146462,33.3349,0.611138,17.1496,0.468623
60,13.9703,0.0448789,25.387,0.146223,33.2791,0.609602,17.1554,0.467425
61,13.9686,0.0449707,25.3941,0.146154,33.2691,0.609168,17.1628,0.467261
62,13.9707,0.0449332,25.3983,0.146136,33.3223,0.612358,17.131,0.467512
